Accession,logFC,-logPval,-logAdjPval,DMSO_1,DMSO_2,DMSO_3,DMSO_4,DMSO_5,5FU_1,5FU_2,5FU_3,5FU_4,5FU_5
M0QY01,-0.4399,1.8937,0.2533,3392.2,3313.6,3225.8,3459.6,6705.2,2977.9,2471.2,3087.6,3716.7,2592.1
Q8N1E2,0.3731,1.8732,0.2533,5696.7,9170.2,7142.4,7405.5,6016.0,8087.4,7260.8,8984.7,11381.0,10576.0
A1Z1Q3-4;A1Z1Q3;A1Z1Q3-6;A1Z1Q3-5;A1Z1Q3-2,-0.3032,1.8642,0.2533,11397.0,16707.0,12256.0,14926.0,22938.0,14670.0,11631.0,12532.0,14554.0,10095.0
Q8WVX3-2;Q8WVX3,0.1605,1.8752,0.2533,12203.0,13937.0,13220.0,15200.0,14697.0,15474.0,13430.0,16426.0,17290.0,15484.0
Q5MNZ6;I3L4S6;I3L4L8;I3L1D0,-0.0751,1.8745,0.2533,95413.0,112940.0,100220.0,112640.0,122950.0,111880.0,99938.0,103220.0,113810.0,92183.0
F8VXC8;Q8TAQ2-2;Q8TAQ2-3;Q8TAQ2;F8VZW6,0.0599,1.8708,0.2533,144070.0,167350.0,153480.0,169810.0,178110.0,188920.0,152400.0,173250.0,187820.0,154470.0
E9PL83;P35318,-1.6739,1.8669,0.2533,7396.0,1972.7,15269.0,1964.4,2129.9,1966.6,2083.1,1867.9,2139.3,1531.5
REV__Q9ULW2,-1.0407,1.8869,0.2533,11096.0,11252.0,8648.1,13409.0,39740.0,8502.5,7485.3,10739.0,9735.4,3923.4
F2Z2T4;C9J3G2;Q9BRT8-2;Q9BRT8-3;Q9BRT8;Q8IUF1;A0A0B4J1T6;A0A087WTC0;F8WEG4;A0A087WZQ3;F8WEU0;A0A087X140;Q9BRT8-4,-0.16,1.8785,0.2533,9916.5,10754.0,9570.2,10131.0,10780.0,9343.8,8596.8,9464.4,9826.8,9013.6
Q9NR48-2;Q9NR48,0.5553,1.8629,0.2533,2642.0,2313.8,2420.2,2404.7,1453.3,2534.4,3086.5,3778.7,3221.0,4123.1
Q5TG12;E9PGC5;Q15262;Q15262-2;Q15262-3;Q15262-4;H0YDP9;E9PRW2,-0.109,1.866,0.2533,35241.0,39949.0,35975.0,37217.0,45661.0,39890.0,34296.0,35492.0,39802.0,32202.0
P78527;P78527-2;F5GX40;H0YG84,0.0709,1.8756,0.2533,3712700.0,4318500.0,3921600.0,4290400.0,4643800.0,4869500.0,4219000.0,4453000.0,4630000.0,3968000.0
Q9UHV7,-0.1342,1.8585,0.2516,8935.7,10986.0,10374.0,10323.0,12274.0,10964.0,9200.1,9549.9,10460.0,8472.8
Q86W92-2;Q86W92-4;Q86W92;F5GZP6;H0YFE4;A0A0A0MTP2;F5H6Q7;F5H0E0;F5H495;H0YGH8;Q86W92-5;Q8ND30-3;Q8ND30-2;Q8ND30,-0.2323,1.8539,0.2498,74048.0,78654.0,97167.0,72403.0,89387.0,76386.0,58607.0,68870.0,79348.0,72488.0
P31751;M0R0P9;P31751-2;J3QKW1;M0QZW8;J3QL45;M0R283,-0.6842,1.8443,0.2457,172520.0,100420.0,211990.0,100560.0,245870.0,101770.0,91640.0,89766.0,111650.0,126880.0
Q9UG63;Q9UG63-2;C9JHK9;C9JZV3,0.142,1.8444,0.2457,305030.0,399380.0,364330.0,391400.0,384900.0,494790.0,346670.0,413250.0,449520.0,360000.0
K7ES63,-0.3005,1.8371,0.2413,4486.7,5443.4,4925.5,5607.3,8523.6,4811.4,4309.9,5141.6,5096.1,4160.3
Q58FF6,-1.0742,1.8331,0.24,27249.0,35137.0,62981.0,43100.0,140980.0,31495.0,20839.0,33200.0,35987.0,23823.0
O00635,0.1801,1.8224,0.232,17645.0,21145.0,18797.0,22460.0,20878.0,23282.0,18840.0,26143.0,24820.0,22378.0
Q8TEA8;A0A087WZV9,0.205,1.799,0.2234,198290.0,192260.0,196190.0,212590.0,185600.0,230040.0,218410.0,218010.0,238130.0,243510.0
Q9C005,-0.1041,1.7089,0.2234,37865.0,43708.0,39809.0,41804.0,51481.0,45420.0,37090.0,39431.0,43012.0,36494.0
O14908;O14908-2;K7EM11;K7ELJ2;K7EJ33;K7EIT0;K7ESN1,-0.1502,1.7879,0.2234,74803.0,102490.0,97645.0,96649.0,105800.0,101050.0,76451.0,88308.0,97362.0,72304.0
Q9Y3B7-2;Q9Y3B7,0.1975,1.7779,0.2234,15259.0,18566.0,15758.0,16056.0,17855.0,19785.0,17654.0,19276.0,18602.0,20889.0
Q9NSI2-2;Q9NSI2;C9JJU7,-0.1449,1.7143,0.2234,29669.0,38153.0,34530.0,36156.0,33761.0,33829.0,27262.0,31192.0,35670.0,29855.0
Q8WU90;Q8WU90-2;F8WB26;F8WF67;H7C466,0.1084,1.6938,0.2234,440330.0,441270.0,407930.0,483080.0,511770.0,539800.0,459750.0,514310.0,546960.0,432350.0
A0A0B4J220;E9PLD3;E9PRG8,-0.1452,1.7823,0.2234,17883.0,22248.0,19003.0,21525.0,24653.0,19448.0,18497.0,17954.0,20704.0,18952.0
Q05519-2;Q05519;Q5T760;Q5T757;B4DWT1;S4R3C4,0.143,1.7739,0.2234,120030.0,140940.0,124390.0,140330.0,131580.0,157840.0,120480.0,145520.0,167540.0,144130.0
P62995-3;P62995;H7C2L4;H7BXF3,-0.1294,1.7637,0.2234,90834.0,106470.0,87340.0,96056.0,122440.0,95698.0,85834.0,91385.0,104420.0,85793.0
Q92859-3;Q92859-2;Q92859-4;Q92859,-0.1553,1.7701,0.2234,5928.1,6694.0,5988.4,6305.6,7771.5,5946.1,5652.6,5995.3,6406.0,5543.7
C9JXI1;C9JVP0;Q9UPW0-2;Q9UPW0,-0.1432,1.7932,0.2234,8002.1,9131.4,8269.9,8978.2,8949.4,8328.6,7395.0,7494.9,8799.4,7642.8
Q15046;Q15046-2;H3BVA8;J3KRL2;H3BRC9;H3BPV7,0.0983,1.7608,0.2234,917370.0,980400.0,901790.0,1025900.0,1157300.0,1149000.0,1035700.0,1075400.0,1121900.0,992430.0
G3V5V3;O60524-4;O60524-5;O60524-3;O60524;O60524-2;G3V4D9,0.1679,1.7913,0.2234,72226.0,79304.0,77468.0,78303.0,80562.0,90943.0,78705.0,82723.0,92600.0,94664.0
Q8TCS8;H7BXF6;H7C3C5;F8WBI3,0.0864,1.77,0.2234,530180.0,601570.0,536320.0,599280.0,633330.0,660480.0,594930.0,625790.0,641590.0,582130.0
O60231;A0A140T947;A2AB15;Q5SQH5;A0A140T8Y5;A0A140T9T4,0.0909,1.774,0.2234,162030.0,195780.0,175700.0,191540.0,196180.0,219460.0,174560.0,191460.0,216960.0,189280.0
C9J2Y4,0.3365,1.7275,0.2234,22475.0,19222.0,18113.0,21172.0,13237.0,25701.0,22145.0,25208.0,26174.0,22705.0
Q9BVS5;F8WDR2;H7C2E8,0.0744,1.728,0.2234,196700.0,221550.0,207240.0,224810.0,244540.0,244570.0,208780.0,238390.0,250700.0,220970.0
Q13601-2;Q13601,0.1106,1.7106,0.2234,58447.0,65908.0,60848.0,62993.0,67237.0,73852.0,62861.0,68961.0,70564.0,67611.0
P32455;F6X827;F6SPX6,0.0565,1.7159,0.2234,521060.0,615810.0,553740.0,612860.0,629750.0,664630.0,563170.0,625500.0,668220.0,560910.0
Q5SQP8;P56545;P56545-3;P56545-2;A0A087WYL1,-0.2147,1.7811,0.2234,141260.0,162440.0,143240.0,161340.0,241920.0,163550.0,136580.0,142430.0,168320.0,124920.0
Q92878;Q92878-2;Q92878-3;E7EN38;E7ESD9;E9PM98;A0A1W2PPC4;H7C0V2;C9JNH8;H7C0P8,0.1104,1.7079,0.2234,530350.0,599940.0,554540.0,631820.0,615830.0,727220.0,540750.0,678010.0,707990.0,558560.0
O94826,0.1294,1.7023,0.2234,190920.0,203170.0,189060.0,233600.0,214210.0,261820.0,198830.0,240620.0,243900.0,198580.0
Q9BQ15;C9JT95;C9JMP5;F8WAF5;H7C0W4;Q9BQ15-2;Q96AH0-2;Q96AH0-3;Q96AH0,0.0942,1.7122,0.2234,48633.0,59869.0,53623.0,57797.0,59028.0,64766.0,55285.0,60298.0,62666.0,57361.0
Q9UHB4-4;Q9UHB4;Q9UHB4-2;Q9UHB4-3,-0.1164,1.716,0.2234,90538.0,108960.0,98507.0,104180.0,126980.0,101620.0,97670.0,96378.0,104830.0,89997.0
H7BYJ1;Q969K3;Q969K3-2;G3V504;A0A087WTM5,-0.231,1.73,0.2234,13752.0,15191.0,12912.0,15967.0,21374.0,15617.0,12007.0,15271.0,14070.0,10965.0
Q9H0A0;A0A087WV29;Q9H0A0-2;E9PMU0;E9PJN6,0.1114,1.7755,0.2234,53930.0,62250.0,60810.0,61513.0,64625.0,71512.0,60944.0,66291.0,67636.0,64139.0
H7BZL0;Q9BYG3;C9J808,0.1705,1.7719,0.2234,11628.0,14332.0,11592.0,14252.0,15674.0,16796.0,14098.0,14455.0,15193.0,15632.0
Q3MHD2;Q3MHD2-2;K7ELG9,-0.1398,1.7238,0.2234,84044.0,97582.0,82936.0,91638.0,115760.0,92801.0,85136.0,80922.0,98508.0,74288.0
Q96KC8,0.1808,1.7099,0.2234,22927.0,21398.0,21597.0,25581.0,25004.0,27932.0,22896.0,30825.0,28056.0,24137.0
Q3ZCQ8;Q3ZCQ8-2;M0QXC3;M0R2Z3;M0R303;M0R2D2;M0R1Y4;M0R003;M0R0C3;M0R2F8;M0R047;Q3ZCQ8-3,-0.1101,1.7324,0.2234,19016.0,24814.0,22756.0,23186.0,26082.0,23702.0,20144.0,21560.0,24018.0,18930.0
J3KPS0;Q9NXW2;Q9NXW2-2;V9GYN7,0.2266,1.7237,0.2234,30012.0,31817.0,28217.0,35890.0,28671.0,43457.0,27458.0,39981.0,41701.0,32116.0
P24752;H0YEL7;P24752-2;E9PRQ6;E9PKF3,-0.1661,1.7104,0.2234,533390.0,556380.0,497270.0,570680.0,773780.0,579940.0,498450.0,531200.0,573580.0,447750.0
E9PLL6;P46776;E9PJD9;E9PLX7,0.171,1.7091,0.2234,173180.0,179910.0,164520.0,184020.0,197670.0,232610.0,167170.0,195680.0,208030.0,219220.0
A0A1X7SBZ2;A0A1W2PQ51;Q92841;Q92841-1;Q92841-3;Q92841-2;A0A0U1RQJ0,0.1254,1.7225,0.2234,670590.0,832490.0,759480.0,844940.0,770960.0,962220.0,736570.0,885990.0,955890.0,751260.0
Q9BSB4;F8VVA0;F8VQD9;H3BMZ4,-0.1286,1.6996,0.2234,51998.0,58854.0,48045.0,56616.0,68829.0,58527.0,47865.0,53046.0,58339.0,44844.0
K7EKI8;O60437;K7EQ71;A8MST6;Q5JTW2;Q5JTW2-3;Q5JTW2-5;Q5JTW2-2,0.1885,1.7786,0.2234,33306.0,40650.0,34343.0,36302.0,33762.0,45935.0,38833.0,36658.0,43031.0,41126.0
Q16186;A0A087WX59;A0A087WUX6,0.1017,1.709,0.2234,236150.0,281130.0,240470.0,275200.0,275190.0,317180.0,246180.0,278600.0,303640.0,273300.0
E5RJY4;Q08881,-0.2031,1.7018,0.2234,9805.7,12080.0,10043.0,12356.0,15375.0,10148.0,9584.8,11533.0,10770.0,9805.1
Q00839,0.1243,1.6936,0.2234,976660.0,1071100.0,950870.0,1044400.0,1292800.0,1244200.0,1096600.0,1148100.0,1206100.0,1151700.0
Q969V4,-0.1719,1.7037,0.2234,46517.0,60194.0,49680.0,60807.0,62097.0,51038.0,44059.0,59309.0,55062.0,40740.0
Q969G5;E9PIE3,-0.222,1.693,0.2234,48953.0,56845.0,48669.0,53694.0,84409.0,53691.0,46527.0,47951.0,54933.0,47833.0
H0YN28;H0YL33;H0YNA0;H0YN52;H0YLE2,0.322,1.6976,0.2234,5792.2,7205.5,6933.9,6206.0,4859.6,7933.6,7192.2,6859.9,10040.0,7510.1
B9A044;B8ZZ50;O60573-2;O60573;C9JEL3;B4E1E4;B9A023;B8ZZL3,0.212,1.8054,0.2234,29540.0,39265.0,34448.0,40933.0,37109.0,48903.0,31292.0,40716.0,50797.0,41213.0
P62249;M0R210;M0R3H0;M0R1M5;Q6IPX4;M0QX76,0.1038,1.7479,0.2234,335360.0,411430.0,355300.0,378180.0,404640.0,470660.0,365570.0,389830.0,433450.0,387760.0
Q6NVY1;Q6NVY1-2;B9A058;B8ZZZ0;F8W8A6;H7C126;H7C1A5;H7C400;H7BYI7,0.1062,1.7173,0.2234,256660.0,280610.0,257270.0,274670.0,289310.0,321150.0,288440.0,286300.0,304680.0,276340.0
Q6AWC2-4;Q6AWC2;Q6AWC2-6;Q6AWC2-5;Q6AWC2-2;Q6AWC2-3;Q6AWC2-7,-0.1058,1.6923,0.2234,26343.0,32262.0,28512.0,30411.0,34560.0,30120.0,24567.0,29899.0,32862.0,25427.0
Q86U42-2;Q86U42;B4DEH8;G3V4T2;Q92843-2;H0YJH9;A6NDY0-2;A6NDY0;A6NDY0-4,0.1257,1.6923,0.2234,106910.0,111790.0,103710.0,111500.0,114020.0,127520.0,118780.0,117410.0,125650.0,114760.0
K7ENH8;A0A0A0MRB7;X6REB3;P15923-2;P15923;P15923-3,0.2664,1.7134,0.2234,1058.4,1239.7,1269.7,1228.8,1354.6,1473.9,1267.6,1644.0,1585.5,1491.3
P40938-2;P40938;A0A087X270,0.1097,1.699,0.2234,17176.0,21829.0,19937.0,20184.0,21125.0,23348.0,20051.0,22244.0,23320.0,20269.0
Q6UX04;Q6UX04-2;D6REK3,0.0844,1.7406,0.2234,72785.0,76959.0,73240.0,82377.0,84176.0,91763.0,75880.0,83573.0,91846.0,75183.0
U3KQC1;A0A0A0MQU0;Q9BV38;K7EIR0;K7EML4;A0A087X237;K7EKX5,-0.0731,1.7367,0.2234,128310.0,143250.0,129160.0,139480.0,152320.0,147930.0,121050.0,133550.0,147040.0,117100.0
R4GNH3;P17980;E9PM69;E9PKD5;E9PN50;E9PMD8;E9PLG2,0.0971,1.7449,0.2234,715450.0,829790.0,753060.0,824770.0,803750.0,911340.0,780990.0,854320.0,892930.0,805260.0
H7C0C1;H7C304;H7C006;F8WD19;H7C1M7;C9J4K5;C9JSP0;H7C1C1;F8W8A5;P48047;Q9NYP3-2;Q9NYP3-3;Q9NYP3,0.1356,1.6861,0.2193,18406.0,22543.0,18320.0,19628.0,20900.0,24356.0,20225.0,21198.0,23425.0,21517.0
K7EJ78;K7EQJ5;P62841;S4R456;K7EM56;A0A0B4J2B4;S4R417;K7ELC2,0.1549,1.6792,0.2165,93050.0,103610.0,90508.0,105010.0,92575.0,121610.0,94967.0,105890.0,115770.0,108670.0
P62280;M0QZC5;M0R1H5;M0R1H6,0.1147,1.6796,0.2165,375210.0,438770.0,384490.0,436220.0,420470.0,498220.0,399400.0,436260.0,470850.0,443770.0
Q9NUM4,-0.2858,1.6707,0.2099,28696.0,32858.0,25021.0,34178.0,48765.0,34724.0,25766.0,28529.0,31342.0,19723.0
O75343,0.3748,1.6637,0.205,10709.0,11568.0,10731.0,11181.0,6470.0,12298.0,13778.0,13537.0,14141.0,13086.0
M0R296;Q96CM4,-0.2752,1.6611,0.2043,13253.0,18087.0,17769.0,15101.0,26808.0,17004.0,13622.0,14422.0,16887.0,13445.0
B5MBZ0,0.2196,1.6545,0.1997,4856.7,4745.6,4559.2,5253.4,5145.9,6144.3,4444.2,6409.7,6419.2,5621.8
Q9NV35,-0.1825,1.6496,0.1977,24122.0,33243.0,30555.0,29767.0,31950.0,28566.0,26567.0,22412.0,29782.0,25471.0
P00167-2;P00167;P00167-3;J3KNC7,0.0935,1.6482,0.1977,33814.0,39413.0,37456.0,42064.0,43430.0,45655.0,37067.0,45097.0,45766.0,37902.0
Q9BX40;Q5TBP9;Q5TBQ0;Q9BX40-3;Q9BX40-2;Q5TBQ1;A0A0C4DFV2,0.0824,1.6466,0.1977,56725.0,63030.0,58105.0,62474.0,65400.0,71384.0,60161.0,64620.0,69357.0,61708.0
J3KSB5;P21359-4;P21359-2;P21359-6;P21359;H0Y465;J3QLS2;J3KRT8;J3QQN8;P21359-3;P21359-5,-0.5633,1.6407,0.1966,26636.0,24658.0,46336.0,30150.0,61857.0,27435.0,21289.0,30124.0,27208.0,22765.0
Q1ED39;H3BPL4,0.1228,1.6378,0.1966,11857.0,13290.0,12938.0,13876.0,14781.0,14928.0,13717.0,14214.0,15873.0,14488.0
Q9Y4K3,-0.1834,1.6399,0.1966,10923.0,15223.0,15093.0,14315.0,17852.0,14786.0,12411.0,12520.0,13612.0,11656.0
Q96KP6;Q96KP6-2;Q96KP6-3,-0.122,1.6393,0.1966,31848.0,34546.0,33887.0,34259.0,42791.0,36097.0,31185.0,30886.0,35983.0,30224.0
P12110;P12110-3;H7C0M5;C9JH44,-0.0627,1.6347,0.1955,165970.0,199820.0,179090.0,196310.0,219440.0,201710.0,164860.0,189720.0,204920.0,167400.0
P30613-2;P30613,-1.2427,1.6304,0.193,4986.3,6365.7,30179.0,7531.0,33857.0,6488.0,6298.3,6019.3,8770.7,7220.2
A0A087X0N3;Q96MY1;A0A087WTU5;Q96MY1-2,-0.097,1.6258,0.1904,36191.0,42227.0,36664.0,38944.0,45666.0,41386.0,35186.0,35718.0,42600.0,33782.0
Q9UEY8,-0.508,1.6197,0.1899,5221.5,7199.1,6252.8,7055.6,17582.0,6827.8,5839.6,5733.6,6669.0,4950.7
P42677;Q5T4L4;C9J1C5,0.1307,1.6203,0.1899,100320.0,122550.0,110610.0,125540.0,118410.0,142530.0,108660.0,126580.0,132070.0,128470.0
P47985;P0C7P4,0.0875,1.6219,0.1899,31861.0,38422.0,34217.0,39400.0,39316.0,41520.0,37157.0,38922.0,41793.0,36810.0
P56192;P56192-2;H0YHV5;H0YIC2;H0YIP0;F8VS26;H0YHL6;F8W0M7;F8W0S4;F8VZZ9;H0YI94;H0YI27;F5H2V6,0.0881,1.6137,0.1857,167770.0,206040.0,184240.0,207940.0,213200.0,233040.0,178810.0,219000.0,228180.0,193000.0
Q15649;Q15649-2;A0A087X045;A0A087WY54,-0.1541,1.6078,0.1838,30323.0,34689.0,31647.0,38067.0,46297.0,33613.0,30969.0,34470.0,36098.0,28288.0
P02795;H3BSP9,0.1976,1.6062,0.1838,285770.0,281180.0,256430.0,288310.0,249390.0,311080.0,335450.0,317790.0,328700.0,287940.0
P02462;P29400;P29400-2;P02462-2,-0.099,1.6086,0.1838,113950.0,129300.0,120710.0,123970.0,146570.0,123150.0,117200.0,117480.0,127580.0,111210.0
Q96C19;H0Y4Y4;A0A087X1Z2;Q9BUP0-2;Q9BUP0;C9JTV4;Q8WYH2,0.1251,1.5968,0.1762,521680.0,587830.0,550480.0,620180.0,549800.0,673260.0,575870.0,605410.0,665030.0,603310.0
B9A057;Q86WW8,-0.204,1.5835,0.1665,7778.9,8353.5,7947.8,9677.0,10951.0,9220.9,8069.1,7562.7,8072.9,6189.8
Q9H7C4-2;Q9H7C4;C9JTN4;C9JSS1,-0.1002,1.5849,0.1665,190610.0,200990.0,180720.0,206740.0,231980.0,205880.0,178980.0,181250.0,218460.0,169270.0
A0A1X7SBT7;O95502,-0.2489,1.5696,0.1646,32699.0,35622.0,32229.0,35152.0,59236.0,36450.0,31071.0,32195.0,36831.0,27864.0
Q9Y394-2;Q9Y394;H0YJR8;A0A087X0Z7;H0YJ66;H0YJE4,0.213,1.5755,0.1646,16469.0,19925.0,17995.0,18458.0,18687.0,21250.0,19614.0,20644.0,20410.0,24571.0
A8K878;P55145;H7C2D6,0.1753,1.5691,0.1646,426480.0,395750.0,418590.0,449860.0,389730.0,497670.0,459030.0,474010.0,488160.0,463680.0
Q9NP97;B1AKR6;Q8TF09;H3BNG9;H3BPA0;Q7Z4M1;H3BQI1;Q9NP97-2,-0.0962,1.5745,0.1646,180810.0,201700.0,183150.0,209370.0,239040.0,206500.0,182640.0,179560.0,215170.0,172740.0
P23497;E9PHV6;P23497-7;P23497-6;P23497-5;P23497-2;P23497-3;P23497-4;C9JBL0;H7BYP4;U5Y3L1;Q9H930-1;Q9H930-2;Q9H930;H7C4B4;Q9H930-3;H7C1G8,-0.0742,1.5716,0.1646,97715.0,114320.0,106460.0,111730.0,130760.0,114800.0,98769.0,108630.0,120590.0,95187.0
M0QYM7;M0R042,-0.2426,1.5744,0.1646,3135.6,3024.6,3595.7,3111.6,4162.4,3407.7,2800.6,2749.6,3157.1,2471.4
U3KQA5;A0A0U1RQT7;Q8IXA3;A0A0U1RQY7;U3KQB3;Q9HCP0-2;Q9HCP0;K7EP38;A0A0U1RQH9;A0A0U1RQK2;A0A0U1RQG9;A0A0U1RR14;A0A0U1RQK6;K7ESB6;P78368;Q9Y6M4-3;Q9Y6M4-4;Q9Y6M4;Q9Y6M4-2,0.1781,1.5703,0.1646,2849.8,3726.7,3186.3,3455.2,3455.5,4144.1,3515.6,4190.7,3851.1,3343.7
A0A087WV46;C9JXA7;Q0VGL1;A0A087WT92,-0.0831,1.562,0.1609,42106.0,49027.0,45492.0,49946.0,55445.0,48561.0,43885.0,47602.0,50654.0,39816.0
CON__Q2UVX4,0.1736,1.5619,0.1609,45525.0,57787.0,46686.0,55494.0,61659.0,68772.0,66535.0,55925.0,59850.0,51410.0
Q8TDY2-2;Q8TDY2;H0YC30,-0.0945,1.5592,0.1599,59519.0,76681.0,68911.0,74666.0,78252.0,76670.0,60186.0,65277.0,76504.0,60430.0
P61254;J3QRI7;J3QQQ9;J3QQV1;J3QRC4;J3KTJ8;E5RIT6;J3KSS0;E5RHH1;J3KS10,0.1245,1.4134,0.159,251820.0,286970.0,256190.0,275870.0,279330.0,314360.0,289940.0,281760.0,296940.0,299890.0
M0R0F0;P46782;M0R0R2;M0QZN2,0.1256,1.4439,0.159,223840.0,292410.0,247980.0,259800.0,254360.0,334910.0,250360.0,272500.0,310500.0,247040.0
Q9HAU5;Q9HAU5-2,0.2927,1.5239,0.159,53121.0,46247.0,48305.0,52277.0,32960.0,60801.0,52504.0,62147.0,67206.0,50451.0
Q5JTH9-2;Q5JTH9-3;Q5JTH9,-0.1671,1.4903,0.159,8577.4,10859.0,9986.7,10856.0,10006.0,10649.0,7384.7,9694.4,9726.9,8006.5
P48745,-0.1836,1.4503,0.159,15229.0,15470.0,13520.0,15337.0,21235.0,15055.0,13206.0,15469.0,14444.0,13294.0
F8W1H0;H0YIS7;Q8IXM2-2;Q8IXM2;Q8IXM2-3;F8W038,0.1163,1.4384,0.159,13469.0,16236.0,14860.0,16648.0,16709.0,17732.0,14251.0,17885.0,19322.0,16188.0
Q01664,-0.2314,1.4159,0.159,16122.0,14653.0,18389.0,13154.0,16504.0,14835.0,12199.0,13422.0,14161.0,13676.0
Q9HA64;I3L139;I3L3W5;I3L407;I3L2G3;I3L378,-0.1867,1.4684,0.159,111470.0,129530.0,111500.0,121260.0,185620.0,125290.0,114100.0,112760.0,128670.0,100050.0
Q9H867-3;Q9H867-1;Q9H867-5;Q9H867,-0.3147,1.531,0.159,1630.5,1368.9,1656.7,1504.8,1488.5,1313.4,1292.8,1192.8,1294.2,1156.6
REV__O60296-2;REV__O60296,-0.1943,1.465,0.159,15289.0,18011.0,16048.0,19339.0,21184.0,15803.0,18086.0,14358.0,16077.0,14248.0
Q9UL18;Q5TA58,0.2015,1.433,0.159,91970.0,109220.0,98118.0,106680.0,113930.0,109540.0,99024.0,109700.0,143720.0,139280.0
Q3KQU3;Q3KQU3-2;Q3KQU3-3;C9JIR3;H0YF21;E9PLH3,0.0962,1.5152,0.159,248570.0,281190.0,253950.0,288840.0,297270.0,317790.0,268920.0,288390.0,306010.0,294820.0
P51452;P51452-2;K7ES89;K7ELG5,-0.0703,1.5173,0.159,219530.0,261050.0,225490.0,260160.0,288220.0,260930.0,218160.0,246310.0,269820.0,211150.0
P01730,0.3753,1.4737,0.159,4367.9,5111.1,5199.7,4440.3,3883.9,5717.5,6125.6,4451.8,5996.0,7717.2
Q5TGY3,-0.1079,1.4748,0.159,39339.0,41694.0,37413.0,42133.0,50124.0,44081.0,36750.0,37681.0,44185.0,34904.0
REV__C9J4M6;REV__A0A1W2PPT5;REV__C9J2Y9;REV__P30876,-0.1718,1.4752,0.159,42894.0,46720.0,45395.0,50271.0,67139.0,49502.0,40928.0,41708.0,47024.0,45473.0
E7EW05;Q9NVU7-2;Q9NVU7,-0.1263,1.5557,0.159,21198.0,27205.0,25994.0,26717.0,29854.0,26359.0,20393.0,24176.0,26441.0,23608.0
Q9BXK1,-0.3707,1.4345,0.159,9054.7,8321.8,8248.7,11214.0,19698.0,9570.5,7881.3,7542.6,10139.0,8374.9
REV__F8VP53;REV__F8VVW7;REV__F8VVX6;REV__Q5HYK3,0.6602,1.5118,0.159,15522.0,25450.0,18818.0,16146.0,14026.0,27827.0,27021.0,16136.0,27815.0,43159.0
Q96SI9-2;Q96SI9,0.0967,1.4298,0.159,12903.0,16037.0,13758.0,14414.0,15921.0,16559.0,15006.0,15394.0,17408.0,14438.0
Q96CW1-2;A0A087WY71;Q96CW1;E9PFW3;C9JJ47;C9JGT8;C9JJD3;C9JTK4;C9JPV8;H7C4C3,0.0986,1.4478,0.159,363260.0,447300.0,391230.0,445090.0,440870.0,518110.0,376870.0,462220.0,505280.0,403110.0
Q14019;H3BT58,0.1598,1.4766,0.159,1045400.0,1021400.0,1003200.0,1086600.0,961710.0,1170500.0,1123000.0,1155600.0,1212600.0,1131400.0
B8ZZA8;C9JIJ6,-0.411,1.5444,0.159,4014.8,4048.7,5787.0,4591.9,9452.4,4580.5,3589.1,4326.4,4959.3,3576.2
P62253;I3L2H7;K7EPR7;I3L0Q0;I3L2Q4,-0.1368,1.4281,0.159,170100.0,201450.0,176170.0,209790.0,263530.0,214170.0,162700.0,187110.0,210820.0,161030.0
P49642;F8VNY2,0.0814,1.4155,0.159,65029.0,73527.0,68156.0,77232.0,87547.0,85158.0,69601.0,81903.0,88170.0,71875.0
P49593;P49593-2;B5MCT7;A8MX49;C9J2F3;C9JL74,-0.0782,1.4948,0.159,87485.0,109650.0,98268.0,101900.0,110660.0,103970.0,86543.0,99561.0,109850.0,86653.0
O76031;H0YM48;H0YK07,0.1116,1.476,0.159,267280.0,326070.0,292140.0,327330.0,333570.0,402260.0,287950.0,349240.0,374640.0,281080.0
Q96GD0,-0.1215,1.475,0.159,95614.0,111430.0,97882.0,104930.0,138610.0,109320.0,98035.0,99467.0,109790.0,90401.0
Q05639,0.0623,1.4374,0.159,373990.0,429310.0,397790.0,426550.0,479260.0,473780.0,426070.0,447000.0,476170.0,396100.0
F5GYJ5;Q9NX18;F8W679;M0QYN2;F5GXW4;M0R060;F5H5T6;F5H8E2,-0.2254,1.4196,0.159,84921.0,85302.0,79378.0,93621.0,146120.0,93796.0,78178.0,86551.0,93867.0,68013.0
Q9BZX2;Q9BZX2-2,0.0971,1.484,0.159,111240.0,136480.0,124390.0,129840.0,137340.0,157710.0,125220.0,135860.0,158770.0,115900.0
Q9H089;F8WFC6;H7C2X7,0.0679,1.5547,0.159,50293.0,58972.0,52667.0,58663.0,60090.0,65172.0,53752.0,60729.0,63060.0,54598.0
F6SYF8;Q9UBP4,-0.379,1.4835,0.159,2217.1,3220.8,2539.7,3212.1,5318.3,2662.4,1970.6,2909.2,2855.0,2247.7
REV__A6H8Y1-2;REV__A6H8Y1-7;REV__A6H8Y1-6;REV__A6H8Y1;REV__A0A0G2JNU3;REV__H7C5U4,-0.2399,1.4961,0.159,48478.0,51392.0,46252.0,61192.0,80906.0,60186.0,36781.0,46973.0,58473.0,43894.0
A0A0B4J2D5;A0A096LPI6;P30042;A0A096LNH5;H7C1F6;H7C2G3;A0A0B4J2H4;P30042-2;A0A096LP73;F2Z2Q0;A0A096LP12;A0A096LNJ1,0.1031,1.5349,0.159,446700.0,449740.0,439950.0,484370.0,536440.0,523350.0,476220.0,527180.0,543900.0,484100.0
