Accession,logFC,-logPval,-logAdjPval,DMSO_1,DMSO_2,DMSO_3,DMSO_4,DMSO_5,5FU_1,5FU_2,5FU_3,5FU_4,5FU_5
Q9NRG4;Q9NRG4-2;B0R0U3,0.0651,1.2816,0.1097,51011.0,55823.0,54076.0,57833.0,62797.0,65704.0,55420.0,57457.0,65016.0,54174.0
O15344;O15344-2;C9J453;A0A087X255;A0A087X0X0;C9JZJ7;Q9UJV3-2;Q9UJV3;A6PVI4,0.0537,1.2801,0.1097,171580.0,198430.0,182350.0,200650.0,212550.0,217600.0,178800.0,209850.0,225060.0,182240.0
P19419,-0.3242,1.2756,0.1097,957.8,1137.1,1500.3,1088.4,1346.6,879.44,959.04,1029.2,1054.4,931.58
A0A087X295;Q9NNW5;E9PDU5;E9PBK6;Q6PKC6;V9GZ65;C9JFP6;V9GYU1;C9K020,-0.0742,1.279,0.1097,115330.0,142440.0,127860.0,131320.0,154930.0,139460.0,123300.0,126050.0,137730.0,116530.0
H7C2P7;A6NJD9;A8MVT4;A8MYK1;Q16540,0.2274,1.2736,0.1089,7950.2,8076.3,6699.2,8655.3,9242.7,9155.1,8389.3,9942.7,8915.3,11207.0
P62753;A2A3R5;A2A3R7,0.0962,1.2701,0.1063,280880.0,313020.0,285060.0,317350.0,312590.0,350080.0,289880.0,316830.0,345830.0,327090.0
A0A0D9SEI0;Q9P0P8,-1.0132,1.269,0.1063,2599.1,2134.7,1357.3,2305.6,10525.0,2101.6,1632.0,2102.0,2485.6,899.26
C9JLV4;O14727-3;O14727-4;O14727-2;O14727;O14727-5;O14727-6;F8VNZ0,0.0891,1.2549,0.1059,93704.0,104810.0,103260.0,114000.0,109060.0,120920.0,100760.0,121130.0,120640.0,101610.0
F8VZJ2;H0YHX9;Q13765;E9PAV3-2;E9PAV3;F8W0W4;F8W1N5;F8VNW4;F8VZ58,-0.1431,1.2648,0.1059,207000.0,217040.0,192880.0,226760.0,308860.0,226310.0,193440.0,212530.0,235970.0,182200.0
P60866;P60866-2;G3XAN0;E5RJX2;E5RIP1,0.1029,1.26,0.1059,197170.0,250140.0,214040.0,240020.0,223460.0,281390.0,214630.0,236020.0,269940.0,222280.0
Q9NSD9;Q9NSD9-2,0.0614,1.2651,0.1059,237940.0,274900.0,256950.0,274870.0,292330.0,292200.0,267760.0,289650.0,301500.0,256590.0
Q6P1K2;Q6P1K2-2;U3KQ54;Q6P1K2-4;A0A087WT04;Q6P1K2-3;Q6P1K2-6;Q6P1K2-5;V9GYI0,0.1138,1.2538,0.1059,37262.0,42101.0,38387.0,42726.0,44169.0,47085.0,37677.0,42433.0,50662.0,45855.0
Q5VWJ9,-0.4094,1.2545,0.1059,9325.0,7421.9,12259.0,6277.3,13280.0,7454.4,5960.3,5869.7,7423.5,10032.0
P62906,0.1517,1.2588,0.1059,416900.0,430180.0,404700.0,459780.0,409010.0,478300.0,423550.0,465620.0,496770.0,515460.0
P26885;F5H0N4,-0.0652,1.2545,0.1059,85965.0,96663.0,87436.0,97307.0,105580.0,100890.0,87505.0,91423.0,95474.0,81092.0
A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;P18621;P18621-3;J3KRB3;A0A087WWH0;J3QS96;J3QLC8;A0A0A0MRF8;P18621-2;A0A087WY81;J3KSJ0,0.0967,1.2558,0.1059,141400.0,156770.0,137140.0,162200.0,162190.0,187030.0,137530.0,162120.0,177320.0,158350.0
Q96I59;H0YEL9;E9PRK2;Q96I59-2;H0YE96,0.1058,1.2635,0.1059,56005.0,57905.0,55384.0,59527.0,60576.0,70485.0,62185.0,60836.0,64532.0,57099.0
H7BZK3;A0A087WWX2;Q8TBM8;F2Z2L8,-0.0885,1.2626,0.1059,10604.0,12293.0,11648.0,11529.0,13267.0,11742.0,10396.0,11446.0,12398.0,10387.0
Q6ZSJ8;Q6ZSJ8-2,-0.1115,1.2584,0.1059,37708.0,42897.0,37710.0,42083.0,54007.0,41877.0,38169.0,39676.0,42841.0,36822.0
Q99871-3;Q99871;Q99871-2;A6NDA1;H7BZF8,-0.1056,1.2675,0.1059,35677.0,46744.0,40777.0,43796.0,53580.0,42808.0,36579.0,42110.0,46950.0,37834.0
Q9Y399;Q5T8A0,0.0761,1.2579,0.1059,74856.0,93827.0,81941.0,91365.0,92389.0,97126.0,83420.0,93600.0,99092.0,88487.0
O60551;Q5VUC6,0.0789,1.2539,0.1059,71301.0,74400.0,72340.0,78103.0,83849.0,87121.0,78529.0,79217.0,87275.0,73488.0
Q96GW9,-0.0802,1.251,0.1041,165570.0,202310.0,186260.0,191060.0,227850.0,193540.0,179690.0,184020.0,198740.0,170170.0
H7C3P7;P11233;C9JPE8;C9JYR1;F8WEQ6,0.2144,1.2459,0.1013,34876.0,33574.0,26712.0,33492.0,29632.0,35755.0,32966.0,39050.0,36303.0,41401.0
P11142;E9PKE3;E9PNE6;P11142-2;E9PLF4;E9PQQ4;E9PQK7;E9PPY6;E9PN25;E9PI65,0.0916,1.246,0.1013,5791300.0,5844900.0,5521300.0,6204100.0,6973300.0,6810300.0,6371100.0,6550500.0,6885900.0,5982900.0
Q16774;B1ANH0;B1ANG9;Q16774-2;B1ANH5;B1ANH6;B1ANH2;Q16774-3;B1ANH3,0.0904,1.2453,0.1013,153050.0,165110.0,151460.0,180760.0,196670.0,210660.0,156250.0,184250.0,198240.0,162830.0
Q9GZT3-2;Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7;H0YJ07;H0YJU7;H0YJI1,0.1124,1.2424,0.1003,223880.0,239850.0,213400.0,273180.0,247980.0,299940.0,225330.0,273960.0,291740.0,224130.0
Q15382;C9J931;F8WBL3;C9J469,0.1264,1.2429,0.1003,182780.0,230230.0,205090.0,220260.0,236310.0,290230.0,214500.0,234230.0,270540.0,181790.0
Q99574;H7C5T9,-0.1452,1.2407,0.0996,10145.0,11757.0,11223.0,11551.0,15459.0,11602.0,10801.0,11240.0,11849.0,9197.2
Q9BQC6,0.1349,1.2343,0.0978,23849.0,26848.0,23200.0,27154.0,29465.0,30002.0,26499.0,28947.0,27844.0,30544.0
P13995;P13995-2;B8ZZU9;B9A062,-0.1682,1.2322,0.0978,186970.0,212280.0,190500.0,212100.0,313130.0,218560.0,189320.0,198350.0,230880.0,160730.0
Q96DV4;Q96DV4-2,0.1117,1.2368,0.0978,72856.0,89212.0,77391.0,84246.0,91212.0,92552.0,86173.0,88639.0,90026.0,92741.0
P51161;P51161-2,-0.1072,1.2323,0.0978,7404.9,7916.0,7998.0,8149.6,9548.0,8040.6,7232.1,7982.0,8339.0,6855.4
Q15120;Q15120-2,-0.1525,1.2327,0.0978,5766.4,8396.9,7432.6,7351.0,8817.5,7603.1,6599.1,6565.7,7637.4,5817.3
REV__Q2VIQ3,0.9892,1.2352,0.0978,1526.7,1076.7,1582.8,2183.9,238.98,2853.8,1823.3,3107.0,2057.0,3623.2
O75157-2;O75157;H0Y865,-0.0827,1.2348,0.0978,111400.0,128460.0,117690.0,125810.0,153890.0,126190.0,114840.0,120780.0,135540.0,108840.0
Q14011;K7ENX8;K7ELV6;K7EJV5;K7ELT6;K7EJV1;K7EMY9;K7EPM4;K7ER40;K7EQR7;D6W5Y5;Q14011-2,-0.242,1.2255,0.0973,26393.0,27539.0,25020.0,29348.0,50508.0,30348.0,24118.0,26116.0,30919.0,23019.0
C9JQ41;H7C525;Q4VC31;C9JBU9,-0.1078,1.2298,0.0973,194270.0,204190.0,180410.0,220050.0,260830.0,216410.0,185920.0,205110.0,213950.0,170140.0
B5MCN7;Q15788-2;Q15788-3;Q15788,-0.0697,1.2264,0.0973,18620.0,20945.0,20123.0,21221.0,23458.0,20987.0,18288.0,20761.0,21874.0,18502.0
H0YDE6;Q6IQ26-2;Q6IQ26,0.1745,1.2239,0.0973,4661.0,5005.1,4610.4,5188.3,4636.2,6040.3,5766.9,5187.1,5960.5,4623.4
I3L4X3;G5E9C2;Q15653-2;Q15653;I3L1A4,-0.0851,1.2277,0.0973,40288.0,45872.0,41376.0,47582.0,52705.0,47606.0,37083.0,44200.0,50219.0,38200.0
P06733-2,0.1839,1.2235,0.0973,40519.0,39146.0,36070.0,50777.0,50179.0,60162.0,50749.0,49312.0,52067.0,36763.0
Q03013;A0A0A0MR85;Q03013-2;Q03013-3;A6NNT0;A0A1W2PNX1,0.1035,1.2301,0.0973,68960.0,82050.0,73863.0,78081.0,81229.0,89528.0,85123.0,85649.0,83992.0,72135.0
Q2TAC6,0.3283,1.2234,0.0973,1574.4,1513.8,1405.5,1245.4,1259.8,2037.1,1494.4,2296.8,1799.9,1383.5
P53367;P53367-3,-0.4085,1.2267,0.0973,206850.0,255900.0,407920.0,271140.0,505510.0,274080.0,209120.0,251040.0,287390.0,224950.0
A6XGL3;CON__P07477;E7EQ64;P07477;H0Y8D1,-0.2551,1.2116,0.0963,4875.3,5161.3,5785.0,6184.5,9407.2,5916.8,4551.4,5467.4,6252.1,4290.1
Q86X02,-0.0776,1.2096,0.0963,111220.0,126090.0,115670.0,125560.0,145470.0,134370.0,111450.0,111600.0,134030.0,106030.0
Q9UM22;Q9UM22-2;D6RIH7;Q9UM22-3,-0.1138,1.2177,0.0963,90569.0,97295.0,85485.0,102210.0,117020.0,96576.0,79843.0,103870.0,95418.0,83262.0
Q9NPB8;H0Y565,-0.0918,1.2196,0.0963,12131.0,14623.0,13222.0,14836.0,15832.0,13401.0,12738.0,13209.0,15138.0,12297.0
C9J8E1;Q16644;C9JPW3,-0.1031,1.2184,0.0963,45254.0,48386.0,46413.0,50218.0,59479.0,55011.0,42059.0,45279.0,53330.0,39884.0
P19474;P19474-2;H0YDP8,0.1346,1.2087,0.0963,250370.0,309310.0,260990.0,278850.0,299720.0,348470.0,273180.0,284180.0,306490.0,333930.0
Q5T593;Q8IW50-6;Q8IW50;A0A0A0MRW1;Q5T586;A0A0A0MRW2;A0A0A0MRW3;Q8IW50-2;Q8IW50-5;A0A0A0MRV9;A0A0A0MRW0;Q8IW50-3;Q8IW50-7;Q8IW50-4,-0.1099,1.2123,0.0963,10369.0,10628.0,10404.0,11490.0,13286.0,11604.0,9404.6,10153.0,12078.0,9430.7
P04264,0.432,1.2156,0.0963,1181100.0,976100.0,1283300.0,1653900.0,1324700.0,2585900.0,1857500.0,1966000.0,1232200.0,1155300.0
Q15651-2,0.2638,1.2087,0.0963,41510.0,35290.0,36022.0,37014.0,26823.0,39082.0,43570.0,45556.0,42102.0,45253.0
Q5SWX3;A0A2Q3DQE3;Q13555-10;Q13555-3;Q13555-5;Q13555-4;Q13555-7;Q13555-11;Q13555-9;Q13555-2;Q13555-8;Q13555;Q13555-6;H0Y6G2;Q8WU40;Q13554-7;Q13554-4;Q13554-6;Q13554-3;Q13554-8;Q13554-5;Q13554-2;Q13554;H7C394,0.0976,1.213,0.0963,44141.0,56558.0,53155.0,56290.0,60648.0,63421.0,49207.0,62727.0,62681.0,54337.0
REV__O43683-2;REV__O43683-3;REV__O43683,0.1664,1.2201,0.0963,11784.0,11786.0,10814.0,14872.0,16691.0,16393.0,13147.0,16118.0,15923.0,12966.0
REV__Q5R3B4;REV__O95563,-0.1347,1.2109,0.0963,8031.1,10320.0,8586.6,9651.8,9177.8,8624.4,8127.0,8701.6,8518.7,8014.6
P47755;F8W9N7;A0A0D9SET8;C9JUG7;P47755-2;F8WED3,-0.1522,1.2168,0.0963,344220.0,363870.0,316960.0,390970.0,534160.0,391990.0,309870.0,362650.0,389220.0,311290.0
Q8IV03,-0.1889,1.2109,0.0963,5209.3,4607.3,4639.7,4844.3,6104.2,5246.5,4325.0,4693.8,4667.7,3669.4
Q96F24;Q96F24-2;Q96F24-3,-0.0837,1.2155,0.0963,158610.0,194210.0,162770.0,174950.0,203180.0,190450.0,165310.0,161740.0,181850.0,151250.0
P35269;M0QXD6;M0R0R9;M0R0Z3,0.1303,1.1884,0.0943,361690.0,351560.0,323660.0,388830.0,348450.0,422000.0,336250.0,415460.0,462660.0,342180.0
G3V2F4;E7EPD8;Q9NUW8;G3V3Q0;G3V5F9;G3V5B8;G3V554;G3V4W8;G3V2J6;G3V5H9;G3V2U6;Q9BRS7;Q9NUW8-2,0.1679,1.2057,0.0943,6701.7,7673.7,7601.6,7798.9,7140.9,8899.8,8101.9,7872.8,8276.6,8682.6
Q8WXC6,-0.1161,1.2015,0.0943,5551.4,6795.4,6290.5,6887.1,8161.7,6961.3,5465.1,6251.9,6963.2,5692.5
P49711;P49711-2,0.1514,1.1883,0.0943,41165.0,42945.0,40806.0,42611.0,44899.0,48146.0,41901.0,46866.0,47546.0,53217.0
REV__Q96NU7,-0.1278,1.1916,0.0943,11178.0,13036.0,13084.0,12973.0,14387.0,11959.0,12288.0,12327.0,12108.0,10851.0
P49720;A0A087WUL2;A0A087WXQ8;A0A087WY10,-0.2048,1.1985,0.0943,237470.0,242290.0,210600.0,253050.0,412480.0,244260.0,220590.0,244220.0,259960.0,208020.0
P46779;H0YKD8;P46779-2;P46779-3;H0YMF4;P46779-4;P46779-5;H0YLP6,0.1193,1.1952,0.0943,187270.0,231640.0,195010.0,223880.0,212210.0,265460.0,192690.0,220110.0,241270.0,233440.0
Q03154;A0A1B0GU86;A0A1B0GW23;Q03154-4;C9JMV9;Q03154-2;Q03154-3;A0A1B0GV31;C9JYZ0;A0A1B0GVA5;F8WC59;A0A1B0GTG3;A0A1B0GVZ3;A0A1B0GVG0;A0A1B0GU36;A0A1B0GUT4,-0.0918,1.1966,0.0943,328610.0,368110.0,334460.0,367370.0,460380.0,391170.0,331690.0,349270.0,379960.0,306080.0
A6XND0;P17936;P17936-2;A6XND1;H0Y5K2;B3KWK7;C9JMX4;H0Y485,-0.1194,1.2001,0.0943,206940.0,225180.0,232400.0,225410.0,303250.0,231520.0,213060.0,214150.0,237310.0,208210.0
Q53H80,-0.1971,1.1907,0.0943,3026.4,3436.7,3037.2,3932.0,4241.3,3104.2,3184.3,3135.5,2920.1,3057.7
Q9BZZ5-2;Q9BZZ5-5,-0.1634,1.1931,0.0943,3440.1,4531.4,4248.1,4468.6,4815.8,4306.0,3167.4,3733.8,4168.6,3972.5
Q6UWI4,-0.1547,1.1987,0.0943,11942.0,12762.0,11283.0,13019.0,17317.0,12900.0,11406.0,12898.0,12899.0,9885.0
K7EN05;K7EPC8;A0A024R7E8;K7EQ44;K7EMV4;P60002,0.0988,1.1994,0.0943,28101.0,31164.0,28418.0,31373.0,30372.0,34157.0,30903.0,32301.0,33438.0,30849.0
A0A1B0GWK2;Q674X7-4;Q674X7-3;Q674X7-5;Q674X7-2;Q674X7,-0.2438,1.1988,0.0943,5663.2,4494.5,5318.7,4555.1,4746.5,4638.9,4130.3,4016.8,5085.4,3578.4
F8U8C0;O00220,0.0914,1.1976,0.0943,15883.0,18917.0,19214.0,19894.0,20522.0,21301.0,19245.0,20397.0,22070.0,18515.0
P06748;P06748-3;P06748-2;E5RI98;E5RGW4,0.111,1.1955,0.0943,1091100.0,1146100.0,1083500.0,1152600.0,1204100.0,1268700.0,1198600.0,1177100.0,1276500.0,1260400.0
Q14681,-0.1102,1.1882,0.0943,10103.0,13060.0,12114.0,12365.0,13221.0,12589.0,11208.0,10832.0,12488.0,9818.0
Q8N4Q1;Q8N4Q1-2,-0.1374,1.2013,0.0943,36958.0,43159.0,35678.0,44115.0,57630.0,43163.0,35849.0,40677.0,42466.0,36298.0
P60763,0.271,1.1939,0.0943,9989.8,8739.7,9133.9,9908.6,6250.8,11125.0,9966.3,11497.0,11702.0,10100.0
Q8N4C8-2;Q8N4C8;Q8N4C8-3;I3L2I2,0.0919,1.1914,0.0943,107940.0,137510.0,120740.0,130900.0,128630.0,151000.0,113500.0,138270.0,147510.0,124910.0
Q9BRP4;F5H0C4;Q9BRP4-2;Q9BRP4-3;F5H103;F5H3I1;F5H3E9;F5H5D4;F5H0F7,-0.1056,1.1897,0.0943,160760.0,187980.0,157440.0,173970.0,229100.0,185790.0,161730.0,169770.0,181380.0,151370.0
C9JYJ0;O15315-5;O15315-2;O15315-1;O15315-4;O15315;H0YJI5;A0A0A0MS18,-0.6531,1.1869,0.0939,7772.2,9357.7,8167.0,8580.8,29803.0,8119.8,7290.5,7808.1,9319.8,7102.7
P11216;H0Y4Z6;P11217;P11217-2,0.0563,1.1779,0.0934,1778900.0,1925500.0,1772200.0,1966600.0,2136500.0,2184500.0,1899300.0,2026000.0,2153200.0,1802200.0
Q9UPV0-2;Q9UPV0,0.2726,1.1784,0.0934,33738.0,28772.0,28330.0,34591.0,20624.0,35724.0,30188.0,43351.0,36906.0,34326.0
K7ELD8;K7EK12;K7EQS1;Q9P2W1-2;Q9P2W1,0.1712,1.1805,0.0934,12281.0,15234.0,15350.0,15965.0,12661.0,18053.0,14951.0,15304.0,17271.0,15975.0
Q8WVL7,-0.1136,1.1821,0.0934,6232.6,7102.5,6929.7,7811.5,8651.4,7111.9,6468.6,6829.4,7839.4,5982.9
P31944,0.457,1.1792,0.0934,9647.6,12389.0,11110.0,13138.0,13696.0,19450.0,13101.0,26843.0,11032.0,12488.0
Q96AG4,0.0745,1.1782,0.0934,215140.0,251690.0,224640.0,259410.0,256370.0,285630.0,218930.0,257580.0,281250.0,242560.0
P43686;P43686-2,0.0571,1.1833,0.0934,421680.0,498700.0,446410.0,497980.0,546520.0,558490.0,456690.0,497460.0,536260.0,480350.0
G3XAI9;Q5BKY9-2;Q5BKY9;Q8N9E0,0.1667,1.1804,0.0934,40600.0,36978.0,37256.0,39242.0,35707.0,44201.0,36156.0,48065.0,46577.0,41911.0
P33316-2;H0YNJ9;H0YMM5,0.0637,1.1832,0.0934,283840.0,323370.0,284090.0,316530.0,343730.0,353300.0,318780.0,323440.0,347900.0,293040.0
Q9BQA1;H0Y711;Q9BQA1-2,-0.1244,1.1856,0.0934,130960.0,146080.0,130160.0,151190.0,198560.0,154320.0,133990.0,139070.0,150440.0,120280.0
REV__P35579;REV__P35579-2;REV__P35580;REV__P35580-5;REV__P35580-2;REV__P35580-3;REV__P35580-4,-0.1079,1.1763,0.093,26567.0,30825.0,28547.0,32527.0,39640.0,33773.0,26165.0,29487.0,32177.0,26241.0
A0A1X7SBR8;Q8WXS5,-0.3935,1.1755,0.093,2203.9,4379.8,2555.2,2687.0,3906.2,2768.2,2982.7,1509.3,2737.0,1946.3
J3QKW2;J3QLS3;Q9Y2R9;J3QQS1;J3KSI8,0.1189,1.175,0.093,47580.0,48289.0,46927.0,57250.0,55905.0,60925.0,45676.0,61139.0,60978.0,52712.0
I3L2I6;I3L4B7;I3L2L4;P51688,-0.1629,1.1734,0.0922,5113.1,6717.0,5606.9,6015.0,7696.9,5577.2,5211.2,5126.6,6846.8,5213.3
P11021,0.0866,1.1721,0.0917,4081300.0,4197200.0,3924500.0,4354500.0,4804800.0,4772500.0,4510100.0,4577400.0,4771400.0,4244500.0
Q96PM5-8;Q96PM5-7;Q96PM5-6;Q96PM5-2;Q96PM5;Q96PM5-3;Q96PM5-4,-0.131,1.1691,0.0896,20656.0,24735.0,23152.0,24369.0,32402.0,25378.0,22421.0,21563.0,25674.0,20038.0
Q9BTM9-3;Q9BTM9;Q9BTM9-2,-0.1101,1.1662,0.0894,19913.0,24039.0,20705.0,23075.0,24194.0,24422.0,19205.0,21266.0,23758.0,16569.0
Q9Y2Z4;H0YHS6,0.0586,1.1664,0.0894,62844.0,75003.0,70315.0,75549.0,79048.0,86235.0,70183.0,75556.0,82330.0,67692.0
Q9BY89;A0A1B0GVJ7;Q9BY89-2,-0.2048,1.1648,0.0894,6939.4,6337.5,7739.3,5905.1,7572.2,5961.5,5516.6,5999.4,7217.9,5737.3
Q9H0S4-2;Q9H0S4;F5H1N9,0.1192,1.164,0.0894,25547.0,30017.0,29219.0,35973.0,33049.0,35579.0,29193.0,35172.0,35457.0,32889.0
K7EMM8;Q49A26-2;Q49A26;Q49A26-5;Q49A26-4;Q49A26-3;K7EPU6;K7EQB2;K7EK70,0.0986,1.1644,0.0894,72439.0,89940.0,82638.0,88889.0,89425.0,103040.0,75263.0,93826.0,97200.0,88959.0
A0A087WXM8;P50895;K7ENU8,-0.1487,1.1655,0.0894,101460.0,115310.0,100080.0,112520.0,164530.0,111990.0,102580.0,107520.0,118180.0,96662.0
CON__P13645;P13645;CON__Q148H6;CON__Q7Z3Y7;Q7Z3Y7;CON__Q7Z3Z0;CON__Q7Z3Y8;Q7Z3Z0;Q7Z3Y8,0.4192,1.1626,0.089,721830.0,592620.0,551870.0,937390.0,747770.0,1287000.0,1030000.0,1137200.0,571350.0,758520.0
H0YAA8;Q9H204,-0.2182,1.1598,0.089,20512.0,21392.0,20235.0,22562.0,37730.0,22779.0,19166.0,22530.0,23010.0,17937.0
Q7L7X3;Q7L7X3-3;Q7L7X3-2;Q9UL54-2;Q9UL54-3;Q9UL54-4;Q9UL54,0.1085,1.1605,0.089,60389.0,77711.0,73942.0,82295.0,79191.0,90968.0,66802.0,85371.0,91323.0,73168.0
Q96EK6;G3V4W4;G3V5E4,-0.1179,1.1599,0.089,131570.0,155340.0,130280.0,152520.0,195730.0,148350.0,136860.0,150920.0,149350.0,122670.0
B7WPL0;Q9NVN3-3;Q9NVN3;Q9NVN3-1;F8VY51,-0.2755,1.1594,0.089,1017.0,1457.2,1352.5,1440.1,1523.5,1084.2,868.21,1199.2,1529.4,998.21
Q13033-2,-0.0749,1.1585,0.0888,128920.0,145550.0,132920.0,148940.0,176890.0,152280.0,127780.0,137170.0,153710.0,130440.0
Q08495-2;Q08495-3,-0.2286,1.1556,0.0883,1415.7,1659.6,1627.4,1648.1,1795.1,1332.6,1481.8,1195.7,1597.2,1381.1
Q9P1U1-2;Q9P1U1;Q9P1U1-3,0.2243,1.156,0.0883,5259.4,5823.8,5313.3,5535.9,4367.6,5859.1,5844.3,6705.2,6374.9,6334.8
P05455;E7ERC4;E9PGX9;E9PFL9,0.0789,1.1559,0.0883,1400400.0,1412100.0,1333400.0,1492900.0,1706200.0,1696900.0,1464300.0,1569000.0,1686700.0,1421000.0
P34896-2;P34896;P34896-3;P34896-4;J3KRZ5;J3KRK5;A0A087WTD8,-0.1113,1.1546,0.0882,615370.0,667440.0,600580.0,671100.0,888290.0,690910.0,610050.0,651780.0,693770.0,560610.0
CON__P35908,0.5005,1.1502,0.0845,2501.8,3244.6,1980.7,2892.3,2214.2,7332.0,3843.7,2250.9,2866.8,2318.8
Q86WR7;D3DRR9;Q86WR7-2;X6RHS9,-0.085,1.1449,0.0837,69993.0,73898.0,65705.0,75849.0,87971.0,77590.0,63087.0,70273.0,81052.0,63991.0
G5EA36;P30260;P30260-2;F6QPS0;I3L225;I3L2Z8;I3L328;I3L394;I3L3H6,0.086,1.1479,0.0837,64799.0,84689.0,74596.0,80387.0,82812.0,95710.0,71461.0,81666.0,92580.0,74623.0
O43181;H0Y9M8,-0.1699,1.1448,0.0837,57096.0,59011.0,57237.0,63323.0,94559.0,64309.0,55786.0,58922.0,67397.0,49561.0
Q96EU6-2;Q96EU6,0.1379,1.145,0.0837,5213.8,6009.3,6007.2,6844.9,6310.9,8157.3,5841.4,6741.2,7097.8,6047.9
O00159-3;F5H6E2;O00159;O00159-2;I3L204;I3L501;I3L4D4;I3L3Y6;I3L168;I3L3F5,0.0929,1.1445,0.0837,503580.0,625400.0,621470.0,641940.0,698830.0,770410.0,625130.0,671550.0,673080.0,585230.0
Q14258,0.0512,1.1463,0.0837,316740.0,380630.0,329490.0,367960.0,401800.0,404230.0,331910.0,377640.0,418710.0,347380.0
G5E9C8;Q07889;Q07889-2;Q07890-2;Q07890,-0.137,1.1427,0.083,10582.0,14124.0,13578.0,14644.0,15327.0,14908.0,10311.0,12359.0,14393.0,10878.0
H3BTL1;Q9GZQ8;A6NCE7;Q9H492;Q9H492-2,0.0691,1.1414,0.083,76800.0,87370.0,77464.0,87027.0,90637.0,95302.0,85433.0,85370.0,94404.0,83292.0
A9UHW6;J3KSB8;J3QRZ6;J3QLJ5;A9UHW6-2;A9UHW6-3;J3QLD1;J3KSU6;J3QKW3;J3QLN4,-0.0627,1.1416,0.083,91450.0,105970.0,97940.0,103920.0,120760.0,112250.0,92082.0,99506.0,112110.0,87375.0
A0A1W2PQS6;F6U211;S4R435,0.0687,1.1377,0.0808,236320.0,272120.0,236390.0,265450.0,272400.0,312790.0,242320.0,268170.0,291750.0,247160.0
J3KS73;H3BP77;A0A0A0MSY7;O00142-5;O00142-2;O00142-3;O00142-4;O00142;O00142-6,-0.1702,1.1368,0.0808,3091.6,3348.1,3157.8,3447.9,3563.2,3575.7,2351.0,2979.7,3570.4,2563.1
K7ENF0,0.1038,1.1378,0.0808,50394.0,50586.0,46977.0,53451.0,62010.0,57307.0,54614.0,60514.0,61402.0,51588.0
Q96CD0;J3QRK9,-0.0885,1.1358,0.0805,83268.0,99590.0,92967.0,96419.0,119400.0,108140.0,83420.0,91224.0,101320.0,82620.0
Q8IV50;Q8IV50-2;H0YK98,-0.1184,1.1326,0.0797,216110.0,225290.0,220730.0,219620.0,308810.0,238160.0,205270.0,215830.0,243940.0,201910.0
O96019;O96019-2;H7C5S0;O94805;C9JQT2,-0.122,1.1329,0.0797,327300.0,365460.0,322760.0,367070.0,496280.0,376370.0,327610.0,354540.0,382840.0,295430.0
A0A087WUI6;Q8WXW3;Q8WXW3-2,-0.0905,1.1342,0.0797,7008.6,8135.8,7462.2,8051.6,8201.7,7978.2,6681.0,7790.4,8074.5,6435.4
P53350;I3L309;I3L2H5;I3L387,0.0681,1.1296,0.0775,18705.0,22256.0,20460.0,21876.0,23587.0,23543.0,21653.0,22810.0,24053.0,20881.0
Q13542,-0.1224,1.1282,0.0774,23760.0,24362.0,24578.0,26608.0,33106.0,26185.0,24011.0,23075.0,27996.0,21395.0
Q08AF3;Q7Z7L1;K7EJJ3;B4E128;Q08AF3-2;Q68D06-2;Q68D06,0.1033,1.128,0.0774,53100.0,75842.0,67413.0,71752.0,77012.0,84871.0,69666.0,71754.0,78959.0,67988.0
Q8WXD5;B9A037;B8ZZ85,0.1795,1.1262,0.0764,89356.0,90201.0,91846.0,86020.0,77135.0,96392.0,99747.0,93852.0,103590.0,104740.0
M0R2P6;Q8TBC3;M0R0S1;M0R0S2;M0QZF4;M0QYB1;M0R0E3;M0R204;Q8TBC3-2;M0R2U6;M0QZF2;M0QYJ9;M0R0K4;M0R1G0;M0QZE8,-0.0688,1.123,0.074,73715.0,89450.0,84531.0,86050.0,99117.0,89933.0,80073.0,80940.0,90309.0,74852.0
Q9BVC3,-0.0907,1.1206,0.0727,20002.0,23156.0,21450.0,23785.0,26815.0,24827.0,19617.0,21621.0,25219.0,18234.0
Q01780-2;Q01780,-0.1784,1.1201,0.0727,4772.0,5812.9,5127.5,5842.1,8120.6,5508.6,4841.4,5719.2,5713.6,4514.4
Q8TEQ0-2;Q8TEQ0;H3BT98,-0.1074,1.1192,0.0725,12145.0,13946.0,12346.0,14765.0,15855.0,14614.0,10828.0,12650.0,15325.0,11489.0
P51665;H3BNT7;H3BTM8;H3BQV2,0.0737,1.1184,0.0725,246880.0,289390.0,254210.0,293050.0,310260.0,315410.0,252530.0,320440.0,323130.0,270370.0
O75828,-0.1326,1.1167,0.0715,295570.0,327680.0,295940.0,331920.0,465480.0,342840.0,299900.0,313730.0,348150.0,269150.0
P51116;I3L1Z2,-0.1692,1.1048,0.0713,5109.8,4998.0,5670.1,5210.3,5879.5,4528.9,4845.8,4861.4,5261.0,4626.0
Q7LG56;H0YAV1;Q7LG56-6;A0A0C4DGZ6;Q7LG56-2;Q7LG56-5;Q7LG56-3,0.0551,1.1,0.0713,319020.0,355530.0,326400.0,357760.0,368340.0,390130.0,343280.0,358240.0,393830.0,328830.0
