Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,V_log2.i._TMT_7_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52,D_log2.i._TMT_8_iTSA52
O43815,-0.0803,2.1259,0.8274,24581707.56466876,24420153.617709137,25484505.080503665,25940175.23956551,24069905.968463507,23783384.71507055,23450648.930230036,23115518.53238218
P61978,-0.1091,2.1197,0.8248,474592983.2933233,498069808.1866883,525060115.7742153,486428830.9909468,440297764.9654526,457400626.21336883,481662397.87927294,449058434.67094463
P15336,0.0813,2.1209,0.8248,13923986.069340484,13824369.424022138,14279602.36176175,14312473.835041938,15141390.556634486,15214306.832223278,14384971.231039265,14508329.799845466
P16150,0.099,2.119,0.8248,24819109.546944104,25136218.65970424,25569602.373937804,24155316.159883644,25596716.854432773,25771781.989747494,26833076.351224143,27921407.637192592
Q32MK0,0.1528,2.1078,0.8163,882891.1462678665,914555.5207098052,985362.4710410291,1000758.2026119526,1120640.6110676602,1010020.4058878006,1063633.9267239594,986180.1303408927
Q99618,0.1175,2.1076,0.8163,9505879.085216612,9335819.193415284,8633315.252765825,8501210.366280172,9738708.222288007,9513836.160993192,9900459.53833286,9649747.018837823
Q9UHD8,0.0582,2.0984,0.8084,96651442.5876148,95724026.01204224,95487823.6166458,95017233.078916,99573417.46373859,99273047.13202378,98157859.28754148,99273047.13202378
Q9NWA0,0.1683,2.0955,0.8069,2234127.0802867827,2100759.9985946785,1944738.7223627532,1856469.084842697,2444915.2227028846,2142793.4046514262,2245235.9128154847,2257295.387670937
Q86W42,-0.0766,2.0713,0.7883,9824367.173690172,9812903.281754991,10285812.540089568,10374436.70794735,9513836.160993192,9531346.774858769,9575544.927849514,9362115.026616847
Q9NWB6,0.0743,2.0725,0.7883,38408372.307488,38408372.307488,37535750.938824974,37654886.21901884,39591501.32035638,39524408.05079359,38970943.3842118,41009108.63175528
Q6GYQ0,0.086,2.0735,0.7883,1619445.1895745965,1584793.502756741,1553500.7744550398,1620189.643453396,1714522.8012882208,1686513.4461816945,1642435.4601753168,1686513.4461816945
Q9Y3A3,-0.1263,2.0738,0.7883,12997875.783478253,12895726.26753648,13816122.94210012,13800915.621816436,12678869.949811516,12084774.60803525,12807027.140710032,11158009.662181979
Q9GZZ1,-0.0908,2.061,0.7808,59866803.66901763,58535252.298655696,56336108.30190795,56130415.384752974,52243005.83961466,54136356.56108855,54042147.15864289,55095791.62421907
P20226,-0.0975,2.0614,0.7808,3277303.723751105,3070562.1208290085,3291990.655685322,3303271.567032629,3064250.4350896636,3079058.121847295,2982153.0483215177,2899693.5330334376
P61758,0.1489,2.0585,0.7796,111534791.10067444,106750618.66521902,95017233.078916,93441875.14465508,115501771.64891627,109361793.71926999,111534791.10067444,112013683.4538844
Q9BTL3,0.1116,2.0537,0.779,14051268.772090081,12909930.247679146,12941542.174023755,13020059.448908428,14849301.566475874,13560605.38273946,13976332.209206065,14460319.067763621
O43175,-0.0694,2.0548,0.779,90229370.19946738,90516126.98958683,88282907.61147042,88830792.71884258,84829729.1610693,85827118.65665914,85629421.31766455,82743248.32192492
P05783,-0.0692,2.0565,0.779,207864759.5439272,205634783.67401052,216259578.10273933,211207436.323688,202970231.48971552,200182300.46152642,195893691.86029944,197727286.93836784
P17535,0.1033,2.0489,0.7762,4953731.727657185,4780565.01585959,4577021.252025346,4551966.8484704895,5179780.598969307,4974325.106344775,5082604.035042698,4908716.444061147
P0DN76,-0.1264,2.0482,0.7762,6569502.087609622,6933837.95392029,6516364.571477717,6401603.580328637,5629732.8794224085,6252472.515617519,6384474.290734429,5795446.681797072
Q9ULR3,0.1193,2.0417,0.7711,5313510.953249813,4886618.274405093,5054494.308237499,4882101.233634399,5499505.497215663,5728264.979442714,5428810.970967232,5087116.101384156
P29083,-0.062,2.0353,0.7686,9209720.992418287,9027158.199891772,9242225.18347565,9120276.356787737,8772973.743091296,8802814.830698976,8700108.907631038,8575077.562496146
Q15742,0.2427,2.0358,0.7686,326891.8062656399,344160.719404157,332917.28008421673,301795.42494654213,350305.8608436598,460165.1048566227,378154.13791724393,347315.2156361966
Q9Y421,0.1982,2.0352,0.7686,3651643.0060830214,3439777.148599133,3031119.5631946335,2733096.6161845597,3744272.4629640556,3574379.4106862913,3770190.6016994854,3576973.6500167362
Q14494,-0.1152,2.0324,0.7671,488257.10078548203,464781.55805549904,457445.8153129838,476161.0244745994,440602.5044525789,427335.96643718577,439177.05606343085,424521.10401271173
Q8IV08,0.0895,2.0297,0.7659,14308097.810609639,13887002.669455897,15295981.311803563,14076316.86918485,15350432.516391838,15177162.120959835,15177162.120959835,15177162.120959835
P13224,0.2404,2.0285,0.7659,1467361.787552684,1449523.7087749457,1196452.9633095027,1076357.991145411,1581109.8566587402,1411868.3110869895,1457544.5504575854,1646195.8219913654
Q9H583,-0.1204,2.0266,0.7653,579554.8375060713,625467.4667446094,618851.5749019969,638350.8413408096,546766.8876401628,555078.6968633159,574372.7422938598,575263.232946858
P0DMU9,0.1552,2.0117,0.7517,36384733.04765226,33152051.419512253,30614305.93596543,29960158.28395544,37331205.98800842,34080184.26096253,35715586.08383545,36940803.475527085
O75909,0.0873,2.0104,0.7517,5556698.181161348,5632898.909931675,5974673.727240208,5484320.260385949,5892903.6198079465,6027467.641270747,5939616.443809471,6056143.165706065
Q9H9R9,0.1894,2.008,0.7506,164356.06504817362,168360.93017773874,150932.61022042166,168360.93017773874,193819.29570087275,177651.65705731997,175035.7756747066,192637.23710819482
P53634,-0.1254,2.0013,0.7476,17213452.836768325,17088540.753172945,16512831.059266288,16210074.886799045,15504870.06458598,16143265.340012306,15586008.149372807,13849298.15065146
Q86VI3,-0.2539,2.001,0.7476,1630180.2135598992,1538347.5508232363,1548491.421541751,1541348.9247446347,1289621.3476104678,1468689.6699882362,1469465.9509902808,989514.4296192524
P63000,0.0582,2.0021,0.7476,57805368.1342263,58139225.6211507,57665324.19033421,58535252.298655696,60956727.62096322,59805849.79510685,59324320.2896667,60180201.440188
Q9UKV3,0.1863,1.9994,0.7473,1815454.37135036,1725341.7215456157,1542661.338326854,1457544.5504575854,1822331.749172436,1982421.1997669109,1887043.422102095,1708538.018034379
Q6ZNE5,0.1716,1.9787,0.7291,1227291.1252079357,1384303.328280805,1236671.5737157175,1355005.502959321,1483589.8375632984,1538347.5508232363,1526487.007917107,1277379.3122300508
Q8TDZ2,-0.1109,1.979,0.7291,741392.9187098965,692094.5651064966,705526.7363152325,692094.5651064966,647912.9374066701,635890.680701404,648572.240117198,673879.0362260411
O15164,0.0679,1.9677,0.7249,3163235.595358295,3197078.4172733855,3225882.74630402,3208136.3970307335,3285542.082123127,3352817.323240473,3281788.0804652497,3411076.5712385974
Q9H000,-0.0703,1.9656,0.7249,14227843.354018897,13971578.122989591,14347061.449082691,14489802.852433512,13295530.712036882,13832729.556878269,13630628.691981245,13242381.289911073
Q5FBB7,0.0875,1.9697,0.7249,1810548.9608335395,1872001.4477718344,1767899.6307243356,1786072.4348272642,1960155.9377136219,1907529.9259094966,1875813.855642987,1900625.2890664244
Q9Y6E2,-0.1027,1.9667,0.7249,35948463.42792019,36776932.08462685,35948463.42792019,35165838.94402171,31058315.735396147,33389020.83917226,33666801.98386219,35046177.70095306
O14763,0.111,1.9676,0.7249,1277379.3122300508,1223783.2012377807,1154640.7445597313,1187401.220126104,1311298.6336321854,1279571.7714148974,1327230.1646652035,1282127.379218619
Q96GU1,0.1338,1.971,0.7249,73734966.05177979,66093800.51623724,71272932.05611992,66093800.51623724,80738197.89902207,69807667.43357322,74544681.5417892,77234862.67863268
Q96S82,-0.0649,1.9731,0.7249,4558140.170765581,4436771.919589994,4482720.659348213,4490689.087427073,4312647.262020002,4269249.981816011,4287667.228492015,4206602.0410559485
Q9UQL6,-0.0967,1.9632,0.7238,3443754.0746360933,3310087.698322873,3622332.5022654436,3653638.5087447567,3277303.723751105,3313300.7893822296,3244071.9350542263,3206322.1399202365
Q16531,0.0921,1.9501,0.7141,129303559.53087318,128975154.1600774,143157815.15299755,133821890.54430003,140484842.54757905,143498513.3796056,141343397.30551305,141741203.20782164
Q5VT25,0.0881,1.9515,0.7141,12306195.575562991,12164475.663275557,11963568.949164957,12469685.816451462,13163446.826209543,13425520.63033021,12352679.034845924,12736906.437380243
Q96CB9,0.1534,1.9498,0.7141,6994522.739521453,6193923.311146305,7406655.987025284,6475893.099765501,7386730.540158613,7646652.913316429,6882789.131484217,8011427.230341541
Q9HC38,-0.0742,1.9467,0.7122,64066285.8950507,63125571.57465685,61585129.90913761,61528614.903422266,57732032.43498563,59030092.63510117,60073603.4845597,59527272.63345852
O60568,-0.0618,1.9422,0.709,22879243.745130844,22748453.426928315,22879243.745130844,23003693.902023893,21327673.144258574,22119244.28145244,21636297.13902766,22070085.15010177
Q3T8J9,0.1082,1.9344,0.7025,916207.2096950694,918102.1472455614,881240.5767845548,898856.8388009645,1026371.4679405409,957846.5535376351,949791.0921333671,939129.9331932777
Q8WV22,-0.0731,1.9283,0.7004,2343611.6727750697,2347210.615176722,2439020.916935192,2446693.086098184,2241368.532658009,2244266.7781323413,2275033.0607296983,2288161.830791657
Q9NXG2,-0.0659,1.9277,0.7004,46568691.18708179,45455775.00875856,47411810.49761068,47852192.43077227,43955770.54346357,44799104.549469985,44832284.180483535,44271394.14211999
O00192,0.19,1.9292,0.7004,329061.790513582,363520.2055111301,319244.74793118157,308755.8722253573,351563.11758155806,409985.9344767734,354753.6518582318,381470.1301226919
Q5T7V8,0.0956,1.9275,0.7004,1149016.400674484,1109061.6862003927,1081598.6085002,1123225.6999338544,1213261.471242242,1199414.9751943375,1180663.5644595625,1147328.7637310459
P62314,-0.1347,1.9261,0.7003,26788491.734614685,24581707.56466876,27843698.453207355,29037942.536521707,26036811.331785727,24873362.924821783,24022137.78998606,23072110.12473652
A6NFI3,0.1545,1.9248,0.7001,613184.8979818274,575939.2584484079,584676.7429831221,531783.5372772452,595015.6422153274,676313.5907814123,626901.6363656113,653002.563579268
Q9Y4W2,-0.0973,1.9196,0.6997,3902760.0097904163,4013079.706299418,4293704.514206866,4293704.514206866,3811947.4492447497,3760945.3182821283,3897567.9923124663,3862756.378667463
Q15369,-0.0838,1.9195,0.6997,42655521.91349085,41948789.378334925,39650513.1123949,41009108.63175528,39281857.62472963,38494548.668518215,39153805.24780168,38098893.167788096
Q9BRV8,0.1305,1.921,0.6997,3589557.5567585533,3345582.546457828,3163235.595358295,3135648.7291309107,3783829.102961528,3468591.2064349633,3639561.772235616,3511880.733838507
Q9ULR0,0.1348,1.9195,0.6997,32524260.293660145,32018203.353897594,29715692.986422777,28522056.47870562,33363517.18377375,35948463.42792019,33305785.690379433,31406951.945703298
P31150,-0.0859,1.9128,0.6954,23828890.106958285,22801766.79240393,25257532.18298711,24053624.568934593,22587039.934832256,22748453.426928315,22416491.535516623,22095389.537977085
P47914,0.129,1.9131,0.6954,15658245.36425007,14886914.165172573,14103344.974374836,13460109.67962718,15768891.048599198,16681282.206635,15141390.556634486,15586008.149372807
P62136,-0.0857,1.9077,0.6915,48268714.85383377,48021878.04623667,48961171.086047,48441954.190884955,45255581.84265013,46036329.325881675,47206405.5558903,42933763.59788201
Q9Y4Z0,0.1628,1.9008,0.6858,56531501.880515315,53318702.227648914,48603435.245936856,44799104.549469985,59437645.83679975,55002230.13765969,57665324.19033421,54136356.56108855
P84095,-0.0915,1.8943,0.6804,28180647.408214048,29653080.69232486,28497756.083653517,28065379.465714056,25432772.549949475,26863893.497238338,27828622.266298667,26602723.20665814
Q6UWP2,-0.0747,1.8783,0.6668,7598529.508615969,7713312.011962825,7932742.177716494,7978101.4596245885,7537905.667755604,7222867.578074478,7476718.574512694,7231296.246101368
P30153,0.0649,1.8784,0.6668,159565168.6160004,163782387.18328482,158264030.17898166,160855507.2673956,163782387.18328482,167242562.17333442,169417982.0777251,167614676.8005985
Q9Y394,0.0892,1.8698,0.6595,1466245.6017720434,1457544.5504575854,1391895.2195598541,1430367.994507164,1490704.6217964916,1508306.6934698916,1566744.4045089595,1510774.931947503
Q8IWB9,0.0696,1.8645,0.6553,1915421.6989973288,1916731.6267959625,1891382.6668956538,1957179.2339286848,1980821.9692848977,2000650.20934769,1996261.751811131,2034629.1513147468
P22033,-0.0689,1.8616,0.6537,23154469.539314542,23003693.902023893,22572785.13290132,22731447.977976784,21055349.10059788,21775789.64890134,21734215.402709242,22119244.28145244
P48507,-0.0755,1.8564,0.6496,10415689.856789326,10551373.53824522,10497063.922297895,10573942.640438778,9505879.085216612,10221950.185414914,10028423.904923944,9900459.53833286
Q9NQS7,0.0905,1.8551,0.6495,1011302.4026248814,975772.0406951148,987919.7780614678,969933.6062691847,1049008.3056522799,1047416.6697100885,1005977.5159884754,1073182.259193836
Q9H6R7,-0.0753,1.8538,0.6493,4701551.629155318,4732057.160419113,4941949.884732222,4823177.587950067,4634408.225327733,4528081.580045823,4378871.0957541745,4572169.0955278985
O75832,-0.076,1.8391,0.6358,24022137.78998606,23243938.873217337,22774857.950401697,23735490.69824806,21611951.74418056,22323541.7365696,22572785.13290132,21931454.206277754
Q9BQY4,0.1176,1.8353,0.6331,12106055.127446875,11120703.495332565,11335005.458213177,11402064.247434309,13148477.594830075,11553754.506275536,11999910.417615714,12871444.825228624
Q3KQU3,0.0736,1.8336,0.6326,6438716.329988163,6376712.691194114,6282317.6042841375,6268282.4121458875,6745436.392862482,6771543.794210053,6408622.989912791,6610465.9707611995
Q96CW1,0.0974,1.8287,0.6311,47411810.49761068,47411810.49761068,52662612.61148805,51480128.8961424,52080398.07663916,52905380.620292224,52373648.6882869,54203100.78150771
P16402,0.0949,1.8288,0.6311,16346702.103084024,15906546.194976954,15147250.957514178,16042100.38738991,17268875.428852323,17370547.005243536,16042100.38738991,16681282.206635
Q9H0L4,0.0703,1.829,0.6311,62235397.2099711,60724913.330887266,61132307.99546613,58497005.97462922,63125571.57465685,63436318.43473126,63762107.54099703,62882800.76175502
Q15170,0.1012,1.8272,0.6307,1316463.818105368,1257677.590806632,1272803.8994034303,1295359.4616506377,1383407.6991630832,1394977.6721937095,1415546.960015175,1289348.01381673
Q8WXB1,0.1318,1.8136,0.6214,1178622.2940809322,1145985.4211154927,1092898.333231255,1065427.526912521,1204596.9245288055,1325170.7553851067,1174900.2130962806,1178622.2940809322
Q9Y2G2,0.0875,1.8138,0.6214,2194677.354282149,2175833.572919955,2090833.7474762197,2071657.5771682828,2317181.899529166,2224129.2212871993,2260517.8669957505,2211924.236323915
P51688,-0.1725,1.8158,0.6214,95254.01079497466,90178.5767334799,90178.5767334799,90178.5767334799,80667.16926598201,80667.16926598201,80667.16926598201,80667.16926598201
Q9BQA9,-0.1754,1.8133,0.6214,1255294.8928020974,1180663.5644595625,1379653.5870848775,1501448.94717462,1193250.640410236,1109061.6862003927,1121868.9981081414,1255294.8928020974
Q9BZM1,-0.181,1.8081,0.6195,1480929.0978718218,1477320.0929607921,1620189.643453396,1791982.2294290601,1417395.5754935998,1398232.2932966575,1532392.0334692067,1236671.5737157175
P13987,-0.1099,1.8095,0.6195,4421492.711196933,4741611.299625473,4185648.4066250874,4325943.373792306,3988322.6613558787,4177861.6278887256,4157958.994980451,3959131.4569876986
Q8TBF4,0.1257,1.8084,0.6195,2998828.234756999,2878297.528623781,2969949.9128167955,2964481.966717873,3169053.8408161066,3550160.355949094,3105665.1772024534,2985306.8326683715
Q9UII2,0.0662,1.8048,0.6174,457400626.21336883,469661658.16389227,453166596.10857195,469661658.16389227,481662397.87927294,476938372.5626175,474592983.2933233,492118363.14538664
Q7L7L0,0.1857,1.7999,0.6135,170713672.74939755,159145771.03633064,135780336.97752348,133537836.41194624,178754184.03129193,153598182.06296635,166559034.5069259,178754184.03129193
P84101,0.1491,1.796,0.6108,7791694.704874294,7299293.644964165,6569502.087609622,6545282.813984057,8367252.027195051,7537905.667755604,7436001.290717424,7758822.655819079
Q01628,0.1388,1.7936,0.6094,870138.1335742443,954629.7026537546,882891.1462678665,909010.3654442258,921395.7449761701,985362.4710410291,1081598.6085002,969933.6062691847
Q8IZP0,-0.087,1.7852,0.6021,16281841.79393316,16011163.236889148,16836325.836326182,17370547.005243536,15968688.344595496,15249935.024502525,15920377.507484026,15093828.904371772
Q05639,0.0882,1.7754,0.5935,25172237.42806896,25232794.394699078,25201013.1603253,23989944.596178498,24963105.568829883,26942785.18575592,27159700.787027154,26179925.209019385
Q9H1A4,-0.0824,1.7624,0.5857,11731232.604594361,12129999.624420553,12786014.772458432,12106055.127446875,11207321.765275003,11197565.58185394,11669024.137992071,11695677.338901715
Q5JS37,-0.1089,1.764,0.5857,969933.6062691847,955803.483470284,1008668.0746544901,1026371.4679405409,939129.9331932777,950758.4826175888,896852.5512164535,864089.9342767077
Q6N063,-0.1913,1.7621,0.5857,1553500.7744550398,1980821.9692848977,1509937.182417048,1531306.8980752458,1464909.0135209463,1494875.7957478066,1398232.2932966575,1367983.425550025
Q9BY50,0.0864,1.7647,0.5857,1509937.182417048,1518346.1597222993,1490704.6217964916,1472110.9216334552,1578306.4379166171,1635642.5858191866,1511894.8760794562,1597497.9398687407
Q13541,0.1449,1.7649,0.5857,66346672.23310573,61359321.32620435,56706189.55379615,54534843.197655894,70183171.6352363,62768194.27246694,65664086.46595823,64066285.8950507
Q96A00,0.1556,1.7601,0.5847,35385330.539587356,33029497.836312268,28776648.076929606,28694093.46208995,36776932.08462685,34153331.55114076,34186837.62596651,34318506.879000284
Q96BZ9,0.0897,1.7556,0.5819,1102275.5061759127,1082686.7329696089,1077337.3010558356,1067808.9754214408,1098889.316299913,1141719.0969766362,1151520.4167245561,1188480.012502864
P68133,0.1034,1.7551,0.5819,284568552.81389964,285246139.4173963,275620577.3023935,263944329.31389168,279621846.4712607,314884571.4751471,294441182.59795123,295867334.0128699
Q13068,0.0966,1.7472,0.5751,36355649.65315344,37008706.58318197,36713242.94358978,35948463.42792019,41090121.76629811,36438316.99479982,37762913.74571138,39926539.20091039
O00559,0.1523,1.7421,0.5711,1782097.0808043766,1797629.1579711072,1672339.70102518,1470988.5232923636,1857998.9812394998,1771019.1606365552,1843924.5194883645,1955639.0125095262
Q6P4E1,0.1516,1.7373,0.5673,1804162.829420804,1742983.7760112246,1503731.40853788,1510774.931947503,1788998.0448121636,1872001.4477718344,1814246.8569478863,1772175.8297329799
Q9NP79,-0.0678,1.7316,0.5627,26757971.039997905,26466217.561894655,26142162.1170043,26554718.130581446,24436246.280410457,25310244.52921522,25842717.512143046,24873362.924821783
P12829,0.0789,1.7293,0.5615,111707010.6311597,106532608.44263871,104933400.30536354,105465831.22457145,115284754.52749686,113515105.54803361,112013683.4538844,109256641.48995619
P62491,-0.0687,1.7273,0.5605,57515292.762735955,59437645.83679975,60310384.2019722,60180201.440188,54891203.300937586,55643586.2760505,56706189.55379615,57805368.1342263
Q9Y5A9,-0.0585,1.7219,0.5582,55784150.76295066,54891203.300937586,54317244.94810925,55915229.33454277,52373648.6882869,53318702.227648914,52080398.07663916,53102979.713794455
O95563,-0.0996,1.722,0.5582,7112211.172673514,7267480.728336145,6480443.863560593,6775692.490993796,6294229.4021801865,6543658.5530734,6392812.943959664,6412297.008714486
O15498,0.0696,1.7228,0.5582,35165838.94402171,34775171.64688837,36549353.45866549,35715586.08383545,37494832.16877481,37702917.24876825,37399364.24406223,35742451.6630114
Q99633,0.1196,1.7172,0.5546,573830.9907795389,555078.6968633159,562507.7547719041,533023.7163119692,635890.680701404,566770.7461633385,603416.0395238802,596426.7214699025
Q9Y383,-0.0617,1.715,0.5535,232459872.97114575,230787126.4065701,236999090.20537257,242780274.69471607,227436840.2193475,221935900.98801175,225579280.3270996,223189765.16893667
Q8N2G8,-0.089,1.7105,0.5503,1030254.0183732812,1063633.9267239594,1090053.640711426,1092055.2218151353,974378.7603855391,1038678.674041478,997720.1389575965,985362.4710410291
Q8N4J0,-0.1816,1.7097,0.5503,2043981.1204729753,2127260.068050871,2276658.9860500577,2692542.898910796,2089952.365661282,1915421.6989973288,1872001.4477718344,2132593.7885319423
P41236,0.1474,1.7047,0.5464,25145957.619043324,24436246.280410457,23537663.49186671,20000244.06954194,26658168.12383548,26081225.057591647,24676791.49477696,25126483.646400504
P14923,-0.1374,1.7027,0.5454,14522964.925632564,12633533.14764079,16120952.258051312,14352101.87254127,13262854.616256224,12815341.251916178,12982780.318389561,13009524.621567808
Q8NI08,-0.0696,1.6991,0.5438,6587392.897925636,6550812.431262085,6969056.014270557,6900897.289963144,6360908.44177889,6421243.689128631,6451127.59005603,6348361.841407902
A4D1E9,0.0984,1.6998,0.5438,3761764.4136696355,3550160.355949094,3455861.2620645487,3356626.097254752,3740056.074852594,3689127.882985625,3753884.2888489733,3850229.2539867735
P30260,-0.0675,1.6961,0.5431,22264599.272472236,22323541.7365696,22541115.55252703,21754330.76933484,20727006.72516858,20727006.72516858,21055349.10059788,21807802.561746392
Q8N5A5,0.0831,1.6937,0.5431,1590006.0011508632,1590006.0011508632,1534009.2695953634,1495596.9048843947,1639853.7801654541,1653220.8234533186,1641387.646857225,1604645.2551465672
Q9Y2Q5,-0.162,1.6928,0.5431,2431763.1016837084,2169343.603986425,1966604.7746441015,2062055.810827028,1784146.3984034224,1916731.6267959625,2088102.1650101275,1880011.9349878156
Q8N183,0.155,1.6937,0.5431,19854096.30910551,19229266.148596726,16681282.206635,15718671.017978154,19557603.174283,19420763.0475633,19842727.49292395,20320024.700137895
Q3KRA9,0.0824,1.6927,0.5431,928020.3910858241,942616.4545124206,937677.0454658902,937677.0454658902,1027167.9626736606,961435.7006571861,971902.8528496637,982174.3018531981
P51991,-0.0778,1.6922,0.5431,119548714.82976137,123221014.68177792,120096954.01990254,122928638.80165637,112254573.9781606,111534791.10067444,113313712.77184933,120469807.63768113
P54098,-0.1263,1.6911,0.543,1287569.627591039,1216820.5480301834,1289621.3476104678,1138279.6826586083,1063633.9267239594,1157387.4059336202,1095744.418948643,1175213.4893613297
Q7Z422,0.1083,1.6895,0.5424,12072196.263780499,11608817.276546825,10861725.17679405,10642357.080027994,12469685.816451462,12282199.531329622,11674231.771328857,11999910.417615714
O43805,0.1894,1.6868,0.5407,4384576.588548824,4000870.717213265,3413755.280687357,3403837.2796530477,4741611.299625473,3921320.7138632666,4306649.372146195,4269249.981816011
P55735,-0.0838,1.6858,0.5407,21658570.948284578,22879243.745130844,22860387.140476774,23517167.320795994,20639446.558621895,21658570.948284578,22059299.91845026,20910394.433462236
Q9NW68,0.0647,1.6768,0.5328,16386837.620129824,16905821.070701867,16730924.027650604,17213452.836768325,17917505.72876539,17384683.78594218,17154408.434667148,17444759.471635435
Q14257,-0.1112,1.6731,0.5311,10694399.645402277,10544033.621766215,12306195.575562991,10779166.499300998,10158191.423209568,10497063.922297895,10021351.912085723,10107493.849999985
O00560,-0.0781,1.6739,0.5311,20833239.133904334,20744137.23721106,20882510.823356576,20932784.10371212,19911603.75497965,20014640.684572287,20102575.18601771,18501534.555203643
Q13636,-0.1072,1.6711,0.5301,2100250.398297969,2082052.8655538892,2127260.068050871,2005249.30231945,1790896.7452731167,1944738.7223627532,2045505.9456183922,1892306.5621464795
Q8IWP9,0.1346,1.6658,0.5278,2709782.5413193717,2479166.7493041875,2453879.372086822,2206989.3238095054,2729478.325188647,2703649.813562844,2744409.9281572425,2573270.144625525
P19388,-0.0772,1.6667,0.5278,11207321.765275003,11229347.856648002,11012684.85404696,11442061.039473183,10561896.329488045,10237459.58017466,10424417.683449024,11078083.791462414
P60002,-0.1618,1.6663,0.5278,1033980.3658177939,1042166.6479917831,1157387.4059336202,1249999.2078963139,1081598.6085002,951858.019785348,1018022.2692110424,931797.4068927693
P53805,-0.1286,1.6632,0.5261,446143.99620098964,453658.6903755163,500836.4162054631,505993.54678937356,443318.901652861,425858.6061945902,435584.1884110707,428546.8984023148
Q8N163,-0.079,1.6535,0.5187,48166568.47334583,50057754.846676305,48786743.79614006,48786743.79614006,44223745.72640688,45517879.06140069,46155007.082942605,48371802.74193626
Q8WVM7,-0.0861,1.6528,0.5187,1665982.528189847,1794608.3148720663,1728401.9463722894,1806547.9912011314,1610386.0060462889,1663025.1430228858,1658938.0824008952,1618701.0665416836
Q15269,-0.0961,1.6532,0.5187,946073.2608763286,960177.6038813911,908371.2752944313,934128.8255991756,844535.1532521937,864089.9342767077,863375.453039425,914555.5207098052
Q8N9B5,0.195,1.6499,0.5168,574372.7422938598,492643.1767476685,567597.9015112554,446143.99620098964,552682.1795150412,644585.7592897733,586730.0144184508,583782.464239475
O95208,0.0814,1.648,0.5158,1723697.4516787198,1626147.6098031797,1641911.4699313198,1624866.7369112486,1755998.7898966437,1734792.776000395,1769727.815620901,1698959.7930894173
Q8N9F7,-0.0769,1.6398,0.5087,1823551.8746714653,1922134.046302417,1946216.546002783,1940461.205793051,1783123.9603890367,1786523.4868252603,1777702.4045403467,1845234.5372341506
Q05048,-0.076,1.6363,0.5062,32747044.95354233,32722958.200367704,33781825.38961116,32610640.69660526,31436661.30170256,31519941.906096604,31935556.169313937,29457063.64004289
P63010,0.0639,1.6279,0.503,102506270.22439396,102506270.22439396,108222315.99235839,104247051.60939823,106532608.44263871,107412349.30152568,109771782.68101336,110059051.52737981
Q9H4A4,-0.0729,1.6273,0.503,32208877.344555933,33491950.21689208,33608825.47529258,33470649.242639404,30109998.700297803,31130863.52841971,32241276.979552966,31996932.79164088
A6NDU8,-0.0851,1.6275,0.503,3305916.5110235233,3518825.057683693,3427042.6836743485,3579143.6568544344,3128625.356840397,3218802.1705728965,3345582.546457828,3267503.2266437225
Q9Y5U2,0.0772,1.6277,0.503,4182675.167764965,4343177.215855862,4287667.228492015,4283757.16761817,4559962.470298735,4663153.144784972,4381430.761820312,4325943.373792306
Q08170,-0.0967,1.6278,0.503,139351323.14128965,137722988.4035189,153241733.48834035,155491392.63588428,138208783.07157832,134700520.06419677,135780336.97752348,135780336.97752348
Q16626,0.1123,1.6291,0.503,2163486.953185255,2023017.0243189589,1967698.2402723588,2136020.7481842656,2393494.698714713,2146418.479632049,2160698.433379066,2208321.190069004
Q9H773,0.1313,1.6261,0.5027,24082211.55163864,22156891.70017962,20833239.133904334,21349951.104328636,26179925.209019385,22361972.113497026,24436246.280410457,23311932.348260626
P25791,-0.1277,1.6199,0.4975,1443349.6670940563,1330205.6931778595,1359006.8619881896,1334144.0918842454,1235419.4340899745,1301286.4370344349,1312052.1563032193,1125281.2660287016
Q13177,0.0732,1.6102,0.4963,143157815.15299755,139351323.14128965,141741203.20782164,143157815.15299755,150952925.92271543,153241733.48834035,147843947.2861004,141343397.30551305
Q9NQ50,0.0955,1.6129,0.4963,14960887.348711947,14474614.099875629,13988755.751596345,13613300.876155293,15533806.347396895,14325799.301922895,15203144.557437079,15520812.527456762
Q86WB0,-0.1216,1.6107,0.4963,12871444.825228624,13252598.704850823,15546016.642342636,14564177.974782601,12562207.595750501,12730151.209757177,13215805.465479538,12860296.50666003
Q9NU23,0.243,1.6111,0.4963,790398.7062983573,713193.6439397387,534451.9824324319,561653.81543357,811735.2786682252,751655.3439966646,764866.1841048411,731826.0474420509
Q9C0C9,-0.0593,1.6166,0.4963,37331205.98800842,36653651.41109998,38616050.42539793,38257379.45782216,35882022.63279832,36295830.70872694,36228421.4485942,35509602.62531468
O15084,-0.0609,1.6165,0.4963,8785119.865251716,8700108.907631038,8989968.250709772,8822862.556578616,8226637.197407667,8452289.140868373,8614064.108967558,8343945.01425335
Q86UY8,0.0818,1.6157,0.4963,3987007.835692013,3773832.6039558663,4148589.9890189865,3949537.9118184512,4093955.2158528226,4261191.477234086,4091298.98488072,4237292.145791029
