Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,V_log2.i._TMT_7_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52,D_log2.i._TMT_8_iTSA52
P20248,0.1122,3.7291,2.1601,26863893.497238338,26621281.94573183,26383329.239617486,25686944.073583547,27935397.63301453,29156876.29782227,28522056.47870562,27803675.95325716
P61129,0.2293,3.6672,2.1009,178063792.78608164,169417982.0777251,156714031.78262323,162015139.37600702,206803969.95355982,170051661.36417758,196659396.52287102,202970231.48971552
Q8NDC0,0.2359,3.584,2.0204,5503969.367401812,4721227.884387986,4572169.0955278985,4805023.113150241,5869775.356467955,5179780.598969307,5921147.73766348,5981816.566698069
O75167,0.1241,3.5746,2.0136,2179628.273967694,2213076.1451186417,2314777.0902294433,2344640.7553405142,2501843.629214025,2450604.9118084647,2421807.324191121,2431763.1016837084
P51397,0.1551,3.4898,1.9313,33389020.83917226,31749932.303118885,30151963.125998992,29434588.236639168,34668299.801159345,34668299.801159345,34775171.64688837,33970408.00107916
Q9BZX2,-0.1077,3.4843,1.9285,5892903.6198079465,5741035.396763401,6119515.5239084205,5936778.842472218,5360773.68624696,5418964.329895429,5556698.181161348,5517843.086496062
Q8WU10,-0.1356,3.4711,1.9179,997720.1389575965,972527.4528379021,986614.9617386542,963307.3246440578,867592.9294000737,862694.3189791775,898856.8388009645,918102.1472455614
Q9BSH4,-0.1201,3.4586,1.908,5795446.681797072,5863906.950335125,6128017.642086872,6012962.623034001,5247301.113700048,5370424.729032414,5564949.095018196,5584116.423497967
P62877,-0.158,3.44,1.892,12332812.599812966,11889321.665650608,12385119.217053356,12914091.962346286,11267441.782074973,11130330.219244037,11526725.051610664,10194135.507533528
Q8N4U5,0.1958,3.4295,1.884,808881.1356846306,766916.9020947266,719497.6054514844,717297.7799269427,860462.6290241429,902399.8735412788,833856.902711783,833856.902711783
Q3ZCM7,-0.2873,3.4154,1.8724,8339619.842825329,9418950.520714674,8905105.422489295,9424639.862422379,6712806.844635225,7353544.225301642,8827853.944688063,6498557.659407255
Q9BPX7,0.2468,3.4102,1.8697,3493760.22610404,3100523.019537045,3233330.24969467,2772681.8233372006,3446365.7096771975,4028216.4618798257,3579143.6568544344,3810399.9917100375
Q9Y2F5,0.1291,3.4051,1.8672,6241642.213183102,5974673.727240208,5808216.138460553,5711644.435405301,6403402.163031995,6543658.5530734,6418526.698265606,6442000.44632493
O95639,-0.133,3.3691,1.8337,6177696.736317221,6480443.863560593,6510248.12870119,6498557.659407255,5625540.437776461,5997776.698639836,6039891.279455442,5602193.017151131
P22626,-0.0987,3.3598,1.8283,618080774.6782466,631998165.588089,645662640.0512671,648547499.4254643,575944358.522237,590778322.8315948,590778322.8315948,604263839.6588316
Q9Y4K4,0.1656,3.3589,1.8283,864089.9342767077,865577.8045601888,814889.5870676022,918102.1472455614,982174.3018531981,975772.0406951148,931082.8548914843,971902.8528496637
Q9BQE3,-0.1815,3.3249,1.7992,8858837.29722244,9566340.883281479,9746421.601880744,9329323.179121718,7719295.898386979,8555936.94746626,8848805.38774946,7742815.207137226
O60869,0.139,3.3248,1.7992,144187529.18269023,141741203.20782164,131913579.88238552,131468905.63686685,153241733.48834035,149738280.31789047,149738280.31789047,148645543.5040367
Q9BY43,0.1928,3.3151,1.7918,26715908.640181452,25080919.422677707,23311932.348260626,22156891.70017962,28465006.235990092,26812260.127640836,27415628.08504166,27843698.453207355
O95721,0.0768,3.2822,1.7613,113738099.33631675,112013683.4538844,113149158.16300635,113738099.33631675,119946066.00940616,119072452.30699553,118392403.96623866,117131115.248463
P21359,0.1512,3.2769,1.7584,4886618.274405093,4757436.501501564,4627626.829673706,4533625.2123267045,5087116.101384156,5459919.652105132,4901246.955806887,5313510.953249813
O95747,0.0961,3.2525,1.7364,23355174.846468717,23828890.106958285,24581707.56466876,24819109.546944104,25659197.77436312,25448705.204169523,25541794.627267968,25964739.94299453
Q53EL6,-0.1042,3.2463,1.7326,16568248.828398677,16681282.206635,16712875.164691227,16857605.024098836,14778160.023359187,15790753.617289213,15489634.539776891,15734728.831437588
P41223,-0.1005,3.2297,1.7184,12316704.248934519,12176883.774830721,12633533.14764079,12192740.721324997,11317065.092310121,11166249.48799369,11799240.724096613,11442061.039473183
Q9P2Y5,0.2508,3.2263,1.7173,94480407.4086174,92607517.85040778,80132957.60957693,79253589.91135667,113313712.77184933,94009118.9361157,95017233.078916,107597119.13555102
P17655,0.0856,3.2193,1.7126,87053974.45924349,83931841.57527156,85285742.15684706,84119940.2767017,89762671.62320942,89160794.71442598,89627393.76596087,90516126.98958683
Q86WR7,0.1334,3.1592,1.6548,3557328.191927193,3504486.7768010115,3447708.1400709213,3250329.551518388,3721694.953677201,3867505.921778104,3767355.5614687195,3648205.5334386355
Q9Y6R4,0.0948,3.104,1.6019,7615169.509525634,7663395.696738214,8055236.91266301,7932742.177716494,8388327.976428272,8353687.705034841,8159397.697561959,8288474.003825733
Q9Y5P4,-0.0829,3.1013,1.6015,23989944.596178498,23915449.47025366,24504919.64208515,24312332.417658836,22178916.00987527,23102651.75609328,22696058.837515917,22795923.017682076
Q9BW27,-0.0802,3.09,1.5926,8934995.61150603,9032076.532278094,9228332.53146482,9050194.015877372,8443327.653271753,8531016.362852678,8443327.653271753,8663276.903055867
Q8TB03,-0.101,3.0443,1.5491,3154804.0517840404,3119325.8797353623,3181715.8770112935,3228041.084987211,2953962.600738264,2939135.9462375836,3016053.898719728,2846224.203485997
Q14191,-0.0941,3.0223,1.5293,3105665.1772024534,3181715.8770112935,3102114.355938381,3115540.2398915044,2878297.528623781,2919132.9737500194,2865812.1393321664,2983179.6704263096
Q96KG9,-0.098,3.0184,1.5277,16836325.836326182,16920660.97451785,17268875.428852323,17559608.20963024,15462137.320587505,16082955.351151764,16357247.558931803,15796114.010517089
Q9BW66,0.1663,3.0052,1.5172,2661866.634276433,2583525.3336485075,2505870.796354662,2326020.385290948,2694116.2440974712,2856580.092601221,2942683.8242325233,2748831.112360255
Q7KZI7,0.2055,3.0034,1.5172,489254.12534169236,493702.66254148475,447871.55320085696,488257.10078548203,498617.21919276554,575263.232946858,562507.7547719041,563509.3176288973
Q9H1E3,0.0911,2.9927,1.5087,68498809.08888021,69646550.30390579,68928477.33429004,66646572.66115421,71700400.91325943,74081783.20514616,71272932.05611992,72785977.97286604
Q86Y07,0.121,2.9756,1.4938,1055995.9712659721,1067808.9754214408,1113597.757184348,1077337.3010558356,1179511.33325007,1128250.4865291305,1204596.9245288055,1151520.4167245561
P68036,0.205,2.9596,1.4799,481662397.87927294,430020590.3378688,411687047.9584816,394200935.712143,504791928.0586296,449058434.67094463,504791928.0586296,509875451.98111457
Q8WYQ5,-0.0984,2.9404,1.4629,4258289.75344174,4243699.203728691,4151486.827498708,4063360.4014268676,3805796.8678523414,3905493.2865853347,3905493.2865853347,3905493.2865853347
Q9UHB4,-0.1889,2.8962,1.4209,1638726.0671282227,1658938.0824008952,1909574.8235163316,1793634.8821311274,1655057.6843183339,1480929.0978718218,1461207.9627264012,1506857.5518010177
Q96NT0,0.1424,2.8933,1.4201,1029229.5478407633,1034968.7021085664,984562.1617033824,992643.2366245287,1095744.418948643,1061734.9882110537,1105550.3802455072,1171506.4446092304
Q9NRW3,-0.0999,2.8883,1.4173,4381430.761820312,4240502.812271813,4507661.373062451,4237292.145791029,3965116.214080201,4070128.1260241116,4044764.5959024117,4028216.4618798257
O14662,0.1183,2.8795,1.412,1707547.416180716,1786974.6527312377,1713107.138058297,1703878.6027503477,1815454.37135036,1820278.4912842417,1896513.3809459985,1925313.5811468197
Q9Y2S6,0.1445,2.8787,1.412,14940623.189922664,13923986.069340484,13788907.496607352,12941542.174023755,15688599.012431923,15141390.556634486,15255372.693000555,15007504.450396147
Q8TEQ6,-0.1174,2.8587,1.3941,25964739.94299453,27949394.638511043,28065379.465714056,27803675.95325716,24394870.010321446,24676791.49477696,25401905.364828255,26123159.13234737
Q02252,0.1241,2.8336,1.371,1925313.5811468197,1881590.8253015522,1847845.697107262,1824365.2438772966,1941807.2087288185,2082052.8655538892,2085273.852401148,1993927.924236303
Q9NWU2,0.2403,2.815,1.3545,14321324.50139388,13186818.491708552,11755778.6988113,12441369.198495205,16250557.983889533,12885450.663720053,15416898.56443464,16175607.274702482
Q13144,-0.1107,2.8053,1.3469,8833976.65997861,9132304.47646673,9325313.136226838,9418950.520714674,8279064.914937545,8206554.1769976085,8492719.203745078,8816339.624244481
Q96GD4,0.2267,2.8026,1.3463,418889.155613028,458717.59809219977,430752.8302178967,491621.29054289724,496326.238575154,580649.7171447518,514604.4367486723,502107.601209245
Q9NZZ3,0.1727,2.7901,1.3359,28522056.47870562,27218496.85059281,24660582.29815102,26015268.47367947,31708492.412076145,28206114.557281073,28465006.235990092,30883678.41669477
Q9UQ13,-0.179,2.7819,1.3318,5739081.772844824,5327429.663588418,4761807.173326446,4890863.974194915,4617719.30910446,4549208.413970744,4471437.375747163,4559962.470298735
P06576,0.1214,2.7829,1.3318,102060179.97400588,104933400.30536354,98330626.56351887,97091530.769303,105594886.34954712,113946022.13668028,107180043.8126318,108475653.00058544
Q15555,-0.1354,2.7763,1.3282,13136228.756563114,13309040.31764516,13020059.448908428,12656120.80508757,10861725.17679405,11941398.58361196,12176883.774830721,12192740.721324997
Q8WUH1,-0.1247,2.7619,1.3158,3376827.4468409354,3350953.0674309144,3279525.086006996,3346135.6923647206,3105665.1772024534,3051264.7427597465,3167934.6405676077,2850260.7371487883
Q9UKD2,-0.1013,2.7591,1.3151,11657516.5333291,11615479.776525494,11889321.665650608,11608817.276546825,10338249.789732367,10835641.787544396,10959052.005643314,11207321.765275003
O95433,-0.0763,2.7499,1.3078,90952280.74695778,87867327.56105918,89627393.76596087,90516126.98958683,85423304.96002021,83728605.41587293,84119940.2767017,85170824.49191953
O00459,0.1098,2.7419,1.3019,2959076.1844560727,3066556.85796698,3146974.1121186037,2936708.664785582,3154804.0517840404,3244071.9350542263,3337427.739797011,3251803.79259554
P60033,-0.2299,2.7367,1.2987,858696.2167568154,907615.0334550657,960177.6038813911,1033233.8907404118,733116.520030575,810737.236030586,889743.5107087649,752456.4970893839
O75347,0.1552,2.7194,1.2869,266625382.61969286,252152369.2200913,240357399.96479452,236999090.20537257,281703426.27710825,254838012.4969845,284568552.81389964,281703426.27710825
O75575,0.1956,2.72,1.2869,2953962.600738264,2858707.6153682354,2513804.2312558973,2509390.2508890335,3322477.5026514037,2991387.3413567627,3005454.107551939,3019302.9077627547
O75663,-0.0831,2.7191,1.2869,23637972.48786527,23735490.69824806,23941301.722512998,24337768.678873602,21807802.561746392,22428054.113364372,22717079.679627813,22807612.06518765
Q9UK76,0.1571,2.7056,1.2754,76243115.12547071,75495360.92715165,72785977.97286604,70452351.7624625,86903926.69975051,73970639.36595953,83133894.96138306,82973783.67560022
O14737,0.1337,2.6973,1.269,84829729.1610693,79161819.1325715,79253589.91135667,75629119.13937415,90346073.11267969,82973783.67560022,87867327.56105918,86612778.8437634
Q16698,-0.088,2.6727,1.2464,29189054.224270776,29257397.317801636,28304781.08865018,29539872.840563938,27733192.006879367,27060255.587021355,26554718.130581446,27415628.08504166
P26368,-0.0976,2.6695,1.2451,161098894.15927985,160855507.2673956,159565168.6160004,163304241.31956598,154682859.62395418,152572958.95668164,148645543.5040367,143157815.15299755
Q96NL6,0.0915,2.6664,1.2439,15700429.28075081,15658245.36425007,16463689.237091055,16454062.467454504,16762660.616195908,17154408.434667148,17370547.005243536,16786262.7226042
P42785,-0.0894,2.6581,1.2376,8452289.140868373,8281890.055714186,8663276.903055867,8343945.01425335,7879999.295370247,8034285.733418477,7963813.747703298,7646652.913316429
Q9NRH2,0.3078,2.6511,1.2325,105958.14159644114,108580.39411603713,122866.52574608407,95254.01079497466,120161.60561423592,137368.5341055779,137368.5341055779,137368.5341055779
O94766,0.1095,2.6427,1.2294,604382.5494083649,590895.4482046488,583782.464239475,583220.2957579817,641105.931053496,637053.8443840967,629152.9412627683,626234.2765044424
Q9BQG2,0.0919,2.6453,1.2294,3298660.427108223,3361256.851085303,3272749.1361336885,3423377.52804643,3560341.67956749,3586345.350757766,3553877.7888892107,3449149.687247771
Q13561,0.0803,2.6425,1.2294,88282907.61147042,85423304.96002021,84829729.1610693,85629421.31766455,90952280.74695778,90648461.57912208,89160794.71442598,90952280.74695778
Q12849,-0.0935,2.6319,1.2208,26048551.247316495,26048551.247316495,25080919.422677707,24963105.568829883,23192196.560042575,24155316.159883644,23828890.106958285,23989944.596178498
Q9H444,0.1861,2.6301,1.2208,57384205.63622881,55643586.2760505,49431117.96673943,46668752.259885415,60724913.330887266,57200385.331859566,59030092.63510117,59606285.68472468
P20962,0.111,2.6266,1.2192,117948957.79653268,118957964.85178114,129303559.53087318,119072452.30699553,129528035.25236645,129922491.2027787,134226451.95413855,127220750.36799029
Q8TF05,-0.0782,2.6012,1.1956,13709077.899639368,14342022.895219974,14103344.974374836,13874703.635971433,13113175.985490732,13127363.148510516,13178882.529381359,13337328.922723226
Q8NB91,0.0878,2.5927,1.189,2786599.4470802937,2814333.5816387553,2774639.1379913255,2697710.0593242673,2959076.1844560727,2884427.457850815,2951094.993303621,2904063.2003792967
Q8IWX8,-0.0938,2.5886,1.1867,24130947.697382443,24294351.724367533,24843829.911350682,25856895.62487446,23003693.902023893,22696058.837515917,23019494.06992427,23610776.6108388
P0CG12,0.1836,2.5811,1.181,6631654.933445292,5802004.645558685,5676794.23907272,5473751.654226154,6920251.118936964,6244915.585829665,6920251.118936964,6545282.813984057
O15228,0.1317,2.5729,1.1746,5666128.343882891,5235212.54568144,5252348.014407054,4930446.86928049,5746395.857741989,5798239.31754443,5687534.772849158,5732145.064707778
Q8TBC4,-0.0807,2.5669,1.1722,11267441.782074973,11170332.388242213,11683031.614118727,11709621.03450086,10797901.532175185,10642357.080027994,10741197.36805955,10894661.602346117
Q9P0N9,-0.1238,2.5678,1.1722,786182.2575344389,764866.1841048411,807797.79923299,782188.9393365715,680520.794073917,726667.7679260215,729175.4228406453,729175.4228406453
P55081,0.0865,2.5403,1.1474,56825880.202400856,56226615.80227402,55281202.40845085,57200385.331859566,61528614.903422266,58340495.35203148,59090476.21629877,59090476.21629877
O00161,0.1221,2.5304,1.1393,35452069.23300629,34473828.00566668,32567901.78332564,32088125.54407977,36940803.475527085,35509602.62531468,35834470.71794871,37331205.98800842
Q96DH6,-0.0793,2.5098,1.1204,16143265.340012306,15968688.344595496,15785395.152520644,15462137.320587505,15057617.802216172,14960887.348711947,14849301.566475874,14751112.111234823
P51553,-0.0861,2.4996,1.112,9724707.926970668,9675554.748784745,10096534.245005323,9796017.428589625,9329323.179121718,9254514.138530428,9325313.136226838,8885313.629326481
Q1MSJ5,-0.0823,2.4574,1.0716,9610411.998459902,9513836.160993192,9633749.431258772,9577890.823540846,8858837.29722244,9343556.264270552,8912816.914882554,8880107.06388995
Q6PKG0,-0.0963,2.4512,1.0672,53163177.88425876,54136356.56108855,53251613.38096859,53466271.228734516,48441954.190884955,49046450.96414088,49046450.96414088,52479778.680573575
Q13042,-0.0977,2.4368,1.0545,16357247.558931803,16568248.828398677,17646174.73355566,17195191.771492947,15193296.49419822,15863631.999428278,15968688.344595496,15920377.507484026
Q9UQ35,0.0765,2.4267,1.0486,78298391.25845578,81470748.66928504,79981421.14355288,78923473.16609992,83424399.44539005,85285742.15684706,82073826.9917845,83256754.21698098
P84157,0.163,2.4257,1.0486,1264747.6519008658,1227291.1252079357,1156054.402326457,1100887.0449382134,1277379.3122300508,1273857.3331696193,1330205.6931778595,1404851.9600340847
Q9UL33,-0.0943,2.4283,1.0486,3619077.621250111,3447708.1400709213,3624701.899264123,3504486.7768010115,3346688.906529166,3287233.8476222814,3373536.265009513,3211277.0345150265
Q9P0K7,0.1016,2.4232,1.0478,49549715.9082495,48880990.712886184,48268714.85383377,47131717.53434344,53585121.86002918,51989613.70828911,51933321.75017355,49236185.16834984
Q9UJX6,-0.0888,2.4191,1.0455,3041610.527858501,3127753.116595278,3197078.4172733855,3225882.74630402,2898303.869634957,2942683.8242325233,2919132.9737500194,3009730.3352050725
Q8WXE1,0.1185,2.4092,1.0405,2530808.068902558,2517003.252341099,2604899.2976342747,2726600.4958785065,2869426.560165147,2772681.8233372006,2661866.634276433,2896345.824057168
P09497,0.1239,2.4115,1.0405,74320485.99475193,73082693.98532213,67719454.21077487,67440940.0425346,79161819.1325715,77018336.11191213,75629119.13937415,74320485.99475193
