Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,V_log2.i._TMT_7_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52,D_log2.i._TMT_8_iTSA52
Q5SSJ5,-0.0017,0.0264,0.0053,4856378.341361252,4971240.433224324,4966732.682385237,4982076.141830362,5064317.273277771,4877618.559689329,4923971.940840513,4888740.680337943
Q8TEP8,0.0025,0.026,0.0052,7340138.272823543,7641959.54657939,6980868.041706349,6949212.610511182,7095409.259960502,7381521.507027334,7247873.324158131,7219183.77628529
P11166,-0.0042,0.026,0.0052,6522072.329839672,6745436.392862482,7360377.08861336,6451127.59005603,6177696.736317221,6656441.52204725,7165321.761321361,7006827.215843857
Q969E2,0.0039,0.0258,0.0052,830350.484593479,896852.5512164535,883731.393810685,982174.3018531981,905831.1521860206,885113.6525378313,858696.2167568154,949041.4673010958
P00414,-0.0045,0.0256,0.005,495136.2841691802,535178.858547757,484115.570346553,451129.9585858679,454706.2567140922,497484.327203942,531783.5372772452,475081.72960765613
Q969X6,-0.0016,0.0254,0.0049,909010.3654442258,885113.6525378313,901795.5841871043,910758.9930577516,895513.0309475815,914555.5207098052,907615.0334550657,885113.6525378313
Q8WVK7,-0.0021,0.0245,0.0044,2651063.2311354913,2673643.461863918,2582096.3417273955,2492784.6256779595,2567306.245786847,2636862.805752995,2523528.203632693,2655020.5372410226
O00231,-0.0014,0.0236,0.0044,182953849.42521945,184124778.65117827,178063792.78608164,178063792.78608164,180084000.4624764,180084000.4624764,181119405.88448927,181119405.88448927
Q8WVX9,-0.0032,0.0247,0.0044,533023.7163119692,561653.81543357,549246.0143175729,616008.4562180404,581620.9900976722,548146.4277864004,557323.7543645713,565079.8186865349
Q9UHF7,-0.0028,0.0241,0.0044,1090053.640711426,1093898.4850326348,1067808.9754214408,1159960.7190264037,1164825.6991414733,1098889.316299913,1107186.134205684,1033980.3658177939
Q9BVK6,0.004,0.0239,0.0044,7696382.338659234,8128985.082734467,7663395.696738214,7476718.574512694,6994522.739521453,7679690.929896342,7854550.420001256,8591366.935719037
Q9NW13,-0.0053,0.0239,0.0044,4333373.411826207,5160495.334785438,4046839.860885352,3977538.5984174963,4275409.417902576,4559962.470298735,4237292.145791029,4293704.514206866
Q9NWZ8,-0.0028,0.0245,0.0044,631296.4794127302,605504.4889848607,595015.6422153274,560592.1628937699,568722.0126538761,604382.5494083649,606189.3750395414,607180.3599205483
Q01658,0.0032,0.024,0.0044,14931730.611072423,14223732.780361775,14778160.023359187,15819546.20635454,15953602.815208804,14861149.3361835,15093828.904371772,13996928.600231545
Q659C4,0.0041,0.0243,0.0044,168360.93017773874,180670.73597862865,175035.7756747066,148366.17565760092,164356.06504817362,169884.92466131476,174080.48673885394,164356.06504817362
Q15904,-0.003,0.0237,0.0044,3350953.0674309144,3596760.3846828383,3560341.67956749,3234469.482079376,3216493.516578088,3520564.954727296,3468591.2064349633,3504486.7768010115
Q13418,-0.0025,0.0243,0.0044,3885861.4445657805,4007439.5288483854,3773832.6039558663,3600873.1072911303,3719121.269391772,3746239.4104980044,3899916.379713253,3867505.921778104
Q9NRX4,-0.0024,0.0244,0.0044,19842727.49292395,19557603.174283,19340528.19564469,19756040.012814973,20670344.67634582,20057758.851370722,19122368.08824976,18576737.140346438
Q9BW60,-0.0039,0.0241,0.0044,1314222.4487388374,1257677.590806632,1130779.7483859735,1118104.081024685,1161364.1622377022,1266420.619804531,1187401.220126104,1183743.8748718547
Q99961,-0.0022,0.0236,0.0044,34051749.57831658,33970408.00107916,31935556.169313937,31356751.69702017,32920163.60903173,33152051.419512253,32544361.862227388,32417650.541278403
P21912,0.002,0.0239,0.0044,60073603.4845597,60629637.04142049,57384205.63622881,56399310.12763415,58340495.35203148,59527272.63345852,58340495.35203148,58497005.97462922
Q96PV6,-0.0023,0.0237,0.0044,647021.8197501097,687580.950598193,701457.3732288925,704336.1815973722,660111.7762035027,695309.0057029697,700163.2818558251,679580.1605559747
Q9H300,-0.0027,0.0238,0.0044,517667.6970786314,519590.5944454882,515794.9955408113,468567.0952213966,485987.2670820779,511405.0849700669,520632.5693287245,498617.21919276554
Q9UNP9,-0.0031,0.0231,0.0042,29949655.447594065,30323041.45800278,31356751.69702017,32722958.200367704,33859488.1839272,30536677.404920917,30151963.125998992,29631264.127357643
P26196,-0.0023,0.0229,0.0042,43494704.58775764,42840699.47869114,45196627.83603902,41858692.42973253,41186086.725091636,44832284.180483535,43494704.58775764,43620434.95827896
P39880,0.0014,0.0229,0.0042,21993293.981017515,22119244.28145244,22801766.79240393,22846298.07884974,22361972.113497026,22587039.934832256,22460570.858597722,22428054.113364372
Q96S99,-0.004,0.0233,0.0042,1300469.3617438383,1299652.8085017742,1174174.0524507423,1116949.1060254877,1180663.5644595625,1312052.1563032193,1215012.1162844938,1164825.6991414733
Q9NPB8,0.0047,0.0229,0.0042,921395.7449761701,1062865.3435741619,1044067.9299361674,997720.1389575965,889743.5107087649,998733.695206434,1111692.5188633974,1046229.866973534
Q96T60,-0.0028,0.0232,0.0042,1636904.64281839,1649659.644902325,1535483.7779913289,1524997.0381506374,1484929.5235275675,1651720.3311310557,1604645.2551465672,1594366.0891411167
Q8WXW3,0.0035,0.0229,0.0042,588289.348641798,566770.7461633385,660111.7762035027,646065.696417073,616008.4562180404,613747.7649100086,589149.2153957599,644585.7592897733
Q9UDX5,0.0043,0.0226,0.0041,1608926.3987581406,1635642.5858191866,1488737.3616675518,1332501.3740601614,1451271.7519725224,1612013.3376886258,1523354.9329783134,1482325.7574777845
O95299,-0.0035,0.0227,0.0041,4754624.707636311,5004993.587582296,4544644.610674275,4387585.443662046,4273134.95338548,4819827.255668227,4871811.726486026,4683686.654566192
Q6V1X1,0.002,0.0224,0.004,2203233.545591571,2180756.985020581,2349825.541768055,2349825.541768055,2315065.706256782,2265934.7387804855,2249868.5299542528,2260517.8669957505
P22692,-0.0046,0.0224,0.004,216338.78082502334,228697.70298719205,219137.44657754205,187393.64723832443,213804.17506137,227672.08545457193,215243.724435209,191477.16695039472
P41250,0.0015,0.0223,0.004,677901611.7585034,659521961.5691086,663812934.5322082,659521961.5691086,677901611.7585034,677901611.7585034,648547499.4254643,659521961.5691086
O15397,0.003,0.0219,0.0038,2611507.4161487333,2712903.462168367,2532460.647239961,2439020.916935192,2390869.341900635,2696673.1504010493,2552950.7398652956,2680669.370679207
Q9Y6M1,0.0038,0.0218,0.0038,10835641.787544396,11337985.787328606,12176883.774830721,11114713.45977715,12807027.140710032,10650736.421103014,11012684.85404696,11186214.390287885
P56524,0.0024,0.0217,0.0038,6721493.679918154,6581541.5245704185,7006827.215843857,7286577.903108772,7222867.578074478,6748403.70097642,6759126.5255890675,6900897.289963144
Q13332,-0.0039,0.0219,0.0038,189125.2822560104,179912.15326947422,191477.16695039472,212056.711684318,198574.20612079065,176773.6149450697,187393.64723832443,207749.13146754328
Q15637,0.002,0.022,0.0038,96266422.40604672,97314686.9223916,103126546.96644937,100624185.88264705,100385561.51121508,95487823.6166458,99273047.13202378,102739260.95175211
Q9Y262,0.0025,0.0211,0.0037,40977650.43245877,42582377.907940984,40697275.50068634,40422804.43377125,39475914.16637445,39701062.4385259,41242473.0843282,44724738.46111331
P83731,-0.0031,0.0208,0.0037,13486958.209920015,13788907.496607352,12548333.9187193,11889321.665650608,12282199.531329622,13387001.521660872,13279684.540332228,12598145.912266012
Q96CV9,-0.0021,0.0207,0.0037,8323599.332335964,8152615.813973707,8759452.75565834,8833976.65997861,8912816.914882554,8431227.515537752,8400285.844474357,8269205.71690092
Q86U90,0.0024,0.0206,0.0037,8141450.326965435,8226637.197407667,8279064.914937545,9027158.199891772,8848805.38774946,8181256.938908288,8220994.057169194,8466900.415205743
Q04637,-0.0018,0.0203,0.0037,140484842.54757905,144892342.48232815,138208783.07157832,139152314.10429096,133821890.54430003,141741203.20782164,141741203.20782164,144892342.48232815
Q9Y608,0.0029,0.0215,0.0037,34430877.16851065,34567173.35929529,37149432.07951064,38765045.164664894,38408372.307488,35364406.89669146,35321117.442859,36009146.52650701
Q96FF9,0.0029,0.0206,0.0037,2216693.9712210996,2137400.9285671655,2312247.4364508307,2018179.1013162965,2321252.703896459,2171416.988325803,2140969.0952669545,2065575.3378809835
P51798,0.003,0.0207,0.0037,2740985.7744357693,2942683.8242325233,2765234.577157324,2715854.2560255383,2523528.203632693,2864715.1846645116,2865812.1393321664,2948634.5765235065
Q9UL46,-0.0022,0.0205,0.0037,55915229.33454277,53585121.86002918,60045856.10257294,59030092.63510117,57665324.19033421,56984700.71946556,55977313.73219379,57384205.63622881
P56378,-0.0083,0.0212,0.0037,4584844.775215591,4772308.345804044,3166815.835581941,3484515.012895204,3859696.1852277154,4287667.228492015,4098780.041398731,3478467.474174365
Q9NWS8,0.0024,0.021,0.0037,1953671.7097158204,1915421.6989973288,2032184.2912147627,1979000.5189154858,1864592.9156105574,1971316.3322737673,1950051.831508735,2113520.8880464407
Q13105,0.0024,0.0204,0.0037,5354081.317335987,5453838.126213401,5105508.650167954,5499505.497215663,5737128.853494042,5357279.367674825,5060450.240421889,5307182.391840995
P07910,0.004,0.0207,0.0037,162658514.21038532,178754184.03129193,157590861.9140077,158264030.17898166,149738280.31789047,159145771.03633064,166559034.5069259,184739992.02038503
P40938,-0.0027,0.0204,0.0037,5647044.0715696355,5892903.6198079465,5562099.413223763,5201020.702960947,5207599.28709188,5660182.77610425,5741035.396763401,5647044.0715696355
P50502,0.0016,0.0214,0.0037,363077513.1247841,355912679.66724837,355912679.66724837,348613988.65279925,352210585.9042145,363077513.1247841,364334850.002019,345650513.974381
P52292,0.0022,0.0213,0.0037,19638246.61837936,20863966.319986984,19720391.39908304,19703202.85074469,19000524.655482598,19823847.51997876,20135356.501552746,21122344.18573748
Q5VW32,-0.0029,0.021,0.0037,20320024.700137895,20332208.295061283,18501534.555203643,18245858.397670947,18129307.719375167,19720391.39908304,19579801.321030308,19766804.66214305
Q6ZNB6,-0.0023,0.0201,0.0036,1720823.0692381915,1747205.1340894003,1693705.5454621424,1583739.9239242931,1598947.9551494743,1678982.9975205974,1751439.1925056116,1704385.4145529277
Q9NP92,0.0032,0.0197,0.0036,3805796.8678523414,4080514.476979812,3706270.451724381,3539055.0196242062,3468591.2064349633,3800067.0140980897,3848404.5909499805,4051567.175055978
P20933,0.0027,0.0197,0.0036,5258442.500939094,4953731.727657185,5556698.181161348,5718111.732578193,5532852.872414947,5527413.529062318,5250709.75891676,5192720.632189699
Q6NZI2,0.0014,0.0196,0.0036,31962387.23981421,31436661.30170256,30526025.78465933,30909940.04367188,30614305.93596543,31962387.23981421,30794566.42582357,31587171.28692489
Q9UPT8,-0.0014,0.0199,0.0036,44756617.42655639,44610946.43907088,46155007.082942605,46568691.18708179,46036329.325881675,45834975.9276032,44724738.46111331,45303142.43691717
O43709,0.0014,0.0194,0.0036,3774910.1622967967,3641171.7196543156,3811947.4492447497,3676113.95904703,3803061.055647603,3726051.6185515616,3653638.5087447567,3734402.3931050985
P13056,0.002,0.0195,0.0036,546766.8876401628,531783.5372772452,533023.7163119692,565079.8186865349,519590.5944454882,555976.7586325444,568722.0126538761,535959.6480814355
Q9NZC9,-0.0021,0.0201,0.0036,581620.9900976722,568722.0126538761,551670.2818969724,585603.3170574534,573830.9907795389,537312.2632690228,590895.4482046488,583220.2957579817
Q8IZJ1,0.0022,0.0195,0.0036,1138279.6826586083,1130779.7483859735,1109061.6862003927,1102275.5061759127,1057099.9859420883,1187401.220126104,1157387.4059336202,1089618.535741929
Q9H6S3,-0.0022,0.0193,0.0036,905831.1521860206,838673.2583781596,846839.3893824768,882254.6785513685,923230.3782034809,839759.0600339867,864089.9342767077,842151.1983955293
P49757,0.0016,0.0194,0.0036,8253305.770443251,8121661.341035609,7911631.33224595,7619273.488390108,7956529.010432412,8003799.962463044,8091012.553419433,7877121.129014655
Q96E29,-0.0021,0.0196,0.0036,912664.6769772858,895092.3979624237,909921.0445550166,874712.3150055722,837673.9768871241,946073.2608763286,895513.0309475815,910758.9930577516
Q99623,-0.0037,0.0189,0.0033,93441875.14465508,98330626.56351887,88830792.71884258,83133894.96138306,80898566.89587764,90952280.74695778,93145322.04482384,97987358.42285901
Q9UJT0,-0.0018,0.018,0.0033,4080514.476979812,3899916.379713253,3885861.4445657805,3737126.5299762264,3926804.1650480637,3996917.4893155955,3939516.3450123006,3719121.269391772
O95758,-0.0029,0.0189,0.0033,2460310.9269159157,2651063.2311354913,2754379.0268093953,2901500.425934048,2728327.517522651,2577276.513180605,2599092.3583624098,2829374.841542519
Q8NFQ8,0.0012,0.0187,0.0033,8639211.601295106,8921635.275709184,8927679.28176775,8766390.836294997,8644676.94431549,8827853.944688063,8796978.711018017,9016481.62506439
Q96EY9,0.0021,0.0182,0.0033,5902495.107713638,5718111.732578193,6122390.688858588,6367347.494563314,6342742.1361688655,5902495.107713638,5902495.107713638,5988420.381020338
Q71DI3,0.0019,0.0184,0.0033,445541503.9979859,449058434.67094463,430020590.3378688,414776273.8041273,445541503.9979859,445541503.9979859,435666097.61427987,414776273.8041273
Q7L775,-0.0013,0.0179,0.0033,5372806.201772097,5247301.113700048,5578657.9655635655,5538551.552937262,5372806.201772097,5435482.438834674,5418964.329895429,5484320.260385949
Q9BZJ0,-0.0025,0.0186,0.0033,8226637.197407667,8382087.145242438,9248519.645634914,8753074.263085648,8273789.3129116,8400285.844474357,8693550.606500624,9175903.382958476
Q9NUL3,0.0025,0.0186,0.0033,476161.0244745994,474059.32256304915,427901.27436401305,475081.72960765613,447021.9196791741,453011.23342605936,460787.22689350025,495136.2841691802
Q9Y570,0.0016,0.0179,0.0033,54203100.78150771,53403137.91746424,53163177.88425876,50547726.87563986,52905380.620292224,54779613.45095386,52479778.680573575,51368501.04330743
Q5RKV6,0.0018,0.0189,0.0033,20135356.501552746,19799148.225399252,19899444.33168769,20794946.968155388,21189177.4715697,20093386.809597105,20194752.791402936,19281072.27012299
P46783,-0.0023,0.0185,0.0033,60243714.47961135,61528614.903422266,58905395.930809595,56706189.55379615,55453733.52592618,58070635.23550355,61175825.99955825,62453174.490638934
Q13492,-0.0012,0.0179,0.0033,116473194.02402326,115284754.52749686,111707010.6311597,111060085.43799245,114328875.23896217,114328875.23896217,113149158.16300635,112254573.9781606
Q5T200,-0.0013,0.0182,0.0033,15350432.516391838,15592240.794956896,15896092.64283606,16188190.32234519,15647615.830577102,15636551.515230762,15636551.515230762,16042100.38738991
Q9NZ45,-0.0039,0.0187,0.0033,14949287.294921497,15609550.201411797,14202186.486244801,12895726.26753648,12791729.761128593,15308659.253294671,14794483.451375721,14594567.779136416
Q00169,-0.0012,0.0183,0.0033,68648383.35361472,68648383.35361472,67440940.0425346,68114819.56380334,68928477.33429004,69527484.59300019,68114819.56380334,66093800.51623724
Q5XPI4,0.0042,0.016,0.0032,8633315.252765825,8255533.275562569,7381521.507027334,6784344.83283361,7066992.26861604,8382087.145242438,8478564.658263683,7189777.1311839195
Q96SZ6,0.0011,0.0167,0.0032,2483205.349632753,2365597.3963156785,2441129.9901725417,2448373.5379490196,2411879.7677820604,2466626.403196131,2406177.2312283865,2460310.9269159157
O75880,0.0015,0.0149,0.0032,19899444.33168769,18722453.620268922,19031282.751375876,19678115.227739643,20320024.700137895,19503870.95639422,19000524.655482598,18604212.0105946
Q9UJU2,0.0035,0.0163,0.0032,416449.11469190655,433009.58052614063,460787.22689350025,479705.5315547607,493702.66254148475,458231.3313369005,390212.8034271807,455895.6822311242
Q13686,0.0019,0.0159,0.0032,674833.6553304504,688773.7378888848,666281.7998817516,760820.0127231239,709587.2639256644,707289.3389486156,684600.8841495091,689462.313693508
Q86WJ1,-0.0021,0.0169,0.0032,3710448.751289349,3889040.8821738767,3701974.738711552,3509804.9807733633,3451573.8933193856,3781476.4668799057,3740056.074852594,3819077.0870706295
P49902,-0.0011,0.0151,0.0032,13178882.529381359,12955061.603466108,13499040.503467998,13601575.63328284,13686005.533469258,13279684.540332228,13196098.993788635,13029601.273204489
Q5RL73,0.0017,0.0156,0.0032,1152786.1524125375,1163222.9839719576,1215012.1162844938,1245937.6558426712,1246896.0272453926,1225716.8217814218,1143580.8930041085,1166976.3152687072
Q8IYL3,0.0032,0.0164,0.0032,618851.5749019969,616008.4562180404,605346.7429045755,549246.0143175729,649296.712855845,634405.4019271362,583782.464239475,531783.5372772452
P15153,0.0021,0.0155,0.0032,6604905.960033312,6805879.747506964,5994717.38441262,6348361.841407902,6056143.165706065,6462500.337071827,6536323.194717536,6726217.312806072
Q9H322,-0.0022,0.0159,0.0032,11426503.9603019,11051128.929083833,12914091.962346286,11963568.949164957,12084774.60803525,12062040.26103199,11442061.039473183,11625949.32893372
Q9H223,0.0018,0.0153,0.0032,2799106.7352834777,2831378.182837164,2729478.325188647,2624342.76179598,2611507.4161487333,2683223.6140206684,2772681.8233372006,2936708.664785582
Q9NWH9,0.0016,0.0167,0.0032,29606674.36653284,31356751.69702017,30981105.95093976,31224970.433995757,30151963.125998992,30151963.125998992,30526025.78465933,32502702.432264317
Q8TF01,0.0014,0.0148,0.0032,32957715.769155897,32434962.836272024,34080184.26096253,34775171.64688837,35135203.53020047,33470649.242639404,32417650.541278403,33363517.18377375
O75419,-0.0018,0.0162,0.0032,7713312.011962825,8044870.90657007,7696382.338659234,7376808.942378513,7219183.77628529,7742815.207137226,7893055.4294706965,7945031.561553052
Q96RL7,0.0013,0.0159,0.0032,9032076.532278094,9035884.88133953,9544810.934181597,9451213.256776692,9451213.256776692,9376442.919716045,9191086.975890923,9071091.775835942
O94967,-0.0016,0.0151,0.0032,2140275.6273919595,2062055.810827028,2194677.354282149,2271221.845545651,2261249.1188656026,2094841.7902391502,2171416.988325803,2129266.177063111
O60645,0.0023,0.0175,0.0032,4005463.0672160354,4331129.383821025,4049703.853885817,4107824.626591843,3822236.8793278155,4117379.164060932,4180537.2574042836,4414625.297500498
Q9BYE7,-0.0014,0.0159,0.0032,1298782.7609893829,1274911.647645309,1301286.4370344349,1362989.6535353311,1269336.8023078053,1306308.476711759,1296898.1199602399,1360360.4241975239
Q9Y375,-0.0017,0.0166,0.0032,2305306.651830093,2303638.599015555,2280828.704001558,2149489.0794434748,2139582.3841338013,2321252.703896459,2300628.4860610776,2268006.886245678
P04843,-0.0019,0.0152,0.0032,52986443.8749011,57242071.259090625,55095791.62421907,52792583.76260759,50547726.87563986,54609402.26932157,55536194.225310735,57242071.259090625
Q9BT73,0.0018,0.0158,0.0032,10155174.60977993,9772332.967858523,10815318.829690851,10310434.886441132,10835641.787544396,10087154.05170643,9929291.996133454,10247150.365317488
Q96CW6,0.0024,0.0174,0.0032,4800073.7120841695,4977307.571224762,5291947.79924727,5446957.61368853,5489252.870368373,5041725.565713911,5069311.334958636,4941949.884732222
O15226,0.0014,0.016,0.0032,3188363.9922069553,3107205.1147354953,3135648.7291309107,3079058.121847295,3008559.378174407,3163235.595358295,3082790.7787268483,3272749.1361336885
Q92552,0.0012,0.0152,0.0032,10642357.080027994,10909201.41272125,10443531.29232916,10342761.9412056,10188159.251973769,10760545.420937156,10713562.258203978,10713562.258203978
Q9H6E4,-0.0017,0.0161,0.0032,3310087.698322873,3186046.075286681,3159454.5247164266,2978296.364138197,3075018.096350734,3115540.2398915044,3159454.5247164266,3263469.962746326
Q9UPR3,0.0015,0.0168,0.0032,1539781.40217968,1593089.997703839,1557928.9829204688,1569926.1771577217,1498787.3961438406,1599966.646729911,1543834.7221205635,1627174.1900055204
P55347,-0.002,0.0173,0.0032,655595.3426484055,647912.9374066701,661020.6334849241,657410.3480700867,640093.6185139578,704336.1815973722,660111.7762035027,616898.4603313713
P13498,0.0024,0.015,0.0032,2915059.2974270987,2983179.6704263096,2744409.9281572425,2752784.9709040252,2554833.389732288,2962396.9323632065,2930949.804618806,2981126.8001788314
Q5SXM8,-0.0032,0.0166,0.0032,1252558.2963773606,1260267.5899857085,1433017.2941761236,1417395.5754935998,1493607.845406563,1295359.4616506377,1291197.562893075,1272199.4436075962
Q14152,-0.0019,0.0151,0.0032,90712483.07738762,97646757.3395683,92990895.06321564,92257914.19890663,88282907.61147042,90516126.98958683,94009118.9361157,100624185.88264705
O75459,0.0021,0.0158,0.0032,17195191.771492947,17195191.771492947,18864503.445395887,19479699.414478306,18776904.51629745,17977894.72166213,17931906.173404988,18051918.694274046
P50990,0.0018,0.0176,0.0032,1147822783.2600098,1229304533.2132661,1272924212.1043327,1249188779.5883355,1194373686.002406,1229304533.2132661,1249188779.5883355,1229304533.2132661
Q8IUD2,0.002,0.0161,0.0032,16236732.542529983,15878581.604827004,17444759.471635435,17681260.713538468,17703881.084097695,16671557.209574943,16103327.90570568,16826514.766002703
Q13630,-0.0013,0.0148,0.0032,17026699.37553622,16512831.059266288,17453544.430619325,16681282.206635,17418289.977314625,17128528.737132072,16218104.749194145,16857605.024098836
Q969X5,0.0027,0.0176,0.0032,811735.2786682252,856936.7629324805,769948.4759433257,761907.4254189996,738287.353240164,797980.7618308588,819699.65777057,851282.2950247439
Q9Y6A9,-0.0041,0.0174,0.0032,4265976.299976504,4511251.884160653,3941780.170071281,3713566.107050091,3626391.1126718223,4524211.173782705,4312647.262020002,3936445.7630131408
O14920,0.0023,0.0156,0.0032,1566068.9809213763,1636904.64281839,1467361.787552684,1474415.937390675,1409301.4823538437,1566068.9809213763,1567395.1855029885,1613582.4196718743
Q4V328,0.0017,0.0169,0.0032,48093516.793167196,47044818.89184457,49108262.03577577,51027715.91634458,51225852.749942556,48166568.47334583,47497440.5962232,48603435.245936856
P33993,-0.0024,0.0172,0.0032,69431536.38300173,73244267.75888798,68114819.56380334,67803716.14049326,64314713.05997618,69431536.38300173,69527484.59300019,75151088.25398444
O94864,0.0011,0.0145,0.0031,985362.4710410291,957846.5535376351,969289.8912937839,999946.4146956624,984562.1617033824,963307.3246440578,1010020.4058878006,957846.5535376351
Q9BQQ3,0.0015,0.0145,0.0031,797042.4015119951,814889.5870676022,731826.0474420509,801484.4418660607,779002.9143276571,800385.9850686034,794911.3325026013,771878.1480701375
Q8N680,-0.0017,0.0141,0.0029,1576499.192083063,1484929.5235275675,1539781.40217968,1664918.238627111,1641387.646857225,1509937.182417048,1531306.8980752458,1574002.2473047427
Q5UCC4,0.0015,0.0138,0.0029,2600646.338383274,2647864.397453467,2490577.786951389,2464904.070497242,2417440.7334394786,2648780.0698901154,2536534.1793763116,2613479.622749023
P19404,0.0015,0.0138,0.0029,15489634.539776891,14940623.189922664,15489634.539776891,16148005.079999803,16568248.828398677,15076295.375985201,15275546.614034053,15233647.26686342
Q12996,-0.0014,0.0136,0.0029,13887002.669455897,14138489.786259338,14668972.865783574,14245573.033620449,13546568.396774102,14098906.725824941,14131775.501817405,15141390.556634486
O75143,-0.0016,0.0141,0.0029,3951678.2905173865,3805796.8678523414,4275409.417902576,4206602.0410559485,4111566.5787145533,4093955.2158528226,4005463.0672160354,3994167.9583393103
Q9Y619,-0.0031,0.0142,0.0029,571468.0436553584,564469.6156761474,560592.1628937699,508061.18381507567,472106.0351057656,608926.8825300894,559801.419645962,566003.9477492573
Q96G23,-0.0013,0.0137,0.0029,6642094.922791091,6821535.453017724,7061725.589265309,6793910.112744568,6550812.431262085,6635293.0341350585,7016436.735893976,7101022.31597585
Q12857,-0.0017,0.0138,0.0029,5261628.357053581,5097851.684780343,5643642.5713901045,5453838.126213401,5641079.6627398,5406052.943055914,5281349.697437742,5102611.74030203
Q9UM54,0.0012,0.0139,0.0029,2014355.2812857558,2037448.3410638408,1958642.4674895168,1958642.4674895168,1953671.7097158204,1979000.5189154858,1958642.4674895168,2085781.0043378754
O75446,-0.0017,0.0142,0.0029,2794638.7811040715,2758298.0191946253,2595797.7314045257,2611507.4161487333,2613479.622749023,2858707.6153682354,2698747.366953615,2579734.743279096
P04062,-0.0017,0.0135,0.0029,1042166.6479917831,1003186.4803988162,1090781.6615482187,994905.2284253462,971083.851625388,1057099.9859420883,1012507.1884553324,1086493.256841983
Q9BV19,0.0014,0.0127,0.0028,3891065.51253274,3752451.748071212,3672359.817149434,3645838.816042332,3858313.952121344,3591326.8019044264,3927476.357012542,3606112.3135397527
Q96JB2,0.0014,0.013,0.0028,730749.2967172019,752456.4970893839,758300.8108360397,754785.7394169652,722917.2948835747,808881.1356846306,734661.7309446847,735459.6364530837
O75145,-0.0012,0.0129,0.0028,625467.4667446094,677326.7178929306,668619.6364468044,637053.8443840967,666281.7998817516,635395.135741961,656591.6193074785,647021.8197501097
Q9Y547,0.002,0.0129,0.0028,6183208.654569955,6183208.654569955,7227609.548271987,6668602.383275571,6426608.466983568,6733308.473738202,6771543.794210053,6323462.8425125
Q8TB05,0.002,0.0126,0.0028,405597.51563143695,394527.7244426392,353614.5715119219,358214.22162829485,372907.3661981745,381470.1301226919,403945.02028822777,354753.6518582318
Q712K3,-0.0011,0.0128,0.0028,6872841.0333900815,6642094.922791091,6536323.194717536,6716710.419366168,6928414.342554773,6805879.747506964,6631654.933445292,6388747.141284652
Q96AQ8,-0.0038,0.0124,0.0028,1519490.337438994,1694559.096558684,1717070.637478359,1713107.138058297,1442376.5237860482,1485673.8859414042,2048207.1326470282,1707547.416180716
P27694,-0.001,0.0129,0.0028,117623264.85645586,120291933.41246134,119072452.30699553,116473194.02402326,121106847.6821083,120633896.4018268,118638684.08278829,112885836.08752312
Q13619,-0.0013,0.013,0.0028,20694848.193958346,20570200.78160346,20910394.433462236,20046239.7884029,19229266.148596726,20664667.288531877,20956824.32424061,21349951.104328636
Q9H3H1,-0.0013,0.0129,0.0028,3127753.116595278,3379040.5431692526,3204116.4030310665,3223810.7187863328,3088255.0396464583,3197728.5382666397,3287233.8476222814,3350953.0674309144
Q14240,0.0017,0.013,0.0028,18231131.019369293,17268875.428852323,19766804.66214305,19392616.328101195,19243137.274462033,18745402.53093276,18083926.20758692,18586752.280270383
P34931,-0.0016,0.0125,0.0028,319244.74793118157,279855.2137357328,289040.00915190193,304687.646106415,308755.8722253573,283172.44487541984,298239.3613176124,300373.1245467791
Q9BUN5,0.003,0.0128,0.0028,462219.1989711269,489254.12534169236,470903.9602401048,535178.858547757,462978.87130569393,560592.1628937699,511405.0849700669,433009.58052614063
P48380,0.0021,0.0123,0.0027,1360360.4241975239,1415546.960015175,1237953.7879782787,1200175.4302201644,1209765.3045821341,1341355.3742002086,1301286.4370344349,1362989.6535353311
Q14696,0.0011,0.0121,0.0027,42452180.7350482,40697275.50068634,41484101.973834306,43288240.321018465,42708655.328251146,43661579.91228098,41090121.76629811,40617775.65718966
Q6UXN9,-0.0012,0.0121,0.0027,56608215.911507525,55379985.876983,53663443.97295013,53795414.22124381,55379985.876983,56825880.202400856,55453733.52592618,51685619.1682678
P62273,-0.0049,0.0121,0.0027,6345666.143990771,5733961.471656002,4160477.2808424514,4118954.331842574,5102611.74030203,4863672.310746881,5253986.744625832,4717518.419015454
Q9BUE6,-0.0012,0.0119,0.0026,3515190.852717128,3392836.17567115,3337427.739797011,3317702.352246124,3453678.28649993,3543407.3094943147,3341306.7377916877,3218802.1705728965
Q15059,0.0008,0.0117,0.0025,2707344.488003464,2783377.0387586444,2731157.4944009935,2707344.488003464,2711700.0210299827,2734385.6874581133,2679899.3738179146,2810191.801302875
Q96EP1,-0.0011,0.0114,0.0024,1739091.9948867338,1684794.9074022768,1782097.0808043766,1829014.3328999395,1716115.0558714229,1808536.4070145378,1804162.829420804,1700189.8832547045
Q9P2X3,-0.0013,0.0114,0.0024,417044.3766936238,440602.5044525789,406984.13469440443,416449.11469190655,431518.4144006084,437684.97077287344,416449.11469190655,394527.7244426392
