Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52
Q8WWV3,-0.0121,0.1253,0.0162,3533621.194352084,3635156.8895144565,3504486.7768010115,3429648.3016173495,3557328.191927193,3533621.194352084
Q75N03,-0.0112,0.1246,0.0162,3670509.7914492292,3617936.359243665,3800067.0140980897,3606112.3135397527,3680532.3978401464,3648205.5334386355
P48454,0.0112,0.1291,0.0162,7095409.259960502,6943749.490655632,7245729.565560203,7016436.735893976,7241100.130594284,7061725.589265309
Q9NZ52,0.0146,0.1272,0.0162,9291840.7643219,9120276.356787737,9567778.36760931,9917412.960256405,9050194.015877372,9124141.310855124
Q96MX6,-0.0177,0.1296,0.0162,4306649.372146195,4269249.981816011,4036405.5974786663,3905493.2865853347,4402636.794160965,4076961.069320693
Q9NV96,0.0178,0.1301,0.0162,5671009.372593153,5812770.344942408,5335822.6688389275,5288108.876420016,5911432.6797708,5728264.979442714
Q99622,0.0212,0.1268,0.0162,2929733.8517940114,2698747.366953615,2443188.100549747,2765234.577157324,2625686.824179309,2752784.9709040252
Q01167,-0.0115,0.1238,0.0161,3947536.157907725,3844464.5884448136,3819077.0870706295,3752451.748071212,3864752.1630671965,3832444.3969298187
Q9NRK6,-0.0128,0.1233,0.0159,13242381.289911073,13569322.173315799,13533413.904406771,12611320.24827986,13531056.002620483,13601575.63328284
P18433,-0.0152,0.1226,0.0159,2436867.502128146,2468729.983233887,2690789.308020504,2427950.418920171,2491991.920139385,2549716.192928654
Q16540,-0.0188,0.123,0.0159,1293517.1129368949,1221504.5441959775,1159960.7190264037,1256800.4921383227,1149705.3344032925,1199414.9751943375
O00410,-0.0099,0.1225,0.0159,119370307.46882398,122018256.4502695,118392403.96623866,117623264.85645586,118176023.60188755,119370307.46882398
Q0PNE2,0.0106,0.1227,0.0159,9027158.199891772,8916890.004058748,9063227.636454916,9106912.108845104,9175903.382958476,8759452.75565834
Q6PCB5,0.0117,0.1224,0.0159,16920660.97451785,16293632.520892166,17576666.907795366,17088540.753172945,17088540.753172945,16712875.164691227
Q96ST2,0.0108,0.1223,0.0159,30299332.596263167,30062333.6508416,29125526.828941688,29841063.362331122,30323041.45800278,29457063.64004289
P50747,0.0136,0.1225,0.0159,8628564.36095465,8633315.252765825,9007393.011769699,8353687.705034841,9142100.322314244,8858837.29722244
P15153,-0.0178,0.1233,0.0159,6604905.960033312,6805879.747506964,5994717.38441262,6056143.165706065,6462500.337071827,6536323.194717536
Q96GA7,0.0124,0.1229,0.0159,7585429.39499363,7311570.273552038,7670921.409868661,7807880.327495023,7484942.278269883,7330494.133194486
Q9P2D0,-0.0157,0.123,0.0159,1542661.338326854,1639853.7801654541,1670078.2965668011,1565378.6687563625,1548491.421541751,1656468.3413256477
Q5BJD5,0.0131,0.1235,0.0159,2544866.172036359,2647864.397453467,2577276.513180605,2507477.700424327,2638916.9915315416,2646949.0599082815
Q7L2Z9,0.0281,0.1234,0.0159,357671.6585579517,331422.9310332665,365192.73762264964,390212.8034271807,318299.1943948617,359861.56052470545
Q9P0M9,0.0219,0.1227,0.0159,2028237.25194357,2130384.992568013,1952486.753678256,1831973.190251279,2176910.629618279,2158615.3985886127
Q8IVW6,0.0137,0.1221,0.0158,1332501.3740601614,1366679.8263214028,1323748.0148359758,1304697.0663309535,1374818.5003371476,1357234.9070664279
Q96K80,-0.0181,0.1215,0.0155,2298891.138919651,2324287.207485206,2067223.0486657552,2103068.003152503,2266658.3947167364,2198578.6614463553
Q02878,0.0126,0.1218,0.0155,52845024.55026579,55002230.13765969,52566731.5779942,51480128.8961424,54470921.95017743,54891203.300937586
Q14344,0.0115,0.1217,0.0155,5024962.607296178,5078936.866382169,4982076.141830362,4886618.274405093,5143986.408180334,5084237.979779767
Q96JB3,-0.0107,0.1211,0.0154,18152687.76652204,18083926.20758692,18215387.873829175,18206617.227095872,18215387.873829175,17299551.98050568
Q9ULA0,-0.0112,0.1191,0.0154,32434962.836272024,31708492.412076145,33764296.20524395,31749932.303118885,33029497.836312268,31772265.31656657
Q96RS0,0.0163,0.1188,0.0154,3366789.1208934356,3464910.964035857,3858313.952121344,3664677.696083313,3583534.2683490682,3495047.276553185
Q15427,0.0125,0.1178,0.0154,20756028.699121356,19628223.523012437,19326413.923229218,19956853.63683641,20389830.69024944,19525066.821685337
Q7Z4H3,0.0108,0.1202,0.0154,50810377.60523843,50094230.23038589,51933321.75017355,52566731.5779942,49925249.786332645,50547726.87563986
O15258,-0.0171,0.1178,0.0154,6708050.782412305,7174509.640785552,6522072.329839672,6207269.311304743,6994522.739521453,6842327.556947355
P98173,-0.0187,0.1204,0.0154,1063249.5693865214,1086493.256841983,1049008.3056522799,965067.4684329169,1104463.5757716054,1069104.4214376884
Q96QC0,0.0101,0.1169,0.0154,33333446.816097137,32348250.2121774,33305785.690379433,33718109.17206205,33093715.515681833,32266169.238543086
Q8IVV7,-0.0202,0.1193,0.0154,1175526.8410104597,1199414.9751943375,1348782.3856101437,1298782.7609893829,1179511.33325007,1170429.9245694007
Q8WUB8,-0.011,0.118,0.0154,6426608.466983568,6403402.163031995,6442000.44632493,6522072.329839672,6348361.841407902,6139997.340390325
O94880,0.0099,0.1188,0.0154,3918753.7559551373,4018928.2764931107,4042953.1920686984,4016069.624278595,3979403.9113325235,3994167.9583393103
Q0VGL1,0.0277,0.1194,0.0154,5489252.870368373,5364504.091333589,4713354.557215779,4402636.794160965,5835404.848614165,5538551.552937262
Q9BU02,0.0187,0.1207,0.0154,624918.4720562842,606189.3750395414,589828.3821361247,643262.3522393444,607180.3599205483,583220.2957579817
A0JNW5,0.0144,0.1181,0.0154,2062055.810827028,2129266.177063111,2220171.110601416,2239860.3099685265,2079628.4841158679,2116068.442030923
O00541,-0.0182,0.1173,0.0154,2985306.8326683715,3228041.084987211,3107205.1147354953,2781328.5975922323,3144773.868121858,3221179.7983756308
Q9NPF4,0.0094,0.1201,0.0154,15983344.758532066,15863631.999428278,16143265.340012306,15863631.999428278,16281841.79393316,15863631.999428278
O75312,0.0097,0.1169,0.0154,50286083.89709648,50286083.89709648,51225852.749942556,51865039.22651726,50547726.87563986,49483550.04657238
Q99747,0.0106,0.1197,0.0154,42280396.78134276,42190378.073329955,41186086.725091636,41009108.63175528,42100396.65126345,42708655.328251146
Q96BR5,0.0091,0.1172,0.0154,28028086.9275323,27828622.266298667,27675421.42701238,28180647.408214048,27760063.841794755,27609454.53736157
Q9H6Y2,-0.0167,0.1184,0.0154,2608652.492590383,2567306.245786847,2896345.824057168,2740985.7744357693,2539496.438531371,2648780.0698901154
Q14683,-0.0087,0.1207,0.0154,275620577.3023935,279621846.4712607,281703426.27710825,275620577.3023935,275620577.3023935,275620577.3023935
Q8TBC3,0.0203,0.1203,0.0154,2433751.723605349,2291033.430876707,2042552.5142212852,2310878.7915894096,2321850.786726136,2190891.456691299
Q92947,-0.0133,0.1169,0.0154,6252472.515617519,6498557.659407255,6056143.165706065,5953945.066191063,6339037.62333658,6230155.924901676
Q9Y6I4,-0.011,0.1173,0.0154,2353431.3022020925,2372143.9012470674,2343611.6727750697,2307882.7015490592,2377014.610061884,2288161.830791657
Q01085,0.011,0.1204,0.0154,76140078.94737972,75772334.4289457,80568151.50442332,78206504.12702921,78475269.9060601,76140078.94737972
Q6P3S6,0.0119,0.1192,0.0154,2351883.3896249654,2298891.138919651,2436867.502128146,2407992.0861134315,2349825.541768055,2344640.7553405142
Q13049,0.0125,0.1171,0.0154,1357234.9070664279,1318886.1209717132,1399383.6110553553,1348782.3856101437,1368903.8153833263,1367983.425550025
P21127,0.0116,0.1185,0.0154,22341088.15047904,23285854.360871084,24337768.678873602,23450648.930230036,23355174.846468717,23285854.360871084
P13639,0.0088,0.1176,0.0154,2605775394.9148006,2652113072.746938,2652113072.746938,2605775394.9148006,2652113072.746938,2652113072.746938
Q9NWZ5,0.013,0.1195,0.0154,1215012.1162844938,1168223.0621019225,1189777.7803668533,1208164.9938145275,1173448.3406171773,1201828.90936531
Q2NKX8,-0.013,0.1212,0.0154,10041970.944267815,10170029.865088163,10968983.26405863,10443531.29232916,10107493.849999985,10158191.423209568
Q9BYT8,-0.0101,0.1186,0.0154,42896497.777649164,42778144.75968128,44799104.549469985,43288240.321018465,43333508.6971311,42146679.55777971
Q9Y2U8,0.0198,0.1204,0.0154,1829014.3328999395,1878242.433885447,2005249.30231945,2074745.0865226558,1760832.7831693832,1919869.0625027136
P04818,-0.0113,0.1196,0.0154,11889321.665650608,12538137.755865104,12772428.64367728,12192740.721324997,12227512.129340906,12262294.557977539
Q9H4B0,0.0252,0.1197,0.0154,352817.94122262177,319244.74793118157,303563.49195692735,345467.22239607066,325060.4232094341,316532.30461558327
Q9NPR9,0.0237,0.1178,0.0154,1554718.105057781,1618701.0665416836,1390549.5085103202,1389317.3414287574,1680658.4691716067,1542661.338326854
O75506,0.0786,0.119,0.0154,2812180.936267591,2390097.3491687896,1765719.0523258124,3120968.8125874493,1925313.5811468197,2272692.6149053257
Q8N0X7,-0.0097,0.1186,0.0154,15669189.15763521,15224031.964147514,15462137.320587505,15263524.737816244,15462137.320587505,15039726.335190613
Q96GM8,-0.0104,0.1208,0.0154,10779166.499300998,10713562.258203978,11039568.826888775,10793094.01350842,10879232.754781995,10430443.453536686
P84022,0.0182,0.1185,0.0154,681676.4087536088,701457.3732288925,674833.6553304504,646065.696417073,712715.3544627028,712715.3544627028
Q5VZL5,0.0098,0.1213,0.0154,7307558.840551209,7381521.507027334,7307558.840551209,7231296.246101368,7394353.525332853,7386730.540158613
Q13586,-0.0132,0.1179,0.0154,17434802.552101836,18000122.137247335,16747514.672047682,16498947.62247001,17481300.735338185,17418289.977314625
Q9BSQ5,-0.0187,0.1172,0.0154,688148.4182337397,739438.0202382093,771878.1480701375,740087.0413698531,734661.7309446847,682963.8019048108
P82673,-0.0106,0.117,0.0154,9042167.486383604,9318982.557636935,9552769.610043507,9071091.775835942,9370491.686562872,9097392.577051088
Q9H322,0.0171,0.119,0.0154,11426503.9603019,11051128.929083833,12914091.962346286,12084774.60803525,12062040.26103199,11442061.039473183
Q5TA31,-0.0221,0.1202,0.0154,2307882.7015490592,2246205.4815665293,2665936.229145209,2557983.610597927,2271221.845545651,2235826.222900911
O43299,-0.0135,0.118,0.0154,1399383.6110553553,1367983.425550025,1381628.952709862,1325170.7553851067,1415546.960015175,1344806.423411755
Q13227,0.0147,0.1168,0.0154,2147204.0840067477,2053186.6863107008,1969399.436802209,2023017.0243189589,2129266.177063111,2043981.1204729753
Q9NZ08,-0.0147,0.1179,0.0154,12611320.24827986,13242381.289911073,14359935.467290537,12991561.96964127,13113175.985490732,13451338.6665143
P30414,-0.0202,0.1192,0.0154,393248.7924506839,406984.13469440443,373526.91588307626,391483.8208965377,370316.1414661715,388770.0188568327
Q9BX63,-0.0132,0.1167,0.0153,957846.5535376351,921395.7449761701,948432.3915078348,936515.9500279992,937677.0454658902,910758.9930577516
Q8TEU7,-0.0127,0.1157,0.0152,4253384.123236374,4569945.406559468,4604640.296013842,4501203.250544077,4411883.576405687,4314996.145505162
Q9Y6Q9,0.0117,0.1164,0.0152,6101599.094105378,5908983.542103903,6376712.691194114,6248598.270942092,6101599.094105378,6072556.258795757
Q13268,-0.0107,0.1151,0.0152,7682916.428273724,7682916.428273724,7447931.894676911,7654360.876559639,7517379.048773757,7336939.763692468
O43482,-0.0135,0.1163,0.0152,1913715.0241541406,1783123.9603890367,1872001.4477718344,1803171.5654523463,1880011.9349878156,1800230.588388074
Q9BYX2,0.0238,0.1152,0.0152,205287.199965742,223263.7186088449,210226.22992267073,210226.22992267073,208974.9137787016,226252.08473595124
P32119,0.0088,0.1154,0.0152,535598789.81625736,525060115.7742153,535598789.81625736,535598789.81625736,535598789.81625736,525060115.7742153
Q9UGU0,-0.0147,0.1151,0.0152,3850229.2539867735,3746239.4104980044,4177861.6278887256,3996917.4893155955,3848404.5909499805,3737126.5299762264
Q12792,-0.0105,0.1152,0.0152,6323462.8425125,6388747.141284652,6668602.383275571,6418526.698265606,6446334.808117119,6256933.108901151
Q99496,0.011,0.116,0.0152,8234066.673906655,8034285.733418477,8537218.54059528,8466900.415205743,8159397.697561959,8216090.82853035
Q16740,0.0133,0.1158,0.0152,18512819.39194737,18129307.719375167,19229266.148596726,19628223.523012437,18646034.426878408,17770934.833289392
P55199,-0.0116,0.1162,0.0152,3478467.474174365,3468591.2064349633,3541726.57955326,3324074.809110731,3530912.966844727,3486444.705018439
Q16850,-0.0145,0.1158,0.0152,5509726.28897647,5636141.494217388,5605992.408371764,5120736.560606534,5629732.8794224085,5732145.064707778
P08670,-0.0104,0.1153,0.0152,126370465.98029628,123577552.0874391,122928638.80165637,126189029.39131215,120469807.63768113,121305176.03568566
O75925,0.022,0.1152,0.0152,250994.29550385015,250994.29550385015,234104.2532047184,241534.72466472027,257040.4115011415,244403.8811721539
Q9H1P3,0.0147,0.1163,0.0152,1470988.5232923636,1536299.2181161444,1566068.9809213763,1458598.2928612863,1578306.4379166171,1554718.105057781
Q5XUX1,-0.0171,0.115,0.0152,761907.4254189996,759162.4555803444,801484.4418660607,805371.8771457915,750469.4768100852,725291.1853462319
Q8N335,0.0272,0.1151,0.0152,3324074.809110731,3408271.4921527253,4331129.383821025,4163657.102874861,3536237.3988359743,3500719.2384639494
P56945,0.058,0.1146,0.0151,4842961.119518406,4620705.974665952,5647044.0715696355,6595523.577900143,4224293.6036000345,4810116.481628633
Q5TC82,0.0112,0.1145,0.0151,7394353.525332853,7360377.08861336,7504781.198055467,7615169.509525634,7150708.043527325,7529455.562216502
P22307,0.0089,0.1147,0.0151,51225852.749942556,51100683.416752435,50728163.28655685,51100683.416752435,51685619.1682678,50286083.89709648
Q9Y3Q8,0.0144,0.1147,0.0151,20158450.31730305,20014640.684572287,21207549.00757138,21977865.162980787,19766804.66214305,19870987.994064413
Q8TBZ3,0.0179,0.114,0.015,1344806.423411755,1393728.983842203,1571887.7975334064,1413904.0509934337,1449523.7087749457,1473091.4852686871
Q9BU23,-0.0152,0.1126,0.015,666281.7998817516,685577.0310723681,678183.7825695238,648572.240117198,654260.7642952692,693618.2102479832
P82663,0.0113,0.1106,0.015,2665936.229145209,2718062.123944694,2739524.8127948605,2624342.76179598,2726600.4958785065,2786599.4470802937
Q96GD0,0.0088,0.1098,0.015,15533806.347396895,15571216.030907277,15848485.878769968,15416898.56443464,15906546.194976954,15627604.566110138
Q8WWC4,-0.0121,0.111,0.015,6155256.982792814,6355016.6306720795,6306950.764009155,5885059.007187672,6367347.494563314,6294229.4021801865
P62875,-0.0315,0.1132,0.015,1105550.3802455072,1039533.1105062966,774302.073509924,909921.0445550166,956412.1750533226,974378.7603855391
Q13151,0.0147,0.1091,0.015,12095745.129076913,12687544.7937886,11952439.43881292,11669024.137992071,13209336.897486804,12012310.365288815
P07099,-0.0122,0.1123,0.015,5572326.531885206,5746395.857741989,5916955.03125883,5421959.364139643,5802004.645558685,5760698.930426167
Q9UEY8,0.0108,0.1083,0.015,26036811.331785727,25659197.77436312,27863969.05441916,26602723.20665814,26645422.436934117,26412858.900761638
Q9BT73,0.0141,0.1101,0.015,10155174.60977993,9772332.967858523,10815318.829690851,10835641.787544396,10087154.05170643,9929291.996133454
Q8N3F8,-0.0103,0.1075,0.015,5798239.31754443,5979276.929421424,5666128.343882891,5722619.921084313,5774922.960808883,5718111.732578193
Q9H3P2,-0.0093,0.1125,0.015,10959052.005643314,11078083.791462414,10750265.911333548,10788572.573810022,10797901.532175185,10793094.01350842
P11279,0.0168,0.1089,0.015,11941398.58361196,11402064.247434309,11158009.662181979,10490513.119595265,12306195.575562991,11900763.024822699
Q9Y2Y1,0.021,0.108,0.015,2983179.6704263096,2750586.6474506827,2559771.2125659655,3076650.423947755,2554833.389732288,2734385.6874581133
A4D1P6,-0.0132,0.1082,0.015,1770373.3642515412,1808536.4070145378,1950051.831508735,1820278.4912842417,1790896.7452731167,1833275.5939683814
Q9BZV1,-0.0146,0.1084,0.015,1350628.5795815128,1316463.818105368,1225716.8217814218,1272199.4436075962,1273857.3331696193,1284715.0729408057
Q5W111,0.012,0.1082,0.015,1670611.3568694599,1702229.4903255587,1697535.565050421,1631453.1976483918,1746347.216695468,1703878.6027503477
O43493,0.0115,0.1076,0.015,4314996.145505162,4312647.262020002,4650121.205792246,4447520.177354425,4490689.087427073,4362511.670139453
Q5PRF9,-0.0102,0.1082,0.015,2989662.689522095,2936708.664785582,3089982.014177588,2991387.3413567627,2936708.664785582,2969949.9128167955
Q12906,0.0095,0.1116,0.015,399886276.5120405,396723671.19159245,396723671.19159245,399886276.5120405,407032970.6236618,387054971.80868953
O14641,-0.0179,0.1125,0.015,497484.327203942,466256.8806133856,455895.6822311242,460165.1048566227,476161.0244745994,457445.8153129838
Q9NQT5,0.014,0.1131,0.015,3461246.2623180877,3484515.012895204,3310087.698322873,3294492.884191673,3610657.087465622,3388994.841090321
Q9HC44,-0.0146,0.1077,0.015,3988322.6613558787,3840861.5503212386,4180537.2574042836,4191866.410327892,3877514.1625161935,3746239.4104980044
O75030,0.0117,0.1089,0.015,8942121.079865811,9235668.435573094,8621099.52488305,9175903.382958476,8912816.914882554,8766390.836294997
Q96T60,-0.0158,0.1076,0.015,1636904.64281839,1649659.644902325,1535483.7779913289,1484929.5235275675,1651720.3311310557,1604645.2551465672
Q96LA8,0.0125,0.1107,0.015,1948935.426061592,1900625.2890664244,2045505.9456183922,1943606.9018677452,1948935.426061592,2016902.8872707752
P49903,0.0093,0.113,0.015,24420153.617709137,24819109.546944104,24215893.33852483,24873362.924821783,24394870.010321446,24215893.33852483
Q6PML9,-0.014,0.1102,0.015,2599092.3583624098,2582096.3417273955,2820952.3573719454,2562162.1129573244,2579734.743279096,2733096.6161845597
Q9Y2Z2,-0.0121,0.1112,0.015,3658435.36563301,3626391.1126718223,3658435.36563301,3464235.265494875,3761764.4136696355,3560341.67956749
Q9NWX5,-0.0179,0.1134,0.015,437684.97077287344,415418.5546603926,458231.3313369005,430131.3440473986,436358.952270316,420697.1181908176
Q14160,0.0109,0.1095,0.015,23131039.406981867,23311932.348260626,22178916.00987527,22341088.15047904,23432335.029961534,22956944.330555897
