Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52
Q9NWK9,0.0264,0.2829,0.032,3135648.7291309107,3124254.3295461894,3289403.6165718706,3177362.822776828,3159454.5247164266,3328865.2459447924
Q5VTL8,0.023,0.2886,0.032,13593095.43623669,13499040.503467998,14183675.112998465,13580228.983014984,14068592.550763644,14032667.069619296
Q96GQ5,-0.0267,0.285,0.032,1943606.9018677452,2012594.6466142319,2071657.5771682828,1918419.6227271205,1986302.484438597,1976313.9969792317
P07858,-0.0241,0.2897,0.032,8220994.057169194,8265670.310605117,7863050.39443274,7937743.81244992,7932742.177716494,7932742.177716494
Q9UPT8,0.0202,0.2849,0.032,44756617.42655639,44610946.43907088,46155007.082942605,46036329.325881675,45834975.9276032,44724738.46111331
P13056,0.0378,0.2827,0.032,546766.8876401628,531783.5372772452,533023.7163119692,519590.5944454882,555976.7586325444,568722.0126538761
Q9BZI7,0.0228,0.2867,0.032,13113175.985490732,13148477.594830075,13425520.63033021,13795069.602651572,13222277.292758182,13057059.615802014
Q09666,0.0209,0.2827,0.032,469661658.16389227,476938372.5626175,492118363.14538664,492118363.14538664,481662397.87927294,476938372.5626175
Q9Y605,-0.1248,0.2833,0.032,963307.3246440578,931797.4068927693,1410729.378207821,1012507.1884553324,1033980.3658177939,964605.7604001916
P62166,0.0403,0.284,0.032,4495289.691024638,4231145.039393287,3807610.0913268304,4436771.919589994,4136787.299514924,4240502.812271813
O75379,0.0344,0.2877,0.032,813747.6407491738,886194.0531407018,848396.1626980606,865577.8045601888,844535.1532521937,883731.393810685
Q13263,-0.0247,0.2874,0.032,345650513.974381,342418115.9536312,329808394.78258103,323074201.3823423,340123175.11286604,331420251.38111514
Q6IN85,0.022,0.2842,0.032,21872219.036154147,21853210.518223483,23043953.24515981,22572785.13290132,22648892.022986192,22156891.70017962
Q9NX00,-0.3733,0.2833,0.032,818288.158963215,775341.4885038789,2351883.3896249654,1061734.9882110537,818288.158963215,1140322.8581907728
O75886,-0.0538,0.2844,0.032,13528698.511647047,13486958.209920015,17747330.385532524,14115510.79065885,14085378.047847265,14637753.905025836
O95810,0.0225,0.2843,0.032,26942785.18575592,26113640.647450007,27828622.266298667,27527435.755230542,27240980.382295523,26885211.21615135
P39880,0.0195,0.2848,0.032,21993293.981017515,22119244.28145244,22801766.79240393,22361972.113497026,22587039.934832256,22460570.858597722
Q8NHU6,0.0361,0.2874,0.032,695309.0057029697,643262.3522393444,696989.0039376465,672778.767431879,699132.7682961546,702482.9965161638
P25398,-0.0297,0.284,0.032,134700520.06419677,134700520.06419677,128975154.1600774,135380384.6357235,122328241.37662037,130217154.73869754
Q9NPJ3,-0.0295,0.2842,0.032,32610640.69660526,32208877.344555933,31191730.736335002,29457063.64004289,32610640.69660526,31436661.30170256
Q96MF7,0.0245,0.2863,0.032,4343177.215855862,4283757.16761817,4454795.052791313,4468498.254244667,4495289.691024638,4261191.477234086
Q9H3H3,0.0379,0.2835,0.032,14183675.112998465,13932213.2048523,15700429.28075081,16042100.38738991,14062215.666459592,14594567.779136416
P68402,0.0284,0.2855,0.032,19956853.63683641,19885822.788365785,18434865.693720892,20117012.69268797,19599428.88580622,19368533.52984037
O15127,0.0275,0.2842,0.032,3064250.4350896636,2922208.9503982575,2951094.993303621,2915059.2974270987,3045510.736998563,3094129.8449897636
Q9NVP2,-0.0248,0.288,0.032,2495463.0646644956,2395832.5701791276,2508975.739460814,2381131.6053237747,2446693.086098184,2402046.301802292
O43716,0.0414,0.2865,0.032,3264978.452635804,3089982.014177588,2974998.478687442,3476201.4986985708,2969949.9128167955,3098521.353458122
Q9Y6M5,-0.0313,0.2823,0.0318,3401290.1712923166,3547104.4435605505,3369179.0974090407,3153583.3197703,3437824.9841306247,3443754.0746360933
O75400,-0.019,0.282,0.0317,62057238.77217672,61921963.79101732,61231213.10173291,60457961.09267198,61175825.99955825,60045856.10257294
Q9NNW5,-0.0312,0.282,0.0317,1306308.476711759,1390549.5085103202,1428887.6157555948,1361655.1642176574,1304697.0663309535,1346062.4275576698
O75143,0.0302,0.2803,0.0316,3951678.2905173865,3805796.8678523414,4275409.417902576,4111566.5787145533,4093955.2158528226,4005463.0672160354
Q68EM7,-0.022,0.281,0.0316,4997034.81888127,5001543.134447904,5203420.973386341,4882101.233634399,5008251.043804078,4989698.93784252
Q9NPI1,-0.0389,0.2803,0.0316,372907.3661981745,403945.02028822777,383959.9396333776,378154.13791724393,374585.9909429509,370316.1414661715
Q03167,-0.0452,0.2813,0.0316,693618.2102479832,712715.3544627028,799083.5556820516,720546.5842923904,663754.9088710949,739438.0202382093
Q8NF50,-0.0298,0.2803,0.0316,8011427.230341541,8557960.50345024,8239958.495922785,7624174.452673067,8349874.539773977,8181256.938908288
Q9H6K1,-0.0248,0.281,0.0316,2878297.528623781,2929733.8517940114,3072196.767900124,2904063.2003792967,2924537.2820086656,2846224.203485997
Q6FI81,0.0232,0.2808,0.0316,73970639.36595953,72785977.97286604,72377373.05041637,71459328.9329111,76022213.6982196,73857317.55225952
Q96JC1,-0.0244,0.2806,0.0316,1939257.1497777952,2012594.6466142319,1977544.8442517258,1928692.0644806547,1905617.0819315151,1960155.9377136219
Q9Y2Z4,0.03,0.2814,0.0316,2424122.4583838745,2586505.072147937,2363647.3097457513,2460310.9269159157,2515170.4285006677,2508975.739460814
O75340,-0.0434,0.2807,0.0316,13905496.772936018,14817041.813149331,11974881.800917627,13139912.83833759,12839364.317657718,13285145.015256228
Q9H5V7,-0.0272,0.2809,0.0316,769948.4759433257,773058.7108961891,777726.8924598667,753958.432000558,761907.4254189996,747734.9073461776
Q5VUJ9,-0.0771,0.2804,0.0316,258187.91706787448,244403.8811721539,323374.6226839713,291945.435593675,249454.41193488616,236520.27269470232
Q9H0W8,-0.0397,0.2799,0.0315,655029.4246464842,668619.6364468044,725291.1853462319,633115.28468576,655595.3426484055,692094.5651064966
Q9H4I3,-0.0329,0.2801,0.0315,886194.0531407018,899606.5127131372,957846.5535376351,858696.2167568154,900570.871721747,905831.1521860206
Q9NRN7,0.0194,0.2792,0.0313,49925249.786332645,49108262.03577577,49549715.9082495,50728163.28655685,49406785.892101355,49549715.9082495
Q9P2H3,0.0383,0.2793,0.0313,637053.8443840967,629152.9412627683,683681.1673986921,668619.6364468044,631296.4794127302,689923.2577880047
P36542,-0.0205,0.2792,0.0313,30253801.335198414,30883678.41669477,29771811.68795863,29794827.106234603,29715692.986422777,29575312.362106375
P54709,0.0413,0.2792,0.0313,25353451.033458307,26072505.08452568,23019494.06992427,23072110.12473652,26993883.86292675,26089948.127902362
Q16629,0.019,0.2785,0.031,86903926.69975051,86903926.69975051,89762671.62320942,89286517.79445224,87867327.56105918,88282907.61147042
Q9H4A5,-0.0416,0.2786,0.031,747734.9073461776,795491.6821996602,734661.7309446847,687580.950598193,731826.0474420509,780406.1437229334
Q9NWV8,0.0241,0.2783,0.031,11799240.724096613,11755778.6988113,11591603.045768538,12246649.604818547,11849643.82784748,11426503.9603019
Q9H9Y6,-0.0332,0.2782,0.031,2951094.993303621,3122925.1484695342,3346688.906529166,3146974.1121186037,2947317.6172847156,3054575.649683711
P08397,0.0198,0.2788,0.031,323074201.3823423,326731678.91444,320315650.84175783,331420251.38111514,323074201.3823423,323074201.3823423
P46778,0.0366,0.2784,0.031,16175607.274702482,16712875.164691227,15658245.36425007,15027640.263312874,17513896.315838207,16954890.250524085
P50748,0.0259,0.2773,0.0309,6855937.466931978,7061725.589265309,7081238.365960633,6762805.305901259,7286577.903108772,7198802.411753977
Q9H0F6,0.0232,0.2751,0.0309,2127952.9914802196,2099095.916135906,2153434.0345961284,2181841.046103938,2163486.953185255,2099095.916135906
O75976,0.0217,0.2753,0.0309,15093828.904371772,15828009.055194573,15906546.194976954,15586008.149372807,15763382.116257232,15896092.64283606
Q08623,0.023,0.2759,0.0309,21734215.402709242,21515528.756585937,22409127.301460266,22846298.07884974,21945454.293636367,21515528.756585937
O43598,0.0222,0.2745,0.0309,39475914.16637445,39419554.880602196,38284369.1770208,40353358.380115144,39436788.05946769,38494548.668518215
Q01432,0.0263,0.2758,0.0309,6069239.619191439,6545282.813984057,6423961.785578428,6536323.194717536,6256933.108901151,6475893.099765501
P53609,0.024,0.2753,0.0309,9567778.36760931,9291840.7643219,9949450.78747437,9552769.610043507,9941252.031821297,9617409.312523462
O14907,-0.0391,0.2775,0.0309,484115.570346553,487119.2597147474,525627.6342233638,464781.55805549904,483227.5623717438,499785.93983645644
P98175,0.0199,0.2762,0.0309,58762050.34585287,59090476.21629877,60457961.09267198,61175825.99955825,59606285.68472468,58905395.930809595
P53992,-0.0307,0.2776,0.0309,24783176.566843987,24897491.71058804,26269930.720706765,23019494.06992427,25126483.646400504,25743671.212499715
Q9P032,-0.0357,0.2749,0.0309,12663179.152209407,12538137.755865104,11207321.765275003,12028946.496306801,11174416.781388996,12106055.127446875
Q969X5,-0.0411,0.2765,0.0309,811735.2786682252,856936.7629324805,769948.4759433257,738287.353240164,797980.7618308588,819699.65777057
Q8IZ21,0.0257,0.2747,0.0309,22668927.171604767,22341088.15047904,23649942.49733719,24178488.958809633,22860387.140476774,22428054.113364372
Q9NP81,-0.0207,0.2763,0.0309,8759452.75565834,8531016.362852678,8719017.960482765,8343945.01425335,8583383.39395601,8555936.94746626
Q13685,0.0203,0.2747,0.0309,10750265.911333548,10398915.700676236,10647143.286562901,10566430.067636887,10713562.258203978,10770783.32085028
P00915,0.019,0.2778,0.0309,44187343.66862236,43815059.12787395,44557089.43433402,44121756.487931326,45303142.43691717,44075782.90051593
Q9H0E9,0.0237,0.2745,0.0309,28964278.858481746,28271126.8018538,29189054.224270776,30299332.596263167,28465006.235990092,28557185.234325882
O75419,-0.0286,0.2756,0.0309,7713312.011962825,8044870.90657007,7696382.338659234,7219183.77628529,7742815.207137226,7893055.4294706965
Q6ZN17,0.0257,0.2778,0.0309,24985892.733823434,25383207.178328972,25605589.53792245,26942785.18575592,25145957.619043324,24783176.566843987
O96028,-0.0438,0.2761,0.0309,983297.3709555237,950758.4826175888,955803.483470284,1018022.2692110424,923230.3782034809,845365.6930510659
Q66K14,-0.0371,0.2746,0.0309,726667.7679260215,774302.073509924,812517.4940513824,764138.9954024254,717297.7799269427,759162.4555803444
Q9BYD3,-0.0195,0.276,0.0309,5994717.38441262,5902495.107713638,5947226.495482673,5795446.681797072,5879523.632972465,5822607.541205141
P17812,0.0217,0.2748,0.0309,37086944.32170615,37278225.7230202,37278225.7230202,36384733.04765226,37806943.404084854,38452657.44987408
P46108,-0.021,0.2765,0.0309,15129346.530877197,14762113.992699554,15255372.693000555,15076295.375985201,14637753.905025836,14508329.799845466
Q7Z2K6,-0.0278,0.2748,0.0309,1462357.8680634852,1531306.8980752458,1538347.5508232363,1431816.341611775,1515514.2113326145,1470988.5232923636
Q9UDX5,-0.0369,0.2752,0.0309,1608926.3987581406,1635642.5858191866,1488737.3616675518,1451271.7519725224,1612013.3376886258,1523354.9329783134
Q15056,0.0243,0.2774,0.0309,394200935.712143,387054971.80868953,414776273.8041273,414776273.8041273,399886276.5120405,394200935.712143
Q9UKV0,0.0395,0.2746,0.0309,2023017.0243189589,1858496.988771415,1748758.3920196216,1862058.6189274166,2016902.8872707752,1873754.48406245
Q08357,0.0485,0.2738,0.0306,525186.0790174739,527145.1650995025,491621.29054289724,483227.5623717438,528627.6639565045,575263.232946858
Q8NCE2,0.0427,0.2739,0.0306,3141125.6422609542,3166815.835581941,3476201.4986985708,3218802.1705728965,3096035.836403976,3699240.9429103374
Q13045,-0.0214,0.2736,0.0306,12966447.108032873,13630628.691981245,13411388.560960528,12970128.884773059,12991561.96964127,13215805.465479538
Q9Y5K8,-0.0239,0.2737,0.0306,23311932.348260626,23043953.24515981,23915449.47025366,23783384.71507055,22178916.00987527,22731447.977976784
Q96AT9,0.0366,0.2739,0.0306,4447520.177354425,4084692.6863999106,4468498.254244667,4725148.500689345,4107824.626591843,4419803.623761869
Q99956,0.0637,0.273,0.0303,114840.5731212643,117825.82929791856,110741.48826048755,116653.10313769772,112361.44129278268,127721.75709037531
Q9Y276,0.0342,0.2731,0.0303,2344640.7553405142,2488290.73339039,2473788.2261880017,2339467.360267709,2658068.7514492334,2439020.916935192
P11387,-0.0226,0.2705,0.0302,24802364.177348807,25686944.073583547,24897491.71058804,23864210.620892674,24819109.546944104,25080919.422677707
P62312,-0.0788,0.2705,0.0302,21018958.368652735,18935938.370976012,15416898.56443464,17812679.788676202,16887897.714313135,17434802.552101836
Q6P2I3,-0.0322,0.2726,0.0302,706328.5077683268,729175.4228406453,685577.0310723681,693618.2102479832,696989.0039376465,671247.0140878198
Q96HR3,0.1467,0.2713,0.0302,4683686.654566192,3998355.446324834,2675878.3510873066,4763557.424627851,3500719.2384639494,4243699.203728691
P04181,-0.0228,0.2714,0.0302,52479778.680573575,53466271.228734516,52905380.620292224,50217241.99301172,51608366.44287813,53585121.86002918
Q504Q3,-0.0329,0.2719,0.0302,565079.8186865349,607180.3599205483,599641.2683877352,574372.7422938598,569990.164730405,576927.1251334494
Q8NBI6,-0.0527,0.2719,0.0302,226252.08473595124,221897.61105023714,198574.20612079065,204368.23362199665,207749.13146754328,207749.13146754328
Q7Z417,0.0213,0.2717,0.0302,37702917.24876825,36861583.45378697,36295830.70872694,37076386.02221479,37978596.87243995,36776932.08462685
P51148,-0.0387,0.2719,0.0302,37762913.74571138,39281857.62472963,44187343.66862236,40617775.65718966,36228421.4485942,40422804.43377125
Q8IWZ3,-0.0203,0.2703,0.0302,26833076.351224143,27467994.613022484,28028086.9275323,26516064.655670155,26833076.351224143,27331491.591468506
Q8IX04,-0.0295,0.2704,0.0302,800385.9850686034,825654.4839178465,819699.65777057,799083.5556820516,769948.4759433257,812517.4940513824
Q8N5M9,-0.1018,0.2699,0.0302,1127104.1162861364,1149016.400674484,1598947.9551494743,1184566.9424208982,1146656.895702564,1255294.8928020974
P00491,0.0234,0.2722,0.0302,139152314.10429096,135380384.6357235,146828101.31733102,143498513.3796056,141343397.30551305,140768882.98206505
Q9H3S4,-0.0485,0.2722,0.0302,318299.1943948617,327742.77922178427,357671.6585579517,318299.1943948617,304687.646106415,341430.3900556046
P62424,0.0338,0.2705,0.0302,21977865.162980787,21917463.05026511,21388567.123389054,20241971.012634728,23537663.49186671,22648892.022986192
Q8WVB6,-0.0501,0.2714,0.0302,515794.9955408113,583220.2957579817,607180.3599205483,580649.7171447518,503140.4938525496,553734.8473165646
P53801,0.0493,0.2707,0.0302,793643.9581493568,797042.4015119951,810045.1235637285,724104.4091456803,832970.8768607788,911849.997508143
Q5T0F9,0.1565,0.2699,0.0302,30484832.641821172,28180647.408214048,19956853.63683641,22975076.189962402,36826761.290578924,27368494.678360716
P62072,0.121,0.2702,0.0302,15255372.693000555,13478145.131123543,9642517.242697265,15275546.614034053,12012310.365288815,14219623.394292671
Q9H3K6,0.0389,0.2727,0.0302,39210741.53798021,37535750.938824974,32722958.200367704,36600231.552382186,38311378.20241256,36903428.76097938
Q6NYC8,0.0234,0.2715,0.0302,13266568.049397865,12941542.174023755,13460109.67962718,13669125.103721239,13546568.396774102,12854547.943945976
Q8WVK7,-0.0244,0.2724,0.0302,2651063.2311354913,2673643.461863918,2582096.3417273955,2567306.245786847,2636862.805752995,2523528.203632693
Q8N2S1,0.0452,0.2701,0.0302,340538.5997137706,353614.5715119219,372907.3661981745,362709.65412471234,344160.719404157,387268.3675749246
Q93034,0.023,0.2699,0.0302,57873148.97861893,56907426.3902727,61175825.99955825,60310384.2019722,58832874.07410407,58535252.298655696
Q9Y2S7,-0.0188,0.2688,0.0301,18464517.142983004,18012613.0597192,18604212.0105946,18114774.740246702,17908179.02483777,18012613.0597192
Q9ULH7,0.0235,0.2681,0.0301,16082955.351151764,15848485.878769968,15363897.092040824,15682750.59610203,16412793.10867179,15688599.012431923
Q9NUQ8,-0.0223,0.267,0.0301,7997650.468987985,8273789.3129116,7893055.4294706965,7791694.704874294,7866270.026281688,7992865.988633478
P51610,0.0197,0.2674,0.0301,108832324.72711521,108222315.99235839,107412349.30152568,108832324.72711521,111363250.05406317,106750618.66521902
Q9UK61,-0.022,0.2692,0.0301,2063595.6503273463,2103409.8991067824,2145633.177561314,2069752.6282721786,2067223.0486657552,2042094.0763987163
Q12996,-0.0224,0.2669,0.0301,13887002.669455897,14138489.786259338,14668972.865783574,13546568.396774102,14098906.725824941,14131775.501817405
Q9Y530,-0.0246,0.2684,0.0301,4596911.337816176,4652765.254155354,4429335.72223081,4343177.215855862,4533625.2123267045,4490689.087427073
P78346,0.0271,0.2681,0.0301,13029601.273204489,12598145.912266012,13751889.101961479,13510374.030582497,12786014.772458432,13580228.983014984
Q96RQ1,-0.0303,0.2694,0.0301,1352237.3962472177,1336712.6080300293,1249999.2078963139,1270085.5181599567,1282127.379218619,1282127.379218619
Q9UBB9,-0.0269,0.2691,0.0301,4254981.209094059,4513663.947687275,4591524.808604967,4200567.26815731,4384576.588548824,4447520.177354425
Q6NW29,0.0265,0.2689,0.0301,2946228.7760582,2868006.2752291495,2781328.5975922323,2981126.8001788314,2833888.8230767543,2887426.97585769
Q00341,-0.0259,0.2671,0.0301,35834470.71794871,37331205.98800842,38970943.3842118,37834901.93505488,35551010.45749592,36071961.5125967
Q7LBC6,-0.0182,0.267,0.0301,31687081.447656676,32141391.6493589,31772265.31656657,30931517.75766529,31490019.389442377,31406951.945703298
O43422,0.0221,0.2675,0.0301,7512831.006524069,7193483.323336659,7231296.246101368,7412933.095976661,7469932.366005631,7260089.989514612
Q96C86,0.0241,0.2689,0.0301,31130863.52841971,30346239.2205705,29653080.69232486,31464032.155366704,30981105.95093976,29666738.441756323
Q02224,-0.0265,0.2673,0.0301,28694093.46208995,29473995.501566168,30909940.04367188,30323041.45800278,28180647.408214048,28411094.60366308
Q9NWT8,0.0657,0.2684,0.0301,951308.0956406242,820848.5342353913,694427.5743824508,929999.6837090543,766916.9020947266,870138.1335742443
Q9H3Z4,0.0239,0.2693,0.0301,4871811.726486026,4776184.840652933,5074633.46090519,4852145.190094118,5084237.979779767,4940101.283425251
Q15102,0.025,0.2683,0.0301,19766804.66214305,19340528.19564469,18402317.269634046,19312752.774078988,19149362.121602513,19703202.85074469
Q9NVK5,0.0268,0.268,0.0301,2391641.5839833193,2330751.1691837115,2491991.920139385,2520160.7339763925,2406177.2312283865,2378050.414888322
Q9Y5L0,-0.0233,0.2684,0.0301,26502986.798789006,27527435.755230542,26863893.497238338,25541794.627267968,26391771.565396782,27180581.77143947
Q86UU1,-0.0526,0.2669,0.0301,2025780.793239212,2021103.3559296753,2543270.265044441,2293739.1770878257,2052168.2122049895,1967151.4314811726
Q9UHR4,0.019,0.2674,0.0301,32567901.78332564,32292288.94431401,32544361.862227388,33190770.1514557,32888488.0428384,32018203.353897594
P63098,0.1212,0.2663,0.0299,10028423.904923944,9221256.456454614,6388747.141284652,10536417.922983227,8190128.6322488235,9009575.9860478
Q5T8P6,-0.0201,0.2666,0.0299,16058496.734012835,16143265.340012306,16346702.103084024,15609550.201411797,16293632.520892166,15682750.59610203
Q9UBS8,-0.0368,0.2661,0.0299,5578657.9655635655,5621583.622635657,6489172.110273252,5970676.819394824,5481292.564318662,5681702.020403504
O60518,-0.1303,0.2665,0.0299,1144412.7616005356,1173448.3406171773,826795.6942406036,1175526.8410104597,849068.7208695012,832970.8768607788
Q9UM13,-0.0219,0.2662,0.0299,2636862.805752995,2687360.749337116,2680669.370679207,2556671.8478406905,2634315.262081273,2645146.3042649287
P46531,-0.0537,0.2657,0.0297,359861.56052470545,339903.41945160384,407962.96095895127,340538.5997137706,339269.42629359744,380587.71288629505
Q9Y5Q9,-0.0293,0.265,0.0296,1457544.5504575854,1554718.105057781,1453966.7835342744,1411868.3110869895,1483589.8375632984,1454710.1045305606
Q9BUK0,-0.0393,0.2644,0.0296,667560.7006182029,645523.9646221974,601371.5699286012,626901.6363656113,589149.2153957599,635890.680701404
P17706,-0.027,0.2644,0.0296,2779204.5877413037,2904063.2003792967,3014969.172006759,2744409.9281572425,2839838.172964329,2899693.5330334376
Q9C073,0.0292,0.2655,0.0296,7452493.1836793795,7353544.225301642,7827702.254752531,8134413.223151877,7406655.987025284,7412933.095976661
Q96S94,0.0375,0.2654,0.0296,6890847.552003618,6614127.748315166,6086722.78404796,6159774.430258998,6890847.552003618,6938571.724277821
O95905,0.0261,0.2647,0.0296,1862058.6189274166,1784146.3984034224,1810548.9608335395,1786072.4348272642,1852335.607331222,1884385.1144066534
P98171,-0.0231,0.2644,0.0296,1678982.9975205974,1723697.4516787198,1708538.018034379,1638726.0671282227,1670611.3568694599,1689899.8749755216
Q9Y6D9,-0.0474,0.2652,0.0296,24723728.813421044,25525118.269616913,30299332.596263167,28714485.773345407,24420153.617709137,24312332.417658836
Q8WWY3,-0.0237,0.2648,0.0296,10211721.417973142,10482505.780794056,10152158.621924156,9680215.135550773,10310434.886441132,10170029.865088163
O14867,0.0242,0.2653,0.0296,10301541.218059905,10271943.52578822,10909201.41272125,10951128.65480901,10540225.084547084,10327475.056991229
Q92599,0.0211,0.264,0.0293,28897041.693554617,28600202.776244447,28734752.756425124,29924258.23128788,28776648.076929606,28271126.8018538
P49589,-0.0197,0.2637,0.0291,80738197.89902207,83649041.30749568,83649041.30749568,81095409.18891782,79861635.40689942,82218925.95643705
Q99574,0.0253,0.2633,0.0289,4938253.339382529,4794955.714128977,5064317.273277771,5166757.814166115,5001543.134447904,4798709.604992542
O60333,-0.0211,0.2625,0.0288,7469932.366005631,7590967.899385979,7376808.942378513,7165321.761321361,7431323.585895934,7381521.507027334
O75367,-0.023,0.263,0.0288,14594567.779136416,14610037.85075335,15669189.15763521,14794483.451375721,14610037.85075335,14486801.84442238
Q9HCE1,-0.0216,0.2627,0.0288,44610946.43907088,44658705.58406745,46930099.391150355,43910811.7783936,45656611.0206699,43779323.02486817
P40926,-0.0209,0.263,0.0288,1830067873.3524215,1830067873.3524215,1945038640.0539024,1830067873.3524215,1830067873.3524215,1830067873.3524215
Q8TBP6,-0.0373,0.2629,0.0288,949791.0921333671,969611.6987224565,936515.9500279992,849068.7208695012,971902.8528496637,945192.9087100996
O95997,0.0374,0.2628,0.0288,3672359.817149434,3604482.9893172854,3144773.868121858,3635156.8895144565,3457765.211422353,3540390.5598656824
Q03468,0.029,0.2617,0.0287,744679.4343799609,727661.6637721064,713193.6439397387,751655.3439966646,738287.353240164,726667.7679260215
P00390,0.0184,0.262,0.0287,158264030.17898166,157590861.9140077,155045912.33316126,158950750.78614312,158950750.78614312,156183585.8308118
Q9Y4H4,0.0503,0.2616,0.0287,296595.56299760885,267533.9638608577,296595.56299760885,315873.2563900867,275215.36481801607,294662.0888380568
Q99963,-0.0254,0.2616,0.0287,1110392.632465495,1144412.7616005356,1149016.400674484,1100887.0449382134,1133154.5563851583,1090053.640711426
O95292,0.0244,0.2615,0.0287,23968877.64758692,24155316.159883644,23003693.902023893,23637972.48786527,23450648.930230036,24819109.546944104
O75152,-0.0181,0.2615,0.0287,28829201.05254076,29409897.49319437,29434588.236639168,28600202.776244447,29103477.871569548,28348235.628728203
Q15293,0.0225,0.2615,0.0287,10313336.405274166,10188159.251973769,10682480.44290799,10828646.707814027,10430443.453536686,10221950.185414914
Q3SXM5,-0.0312,0.2612,0.0285,3107205.1147354953,3244071.9350542263,3313300.7893822296,2922208.9503982575,3258611.658426721,3218802.1705728965
P35237,0.0235,0.261,0.0284,143498513.3796056,142489801.17652085,154257963.61787602,150650289.0388314,147843947.2861004,146191844.49631238
Q9BV20,0.0242,0.2608,0.0283,28480907.88513722,27733192.006879367,28802779.414945822,30006045.44303041,28117686.504874967,27803675.95325716
Q9NRF9,0.0245,0.2602,0.0281,18129307.719375167,18231131.019369293,18328799.633129377,19190016.151415125,18586752.280270383,17513896.315838207
Q9H425,0.0256,0.2603,0.0281,3223810.7187863328,3216493.516578088,3399355.419441203,3439777.148599133,3303271.567032629,3211277.0345150265
Q5JPH6,-0.0345,0.2605,0.0281,1012507.1884553324,984562.1617033824,949041.4673010958,896852.5512164535,984562.1617033824,977846.3193156888
Q9BRA2,0.0216,0.2548,0.028,100385561.51121508,100922631.60732743,95724026.01204224,98708387.25856233,100624185.88264705,100385561.51121508
P28066,-0.0195,0.2481,0.028,272509180.0403736,263944329.31389168,279621846.4712607,269736519.556752,267536444.20053867,262910274.0453635
O75131,-0.0243,0.2575,0.028,9505879.085216612,10041970.944267815,9731012.683447262,9235668.435573094,9519027.30745744,9859482.26491969
Q7Z6Z7,0.0195,0.2522,0.028,151476977.61904052,158654106.21181917,160186299.44177684,157590861.9140077,157927087.37227538,158264030.17898166
O15381,0.0578,0.2499,0.028,221897.61105023714,236520.27269470232,264317.1260855847,255004.76855904268,224917.9582412292,267533.9638608577
Q7Z3U7,0.0279,0.2532,0.028,1643929.3750892268,1722536.245891626,1700189.8832547045,1709932.6483642994,1641387.646857225,1782610.4404764103
Q53EZ4,0.0192,0.251,0.028,6376712.691194114,6147029.039835063,6301637.301594627,6339037.62333658,6355016.6306720795,6268282.4121458875
P61968,-0.0312,0.2552,0.028,837078.072151581,828587.0459643306,783324.9470657535,773058.7108961891,801484.4418660607,807797.79923299
Q9P0I2,-0.0271,0.2523,0.028,3399355.419441203,3388994.841090321,3443754.0746360933,3135648.7291309107,3473814.099770036,3370932.807914485
Q99873,-0.0484,0.2578,0.028,24963105.568829883,26658168.12383548,33190770.1514557,27368494.678360716,25920842.772616807,28180647.408214048
Q16594,0.0264,0.2477,0.028,3464235.265494875,3287233.8476222814,3179503.904901578,3408271.4921527253,3289403.6165718706,3356626.097254752
O75298,0.0275,0.2591,0.028,1076357.991145411,1028394.1871460556,1046229.866973534,1036547.6299874034,1089183.6044485953,1066492.0273086028
P06400,-0.0171,0.2543,0.028,34080184.26096253,33882827.127243206,34775171.64688837,33882827.127243206,33513264.9795421,33513264.9795421
Q969E2,0.0301,0.2505,0.028,830350.484593479,896852.5512164535,883731.393810685,905831.1521860206,885113.6525378313,858696.2167568154
Q6AI08,0.0389,0.2484,0.028,1092055.2218151353,1156720.7121110782,1098889.316299913,1029229.5478407633,1206094.7849653575,1182942.968392134
Q16594,0.0264,0.2477,0.028,3464235.265494875,3287233.8476222814,3179503.904901578,3408271.4921527253,3289403.6165718706,3356626.097254752
Q16594,0.0264,0.2477,0.028,3464235.265494875,3287233.8476222814,3179503.904901578,3408271.4921527253,3289403.6165718706,3356626.097254752
Q16594,0.0264,0.2477,0.028,3464235.265494875,3287233.8476222814,3179503.904901578,3408271.4921527253,3289403.6165718706,3356626.097254752
Q9Y4Y9,-0.0385,0.2499,0.028,29457063.64004289,26302669.45283017,23828890.106958285,25310244.52921522,26048551.247316495,25686944.073583547
P63279,0.0831,0.255,0.028,61921963.79101732,55715821.92821976,45517879.06140069,61921963.79101732,51100683.416752435,58832874.07410407
P16591,0.0358,0.2566,0.028,1518346.1597222993,1587195.5881738935,1414725.2719202675,1487513.168974202,1626555.4447480447,1492712.5775646146
Q16594,0.0264,0.2477,0.028,3464235.265494875,3287233.8476222814,3179503.904901578,3408271.4921527253,3289403.6165718706,3356626.097254752
Q16762,-0.0225,0.2524,0.028,2715854.2560255383,2826756.3776105237,2718062.123944694,2648780.0698901154,2731157.4944009935,2703649.813562844
Q9UBS4,0.0191,0.2471,0.028,44832284.180483535,44121756.487931326,44271394.14211999,44435703.096068725,45937934.98656365,43815059.12787395
