Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,V_log2.i._TMT_7_iTSA52,V_log2.i._TMT_9_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52,D_log2.i._TMT_8_iTSA52,D_log2.i._TMT_10_iTSA52
Q96GX5,0.5148,9.3359,7.1909,2142793.4046514262,2203233.545591571,2324287.207485206,2258856.7946032123,2271221.845545651,3159454.5247164266,3281788.0804652497,3186046.075286681,3174442.0041534943,3197078.4172733855
Q00536,0.6769,9.2217,7.0866,4278715.043524026,4296122.230915034,4419803.623761869,4312647.262020002,4483757.056467808,7374303.53499256,7318657.850377621,6799502.5861983895,6656441.52204725,6716710.419366168
Q13627,0.5402,9.2028,7.0775,8591366.935719037,8537218.54059528,8614064.108967558,8113301.100728907,8747690.3971887,12538137.755865104,12895726.26753648,12209800.228718454,12246649.604818547,12062040.26103199
O00506,0.6811,9.0837,6.9679,1099761.068050148,1077932.553155023,1078528.1341438359,1060279.5568041364,1151520.4167245561,1742983.7760112246,1804162.829420804,1852335.607331222,1641911.4699313198,1729471.6570080013
P49841,0.8383,9.0138,6.9142,1484929.5235275675,1520148.2011562532,1541348.9247446347,1549712.5930857908,1665982.528189847,2748831.112360255,2878297.528623781,2910213.9321087734,2515170.4285006677,2833888.8230767543
P33981,0.4414,9.0115,6.9142,5732145.064707778,5846492.888580106,5785400.483609779,5828832.364171685,5473751.654226154,7802582.847359942,7782823.989989885,7731060.943671033,7932742.177716494,7668563.063696806
P13861,-0.5325,8.9917,6.9034,19281072.27012299,19685022.694964167,19392616.328101195,18542775.52207383,19595222.65252122,12668724.816078251,13442303.345150476,13262854.616256224,13465281.175248753,13887002.669455897
Q13555,0.9137,8.7086,6.6291,7552236.745753692,8942121.079865811,9071091.775835942,8905105.422489295,8825357.928345123,15129346.530877197,16807025.68824376,16610701.195784304,16438280.724240197,16454062.467454504
O14757,0.3719,8.5882,6.5173,13252598.704850823,12885450.663720053,13657962.764121769,13504706.031294927,13560605.38273946,17244028.305756506,17444759.471635435,17444759.471635435,17070267.848594565,17299551.98050568
Q15418,0.5039,8.5389,6.4764,23271357.582632724,25034082.5732552,23568486.172069248,23864210.620892674,23154469.539314542,32241276.979552966,33248228.302052207,33922604.84820476,34263512.73543059,34913692.02202131
Q13188,0.573,8.5004,6.4462,4580810.875682728,4490689.087427073,4801438.206944252,4877618.559689329,4520176.856580347,7282247.432006147,7016436.735893976,6887838.999358365,6855937.466931978,6575587.782662687
P49336,0.4322,8.0459,5.9998,3560341.67956749,3511880.733838507,3639561.772235616,3427042.6836743485,3641171.7196543156,4989698.93784252,4904781.202543861,4801438.206944252,4669695.702193433,4627626.829673706
P53350,-0.4663,7.9262,5.8881,11212559.22713622,11575765.455025539,12028946.496306801,11257341.817427492,11276999.566753943,7834624.120940954,8300625.297064841,8246388.558728264,8607743.635140827,8531016.362852678
Q8IYA2,0.4039,7.8271,5.7968,2220171.110601416,2214666.00365634,2201269.9827845544,2151348.265530127,2288161.830791657,3102114.355938381,2932166.2417868073,2869426.560165147,2875924.3178968225,2878297.528623781
Q9H2G2,0.351,7.7496,5.7269,47256722.54675127,48603435.245936856,48093516.793167196,47206405.5558903,45196627.83603902,59805849.79510685,59173116.728098065,59728457.1452472,61528614.903422266,61175825.99955825
P55263,0.4247,7.5647,5.5497,57242071.259090625,56779346.94398754,61921963.79101732,60629637.04142049,58832874.07410407,82743248.32192492,79253589.91135667,78800011.25755449,76472459.0303478,79161819.1325715
Q6ZSR9,0.4331,7.3798,5.3721,3862756.378667463,3727749.150371444,3832444.3969298187,4005463.0672160354,4054098.75051635,5484320.260385949,5421959.364139643,5264008.4709006,5030563.770927885,5105508.650167954
Q9BUB5,0.4708,7.2605,5.2602,1746347.216695468,1777702.4045403467,1918419.6227271205,1932697.5023391154,1771597.3946467852,2620264.209662935,2547906.119222018,2547906.119222018,2554833.389732288,2399303.762315509
Q9H2K8,0.3151,7.2297,5.2365,26132658.98793571,25743671.212499715,27368494.678360716,26212310.12368728,25058209.55630795,32292288.94431401,32241276.979552966,32378137.19613281,32827983.78456047,32567901.78332564
Q13464,0.4072,7.1769,5.1955,31564522.264649317,31809292.320827316,34430877.16851065,34186837.62596651,31314007.33628049,43052557.30804759,42362150.98982689,42840699.47869114,44075782.90051593,44075782.90051593
P41743,-0.4467,7.1747,5.1955,16320455.077416252,16082955.351151764,17856985.019208353,17646174.73355566,17106125.929593723,12524839.671168158,11870548.145820837,12524839.671168158,12483228.789285777,12941542.174023755
Q15334,0.3017,7.0408,5.0685,1379653.5870848775,1458598.2928612863,1444729.9223439067,1404851.9600340847,1469465.9509902808,1811535.4530878365,1737718.147758452,1734792.776000395,1788998.0448121636,1748063.4608305478
P53778,0.4528,6.9666,5.001,3453678.28649993,3528334.0111810155,3543407.3094943147,3480778.9580878015,3696601.330313037,5016238.142300085,5175734.168050356,4886618.274405093,4591524.808604967,4580810.875682728
P19784,0.3969,6.8929,4.934,9787585.333609547,9796017.428589625,9796017.428589625,9432050.617847824,9985727.106167845,12095745.129076913,12668724.816078251,13425520.63033021,12562207.595750501,13546568.396774102
P31323,-0.3346,6.8356,4.8831,10511604.831635237,10582886.992776148,10271943.52578822,10021351.912085723,10366688.986349078,7866270.026281688,8141450.326965435,8152615.813973707,8206554.1769976085,8688309.70535177
Q04759,-0.4636,6.613,4.667,2300628.4860610776,2252560.5558116618,2280828.704001558,2088102.1650101275,2265934.7387804855,1492712.5775646146,1602364.685060648,1607761.4797733296,1713107.138058297,1702229.4903255587
Q9BUL8,0.2893,6.5927,4.653,20495946.22748912,20135356.501552746,20150536.574636027,20150536.574636027,19628223.523012437,25637011.297945116,23828890.106958285,24952639.38422463,24802364.177348807,23711428.580270506
Q96S38,0.2943,6.5602,4.6268,3854432.172306922,3817928.6472863294,4070128.1260241116,4131682.174703698,3974047.3460209086,4964466.403501864,4932394.799144114,4763557.424627851,4832292.924180718,4838663.898283699
Q9UHD2,0.4963,6.4437,4.5164,3211277.0345150265,3676113.95904703,3507999.034410952,3364657.232335395,3064250.4350896636,4745397.435783636,4732057.160419113,4522438.364270705,4810116.481628633,4882101.233634399
Q9NYL2,-0.2947,6.434,4.5128,6403402.163031995,6459121.10701605,6835008.588647997,6938571.724277821,6550812.431262085,5322103.771757331,5360773.68624696,5377803.422665403,5412603.17474715,5572326.531885206
Q7L7X3,-0.2575,6.1899,4.2747,19340528.19564469,18978540.450419184,20014640.684572287,20609373.591813352,19933053.575262107,16826514.766002703,16357247.558931803,16568248.828398677,16250557.983889533,16681282.206635
P05771,-0.4223,6.0344,4.1251,39926539.20091039,42035205.78208103,42246200.80282797,39926539.20091039,39402329.23233096,27675421.42701238,29794827.106234603,30299332.596263167,31519941.906096604,32774390.378610842
P46020,0.2756,6.0111,4.1076,1166976.3152687072,1200175.4302201644,1183743.8748718547,1164825.6991414733,1118104.081024685,1385199.537235925,1355005.502959321,1407596.3816939332,1457544.5504575854,1457544.5504575854
O94804,0.5908,5.9389,4.0469,669906.0288607262,630077.8203357245,647912.9374066701,644585.7592897733,794911.3325026013,975772.0406951148,1099761.068050148,990776.4076488158,1036547.6299874034,985362.4710410291
Q9UBF8,0.31,5.9432,4.0469,8670353.11381301,8551772.420866627,9276740.984978188,9184150.927352512,9242225.18347565,11683031.614118727,11276999.566753943,11057575.139333228,10851983.775408095,10815318.829690851
P68400,0.1887,5.8596,3.9732,23019494.06992427,22846298.07884974,22731447.977976784,23377545.211023904,23355174.846468717,26680736.024615303,26788491.734614685,26048551.247316495,26244858.983087357,25686944.073583547
P46019,0.1996,5.8374,3.9565,339269.42629359744,356074.54285959015,356074.54285959015,345467.22239607066,349568.9283173479,394527.7244426392,401866.7695497489,409985.9344767734,398420.91839039314,400560.4123140775
Q9NVS9,0.3617,5.6489,3.7735,9279886.245677538,9154066.678908877,8293408.357590518,8709028.903318956,8343945.01425335,11371886.979033552,10682480.44290799,11695677.338901715,11647143.92949571,10835641.787544396
O14578,0.266,5.5804,3.7104,9917412.960256405,10113876.070783334,10992244.167511608,10511604.831635237,10028423.904923944,12663179.152209407,12134373.096230788,12220721.946812741,12533983.211062755,12413585.730136873
P14635,-0.1844,5.4701,3.6054,39116151.77617904,38229856.52441451,38765045.164664894,37806943.404084854,38452657.44987408,32865216.20242669,33817275.79446857,33741194.66875754,34963229.62752538,33922604.84820476
P27361,0.3434,5.4646,3.6051,2189592.5189832193,2382657.743448906,2100250.398297969,2116068.442030923,2134316.5738372398,2592384.8188223876,2824079.7320133545,2748831.112360255,2884427.457850815,2802491.50651688
Q93100,0.2977,5.4368,3.5826,3346688.906529166,3443754.0746360933,3411076.5712385974,3322477.5026514037,3614566.8696819306,3916813.730814858,4227984.713749761,4248998.783712383,4253384.123236374,4426915.6682347795
Q8WWW0,0.2614,5.4204,3.5713,2132593.7885319423,2122991.55247635,2037448.3410638408,1946699.269760439,2100759.9985946785,2480347.9167451,2569202.723107448,2520160.7339763925,2407992.0861134315,2413682.2602885575
P51688,-0.1924,5.3262,3.4822,95254.01079497466,90178.5767334799,90178.5767334799,90178.5767334799,95254.01079497466,80667.16926598201,80667.16926598201,80667.16926598201,80667.16926598201,80667.16926598201
Q13131,0.2573,5.2641,3.4251,30547332.741913106,30398874.838079274,32018203.353897594,34051749.57831658,30711219.81749925,37702917.24876825,37908822.51760179,37607466.39805735,37908822.51760179,37224763.05679203
Q9NYV4,0.2395,5.2332,3.3991,38098893.167788096,37908822.51760179,38284369.1770208,35206237.29387827,38673091.46571751,43144325.27429217,44610946.43907088,45255581.84265013,43553935.20607079,45517879.06140069
Q15036,0.2332,5.2167,3.3876,2792803.1721792095,2980244.7604351756,2968377.590457827,3033582.970714731,2912609.422371397,3307216.5207387917,3455861.2620645487,3412415.6631182423,3526303.112758604,3562210.522789648
P54619,0.2643,5.1701,3.3458,11317065.092310121,11430327.307993593,12708186.306944838,12220721.946812741,12045233.708064375,14062215.666459592,14365779.090496942,14308097.810609639,14778160.023359187,14157549.026624607
Q9Y388,0.4222,5.0756,3.2561,447021.9196791741,468567.0952213966,488257.10078548203,466256.8806133856,431518.4144006084,604382.5494083649,608058.6755993125,558297.5966193042,622446.6183757125,696031.6913305043
P48730,0.2148,4.8422,3.0314,2597467.1627872884,2636862.805752995,2641628.775169492,2501843.629214025,2707344.488003464,2881827.7580868625,3046624.190690658,3085090.4566963217,3028772.528416467,3144773.868121858
Q7Z7F7,0.2957,4.8414,3.0314,1808536.4070145378,1779694.0551059663,1806547.9912011314,1692078.8169348936,1922455.9622020195,2168205.335498277,2221224.248559806,2387379.6719690524,2101269.7225397266,2181841.046103938
O43615,0.1573,4.7646,2.9593,58139225.6211507,58070635.23550355,57326359.179266006,58625692.36257583,56262882.8144948,65188921.43755118,65031374.00213793,63950756.51520921,65347934.92420866,62156324.52757392
Q96C03,0.3581,4.7438,2.943,16074123.547693241,16633860.013212204,15115083.048914026,14092140.714528454,17038665.149956755,19658066.986014385,20570200.78160346,20468786.80689382,19298593.09149716,21018958.368652735
Q14004,-0.1475,4.692,2.8957,975772.0406951148,971902.8528496637,975772.0406951148,1001638.8952743632,953732.8538927736,897704.131989834,863375.453039425,875913.148268248,892954.9209270919,874712.3150055722
Q92844,0.1935,4.6734,2.8816,9680215.135550773,9362115.026616847,9343556.264270552,9254514.138530428,9962242.508884035,11140691.288432937,11114713.45977715,10974997.079012614,10517524.55101963,10682480.44290799
Q16512,-0.2257,4.6438,2.8565,8190128.6322488235,8564732.161442537,8644676.94431549,8848805.38774946,8339619.842825329,6943749.490655632,7231296.246101368,7095409.259960502,7517379.048773757,7641959.54657939
P17252,0.2274,4.5599,2.777,3002846.295641872,3270136.3041996346,3012729.3648889377,3087046.492143819,3072196.767900124,3395975.5234402893,3600873.1072911303,3636403.1193145323,3676113.95904703,3774371.344671849
Q9UKL6,-0.1613,4.5263,2.7477,12360933.97838046,11985780.143837132,12871444.825228624,12786014.772458432,12352679.034845924,10992244.167511608,11078083.791462414,11100674.695496345,11276999.566753943,11295660.599860603
Q14457,0.1246,4.4267,2.6525,4349035.848166826,4246343.796100717,4328681.434771582,4337728.36062719,4441748.326156181,4732057.160419113,4776184.840652933,4754624.707636311,4707461.874841022,4689494.414241916
Q96RG2,0.2442,4.4091,2.6391,1549712.5930857908,1612013.3376886258,1596081.8645756915,1682604.1651552722,1739091.9948867338,1964361.552400513,2005249.30231945,1980821.9692848977,1818477.758674282,1916731.6267959625
Q02127,0.1173,4.2598,2.4941,7731060.943671033,7796241.174659775,7796241.174659775,7561245.152552455,7673280.534500007,8506483.512033349,8309304.984659944,8367252.027195051,8279064.914937545,8360725.34592224
Q9NTZ6,-0.1257,4.2463,2.4848,55977313.73219379,54779613.45095386,55453733.52592618,56226615.80227402,55166739.11321122,49625282.86919283,50619632.58103954,50810377.60523843,51225852.749942556,52175867.2573954
Q00537,0.1956,4.2333,2.476,776351.7595446076,754785.7394169652,753958.432000558,767497.034201666,700163.2818558251,883731.393810685,845365.6930510659,830350.484593479,874712.3150055722,861942.3834469201
P11802,0.2936,4.1552,2.402,4966732.682385237,5132944.2125004325,5372806.201772097,5097851.684780343,5984357.282659908,6554773.4166326765,6575587.782662687,6716710.419366168,6167084.443328682,6475893.099765501
P48729,0.1844,4.1409,2.3918,6896720.309290446,7219183.77628529,6826842.2747128345,6604905.960033312,6983132.517308997,7702616.622116044,7791694.704874294,7654360.876559639,7802582.847359942,8288474.003825733
Q9BVS4,0.1885,4.096,2.3509,9642517.242697265,9617409.312523462,9424639.862422379,9154066.678908877,9424639.862422379,10179859.189327458,10750265.911333548,10504580.548023958,11166249.48799369,11287539.652232902
Q96GG9,-0.1303,4.0307,2.2896,16610701.195784304,16438280.724240197,15968688.344595496,16074123.547693241,16786262.7226042,15093828.904371772,15129346.530877197,15153113.731666647,14618439.623181658,14805101.751317514
Q8N5F7,-0.1642,3.9868,2.2497,2337222.3666067007,2258856.7946032123,2339467.360267709,2235826.222900911,2464904.070497242,2077157.641557226,2112348.8913350753,2069752.6282721786,2088102.1650101275,2032184.2912147627
Q8NEB9,0.1368,3.9687,2.2381,8281890.055714186,8400285.844474357,8753074.263085648,8628564.36095465,8486890.012417817,9154066.678908877,9388336.35887834,9184150.927352512,9642517.242697265,9414711.85518921
P78362,0.2114,3.9674,2.2381,5091428.1161248945,4932394.799144114,5084237.979779767,5084237.979779767,5499505.497215663,6066506.690582007,6282317.6042841375,5974673.727240208,5746395.857741989,5676794.23907272
Q9BZF3,0.1751,3.9411,2.2157,1697535.565050421,1747205.1340894003,1797629.1579711072,1786974.6527312377,1713107.138058297,1902623.602912622,1932697.5023391154,1941807.2087288185,2002817.9501576938,2093892.3463943056
O60563,0.1099,3.9329,2.2113,13346970.223742204,13360617.389483357,13029601.273204489,13122182.634532008,13528698.511647047,14279602.36176175,14415177.643380955,14474614.099875629,14352101.87254127,14115510.79065885
Q9P289,0.1742,3.9159,2.1981,10424417.683449024,10770783.32085028,10951128.65480901,11267441.782074973,10779166.499300998,11647143.92949571,12268786.63632485,12026458.411572441,12385119.217053356,12830217.12955385
Q9H4L5,0.1663,3.8946,2.1806,2601549.3066284275,2711700.0210299827,2571754.644894648,2534021.720513948,2556671.8478406905,2750586.6474506827,2988105.38591474,2894866.123606839,2974080.0940072164,2956382.9951995797
P27986,0.1668,3.8886,2.1783,1527800.2161303456,1547121.3073535464,1588536.8317152306,1594366.0891411167,1510774.931947503,1806547.9912011314,1643929.3750892268,1779694.0551059663,1760832.7831693832,1732228.644932151
Q9Y478,0.1595,3.8739,2.1746,8091012.553419433,8011427.230341541,8309304.984659944,8353687.705034841,7860354.835310983,9558035.597338468,9027158.199891772,9007393.011769699,9035884.88133953,8753074.263085648
P52597,-0.1212,3.8758,2.1746,462959365.15879035,474592983.2933233,457400626.21336883,457400626.21336883,466118198.5824426,411687047.9584816,430020590.3378688,430020590.3378688,430020590.3378688,430020590.3378688
Q9NQ29,-0.172,3.8775,2.1746,15233647.26686342,14931730.611072423,15647615.830577102,15768891.048599198,15395381.475994043,14359935.467290537,14138489.786259338,13499040.503467998,13209336.897486804,13148477.594830075
O75439,0.1648,3.7611,2.0654,11695677.338901715,12246649.604818547,12441369.198495205,11952439.43881292,11229347.856648002,13057059.615802014,13178882.529381359,13252598.704850823,13651081.720786562,13601575.63328284
P16219,0.1569,3.6779,1.9857,4707461.874841022,4617719.30910446,4788403.14490609,4673319.557099267,4886618.274405093,5377803.422665403,5264008.4709006,5532852.872414947,5004993.587582296,5222304.320814126
P51617,0.2281,3.6175,1.9289,688773.7378888848,749237.934167509,764138.9954024254,807797.79923299,689923.2577880047,852831.0267409765,846106.6863724767,878660.0652802852,865577.8045601888,882891.1462678665
P06493,-0.1397,3.607,1.922,38816555.06411375,41133699.62546106,39735764.6163691,39901013.05488127,39153805.24780168,34318506.879000284,35917399.15826793,36384733.04765226,36903428.76097938,36903428.76097938
Q8WYQ5,-0.1096,3.5768,1.8952,4258289.75344174,4243699.203728691,4151486.827498708,4063360.4014268676,4140596.733497,3805796.8678523414,3905493.2865853347,3905493.2865853347,3905493.2865853347,3807610.0913268304
Q16799,0.1177,3.5474,1.8693,2569202.723107448,2501843.629214025,2515170.4285006677,2620264.209662935,2539496.438531371,2836704.142199256,2802491.50651688,2766660.194292425,2744409.9281572425,2679899.3738179146
Q14494,-0.1362,3.5229,1.8482,488257.10078548203,464781.55805549904,457445.8153129838,476161.0244745994,468567.0952213966,440602.5044525789,427335.96643718577,439177.05606343085,424521.10401271173,411599.547324655
P53567,0.1771,3.4843,1.8151,4713354.557215779,4441748.326156181,4337728.36062719,4281032.626699768,4604640.296013842,5240005.371550047,5186122.271992168,5025974.671254346,5083420.941762149,4763557.424627851
O60502,-0.1059,3.4831,1.8151,33970408.00107916,33718109.17206205,34567173.35929529,35406266.56212899,33424758.48072392,31859358.231303014,31587171.28692489,31654629.63338085,31883966.012539636,31962387.23981421
P61962,0.2323,3.3682,1.7036,23475048.618206985,23355174.846468717,21228968.828661915,21189177.4715697,24504919.64208515,26554718.130581446,28734752.756425124,26602723.20665814,25569602.373937804,26048551.247316495
Q99541,-0.1416,3.306,1.6447,3294492.884191673,3341306.7377916877,3419035.614368729,3384999.6407236373,3250329.551518388,2926806.6880494743,2989662.689522095,2993641.805393507,2991387.3413567627,3234469.482079376
Q86X10,-0.1275,3.2979,1.64,150932.61022042166,162743.3209195565,156951.58361719243,155578.71277921263,155578.71277921263,148366.17565760092,141443.09273648405,139024.33300507496,145363.2142364386,141443.09273648405
Q9NRV9,0.1681,3.2899,1.6385,3026656.856532993,3031119.5631946335,3048957.7117376775,3064250.4350896636,2993641.805393507,3680532.3978401464,3518825.057683693,3366789.1208934356,3261420.9491664064,3230699.196662472
