Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52
Q04837,0.012,0.143,0.0013,286532385.73918915,284568552.81389964,283138624.9419789,284568552.81389964,286532385.73918915,285246139.4173963
O75414,0.0411,0.3266,0.0013,3832444.3969298187,3774910.1622967967,3636403.1193145323,4030424.119114154,3737126.5299762264,3734402.3931050985
Q9Y3Z3,0.0316,0.2926,0.0013,13533413.904406771,13915316.240044797,14227843.354018897,14138489.786259338,14131775.501817405,14076316.86918485
Q9H0L4,0.0564,0.842,0.0013,62235397.2099711,60724913.330887266,61132307.99546613,63125571.57465685,63436318.43473126,63762107.54099703
P05387,0.0307,0.2556,0.0013,209193393.51403302,204915050.54311165,184124778.65117827,212738199.86394203,191904745.94779527,202970231.48971552
P61960,-0.0746,0.3813,0.0013,11770228.724711277,10366688.986349078,8575077.562496146,10301541.218059905,9414711.85518921,9291840.7643219
Q9NNW5,-0.0315,0.1906,0.0013,1306308.476711759,1390549.5085103202,1428887.6157555948,1361655.1642176574,1304697.0663309535,1346062.4275576698
Q9UBC2,0.015,0.1302,0.0013,51304734.4689798,50810377.60523843,54470921.95017743,54470921.95017743,52080398.07663916,50728163.28655685
Q06609,-0.0218,0.1344,0.0013,2272692.6149053257,2393494.698714713,2234127.0802867827,2113520.8880464407,2322894.207935094,2321252.703896459
Q7Z5J4,0.1228,0.5826,0.0013,198574.20612079065,216338.78082502334,243138.33132974274,277598.60644690285,215243.724435209,219137.44657754205
Q9H2H8,-0.0311,0.2449,0.0013,2846224.203485997,2896345.824057168,2890272.7237757873,2820952.3573719454,2748831.112360255,2829374.841542519
Q3SXM5,-0.0316,0.2234,0.0013,3107205.1147354953,3244071.9350542263,3313300.7893822296,2922208.9503982575,3258611.658426721,3218802.1705728965
P22061,0.0175,0.1648,0.0013,126612218.021614,125150833.63414295,115284754.52749686,120633896.4018268,122604868.7510715,126189029.39131215
Q711Q0,0.0511,0.357,0.0013,1655057.6843183339,1551345.205419389,1660789.2501741534,1678281.011156609,1704892.3771046253,1630180.2135598992
Q8NFC6,0.0031,0.0319,0.0013,107412349.30152568,107957499.81011194,106750618.66521902,107597119.13555102,107180043.8126318,106148173.05940148
Q12906,0.0092,0.1037,0.0013,399886276.5120405,396723671.19159245,396723671.19159245,399886276.5120405,407032970.6236618,387054971.80868953
Q02543,-0.0349,0.2381,0.0013,9487999.67637903,9566340.883281479,9191086.975890923,8246388.558728264,9591144.234452933,9575544.927849514
P62330,-0.0171,0.1069,0.0013,2468729.983233887,2343611.6727750697,2592384.8188223876,2462779.578269612,2344640.7553405142,2466626.403196131
Q8NBJ5,-0.0434,0.387,0.0013,23003693.902023893,23072110.12473652,22292437.552312054,20694848.193958346,23003693.902023893,22264599.272472236
Q7Z569,-0.0164,0.1202,0.0013,16887897.714313135,17005651.357282665,18706368.92706574,17664930.164679725,16938057.894598715,17088540.753172945
Q9Y5X3,-0.0454,0.4875,0.0013,20313229.23195285,20484950.771287695,21035292.15846108,19703202.85074469,20037741.32740275,19823847.51997876
Q9P1Z2,-0.0093,0.0723,0.0013,13100046.436602324,12668724.816078251,12815341.251916178,12764298.353688268,12871444.825228624,12477379.62692181
Q9H0H5,-0.0318,0.2132,0.0013,1881590.8253015522,1953671.7097158204,2043981.1204729753,1962292.2748487468,1870795.340568764,1883457.1230585105
P55196,-0.0358,0.451,0.0013,59527272.63345852,60045856.10257294,60180201.440188,57200385.331859566,58497005.97462922,58625692.36257583
Q8N1G0,-0.0165,0.1093,0.0013,2728327.517522651,2844180.9241996026,2991387.3413567627,2901500.425934048,2742775.880720576,2771208.8656921117
Q5JSZ5,0.0137,0.1013,0.0013,9461278.650495518,9414711.85518921,10062833.069765938,9838253.033191638,9601688.88692005,9601688.88692005
Q9BQ95,0.0064,0.0325,0.0013,888537.5740651311,892954.9209270919,868405.0620030673,850555.0157503382,878660.0652802852,917137.5396477091
Q3MHD2,-0.1595,0.7126,0.0013,15451531.455547787,14849301.566475874,23432335.029961534,15906546.194976954,15350432.516391838,16531484.08415754
Q92841,-0.0866,1.0649,0.0013,24631687.6113012,26197135.962520026,24420153.617709137,22696058.837515917,23649942.49733719,24106031.52737603
Q07889,0.0625,0.3982,0.0013,1251383.8850539515,1186309.748707444,1268083.2752960417,1211553.6072318833,1381628.952709862,1254378.8857282375
Q765P7,0.0561,0.5438,0.0013,4387585.443662046,4275409.417902576,4513663.947687275,4630902.429769944,4537069.849844664,4450718.669323681
Q16610,0.0409,0.3102,0.0013,3111955.004519801,3046624.190690658,3251803.79259554,3373536.265009513,3208136.3970307335,3041610.527858501
Q9P032,-0.036,0.2554,0.0013,12663179.152209407,12538137.755865104,11207321.765275003,12028946.496306801,11174416.781388996,12106055.127446875
Q9HD23,-0.0488,0.3284,0.0013,1752568.107494965,1817565.619535845,1720823.0692381915,1597497.9398687407,1742983.7760112246,1745140.9587319223
Q8TCD5,0.0277,0.2328,0.0013,14118785.134783026,14583071.928145088,14415177.643380955,15115083.048914026,14583071.928145088,13996928.600231545
Q9H6U6,0.0502,0.3124,0.0013,859744.6931178861,801484.4418660607,888537.5740651311,874712.3150055722,887094.8234849125,862694.3189791775
Q9Y315,0.0566,0.6202,0.0013,11430327.307993593,11813639.767864803,11799240.724096613,12055247.711612273,12045233.708064375,12129999.624420553
Q8NB46,-0.1044,0.7726,0.0013,343073.31293342443,329061.790513582,339269.42629359744,307723.4025272124,322052.3558782827,305594.01644413784
Q96B54,-0.0232,0.1376,0.0013,3242099.4389761123,3026656.856532993,3354993.8705466595,3413755.280687357,2974998.478687442,3024551.4676145525
Q13769,-0.0022,0.0172,0.0013,27087389.364287667,27443063.606909372,27949394.638511043,26874550.14982113,27261578.80790073,27733192.006879367
Q9Y2R5,-0.0495,0.4093,0.0013,4389091.482053269,4541387.590549734,4248998.783712383,3994167.9583393103,4398595.942865763,4269249.981816011
P43034,0.0165,0.1731,0.0013,64411040.42391994,66346672.23310573,67558105.68246919,67069128.50343512,67156447.9854383,65188921.43755118
Q9H5Q4,-0.0436,0.3435,0.0013,4926689.12663604,5227861.463318243,4749693.70422272,4553626.019784511,4941949.884732222,4882101.233634399
P18206,0.0121,0.1439,0.0013,915982338.2548841,927352229.191615,915982338.2548841,934269020.8916264,915982338.2548841,915982338.2548841
Q9NV06,-0.0239,0.1363,0.0013,1462357.8680634852,1451271.7519725224,1603963.4095716244,1519490.337438994,1474415.937390675,1422687.7453133925
Q00839,-0.0242,0.1997,0.0013,133537836.41194624,145438865.4996151,128500730.50325675,124379246.3760377,136304212.63084567,137722988.4035189
P35269,0.0314,0.35,0.0013,49995845.133094676,48532992.758525796,48371802.74193626,50094230.23038589,50450752.770210266,48723065.83483661
Q9Y6M4,0.0572,0.5541,0.0013,3270136.3041996346,3251803.79259554,3264978.452635804,3354993.8705466595,3341306.7377916877,3427042.6836743485
P43307,-0.0154,0.1279,0.0013,13613300.876155293,13905496.772936018,13788907.496607352,13613300.876155293,13486958.209920015,13528698.511647047
Q96DM3,-0.0378,0.3002,0.0013,3013884.856307465,3194078.346719764,3186046.075286681,2947317.6172847156,3048957.7117376775,3100523.019537045
Q9Y5B9,-0.0516,0.5327,0.0013,19720391.39908304,20468786.80689382,21421742.327418476,19479699.414478306,19579801.321030308,20031257.970557123
Q96QU8,0.0016,0.0068,0.0013,799083.5556820516,874712.3150055722,974378.7603855391,911849.997508143,837673.9768871241,885113.6525378313
P11441,0.1139,0.6745,0.0013,27675421.42701238,24281826.320647378,20541150.745053574,27828622.266298667,23517167.320795994,26680736.024615303
P10242,-0.0023,0.0103,0.0013,378154.13791724393,372907.3661981745,357314.1173898506,370709.7386243791,383143.4933244603,346451.65921508905
Q8WXE9,0.0112,0.0591,0.0013,1296898.1199602399,1376319.302792044,1389317.3414287574,1282127.379218619,1377098.6580469713,1410729.378207821
Q7Z5L9,-0.0601,0.5535,0.0013,18114774.740246702,17908179.02483777,19218290.155985244,18757204.701655682,17005651.357282665,16905821.070701867
Q8NEZ5,0.0236,0.1851,0.0013,4211971.255258842,4078625.460243636,4269249.981816011,4209736.7251393115,4191866.410327892,4290701.568441989
P62191,-0.0206,0.2635,0.0013,168364608.023305,164638051.2520487,168364608.023305,164638051.2520487,162658514.21038532,164082707.28575578
P51798,-0.0253,0.1571,0.0013,2740985.7744357693,2942683.8242325233,2765234.577157324,2523528.203632693,2864715.1846645116,2865812.1393321664
Q9UH99,0.1321,0.8632,0.0013,587587.9155977322,572608.4560229956,610828.9016648397,667560.7006182029,701457.3732288925,560592.1628937699
O00629,-0.0294,0.3383,0.0013,49483550.04657238,49483550.04657238,50936886.06674809,48371802.74193626,49108262.03577577,48532992.758525796
O75808,-0.0329,0.1815,0.0013,855420.7691941736,919757.3024400008,977846.3193156888,885113.6525378313,880503.5407600214,909010.3654442258
Q96BH1,0.0792,0.8413,0.0013,5370424.729032414,5428810.970967232,5718111.732578193,5939616.443809471,5780680.19675615,5625540.437776461
P61970,-0.0077,0.0401,0.0013,42075329.67984463,40207635.72481566,33363517.18377375,38229856.52441451,37762913.74571138,38408372.307488
Q15645,-0.0235,0.1722,0.0013,11566985.392516026,12012310.365288815,12830217.12955385,11385913.667418009,11792090.206086319,12429106.911054738
O15234,0.0361,0.3013,0.0013,16188190.32234519,16134394.93797039,18000122.137247335,17370547.005243536,17038665.149956755,16877279.21225107
Q9H0E2,0.0219,0.1663,0.0013,7381521.507027334,7318657.850377621,6920251.118936964,7299293.644964165,7336939.763692468,7189777.1311839195
Q9Y3D0,-0.0197,0.1448,0.0013,4209736.7251393115,4319961.037956931,4231145.039393287,4125895.5266838185,4046839.860885352,4340927.118034496
P40425,-0.0436,0.3847,0.0013,5339799.234937054,5393242.5242944965,5687534.772849158,5270187.720801656,5297119.115555245,5270187.720801656
Q9H1K0,0.004,0.0202,0.0013,1090781.6615482187,1088163.0989748912,1165580.3901607543,1107186.134205684,1095744.418948643,1130779.7483859735
Q7L5N1,-0.0454,0.3703,0.0013,30062333.6508416,27889880.170127816,32985232.999470215,29156876.29782227,29217993.481176097,29217993.481176097
Q6P587,0.0141,0.1082,0.0013,13057059.615802014,12791729.761128593,13295530.712036882,13499040.503467998,13163446.826209543,12633533.14764079
Q15075,0.0133,0.1421,0.0013,164638051.2520487,161098894.15927985,167614676.8005985,170713672.74939755,164082707.28575578,160186299.44177684
Q9H4Q4,0.01,0.0708,0.0013,18485391.08057461,17128528.737132072,17869610.46501238,17195191.771492947,17761559.710099284,18586752.280270383
P23634,-0.0502,0.4081,0.0013,2247912.5793594182,2301971.6733752303,2328679.771110346,2154230.6134069255,2190891.456691299,2258856.7946032123
Q9NRF8,0.0413,0.4251,0.0013,22853341.523926776,22696058.837515917,23271357.582632724,23941301.722512998,23192196.560042575,23271357.582632724
P61106,-0.055,0.5731,0.0013,23864210.620892674,25541794.627267968,25964739.94299453,23568486.172069248,24581707.56466876,23968877.64758692
O43776,0.0317,0.4563,0.0013,197727286.93836784,195893691.86029944,202970231.48971552,200977683.08429772,202970231.48971552,202313439.62429273
P61604,0.0412,0.6008,0.0013,1194373686.002406,1194373686.002406,1147822783.2600098,1229304533.2132661,1194373686.002406,1194373686.002406
Q9H2P9,-0.0275,0.2427,0.0013,14398416.791474694,14020239.417082045,14532103.5984884,13966825.750698734,14258984.564955162,13669125.103721239
Q9NUJ3,0.0352,0.1875,0.0013,663754.9088710949,693618.2102479832,664493.5913224017,741392.9187098965,671247.0140878198,647021.8197501097
P31321,-0.1039,0.9857,0.0013,1908544.996839897,1824365.2438772966,1900625.2890664244,1706649.6925006255,1788998.0448121636,1716115.0558714229
P01111,0.0056,0.0402,0.0013,14899332.88573042,15129346.530877197,14245573.033620449,14467464.818237929,14805101.751317514,14918684.17502089
P24666,-0.0792,0.7944,0.0013,5866139.911071504,5822607.541205141,5380494.907993498,5307182.391840995,5394385.933090272,5364504.091333589
Q8N5L8,0.021,0.1318,0.0013,3680532.3978401464,3437824.9841306247,3651643.0060830214,3899916.379713253,3445067.954695897,3518825.057683693
Q9NQE9,-0.1078,0.9042,0.0013,976460.3649691263,979144.3169224476,997720.1389575965,917137.5396477091,872336.5482986402,935031.3167243673
Q9NPD8,0.0308,0.2097,0.0013,6692190.393010456,6200314.951961996,5846492.888580106,6423961.785578428,6122390.688858588,6489172.110273252
P46776,-0.0338,0.2618,0.0013,5126779.752789556,5297119.115555245,5087116.101384156,4721227.884387986,5182534.052135376,5160495.334785438
Q9NYK5,-0.0391,0.3286,0.0013,7066992.26861604,7027879.283527453,6893783.305277866,6446334.808117119,6835008.588647997,7027879.283527453
Q7RTN6,0.0079,0.0487,0.0013,3840861.5503212386,3534929.054562101,3977538.5984174963,3735764.2132339855,3926804.1650480637,3686532.385099714
Q8IZ07,-0.026,0.2092,0.0013,6700076.883776234,6530221.106148713,6821535.453017724,6635293.0341350585,6396415.694455187,6545282.813984057
P82970,0.0353,0.3479,0.0013,56130415.384752974,55536194.225310735,60956727.62096322,60856155.46790758,57242071.259090625,57732032.43498563
Q9NQ48,0.0393,0.3912,0.0013,20664667.288531877,20166367.167943038,19782418.11874498,20882510.823356576,20805319.38857571,20241971.012634728
P42345,-0.034,0.2957,0.0013,9089870.686807232,9633749.431258772,9414711.85518921,8916890.004058748,9106912.108845104,9296731.249164991
O43805,0.1445,0.9938,0.0013,4384576.588548824,4000870.717213265,3413755.280687357,4741611.299625473,3921320.7138632666,4306649.372146195
P46013,0.0341,0.3834,0.0013,57326359.179266006,57384205.63622881,59030092.63510117,61231213.10173291,57805368.1342263,57805368.1342263
Q9ULV4,0.0026,0.0274,0.0013,156183585.8308118,160186299.44177684,158950750.78614312,158654106.21181917,157132218.36252487,157590861.9140077
Q9BQ75,-0.0618,0.427,0.0013,1039533.1105062966,1091418.255919298,1062865.3435741619,980944.1476483986,1030887.0209869434,1030254.0183732812
P21980,-0.031,0.384,0.0013,82003062.83665733,82218925.95643705,86349399.55624376,79640510.33145536,81857666.21846065,82295286.71622364
Q8ND76,-0.0414,0.2724,0.0013,1755998.7898966437,1720823.0692381915,1915421.6989973288,1737718.147758452,1755998.7898966437,1714522.8012882208
Q8IWD4,0.0495,0.4263,0.0013,3926804.1650480637,3951678.2905173865,3822236.8793278155,4193791.624962257,3885861.4445657805,3959131.4569876986
Q8N543,0.0017,0.013,0.0013,28171690.453265183,27997082.308289852,29156876.29782227,28480907.88513722,28411094.60366308,28028086.9275323
Q9HA64,0.0519,0.5592,0.0013,17729716.478005815,17384683.78594218,17908179.02483777,18557743.0745054,18252760.067954473,17831672.63170002
P60900,-0.0423,0.6721,0.0013,165162007.68267578,166247380.74585003,171612027.81415123,162015139.37600702,162015139.37600702,161560485.98673648
O43427,-0.0458,0.2818,0.0013,628385.4193099246,657410.3480700867,643262.3522393444,612271.5489941065,632387.1731829843,613184.8979818274
P49642,-0.0495,0.427,0.0013,8128985.082734467,8501210.366280172,8029320.551228643,7570711.2835327275,7840222.136349006,8279064.914937545
Q53EU6,0.0164,0.0775,0.0013,592333.8917269588,609994.6610305023,538272.304008041,561653.81543357,586730.0144184508,602139.3852579545
Q9BSJ8,-0.0615,0.7985,0.0013,47940921.35593134,49925249.786332645,49046450.96414088,44658705.58406745,47206405.5558903,48093516.793167196
P33121,-0.0324,0.2548,0.0013,5676794.23907272,6090806.537074774,5822607.541205141,5513469.695620335,5756287.303844693,5828832.364171685
Q9H8G2,0.022,0.1577,0.0013,4551966.8484704895,4398595.942865763,4832292.924180718,4788403.14490609,4604640.296013842,4517916.479788106
Q9Y3B7,-0.0072,0.045,0.0013,6306950.764009155,6446334.808117119,5911432.6797708,5855134.293020862,6268282.4121458875,6342742.1361688655
P17542,0.0726,0.7501,0.0013,5895606.480212969,5707196.596946071,5728264.979442714,6200314.951961996,6086722.78404796,5832696.435833071
O14893,0.0182,0.0886,0.0013,673879.0362260411,614792.4446899015,591575.5946646599,635395.135741961,623561.5388165329,634405.4019271362
Q13105,0.0301,0.2057,0.0013,5354081.317335987,5453838.126213401,5105508.650167954,5737128.853494042,5357279.367674825,5060450.240421889
Q8N9B5,0.1344,0.9019,0.0013,574372.7422938598,492643.1767476685,567597.9015112554,552682.1795150412,644585.7592897733,586730.0144184508
P58107,-0.0019,0.0132,0.0013,8077606.128814377,8343945.01425335,8044870.90657007,8121661.341035609,7997650.468987985,8171850.668580715
Q9BYD3,-0.0199,0.1557,0.0013,5994717.38441262,5902495.107713638,5947226.495482673,5795446.681797072,5879523.632972465,5822607.541205141
P55854,0.0558,0.3681,0.0013,9700822.277746184,9175903.382958476,8885313.629326481,10647143.286562901,8738507.173528863,9303278.405178491
Q96GC5,-0.0075,0.0443,0.0013,2183943.3294993807,2116726.7177242907,2216693.9712210996,2042552.5142212852,2195637.3566173245,2207655.1488496545
Q99766,0.0454,0.3014,0.0013,1584793.502756741,1466245.6017720434,1480366.3122915216,1553500.7744550398,1559615.2543356635,1536299.2181161444
Q8NE86,-0.0409,0.3282,0.0013,3358468.1348305237,3339553.185518087,3395975.5234402893,3079058.121847295,3390594.8193819104,3285542.082123127
Q9Y4K3,-0.0748,0.6199,0.0013,5349229.608183964,5469068.912184876,6210783.769172614,5291947.79924727,5215466.281585423,5562099.413223763
P22557,-0.0611,0.4152,0.0013,677326.7178929306,688148.4182337397,692094.5651064966,655029.4246464842,661020.6334849241,644585.7592897733
Q6PML9,-0.0144,0.0903,0.0013,2599092.3583624098,2582096.3417273955,2820952.3573719454,2562162.1129573244,2579734.743279096,2733096.6161845597
P31689,-0.0117,0.1056,0.0013,38494548.668518215,38765045.164664894,38174529.23096143,37008706.58318197,38919456.56438146,37908822.51760179
P08754,-0.0099,0.0586,0.0013,4492451.817712969,4599133.1013325555,5113919.783171931,4424655.555647939,4701551.629155318,4897177.780616994
P07858,-0.0244,0.1939,0.0013,8220994.057169194,8265670.310605117,7863050.39443274,7937743.81244992,7932742.177716494,7932742.177716494
Q99848,0.0211,0.1153,0.0013,1320244.23403766,1287569.627591039,1254836.8056816973,1222708.3150222185,1323748.0148359758,1350628.5795815128
Q04446,-0.0332,0.2358,0.0013,2499550.076700754,2493577.6006612554,2450604.9118084647,2281402.8033719454,2460310.9269159157,2490577.786951389
Q96B45,-0.0407,0.2032,0.0013,1559615.2543356635,1473091.4852686871,1260267.5899857085,1426781.090542995,1350628.5795815128,1373015.8697220483
Q8IWS0,-0.0339,0.3131,0.0013,19020069.077095103,20432217.756797746,19987759.382647447,19122368.08824976,19113824.21670462,19479699.414478306
Q9Y6M5,-0.0317,0.2351,0.0013,3401290.1712923166,3547104.4435605505,3369179.0974090407,3153583.3197703,3437824.9841306247,3443754.0746360933
Q8N129,0.1122,0.8578,0.0013,1883457.1230585105,1905617.0819315151,2079628.4841158679,2322894.207935094,2049380.8298978927,1932697.5023391154
Q96IG2,0.0903,0.8355,0.0013,18757204.701655682,18034886.02535608,17729716.478005815,17342980.01588147,20439851.513749257,19933053.575262107
P37235,0.0407,0.4108,0.0013,29125526.828941688,29089267.249032475,27760063.841794755,29970664.595742542,28851099.410652798,29103477.871569548
P26374,0.0024,0.0179,0.0013,38359890.33151031,37806943.404084854,42146679.55777971,39650513.1123949,39153805.24780168,38997130.08861565
Q92508,0.0479,0.4071,0.0013,3274960.0336784665,3264978.452635804,3526303.112758604,3478467.474174365,3366789.1208934356,3498209.0126839248
P83436,-0.029,0.1753,0.0013,1433017.2941761236,1485673.8859414042,1443349.6670940563,1350628.5795815128,1469465.9509902808,1430367.994507164
Q06210,-0.0472,0.5331,0.0013,61175825.99955825,66007541.54426638,64647511.00104611,59129737.63764909,61270233.77062238,64162648.11445978
P17028,0.0026,0.0174,0.0013,8848805.38774946,8927679.28176775,9335819.193415284,9248519.645634914,8942121.079865811,8808268.462338017
Q8IUF1,-0.0148,0.1078,0.0013,5082604.035042698,5033627.510378067,5281349.697437742,4867220.554227723,5156994.013111231,5126779.752789556
O14867,0.0239,0.1886,0.0013,10301541.218059905,10271943.52578822,10909201.41272125,10951128.65480901,10540225.084547084,10327475.056991229
P00374,-0.0213,0.1651,0.0013,9376442.919716045,9731012.683447262,9120276.356787737,8952981.596248243,9424639.862422379,9276740.984978188
Q6P1N9,0.0403,0.382,0.0013,17646174.73355566,17055819.622863032,18206617.227095872,18501534.555203643,17770934.833289392,17812679.788676202
Q9UJX5,-0.0325,0.2265,0.0013,8367252.027195051,8656675.862158673,9772332.967858523,8808268.462338017,8656675.862158673,8575077.562496146
Q969N2,-0.0646,0.5924,0.0013,3796576.24287923,3879793.1851311754,3767355.5614687195,3427042.6836743485,3748177.331885603,3703946.5264208834
Q9BWJ5,-0.0618,0.2872,0.0013,10932690.867308235,9692225.90074923,7676466.785671365,9050194.015877372,8858837.29722244,9063227.636454916
O43683,0.0024,0.0133,0.0013,5038008.865003479,4997034.81888127,5766554.862094557,5418964.329895429,5050649.899665225,5261628.357053581
P31930,-0.0366,0.3523,0.0013,37834901.93505488,40090760.802818224,39336487.390394114,36115324.56468699,37834901.93505488,39701062.4385259
Q9P0W2,-0.0119,0.0643,0.0013,1066492.0273086028,1151520.4167245561,1097831.584095192,1097831.584095192,1092898.333231255,1078528.1341438359
Q5T8P6,-0.0205,0.1769,0.0013,16058496.734012835,16143265.340012306,16346702.103084024,15609550.201411797,16293632.520892166,15682750.59610203
Q14331,-0.0246,0.1922,0.0013,5979276.929421424,6096415.9981981255,6342742.1361688655,6122390.688858588,5926834.944498207,5949899.007870254
P46821,0.0288,0.3821,0.0013,236999090.20537257,233925529.80239576,245399037.5686416,245399037.5686416,242780274.69471607,238266411.87449247
O94966,-0.0357,0.3134,0.0013,8952981.596248243,9054282.125231799,9538713.101170236,9029617.031214803,8808268.462338017,8874423.49036538
Q13322,0.0198,0.1439,0.0013,2988105.38591474,3061838.4413171858,2939135.9462375836,2964481.966717873,3075018.096350734,3021401.1666613794
P15927,0.0391,0.4764,0.0013,55715821.92821976,54651739.49582274,53585121.86002918,56055539.35358477,55784150.76295066,55643586.2760505
P13716,0.0522,0.456,0.0013,8148929.620477698,7945031.561553052,7436001.290717424,8216090.82853035,8096510.237233139,7945031.561553052
Q96F07,-0.046,0.2342,0.0013,490311.3048822798,437021.4601077861,531138.4916927121,475081.72960765613,470903.9602401048,458231.3313369005
Q9NZI8,-0.0816,0.9364,0.0013,43288240.321018465,46281924.49339895,42778144.75968128,38919456.56438146,41768755.6952435,43661579.91228098
Q01658,0.0719,0.7783,0.0013,14931730.611072423,14223732.780361775,14778160.023359187,15953602.815208804,14861149.3361835,15093828.904371772
Q9NW13,-0.0426,0.233,0.0013,4333373.411826207,5160495.334785438,4046839.860885352,4275409.417902576,4559962.470298735,4237292.145791029
O15116,0.0373,0.359,0.0013,27843698.453207355,25964739.94299453,27261578.80790073,27467994.613022484,28028086.9275323,27218496.85059281
Q9C0E2,-0.0124,0.0718,0.0013,2942683.8242325233,3253362.4992541363,3064250.4350896636,2826756.3776105237,3102114.355938381,3198378.7692915187
A3KMH1,-0.0373,0.3223,0.0013,3744272.4629640556,3690938.0694157793,3836924.376811385,3611374.262120399,3686532.385099714,3622332.5022654436
Q96HV5,-0.0266,0.1922,0.0013,2327468.64232329,2404164.0130916936,2466626.403196131,2343611.6727750697,2390097.3491687896,2291033.430876707
Q6IPR3,0.0099,0.0681,0.0013,4293704.514206866,4091298.98488072,4405973.294739782,4337728.36062719,4211971.255258842,4253384.123236374
Q9BVL2,0.0286,0.2306,0.0013,11877561.32702688,11463290.590256162,11925825.445714716,12441369.198495205,11392256.273396937,11925825.445714716
Q0VD83,0.0191,0.1231,0.0013,6396415.694455187,6311640.965356367,7066992.26861604,7002130.989645047,6435165.983649058,6480443.863560593
P45973,0.009,0.0674,0.0013,14415177.643380955,14051268.772090081,15051878.779357858,14334121.573764628,14508329.799845466,14689539.561082741
P04075,0.0084,0.0941,0.0013,2954730187.366978,2954730187.366978,2954730187.366978,2954730187.366978,2954730187.366978,2954730187.366978
O75475,0.0012,0.0109,0.0013,71852238.1202911,70580356.92210358,72947352.34103665,72377373.05041637,71459328.9329111,70452351.7624625
Q8NDX1,-0.0498,0.317,0.0013,1354432.888699271,1292540.324882353,1398232.2932966575,1225716.8217814218,1342902.2462922384,1316463.818105368
Q96FK6,-0.0378,0.3155,0.0013,10912606.364543792,10310434.886441132,10536417.922983227,9853067.500390744,10705190.848199228,10203827.011247016
O00154,-0.0243,0.2709,0.0013,57200385.331859566,58340495.35203148,59090476.21629877,57460148.675736174,56467029.37365853,56779346.94398754
Q9BSL1,0.0159,0.1688,0.0013,83133894.96138306,81708998.876116,81470748.66928504,85021379.9960521,81095409.18891782,81470748.66928504
Q7L9L4,0.0535,0.6573,0.0013,45404595.57904465,44557089.43433402,42840699.47869114,46281924.49339895,44907499.57204528,45834975.9276032
Q8IW45,0.0415,0.3326,0.0013,4108971.1489101294,4198429.728636935,4492451.817712969,4546991.353503189,4274272.034355432,4273134.95338548
Q9BVC5,0.0012,0.0081,0.0013,5700172.032002153,5666128.343882891,5641079.6627398,5587666.944027451,5597535.530597795,5737128.853494042
P50502,0.0147,0.1797,0.0013,363077513.1247841,355912679.66724837,355912679.66724837,352210585.9042145,363077513.1247841,364334850.002019
Q8NFI3,0.0329,0.2561,0.0013,4220503.938907909,4028216.4618798257,4441748.326156181,4362511.670139453,4243699.203728691,4299496.202804368
P63146,0.0707,0.3299,0.0013,1676587.0610353143,1557928.9829204688,1365195.3358911355,1835370.3553117863,1511894.8760794562,1456523.6232929814
Q52LJ0,-0.0514,0.4917,0.0013,7255639.5706001,7340138.272823543,7198802.411753977,6759126.5255890675,7033440.429056708,7116798.557109335
Q96QC0,0.0098,0.0822,0.0013,33333446.816097137,32348250.2121774,33305785.690379433,33718109.17206205,33093715.515681833,32266169.238543086
Q96T76,-0.0641,0.2695,0.0013,3251803.79259554,3453678.28649993,4541986.099227747,3971810.1942337905,3337427.739797011,3379040.5431692526
P35914,0.0456,0.3796,0.0013,9623370.34694973,9262836.449473348,9531346.774858769,10342761.9412056,9353278.923264058,9461278.650495518
O96007,-0.0191,0.1395,0.0013,8486890.012417817,8190128.6322488235,8583383.39395601,8591366.935719037,8253305.770443251,7937743.81244992
Q5TGZ0,-0.1238,0.7575,0.0013,838673.2583781596,823619.3389906944,697922.1626445549,659396.8364832287,721729.3753442761,773058.7108961891
Q9Y2K7,-0.042,0.2406,0.0013,879767.1150662409,882254.6785513685,794911.3325026013,822247.3056132236,842961.3563262756,804321.4949240707
Q96SN8,-0.012,0.0966,0.0013,13832729.556878269,14098906.725824941,13966825.750698734,13723373.359684544,14051268.772090081,13533413.904406771
Q96QK1,-0.0103,0.0895,0.0013,61359321.32620435,61857192.079217575,64411040.42391994,58625692.36257583,62678078.2175596,63893248.22980471
P50213,-0.0479,0.5749,0.0013,36713242.94358978,35509602.62531468,35551010.45749592,34516680.25767051,34817490.80201857,34318506.879000284
P61201,-0.004,0.0386,0.0013,75495360.92715165,73970639.36595953,74654094.85137428,74801897.41502686,74544681.5417892,72859463.19398266
Q99574,0.025,0.1904,0.0013,4938253.339382529,4794955.714128977,5064317.273277771,5166757.814166115,5001543.134447904,4798709.604992542
Q96EQ0,-0.0072,0.0464,0.0013,11963568.949164957,11844857.036141943,12791729.761128593,12830217.12955385,11638262.212477043,11731232.604594361
Q96EB6,-0.0226,0.191,0.0013,11229347.856648002,11344152.608100047,11430327.307993593,11130330.219244037,10941183.529771553,11207321.765275003
Q4G176,-0.0123,0.0706,0.0013,2341789.452497522,2620264.209662935,2707344.488003464,2586505.072147937,2473788.2261880017,2497701.4822293073
