Accession,T37.0,T47.4,T51.0,T53.9,T56.8,T59.9,T62.5,T65.6,T69.0,RSD
SLC9A1,0.9999,0.8454,0.6224,0.5947,0.42,0.2597,0.1548,0.0797,0.0464,0.0
SLC9A3R1,0.9999,0.9433,0.8875,0.7639,0.6183,0.4102,0.2379,0.1474,0.2303,0.0
SLCO4A1,0.9999,0.8827,0.7693,0.6584,0.6044,0.8126,0.7652,0.4739,0.4869,0.0
SNAP23,0.9999,0.9862,0.7529,0.7631,0.9603,1.9124,2.453,2.6843,3.4094,0.0
SNAP29,0.9999,0.9552,0.6707,0.5426,0.5045,0.5387,0.3746,0.3594,0.286,0.0
SNX6,0.9999,0.7372,0.3975,0.0779,0.0413,0.0222,0.0215,0.0137,0.0094,0.0
SNX9,0.9999,0.8995,0.3644,0.1173,0.0969,0.1441,0.1142,0.1127,0.2095,0.0
SORT1,0.9999,0.8307,0.7117,0.832,0.6338,0.4735,0.5071,0.4767,0.4687,0.0
SPINT1,0.9999,0.8722,0.7468,0.8473,0.771,0.6671,0.4311,0.2706,0.2801,0.0
SPN,0.9999,0.8173,0.6865,0.5923,0.4961,0.981,1.0403,0.8067,0.836,0.0
SPPL2B,0.9999,0.8998,0.6642,0.7348,0.6362,0.7577,0.7,0.3708,0.2215,0.0
SPTA1,0.9999,0.6968,0.2533,0.0998,0.0766,0.0868,0.0031,0.0,0.0423,0.0
STEAP3,0.9999,0.6705,0.6453,0.203,0.1457,0.0352,0.0337,0.0172,0.014,0.0
STIM1,0.9999,0.788,0.5832,0.3451,0.1967,0.1012,0.1186,0.0617,0.1134,0.0
STOM,0.9999,1.0407,0.9677,1.2314,2.313,3.7861,4.1199,2.7437,1.4874,0.0
STOML2,0.9999,0.9059,0.8103,0.6234,0.6754,0.9631,1.8269,1.7873,0.2866,0.0
STRAP,0.9999,0.8894,0.6665,0.5586,0.6238,0.5814,0.2868,0.181,0.2329,0.0
STX3,0.9999,0.9494,1.0036,1.0552,1.0035,0.628,0.4179,0.2049,0.1887,0.0
STX4,0.9999,0.9344,0.5414,0.3902,0.2727,0.267,0.2036,0.1893,0.207,0.0
STX7,0.9999,0.9751,0.84,0.778,0.7349,0.7609,1.1207,1.3461,1.8765,0.0
STXBP2,0.9999,0.8147,0.3318,0.2341,0.2696,0.0786,0.0673,0.0815,0.1133,0.0
STXBP3,0.9999,0.7716,0.2831,0.1444,0.1628,0.105,0.0695,0.0487,0.0708,0.0
SUCLG1,0.9999,0.948,0.6278,0.1783,0.0586,0.0486,0.0465,0.0444,0.0546,0.0
SUCLG2,0.9999,0.9597,0.7563,0.2684,0.0742,0.1007,0.0622,0.0596,0.0585,0.0
SYPL1,0.9999,0.9326,0.8764,1.1408,1.1576,1.1128,1.1574,1.2676,1.8958,0.0
TAGLN2,0.9999,0.9947,0.6026,0.2361,0.1798,0.1626,0.0775,0.0671,0.0756,0.0
TBXA2R,0.9999,0.8212,0.798,0.7212,0.4915,0.6823,0.1636,0.0314,0.0372,0.0
TCTN3,0.9999,0.6692,0.5021,0.4343,0.3631,0.2458,0.2455,0.2227,0.2671,0.0
TES,0.9999,1.0265,0.8425,0.3136,0.1082,0.0272,0.0234,0.0136,0.0259,0.0
TFPI,0.9999,0.8283,0.5615,0.4935,0.451,0.6614,0.574,0.4168,0.4211,0.0
TFR2,0.9999,0.7611,0.7156,0.6719,0.5804,0.6151,0.6357,0.3996,0.3594,0.0
TFRC,0.9999,0.8707,0.9198,0.8544,0.7968,0.6981,0.959,0.9682,0.581,0.0
TGFB1,0.9999,1.0063,1.0269,0.7308,0.4276,0.3495,0.371,0.261,0.2553,0.0
TGFBR3,0.9999,0.9195,0.7187,0.5577,0.3758,0.3795,0.325,0.2551,0.2724,0.0
TGOLN2,0.9999,0.872,0.9259,1.1093,1.4069,1.6626,6.4057,11.7614,15.2676,0.0
TICAM2,0.9999,0.9109,0.8976,0.9313,0.7707,0.4046,0.2992,0.1962,0.1817,0.0
TIMP1,0.9999,0.8832,0.789,0.6993,0.5911,0.4819,0.4383,0.3912,0.3724,0.0
TLN1,0.9999,0.8667,0.2759,0.0631,0.0605,0.0477,0.0238,0.0182,0.0236,0.0
TLR9,0.9999,1.1444,0.7509,0.524,0.273,0.2278,0.2002,0.2416,0.1934,0.0
TM9SF2,0.9999,0.9874,0.7373,0.6144,0.4908,0.3012,0.3215,0.3075,0.3178,0.0
TMED10,0.9999,1.0774,0.9866,0.8465,0.5349,0.28,0.3427,0.3299,0.4753,0.0
TMEM2,0.9999,0.882,0.7547,0.6887,0.5112,0.3489,0.2994,0.2313,0.2492,0.0
TMEM30A,0.9999,0.917,0.8215,0.8546,0.6266,0.2421,0.1356,0.1804,0.2369,0.0
TMEM33,0.9999,0.7826,0.502,0.3819,0.4309,0.4482,0.3531,0.1916,0.1893,0.0
TMEM8,0.9999,0.8896,0.8236,0.7597,0.6788,0.5738,0.4994,0.3634,0.3223,0.0
TNFRSF10A,0.9999,0.7172,0.4612,0.3654,0.325,0.3646,0.3631,0.2876,0.3239,0.0
TNFRSF10B,0.9999,0.7691,0.5993,0.5214,0.5422,0.4827,0.4075,0.2316,0.2501,0.0
TNFRSF1B,0.9999,0.9163,0.7451,0.7629,0.7469,0.8114,0.7943,0.6587,0.7843,0.0
TNFRSF8,0.9999,0.5847,0.4016,0.3331,0.3957,0.6852,0.5992,0.4811,0.544,0.0
TNFSF9,0.9999,0.8727,0.7096,0.6342,0.6078,0.6234,0.6437,0.4655,0.6363,0.0
TOR2A,0.9999,0.8976,0.6946,0.2933,0.2198,0.2785,0.253,0.3651,0.3363,0.0
TPBG,0.9999,0.8678,0.7974,0.6272,0.5034,0.359,0.2366,0.1754,0.2422,0.0
TPCN1,0.9999,0.8796,0.8678,0.7515,0.716,0.6512,0.7561,0.2545,0.2071,0.0
TRPM4,0.9999,0.8466,0.5938,0.4759,0.0936,0.0323,0.0162,0.0307,0.0649,0.0
TRPM7,0.9999,0.8587,0.4764,0.1212,0.14,0.0659,0.0349,0.038,0.0741,0.0
TRPV2,0.9999,0.8641,0.7714,0.7662,0.398,0.0301,0.0187,0.0167,0.0175,0.0
TSPAN14,0.9999,0.9025,0.7753,0.794,0.6329,0.4544,0.3865,0.215,0.222,0.0
TSPAN31,0.9999,0.7853,0.65,0.7448,1.0234,1.3297,2.4104,3.5202,3.8062,0.0
TSPAN4,0.9999,0.8653,0.7648,0.6079,0.5508,0.7627,0.6055,0.536,0.473,0.0
TUBB2C,0.9999,1.0172,0.9165,0.8124,0.7435,0.6228,0.1208,0.0959,0.1382,0.0
TXNDC13,0.9999,0.9541,0.5393,0.1369,0.2992,0.274,0.3211,0.332,0.4758,0.0
TXNDC4,0.9999,0.9469,0.7998,0.491,0.4333,0.2682,0.3115,0.3068,0.4603,0.0
TYRO3,0.9999,0.7331,0.3809,0.0901,0.0322,0.0554,0.038,0.0284,0.0317,0.0
UAP1,0.9999,1.1072,1.0777,0.8177,0.2877,0.1077,0.0892,0.0909,0.144,0.0
UNC5B,0.9999,0.7374,0.222,0.0578,0.031,0.1265,0.0503,0.0221,0.0271,0.0
USP14,0.9999,1.12,0.569,0.0528,0.0813,0.0905,0.0742,0.0364,0.039,0.0
VAMP7,0.9999,0.801,0.7583,0.5018,0.2706,0.0758,0.1249,0.1289,0.2259,0.0
VAPA,0.9999,0.9848,0.7687,0.6608,0.5599,0.4307,0.2104,0.13,0.16,0.0
VASN,0.9999,0.8655,0.684,0.6145,0.5359,0.5069,0.3258,0.2338,0.2506,0.0
VASP,0.9999,0.7428,0.215,0.0636,0.0603,0.1211,0.0965,0.1016,0.1217,0.0
VCL,0.9999,1.0123,0.9754,0.9503,0.9126,1.3665,0.3275,0.1002,0.0671,0.0
VDAC1,0.9999,1.1337,1.0882,1.0528,0.9815,0.9647,1.0735,1.1657,1.4276,0.0
VIM,0.9999,0.8425,0.7257,0.3242,0.2564,0.1125,0.1184,0.0903,0.1136,0.0
VTN,0.9999,0.8386,0.6722,0.5533,0.4477,0.4873,0.4275,0.3901,0.4562,0.0
XK,0.9999,0.8917,0.7006,0.8656,0.8673,0.8936,0.7335,0.571,0.5891,0.0
XRCC5,0.9999,0.1816,0.0806,0.0529,0.0531,0.0896,0.0555,0.0498,0.0212,0.0
YIPF3,0.9999,1.0663,1.0037,1.1081,1.3639,1.4157,2.0217,1.6695,1.1106,0.0
YWHAH,0.9999,1.0225,0.7558,0.4036,0.2013,0.0807,0.0299,0.0318,0.0327,0.0
ZDHHC5,1.0,0.3134,0.3686,0.4446,0.8502,2.203,2.3334,0.8026,0.5745,0.0
ZYX,0.9999,1.0696,0.9447,0.7817,0.6003,0.6791,0.3829,0.3636,0.3836,0.0
