Accession,T37.0,T47.4,T51.0,T53.9,T56.8,T59.9,T62.5,T65.6,T69.0,RSD
ABCA7,0.9999,0.8228,0.4318,0.221,0.0733,0.2756,0.0935,0.1778,0.0595,0.0
ABCA8,0.9999,0.8119,0.6795,0.7017,0.6384,0.5174,0.1441,0.064,0.0691,0.0
ABCB1,0.9999,0.7991,0.6761,0.4,0.1469,0.212,0.0865,0.0079,0.0082,0.0
ABCB6,0.9999,0.7979,0.5537,0.4237,0.4123,0.3697,0.4028,0.3428,0.3164,0.0
ABCC1,0.9999,0.8935,0.7797,0.6239,0.4508,0.0595,0.0283,0.0249,0.0263,0.0
ABCC10,0.9999,0.7248,0.4267,1.593,0.4294,0.386,0.5868,1.355,0.4019,0.0
ABCC4,0.9999,0.8936,0.7803,0.7812,0.7137,0.6503,0.2353,0.0536,0.0597,0.0
ABCC5,0.9999,0.8548,0.7225,0.5852,0.3362,0.1195,0.0686,0.056,0.057,0.0
ACE,0.9999,0.8954,0.8367,0.767,0.5226,0.5018,0.3431,0.2618,0.2089,0.0
ACLY,0.9999,0.918,0.7169,0.2022,0.042,0.086,0.0791,0.0563,0.0551,0.0
ACOX1,0.9999,0.9541,0.6545,0.5599,0.5565,0.8351,1.8009,2.0992,1.6214,0.0
ACPP,0.9999,0.8698,0.5806,0.3342,0.1538,0.2932,0.4386,0.4936,0.4307,0.0
ACTN1,0.9999,1.0015,0.9739,0.8461,0.5237,0.4269,0.0472,0.037,0.0432,0.0
ACVR1,0.9999,0.4947,0.0855,0.0077,0.0084,0.0088,0.0203,0.0164,0.0171,0.0
ADAM10,0.9999,0.8203,0.666,0.631,0.5014,0.3921,0.2678,0.2199,0.2234,0.0
ADAM15,0.9999,0.9138,0.8315,0.7262,0.4836,0.3035,0.2359,0.1247,0.1095,0.0
ADAM17,0.9999,0.9162,0.7003,0.4642,0.3042,0.2792,0.305,0.1813,0.1025,0.0
ADAM9,0.9999,0.8718,0.7822,0.8098,0.7227,0.8517,0.6952,0.4351,0.418,0.0
ADCY3,0.9999,0.7252,0.2837,0.0744,0.0738,0.0981,0.0377,0.0328,0.031,0.0
ADCY6,0.9999,0.6735,0.3737,0.1277,0.0046,0.0306,0.0003,0.01,0.006,0.0
ADCY7,0.9999,0.7797,0.3575,0.109,0.0823,0.1788,0.0835,0.0601,0.0732,0.0
ADRM1,0.9999,0.7107,0.5527,0.211,0.064,0.01,0.01,0.01,0.01,0.0
ADSS,0.9999,0.9587,0.9141,0.9036,0.7847,0.3717,0.0662,0.0662,0.0713,0.0
AHNAK,0.9999,0.8838,0.6254,0.4826,0.4904,0.7771,0.769,0.5976,0.4365,0.0
AHSG,0.9999,0.8933,0.7292,0.8677,0.8452,1.1864,1.7026,1.7349,2.1486,0.0
AK1,0.9999,0.8319,0.5981,0.318,0.1567,0.228,0.1963,0.1356,0.1352,0.0
AKR1A1,0.9999,0.9634,0.7769,0.2203,0.0865,0.1188,0.0694,0.0344,0.0248,0.0
ALCAM,0.9999,0.7466,0.6835,0.7626,0.6639,0.7831,0.4089,0.3015,0.3425,0.0
ALS2CR4,0.9999,0.9231,0.722,0.5934,0.4953,0.879,0.6393,0.2778,0.2173,0.0
AMIGO2,0.9999,0.918,0.7748,0.5569,0.4256,0.3134,0.2466,0.1914,0.1882,0.0
ANK1,0.9999,0.4231,0.2214,0.129,0.0391,0.0739,0.0416,0.03,0.019,0.0
ANO6,0.9999,0.9358,0.8486,0.8728,0.3463,0.0531,0.0438,0.0467,0.032,0.0
ANPEP,0.9999,0.8546,0.8103,0.8121,0.7609,0.8769,0.7904,0.6449,0.5538,0.0
ANTXR2,0.9999,0.8765,0.6897,0.9264,0.9666,1.0783,0.9731,0.7368,0.7557,0.0
ANXA1,0.9999,0.7176,0.152,0.0329,0.0278,0.0321,0.0361,0.0268,0.0324,0.0
ANXA2,0.9999,0.9035,0.8456,0.3962,0.0732,0.0752,0.052,0.0547,0.0607,0.0
ANXA3,0.9999,0.904,0.7099,0.2037,0.0021,0.0302,0.0253,0.0209,0.014,0.0
ANXA5,0.9999,0.5535,0.1394,0.01,0.0134,0.0096,0.013,0.0161,0.0223,0.0
ANXA7,0.9999,0.9053,0.5923,0.1888,0.1412,0.0813,0.0954,0.0769,0.0746,0.0
AP2A1,0.9999,0.8659,0.5246,0.1985,0.0995,0.0707,0.0636,0.055,0.0465,0.0
AP2B1,0.9999,0.8975,0.6376,0.1725,0.038,0.0353,0.0513,0.04,0.0293,0.0
AP2M1,0.9999,0.8915,0.5862,0.3987,0.3019,0.2095,0.108,0.0589,0.0225,0.0
APLP2,0.9999,0.8606,0.609,0.3863,0.3351,0.3877,0.7455,0.9213,0.9331,0.0
APOA1BP,0.9999,1.1618,1.0738,0.9027,0.8488,0.7099,0.6644,0.681,0.5315,0.0
APOB48R,0.9999,0.8928,0.6989,0.3885,0.4403,1.0497,2.2503,2.6707,3.2032,0.0
APOE,0.9999,1.0207,0.6412,0.4816,0.4629,0.5573,0.7181,0.8807,1.0126,0.0
ARL15,0.9999,0.8606,0.684,0.6333,0.3777,0.4372,0.4595,0.3923,0.3196,0.0
ARL2,0.9999,0.8429,0.7485,0.512,0.2743,0.0571,0.0752,0.1734,0.1964,0.0
ARMET,0.9999,0.8284,0.823,0.7136,0.604,0.916,1.7273,1.0449,0.517,0.0
ARPC2,0.9999,0.8501,0.681,0.5667,0.3869,0.3371,0.1673,0.0648,0.0365,0.0
ASPH,0.9999,0.9378,0.5017,0.3416,0.2643,0.1978,0.2945,0.3578,0.3652,0.0
ATP11A,0.9999,0.9884,0.7745,0.7118,0.8608,0.7243,0.2338,0.1293,0.1813,0.0
ATP11B,0.9999,0.9199,0.834,1.0735,2.344,1.6059,0.5644,0.1855,0.1381,0.0
ATP11C,0.9999,0.9385,0.8979,0.8679,0.7199,0.1691,0.1086,0.099,0.1033,0.0
ATP13A3,0.9999,0.8676,0.8646,0.6372,0.1555,0.1225,0.0947,0.0729,0.0673,0.0
ATP1A1,0.9999,1.1033,0.9156,1.064,1.7372,2.4614,0.2957,0.0875,0.1032,0.0
ATP1B1,0.9999,0.881,0.8361,0.8488,0.7439,0.5961,0.085,0.0714,0.0792,0.0
ATP1B3,0.9999,0.8819,0.822,0.8315,0.7194,0.6235,0.1375,0.1337,0.144,0.0
ATP2A2,0.9999,0.9562,0.7327,0.2124,0.087,0.0638,0.0451,0.0403,0.0432,0.0
ATP2A3,0.9999,0.9431,0.7782,0.2111,0.0622,0.035,0.0489,0.0488,0.0494,0.0
ATP2B4,0.9999,0.9139,0.7814,0.7289,0.8623,0.7959,0.1524,0.1399,0.1337,0.0
ATP5A1,0.9999,0.9886,0.9083,0.9499,0.9418,1.224,2.5094,1.9546,0.1083,0.0
ATP5B,0.9999,0.9413,0.8376,0.8209,0.7359,0.7706,1.5874,1.2794,0.1153,0.0
ATP5O,0.9999,0.9188,0.7582,0.7632,0.7083,1.1587,1.9611,0.7665,0.0284,0.0
ATP6AP1,0.9999,0.8639,0.8894,0.9217,0.8353,0.8534,1.9265,2.2583,2.3303,0.0
ATP6V0A1,0.9999,0.8547,0.923,0.9262,0.8426,0.9964,1.7152,1.53,0.3118,0.0
ATP6V0A2,0.9999,0.8672,0.7751,0.6867,0.5837,0.753,1.4872,0.571,0.1526,0.0
ATP6V0D1,0.9999,0.8877,0.5614,0.4788,0.5349,1.8098,4.3271,1.9083,0.3012,0.0
ATP6V1A,0.9999,0.8538,0.6622,0.3555,0.3459,0.7372,0.3285,0.2462,0.2571,0.0
ATP6V1B2,0.9999,0.8532,0.7415,0.508,0.3901,0.66,0.2173,0.1788,0.1302,0.0
ATP6V1E1,0.9999,0.9013,0.6279,0.3653,0.1278,0.0554,0.1029,0.1569,0.1621,0.0
ATP6V1G1,0.9999,0.8789,0.708,0.3741,0.2206,0.3544,0.3144,0.13,0.0741,0.0
ATP7A,0.9999,0.802,0.3946,0.1088,0.071,0.0643,0.0524,0.0453,0.0459,0.0
ATPIF1,0.9999,1.079,0.7726,0.7764,0.804,0.771,1.5422,1.4067,1.4765,0.0
ATRN,0.9999,0.8733,0.6993,0.6656,0.5851,0.5581,0.5429,0.4314,0.31,0.0
B2M,0.9999,1.2436,1.0511,0.8224,0.8538,0.8653,1.7219,2.5021,2.7567,0.0
B4GALNT1,0.9999,1.0612,0.6474,0.6579,0.4407,0.5235,0.5166,0.2742,0.4879,0.0
BCAM,0.9999,0.8518,0.6781,0.6043,0.4634,0.4159,0.3956,0.2776,0.2778,0.0
BCAP31,0.9999,0.9515,0.8482,0.8371,0.7841,1.0981,1.8805,2.3781,2.7232,0.0
BLVRB,0.9999,0.7737,0.3241,0.104,0.0967,0.0732,0.0494,0.0313,0.0276,0.0
BOLA2,0.9999,0.7475,0.4507,0.1634,0.11,0.1205,0.095,0.0823,0.1181,0.0
BSG,0.9999,0.9316,0.8418,0.887,0.817,0.9119,0.8152,0.5888,0.6182,0.0
BST2,0.9999,0.8866,0.7567,0.8425,0.735,0.6616,0.701,0.7262,0.859,0.0
BTN2A1,0.9999,0.8446,0.6945,0.5215,0.1893,0.0484,0.0316,0.0304,0.026,0.0
C11ORF59,0.9999,0.9119,0.8792,0.8709,0.9339,1.1253,1.0982,0.5669,0.3386,0.0
C17ORF60,0.9999,0.8471,0.7119,0.6115,0.5059,0.4552,0.4592,0.3277,0.3048,0.0
C1QBP,0.9999,0.7595,0.5028,0.1813,0.1288,0.0894,0.0931,0.0437,0.0299,0.0
C20ORF3,0.9999,1.1974,0.7939,0.8235,0.8942,0.8803,0.7043,0.3471,0.3203,0.0
C8ORF55,0.9999,0.6573,0.5474,0.3603,0.3515,0.595,1.1445,0.9977,0.6157,0.0
CAD,0.9999,0.814,0.3741,0.0934,0.0909,0.0648,0.0503,0.0469,0.0509,0.0
CADM4,0.9999,0.8558,0.7658,0.7379,0.6365,0.589,0.5966,0.5368,0.5273,0.0
CALR,0.9999,2.4541,2.4995,2.1809,2.2163,2.8962,5.4111,6.5653,6.5853,0.0
CAP1,0.9999,0.9141,0.8694,0.455,0.0441,0.0134,0.0181,0.018,0.0212,0.0
CAPN1,0.9999,0.8982,0.8131,0.8353,0.9235,2.3286,0.4917,0.19,0.2061,0.0
CASP3,0.9999,1.018,0.8167,0.7118,0.8213,0.8988,0.5691,0.5895,0.5659,0.0
CAT,0.9999,0.9339,0.7935,0.7215,0.948,0.7289,1.2713,0.7712,0.2079,0.0
CCDC126,0.9999,0.755,0.6303,0.1286,0.0519,0.2412,0.8023,1.0845,1.3439,0.0
CCNY,0.9999,0.7302,0.4327,0.1568,0.1582,0.1933,0.4931,0.5057,0.6512,0.0
CCT3,0.9999,0.9556,0.909,0.818,0.4099,0.1504,0.1449,0.0689,0.0539,0.0
CD151,0.9999,0.8225,0.7425,0.8211,0.7567,0.9015,0.8532,0.63,0.5335,0.0
CD200R1,0.9999,0.8964,0.733,0.7641,0.7044,0.7161,0.8642,0.8474,0.8354,0.0
CD320,0.9999,0.8793,0.7514,0.764,0.6809,0.9131,1.492,1.521,1.702,0.0
CD37,0.9999,0.8605,0.6728,0.6533,0.5558,0.6224,0.5192,0.467,0.501,0.0
CD40,0.9999,0.7148,0.6116,0.7813,0.6415,0.8014,0.7314,0.5787,0.5712,0.0
CD44,0.9999,0.8929,0.7921,0.7237,0.7006,0.8891,0.8272,0.5704,0.5886,0.0
CD46,0.9999,0.8543,0.7833,0.79,0.6969,0.641,0.591,0.3432,0.2789,0.0
CD47,0.9999,0.9198,0.8516,0.956,0.9202,0.8768,0.8116,0.7142,0.8108,0.0
CD48,0.9999,0.9201,0.7934,0.7571,0.7034,0.684,0.5388,0.3495,0.3473,0.0
CD53,0.9999,0.8837,0.7892,0.9476,0.9536,1.0557,0.8843,0.8023,0.8216,0.0
CD55,0.9999,0.8276,0.791,0.8107,0.6087,0.8817,1.3507,2.0491,1.7716,0.0
CD58,0.9999,0.8714,0.8616,0.7484,0.7579,0.9474,0.8747,0.8662,0.7802,0.0
CD59,0.9999,0.8574,0.778,0.9031,1.023,1.2612,1.3057,0.9165,0.8791,0.0
CD63,0.9999,0.9309,0.7668,0.7499,0.6013,0.7004,1.2735,1.4827,1.8056,0.0
CD69,0.9999,0.8865,0.8367,0.7988,0.7296,0.8108,0.779,0.5035,0.3862,0.0
CD80,0.9999,0.8644,0.6486,0.6342,0.4818,0.3831,0.3033,0.2059,0.2047,0.0
CD82,0.9999,0.9262,0.6604,0.6885,0.592,0.7836,0.6833,0.6492,0.7829,0.0
CD84,0.9999,0.8905,0.7492,0.7287,0.4805,0.2187,0.2178,0.1657,0.1537,0.0
CD97,0.9999,0.958,0.8478,0.8391,0.724,0.6192,0.5267,0.301,0.1621,0.0
CD99,0.9999,0.9146,0.8763,0.9148,0.8771,1.0343,0.8926,0.666,0.6891,0.0
CD99L2,0.9999,1.0235,1.0272,1.0127,1.1539,3.9471,3.0951,2.093,2.2153,0.0
CDC42,0.9999,0.888,0.9032,1.0451,1.0322,2.0427,2.6204,2.4509,1.5475,0.0
CDCP1,0.9999,0.8299,0.6902,0.5835,0.5019,0.4195,0.3584,0.2702,0.2741,0.0
CDIPT,0.9999,0.947,0.7428,0.6217,0.6069,0.7276,0.5124,0.207,0.1597,0.0
CDV3,0.9999,0.8573,0.7995,0.7241,0.6246,0.5007,0.0979,0.1003,0.0877,0.0
CELSR2,0.9999,0.7764,0.5203,0.2647,0.2999,0.2701,0.2358,0.1906,0.1728,0.0
CHID1,0.9999,1.0005,0.8933,0.6529,0.4727,0.5267,0.6333,0.6334,0.6514,0.0
CLCN2,0.9999,0.7941,0.6952,0.6634,0.6133,0.5802,0.94,0.6485,0.3209,0.0
CLCN3,0.9999,0.9032,0.8559,0.8573,0.7329,0.5127,0.1357,0.0696,0.0621,0.0
CLDND1,0.9999,0.8837,0.7916,0.7712,0.6871,0.6489,0.4568,0.2671,0.2865,0.0
CLIC1,0.9999,0.8919,0.6542,0.1943,0.0535,0.0643,0.0455,0.0288,0.0194,0.0
CLIC4,0.9999,0.8673,0.5786,0.2299,0.1121,0.0783,0.0986,0.0824,0.1087,0.0
CLN3,0.9999,0.879,0.8185,0.7497,0.7476,0.9169,3.4952,5.6156,7.5411,0.0
CLNS1A,0.9999,0.7816,0.6443,0.4757,0.2265,0.1806,0.1047,0.0883,0.074,0.0
CLPTM1,0.9999,1.1155,0.5263,0.3045,0.2301,0.0936,0.0718,0.0806,0.0622,0.0
CLTA,0.9999,0.9894,0.7868,0.6614,0.6186,0.7258,0.2859,0.2859,0.2398,0.0
CLTC,0.9999,0.85,0.5068,0.0465,0.0409,0.07,0.0492,0.031,0.0301,0.0
CMTM3,0.9999,0.8009,0.5659,0.6594,0.7116,1.4626,2.1705,2.2099,2.5487,0.0
CNN2,0.9999,0.6859,0.2658,0.1004,0.0762,0.0961,0.0909,0.0802,0.0835,0.0
CNNM3,0.9999,0.7916,0.4573,0.151,0.0212,0.0292,0.0337,0.0298,0.0299,0.0
CNNM4,0.9999,0.7386,0.2484,0.0124,0.0053,0.0035,0.0164,0.0223,0.0256,0.0
CNPY2,0.9999,0.9327,0.9102,0.7219,0.5693,0.5087,0.7803,0.7855,0.5813,0.0
COMT,0.9999,0.8362,0.5829,0.3068,0.1206,0.0939,0.0703,0.0505,0.0364,0.0
COPB1,0.9999,0.8968,0.5938,0.1346,0.0419,0.0645,0.047,0.0262,0.0215,0.0
CORO1A,0.9999,0.8988,0.2521,0.0636,0.045,0.0226,0.0405,0.0506,0.0537,0.0
CORO1B,0.9999,1.0568,0.7239,0.1256,0.1073,0.0644,0.0377,0.0396,0.0503,0.0
CPD,0.9999,0.9489,0.7006,0.5467,0.4063,0.3258,0.6076,0.7895,0.8077,0.0
CPNE1,0.9999,0.761,0.5865,0.2539,0.1565,0.072,0.0568,0.0726,0.0683,0.0
CREG1,0.9999,0.8996,0.6261,0.3885,0.4411,0.2813,0.5539,0.6265,0.806,0.0
CRTAP,0.9999,0.9894,0.6287,0.4857,0.4008,0.2786,0.3688,0.3819,0.344,0.0
CS,0.9999,0.8035,0.532,0.2872,0.1105,0.0277,0.0271,0.0255,0.0208,0.0
CSDE1,0.9999,0.4033,0.1225,0.0165,0.0173,0.03,0.0316,0.0517,0.069,0.0
CSK,0.9999,0.7332,0.3431,0.1126,0.1453,0.2055,0.2425,0.2057,0.1247,0.0
CTNND1,0.9999,0.3901,0.1742,0.069,0.0656,0.138,0.1307,0.0737,0.077,0.0
CTSB,0.9999,1.0095,0.938,0.8777,0.728,0.6367,1.243,1.8466,2.5839,0.0
CTTN,0.9999,0.8867,0.6498,0.5099,0.5216,1.1884,0.6451,0.4529,0.3765,0.0
CUL5,0.9999,0.8316,0.5858,0.3392,0.2899,0.2523,0.1213,0.1344,0.1202,0.0
CUTA,0.9999,0.95,0.802,0.788,1.9366,7.7795,1.3134,0.7144,0.7628,0.0
CYBB,0.9999,0.9959,0.8038,0.6389,0.6507,0.4005,0.0967,0.0286,0.01,0.0
DAG1,0.9999,0.8855,0.8031,0.7802,0.7283,0.8172,0.6989,0.468,0.3337,0.0
DBNL,0.9999,0.7373,0.3441,0.1551,0.1327,0.1172,0.1569,0.1825,0.1863,0.0
DCBLD2,0.9999,0.957,0.7813,0.5897,0.4364,0.4214,0.3335,0.2495,0.2452,0.0
DCI,0.9999,1.0176,0.8839,0.8904,0.8547,0.9873,1.7698,1.8458,2.0485,0.0
DDR1,0.9999,0.6737,0.2943,0.0778,0.0586,0.0032,0.0033,0.0189,0.0306,0.0
DIAPH1,0.9999,0.6722,0.2504,0.0857,0.0754,0.0353,0.0362,0.0322,0.0276,0.0
DJ-1,0.9999,1.0455,0.9359,0.9631,0.7413,0.368,0.0964,0.0923,0.0767,0.0
DLK1,0.9999,0.7136,0.608,0.536,0.5128,0.926,1.4052,1.8708,2.2386,0.0
DNAJA1,0.9999,0.9332,0.6333,0.3186,0.1705,0.1816,0.1299,0.1082,0.1089,0.0
DNAJA2,0.9999,0.8457,0.6399,0.3606,0.2424,0.1857,0.1836,0.1532,0.1485,0.0
DNM2,0.9999,0.7946,0.5053,0.277,0.1999,0.1094,0.0863,0.0661,0.0553,0.0
DSC2,0.9999,0.9194,0.7359,0.5209,0.3961,0.2961,0.3156,0.2745,0.2835,0.0
DSG1,0.9999,0.9155,1.1919,0.5223,0.5716,0.3657,0.2723,0.2353,0.2574,0.0
DSG2,0.9999,0.9223,0.8348,0.681,0.3313,0.1559,0.21,0.1834,0.1792,0.0
DSTN,0.9999,0.8827,0.7159,0.5036,0.1777,0.0576,0.0408,0.0238,0.0065,0.0
ECE1,0.9999,0.9887,0.8863,0.7356,0.5554,0.6605,0.9371,1.0529,1.1645,0.0
ECM1,0.9999,0.9695,0.784,0.7275,1.0347,0.8252,2.1138,3.2135,3.4609,0.0
EEA1,0.9999,0.9428,0.7341,0.613,0.5416,0.7534,0.7271,0.6672,0.6346,0.0
EEF2,0.9999,0.8995,0.8285,0.8269,0.692,0.4337,0.0642,0.0551,0.0511,0.0
EFNB1,0.9999,0.8241,0.6843,0.4436,0.3482,0.2847,0.2869,0.2035,0.1785,0.0
EHD1,0.9999,0.7993,0.5208,0.2357,0.1631,0.2011,0.187,0.2393,0.3091,0.0
EIF5,0.9999,0.9061,0.4571,0.0866,0.0708,0.0149,0.0167,0.0169,0.015,0.0
EMP3,0.9999,1.0224,1.0774,1.3586,1.5581,1.2818,0.985,0.9429,1.1414,0.0
EMR2,0.9999,0.878,0.8346,0.8687,0.7622,0.7656,0.3937,0.0996,0.1137,0.0
ENO1,0.9999,0.9689,0.9574,0.9462,0.6841,0.6274,0.074,0.0472,0.0389,0.0
ENPP3,0.9999,0.8844,0.7796,0.7329,0.6658,0.7777,0.742,0.5083,0.3873,0.0
ENTPD1,0.9999,0.8816,0.8309,0.8324,0.6184,0.4695,0.3134,0.2698,0.2202,0.0
ENTPD3,0.9999,0.8511,0.8237,0.7554,0.5609,0.402,0.1951,0.1862,0.1617,0.0
EPB41,0.9999,0.9946,0.6378,0.1737,0.089,0.1043,0.1064,0.093,0.091,0.0
EPCAM,0.9999,0.8143,0.6871,0.5729,0.4648,0.3755,0.3614,0.2565,0.2382,0.0
EPHB4,0.9999,0.2728,0.0556,0.0167,0.0153,0.0241,0.0252,0.0262,0.0261,0.0
EPS15,0.9999,0.7637,0.3916,0.1683,0.1177,0.1037,0.0585,0.0563,0.0547,0.0
ERLIN2,0.9999,0.8847,0.64,0.2863,0.2229,0.1432,0.1755,0.2094,0.1977,0.0
ERP29,0.9999,0.9726,0.8417,0.6925,0.4835,0.507,0.7803,0.6847,0.5221,0.0
ESAM,0.9999,0.8777,0.8467,0.786,0.7319,0.7902,0.7112,0.4855,0.4052,0.0
EVI2B,0.9999,0.9388,0.7778,0.7886,0.8068,1.194,1.1001,0.9066,1.0684,0.0
EZR,0.9999,0.9556,0.896,0.1451,0.0591,0.072,0.0702,0.0525,0.0508,0.0
F2RL3,0.9999,0.788,0.6994,0.6508,0.6303,0.4519,0.2585,0.1448,0.0896,0.0
F5,0.9999,0.8667,0.8422,0.7682,0.5692,0.4118,0.3424,0.2361,0.2342,0.0
FAM171A1,0.9999,0.807,0.6431,0.4258,0.1954,0.1531,0.1069,0.0868,0.0972,0.0
FAM49B,0.9999,0.9444,0.8548,0.6454,0.2551,0.0323,0.0531,0.1004,0.1081,0.0
FAM62A,0.9999,0.575,0.2509,0.1034,0.0946,0.0662,0.0507,0.0447,0.0429,0.0
FANCI,0.9999,0.376,0.1838,0.142,0.1427,0.0818,0.049,0.0443,0.0497,0.0
FASN,0.9999,0.8831,0.6359,0.1258,0.0403,0.0308,0.0373,0.0274,0.0276,0.0
FAT1,0.9999,0.8431,0.6,0.3068,0.2987,0.2179,0.2263,0.1692,0.1597,0.0
FCGR2B,0.9999,0.9199,0.9197,0.8061,0.5822,0.4178,0.4176,0.3,0.287,0.0
FCGR2C,0.9999,0.89,0.8823,0.8244,0.7679,0.7843,0.6238,0.4256,0.4195,0.0
FEN1,0.9999,0.5407,0.1621,0.019,0.0102,0.0255,0.0296,0.0264,0.0198,0.0
FERMT3,0.9999,0.7852,0.3521,0.0489,0.0368,0.0428,0.0407,0.0305,0.0344,0.0
FGFRL1,0.9999,0.736,0.564,0.3668,0.2597,0.1376,0.161,0.331,0.3667,0.0
FLNA,0.9999,1.0202,0.4293,0.1394,0.115,0.0568,0.0517,0.0436,0.0465,0.0
FLNB,0.9999,1.011,0.7252,0.2065,0.1057,0.105,0.0933,0.076,0.064,0.0
FLNC,0.9999,0.8162,0.5716,0.239,0.1394,0.0318,0.041,0.0321,0.0265,0.0
FLOT1,0.9999,1.0194,0.7506,0.5474,0.4092,0.406,0.3574,0.2964,0.2369,0.0
FLVCR1,0.9999,0.92,0.846,0.8755,0.8592,0.9327,0.498,0.0437,0.0405,0.0
FMNL1,0.9999,0.4082,0.1254,0.07,0.0303,0.01,0.0142,0.0103,0.0162,0.0
FZD4,0.9999,0.9468,0.789,0.8302,0.7388,0.9454,0.8347,0.6279,0.5518,0.0
G6PD,0.9999,0.941,0.8084,0.5351,0.1239,0.1076,0.0722,0.0554,0.0323,0.0
GAPDH,0.9999,0.8832,0.8077,0.829,0.8459,0.8566,0.3048,0.1961,0.0907,0.0
GBF1,0.9999,0.7914,0.3152,0.1163,0.0803,0.0657,0.0556,0.0079,0.0158,0.0
GGH,0.9999,0.9841,1.0272,0.8644,1.1146,1.2141,2.8952,3.9427,5.5866,0.0
GGT1,0.9999,0.8863,0.7416,0.7483,0.6754,0.8284,0.6715,0.5188,0.3942,0.0
GGT5,0.9999,0.8828,0.7114,0.7534,0.6012,0.3144,0.2079,0.1549,0.167,0.0
GLB1L2,0.9999,0.8721,0.466,0.3384,0.3951,0.4514,0.599,0.5492,0.5027,0.0
GLG1,0.9999,1.0046,0.7837,0.7357,0.759,0.7217,1.7019,2.4862,2.5778,0.0
GNAI2,0.9999,1.0027,0.7758,0.6324,0.5759,0.3227,0.3071,0.3052,0.1836,0.0
GNAI3,0.9999,0.9349,0.8142,0.801,0.406,0.1897,0.1267,0.1007,0.0918,0.0
GNAQ,0.9999,0.8646,0.7018,0.7205,0.6686,0.6284,0.4075,0.294,0.3223,0.0
GNB1,0.9999,1.059,0.967,0.8987,0.5303,0.1221,0.1417,0.1302,0.1157,0.0
GNB1L,0.9999,1.1426,0.9454,0.661,0.5981,0.4245,0.2151,0.3095,0.1644,0.0
GNB2,0.9999,0.9649,0.8195,0.4649,0.1586,0.2516,0.1936,0.1119,0.0766,0.0
GNB2L1,0.9999,0.9485,0.8157,0.6837,0.6091,0.4106,0.1665,0.033,0.0466,0.0
GOT2,0.9999,1.177,0.8,0.9468,1.6134,2.7729,4.5256,3.2287,0.2941,0.0
GP1BB,0.9999,0.7238,0.7294,0.6344,0.5763,0.4571,0.4026,0.2742,0.2507,0.0
GPI,0.9999,1.0752,1.0115,0.7761,0.5728,0.2347,0.1498,0.1226,0.1115,0.0
GPR183,0.9999,0.8867,0.8042,0.835,0.7925,0.6333,0.3228,0.1665,0.1284,0.0
GPR44,0.9999,0.9587,0.7216,0.6256,0.564,0.4049,0.2917,0.1914,0.1594,0.0
GPR68,0.9999,0.9163,0.8524,0.8273,0.76,0.8818,0.7598,0.543,0.5299,0.0
GPRC5B,0.9999,0.893,0.7225,0.5901,0.5414,0.3758,0.1321,0.096,0.0913,0.0
GPRC5C,0.9999,1.0845,0.8332,0.9428,1.0319,1.4069,1.1863,0.8552,0.8019,0.0
GSR,0.9999,1.0283,0.8299,0.6998,1.0,1.1341,1.7927,2.2983,2.0243,0.0
GSTP1,0.9999,0.9514,0.796,0.6734,0.2778,0.0701,0.0825,0.0734,0.0491,0.0
HDDC2,0.9999,0.9067,0.7846,0.9498,0.8488,0.6427,0.2037,0.1341,0.0865,0.0
HDHD2,0.9999,0.946,0.8594,0.7895,0.6397,0.6853,0.3182,0.3223,0.2781,0.0
HDLBP,0.9999,0.5318,0.3148,0.1691,0.1262,0.3508,0.2164,0.3096,0.2707,0.0
HEPH,0.9999,0.872,0.6998,0.5825,0.4145,0.3254,0.2571,0.1951,0.17,0.0
HINT1,0.9999,1.0628,0.9186,0.752,0.6278,0.8709,0.3279,0.3482,0.2765,0.0
HM13,0.9999,1.0026,0.8689,0.9203,0.9367,1.4953,3.1505,1.8996,1.1158,0.0
HMGB1,0.9999,0.9648,0.8571,0.6917,0.5476,0.6543,0.3659,0.3167,0.3101,0.0
HMOX2,0.9999,0.8618,0.6182,0.4467,0.3751,0.0509,0.103,0.0885,0.0774,0.0
HN1L,0.9999,0.86,0.713,0.712,0.5887,0.7465,0.3812,0.286,0.2846,0.0
HNRNPM,0.9999,0.2795,0.1283,0.0769,0.0749,0.0551,0.0626,0.0601,0.0608,0.0
HSD17B10,0.9999,0.9386,0.8478,0.7534,0.3414,0.1097,0.0449,0.0309,0.0336,0.0
HSD17B11,0.9999,1.0096,0.8867,0.7973,0.7061,0.5895,1.0694,1.1171,1.228,0.0
HSP90AA1,0.9999,0.8717,0.6361,0.1201,0.0721,0.045,0.0407,0.0224,0.02,0.0
HSP90AB1,0.9999,0.8902,0.6245,0.0791,0.0461,0.0398,0.0393,0.0269,0.0278,0.0
HSP90B1,0.9999,1.0529,0.8163,0.7162,0.6125,0.5403,0.7311,0.7844,0.6913,0.0
HSPA5,0.9999,1.0906,0.8617,0.7902,0.8464,0.8898,1.0909,1.0705,0.9505,0.0
HSPA8,0.9999,0.8591,0.6741,0.5586,0.5025,0.2989,0.0489,0.0476,0.0485,0.0
HSPB1,0.9999,0.6289,0.3036,0.1006,0.0866,0.0769,0.1473,0.1539,0.1996,0.0
HSPC152,0.9999,0.8349,0.6814,0.4846,0.2987,0.2513,0.1397,0.1383,0.1173,0.0
