Accession,IPI_ID,UniProt_ID,qusm.1.1,qusm.1.2,qusm.2.1,qusm.2.2,qusm.3.1,qusm.3.2,qupm.1.1,qupm.1.2,qupm.2.1,qupm.2.2,qupm.3.1,qupm.3.2,37C_cond1.1.1,37C_cond1.1.2,37C_cond1.2.1,37C_cond1.2.2,37C_cond1.3.1,37C_cond1.3.2,37C_cond2.1.1,37C_cond2.1.2,37C_cond2.2.1,37C_cond2.2.2,37C_cond2.3.1,37C_cond2.3.2,47.4C_cond1.1.1,47.4C_cond1.2.1,47.4C_cond1.3.1,47.4C_cond2.1.1,47.4C_cond2.2.1,47.4C_cond2.3.1,51C_cond1.1.1,51C_cond1.2.1,51C_cond1.3.1,51C_cond2.1.1,51C_cond2.2.1,51C_cond2.3.1,53.9C_cond1.1.1,53.9C_cond1.2.1,53.9C_cond1.3.1,53.9C_cond2.1.1,53.9C_cond2.2.1,53.9C_cond2.3.1,56.8C_cond1.1.1,56.8C_cond1.2.1,56.8C_cond1.3.1,56.8C_cond2.1.1,56.8C_cond2.2.1,56.8C_cond2.3.1,59.9C_cond1.1.2,59.9C_cond1.2.2,59.9C_cond1.3.2,59.9C_cond2.1.2,59.9C_cond2.2.2,59.9C_cond2.3.2,62.5C_cond1.1.2,62.5C_cond1.2.2,62.5C_cond1.3.2,62.5C_cond2.1.2,62.5C_cond2.2.2,62.5C_cond2.3.2,65.6C_cond1.1.2,65.6C_cond1.2.2,65.6C_cond1.3.2,65.6C_cond2.1.2,65.6C_cond2.2.2,65.6C_cond2.3.2,69C_cond1.1.2,69C_cond1.2.2,69C_cond1.3.2,69C_cond2.1.2,69C_cond2.2.2,69C_cond2.3.2,meanlog2Ratio37C,meanlog2Ratio47.4C,meanlog2Ratio51C,meanlog2Ratio53.9C,meanlog2Ratio56.8C,meanlog2Ratio59.9C,meanlog2Ratio62.5C,meanlog2Ratio65.6C,meanlog2Ratio69C,meanStDev,pValue_less37C,pValue_less47.4C,pValue_less51C,pValue_less53.9C,pValue_less56.8C,pValue_less59.9C,pValue_less62.5C,pValue_less65.6C,pValue_less69C,pValue_greater37C,pValue_greater47.4C,pValue_greater51C,pValue_greater53.9C,pValue_greater56.8C,pValue_greater59.9C,pValue_greater62.5C,pValue_greater65.6C,pValue_greater69C,collation.log2Ratio,collation.pValue,collation.pvalue.count,collation.pValue.start,collation.ratio.count,collation.ratio.start,Meltpnt_cond1_1,Meltpnt_cond1_2,Meltpnt_cond1_3,Meltpnt_cond2_1,Meltpnt_cond2_2,Meltpnt_cond2_3,Rsq_cond1_1,Rsq_cond1_2,Rsq_cond1_3,Rsq_cond2_1,Rsq_cond2_2,Rsq_cond2_3,Plateau,Mean_dTm,dTm_pValue,Significance_in_plateau,distancescore,collation.pValue.corrected,pValue37C,pValue37C.corrected,fullfil_all_criteria_collation,fullfil_all_criteria_37
NAG,IPI00333913.8,A2RRP1,2,3,4,5,4,2,2,3,4,5,4,2,1,1,1,1,1,1,1.054020004,1.027233774,1.533515436,1.524273678,1.174119269,0.936951038,0.421674039,0.483552342,0.475098921,0.38910936,0.42470527,0.528247551,0.117470903,0.167911997,0.189187476,0.097598464,0.145668987,0.172470249,0.014195538,0.05576323,0.05002024,0.004628801,0.044463186,0.048816601,0.003035512,0.037357666,0.043434701,0.011037222,0.038047896,0.02597511,0.096538328,0.054441831,0.274631591,0.082411281,0.09859551,0.283873253,0.092130538,0.040869091,0.202656406,0.07501664,0.047771697,0.146761011,0.07668589,0.040384106,0.172167434,0.060773632,0.046182922,0.135446905,0.086816908,0.043259545,0.181413042,0.067165729,0.066449564,0.160358104,0.246209328,-0.050058775,-0.169240311,,,0.04774933,-0.465567035,-0.346084849,-0.177980905,0.177366856,0.948791191,0.33832074,0.017395124,0.153793985,0.665166857,0.719859489,0.239999434,0.228780314,0.527584765,0.051208809,0.66167926,0.982604876,0.846206015,0.334833143,0.280140511,0.760000566,0.771219686,0.472415235,-0.169240311,0.017395124,1,3,1,3,46.84368737,47.16432866,46.90781563,46.52304609,46.39478958,47.03607214,0.988135655,0.999063455,0.940457105,0.99371063,0.996308042,0.954278889,50.46693387,-0.320641283,0.217079253,1,-0.463568675,0.079937896,0.051208809,0.24295342,1,1
NAPA,IPI00009253.2,P54920,2,1,3,1,2,1,2,1,3,1,2,1,1,1,1,1,1,1,1.001547833,1.055926004,0.982726618,0.807038699,0.900566515,1.078389452,0.874504454,0.878245682,0.858078867,0.9845547,0.872509501,0.837356454,0.582637596,0.587177948,0.569641012,0.614543484,0.596711516,0.499953561,0.272793223,0.298900981,0.297146832,0.268311066,0.307230608,0.277926422,0.119230572,0.174166064,0.144244645,0.12471205,0.176802496,0.107936422,0.038563777,0.011164384,0.01,0.054604281,0.040163973,0.02378336,0.015023037,0.01,0.01,0.016449462,0,0,0.008718815,0.01,0.01,0.011880253,0,0,0.012739148,0.01,0.01,0.009154701,0,0,-0.049317518,0.042094511,-0.029368931,-0.026906645,0.021675097,,,,,0.119312828,0.237604566,0.708480124,0.375741813,0.28224269,0.274027994,0.95445517,,,,0.762395434,0.291519876,0.624258187,0.71775731,0.725972006,0.04554483,,,,-0.049317518,0.274027994,1,5,1,1,51.65330661,51.84569138,51.65330661,51.90981964,51.9739479,51.14028056,0.999674133,0.997085579,0.998117066,0.99692101,0.997939251,0.998580495,57.58517034,-0.042752171,0.884158199,,-0.184415043,,0.237604566,,0,0
NAPG,IPI00293817.3,Q99747,2,2,2,3,3,,2,2,2,3,3,,1,1,1,1,1,,1.05276593,1.005110099,1.020812377,1.173591112,0.954591306,,0.695988406,0.653465788,0.650816739,0.84285969,0.703115088,0.693176432,0.248119043,0.243680691,0.198661199,0.2984897,0.25946271,0.196459613,0.133643192,0.099462295,0.048859342,0.111338636,0.113529971,0.083263628,0.077287248,0.072398628,0.060902147,0.140005399,0.058652315,0.061203973,0.03976848,0.152578039,,0.0513386,0.176451057,,0.055819896,0.111822967,,0.055406802,0.124717156,,0.053526756,0.101432035,,0.033902601,0.107966089,,0.014694537,0.088891516,,0.096449702,0.143721252,,0.055028185,0.157616535,0.113702197,,,0.209720743,,,,0.118860809,0.835449282,0.941149201,0.849109188,0.740776908,0.677925735,0.914725099,0.728367728,0.293244038,0.829580875,0.164550718,0.058850799,0.150890812,0.259223092,0.322074265,0.085274901,0.271632272,0.706755962,0.170419125,0.157616535,0.058991563,3,1,1,2,48.70340681,48.12625251,48.25450902,49.34468938,48.25450902,48.31863727,0.99785435,0.993911904,0.998730028,0.99424947,0.989341529,0.999983744,52.13426854,0.277889112,0.51968313,,0.29728148,,0.164550718,,0,0
NCAM2,IPI00376427.4,"O15394,H9KV31",2,3,5,5,4,4,2,3,5,5,4,4,1,1,1,1,1,1,1.093035746,1.076196957,0.863411186,0.878093073,1.081500706,1.061758488,1.031230972,0.880872031,0.881539069,0.909136559,0.785361205,0.904920483,0.907114484,0.840223352,0.793220256,0.832858831,0.75880597,0.91562612,0.850760556,0.825001788,0.787850603,0.908341149,0.896586877,0.873555822,0.741335412,0.757662727,0.767009195,0.817693666,0.760846839,0.790683089,0.367365263,0.585928716,0.681329786,0.364928773,0.590789425,0.73440122,0.286221655,0.507928464,0.553259699,0.282283981,0.49026841,0.620717886,0.190052664,0.352833261,0.389117357,0.222571006,0.394974437,0.403431534,0.237993855,0.391253007,0.346840222,0.239940379,0.407260168,0.368864834,0.005723071,-0.103202726,-0.021072471,0.121168347,0.063780007,0.03684457,0.031647265,0.147585886,0.052807189,0.098334483,0.533232082,0.140744977,0.435344304,0.991768585,0.872704189,0.791954792,0.656791263,0.948717425,0.92881644,0.466767918,0.859255023,0.564655696,0.008231415,0.127295811,0.208045208,0.343208737,0.051282575,0.07118356,0.121168347,0.009803721,3,4,1,4,57.68136273,61.46492986,62.61923848,57.87374749,59.86172345,62.93987976,0.98397483,0.963578304,0.952124252,0.913853431,0.869773809,0.950559416,,-0.363393454,0.87081342,,0.212438192,0.059614544,0.466767918,0.962149086,1,1
NCKAP1,IPI00409684.2,Q9Y2A7,2,,,,2,,2,,,,2,,1,,,,1,,1.047118413,,,,1.127922595,,0.808518217,,0.81740339,0.944842226,,0.839333252,0.712430763,,0.624010679,0.69721462,,0.610137668,0.347552995,,0.251369875,0.305455936,,0.215092207,0.180749286,,0.081411459,0.214719119,,0.092068628,,,,,,,,,,,,,,,,,,,,,,,,,0.120046331,0.131494336,-0.031791455,-0.205562605,0.248460711,,,,,0.058993539,0.866282575,0.803573653,0.006451767,0.02978898,0.947436499,,,,,0.133717425,0.196426347,0.993548233,0.97021102,0.052563501,,,,,-0.23735406,0.006451767,1,3,2,3,52.48697395,,51.58917836,51.5250501,,50.94789579,0.971704162,,0.984718785,0.990261165,,0.983399106,58.22645291,-0.801603206,0.271913286,,-0.622122355,,0.133717425,,0,0
NCSTN,IPI00021983.1,Q92542,5,6,4,3,3,6,5,6,4,3,3,6,1,1,1,1,1,1,0.985869582,0.995983994,0.918210716,0.846897674,0.841301666,0.9226185,0.886256464,0.984229812,0.930826736,0.862538131,0.88155439,0.719708512,0.799987651,0.762586118,0.880450048,0.625554171,0.72657082,0.623777904,0.561171177,0.603109727,0.698276683,0.482655264,0.579036946,0.596086065,0.462151091,0.519069209,0.603460238,0.428385853,0.475418302,0.513429134,0.377963105,0.601948239,0.580117321,0.320162394,0.516873395,0.480470947,0.50852788,0.770738208,0.685179363,0.372201655,0.677834278,0.592623314,0.459388187,0.833456639,0.633587608,0.363024152,0.799218037,0.606318105,0.606448982,1.053471987,0.753143619,0.575833413,1.126398903,0.690615313,-0.125779807,-0.189727189,-0.307282819,-0.168163683,-0.156425591,-0.243721846,-0.281639012,-0.154545147,-0.034403858,0.12229345,0.015583341,0.094898924,0.067165272,0.045885523,0.027995905,0.001928959,0.039792141,0.118458115,0.329524837,0.984416659,0.905101076,0.932834728,0.954114477,0.972004095,0.998071041,0.960207859,0.881541885,0.670475163,-0.849950132,0.000357402,3,5,4,4,51.33266533,49.47294589,51.65330661,50.498998,48.70340681,46.84368737,0.89843271,0.348080055,0.869469869,0.894561644,0.179892421,0.791165287,51.17234469,-2.13760855,0.163776903,1,-2.048109976,,0.015583341,0.138014666,0,1
NECAP2,IPI00073436.3,Q9NVZ3,,,1,,1,,,,1,,1,,,,1,,1,,,,1.477934164,,0.934643588,,,0.87792758,0.923788676,,1.297286977,0.847190274,,0.538812263,0.544042931,,0.672800359,0.491523442,,0.213304623,0.163526524,,0.171362725,0.160398785,,0.036932301,0.006175881,,0.016676882,0.026253843,,,,,,,,,,,,,,,,,,,,,,,,,0.233035115,0.21922349,0.086967756,-0.171861678,,,,,,0.371964851,0.695465474,0.680560429,0.613520949,0.2219951,0.5900879,,,,,0.304534526,0.319439571,0.386479051,0.7780049,0.4099121,,,,,-0.171861678,0.2219951,1,4,1,4,,51.20440882,51.26853707,,51.20440882,49.6012024,,0.997975084,0.998547855,,0.98874106,0.991781073,55.27655311,-0.833667335,0.407866226,,-0.469670634,,0.304534526,,0,0
NEO1,IPI00023814.2,Q92859,29,25,32,28,24,25,25,22,28,26,23,24,1,1,1,1,1,1,0.938266825,0.948978441,0.897713151,0.930686553,0.905998386,0.987184659,0.823495941,0.865533706,0.825618001,0.845166185,0.82194094,0.799870869,0.64190301,0.647845169,0.674631826,0.656513746,0.630079675,0.671920794,0.464780537,0.443401721,0.475872809,0.483931112,0.457560574,0.481156759,0.338874938,0.333185593,0.350109373,0.346290218,0.339647455,0.292698873,0.247783451,0.2642275,0.303284358,0.263229862,0.271581869,0.301575742,0.209113277,0.23235934,0.27446694,0.214389117,0.23013159,0.259838414,0.14788021,0.16209374,0.171979285,0.146669953,0.167334625,0.193686212,0.167205018,0.172592342,0.164013145,0.165666879,0.180210155,0.164125522,-0.097969442,-0.02759636,-0.0044847,0.039843796,-0.066482594,0.039566389,-0.018989751,0.108697041,0.016655692,0.062894301,0.002310172,0.248804241,0.425216728,0.956896579,0.280027408,0.856342891,0.312938644,0.833485273,0.726333823,0.997689828,0.751195759,0.574783272,0.043103421,0.719972592,0.143657109,0.687061356,0.166514727,0.273666177,-0.097969442,0.010729499,3,1,1,1,52.23046092,51.9739479,52.48697395,53.12825651,52.48697395,52.5511022,0.998763853,0.997542152,0.993630114,0.998063902,0.998109624,0.988301413,61.04809619,0.491649967,0.122839463,,-0.297665917,0.062710275,0.002310172,0.070795598,1,1
NEU1,IPI00029817.1,Q99519,0,2,,,,2,0,2,,,,2,,1,,,,1,,0.994492853,,,,1.00774397,,,,,,,,,,,,,,,,,,,,,,,,,0.288109106,,0.425606853,0.271684014,,0.387061449,0.360165304,,0.501104728,0.243225996,,0.367329711,0.296277479,,0.465930691,0.286186971,,0.367286569,0.424908721,,0.458440075,0.400425544,,0.432501952,0.001581029,,,,,-0.110822168,-0.507199166,-0.196600098,-0.084822734,0.068519397,0.552233523,,,,,0.073723856,0.036962446,0.203959577,0.002987817,0.447766477,,,,,0.926276144,0.963037554,0.796040423,0.997012183,-0.507199166,0.001553201,3,7,1,7,,,,,,,,,,,,,,,,,-1.250261839,,0.447766477,,0,0
NF1,IPI00299512.4,P21359,,,,,1,,,,,,1,,,,,,1,,,,,,1.132645422,,,,0.766277552,,,0.818366979,,,0.289706061,,,0.259321633,,,0.162654054,,,0.130645119,,,0.108575615,,,0.140877245,,,,,,,,,,,,,,,,,,,,,,,,,0.179696292,0.094880892,-0.159847303,-0.316153553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.89579158,,,48.38276553,,,0.999571194,,,0.999479102,52.26252505,-0.513026052,,,,,,,0,0
NLGN2,IPI00176424.1,Q8NFZ4,1,1,1,,,,1,1,1,,,,1,1,1,,,,0.859539976,0.857852857,0.867775242,,,,0.805259116,1.008878642,,0.892316089,0.912938773,,0.58843554,0.685359542,,0.719523815,0.718349496,,0.655112004,0.544240464,,0.54962715,0.44871413,,0.299801611,0.428141602,,0.521636592,0.450280415,,0.247772821,,,0.440109354,,,0.299861822,,,0.350669689,,,0.388933857,,,0.221189305,,,0.187491316,,,0.346986218,,,-0.214722636,0.001969567,0.178991475,-0.265867961,0.43588632,0.828844092,0.225814881,-0.814243199,0.888054585,0.180822569,0.000284458,0.504289916,0.823093028,0.015049735,0.778895859,,,,,0.999715542,0.495710084,0.176906972,0.984950265,0.221104141,,,,,-0.265867961,0.016456128,3,1,1,4,51.58917836,50.81963928,,54.85971944,51.14028056,,0.902400696,0.983391319,,0.946426514,0.985135782,,58.35470942,1.795591182,0.444208088,,-0.688496386,,0.000284458,,0,0
NLN,IPI00010346.1,Q9BYT8,,0,,1,,,,0,,1,,,,,,1,,,,,,0.84801302,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58123098,,,0.549810283,,,0.218686383,,,0.226999761,,,0.104656496,,,0.152949145,,,0.109299503,,,0.101737271,,-0.23784168,,,,,-0.080177711,0.053827392,0.547390188,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.05410822,,,60.3747495,,,0.999705377,,,0.998016936,,62.77955912,0.320641283,,,,,,,0,0
NMT1,IPI00329692.3,P30419,2,,,,,,2,,,,,,1,,,,,,1.075041781,,,,,,0.804293857,,,0.863181373,,,0.612488316,,,0.647069015,,,0.36875642,,,0.400249934,,,0.121399249,,,0.135219751,,,,,,,,,,,,,,,,,,,,,,,,,,,0.104392731,0.101941031,0.079237271,0.118233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.90981964,,,51.90981964,,,0.986200466,,,0.987503168,,,59.57314629,0,,,,,,,0,0
NMU,IPI00010721.1,"P48645,A0A0B4J202",,,,1,,,,,,1,,,,,,1,,,,,,0.768990696,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.437402872,,,0.347164403,,,0.457744979,,,0.285700183,,,0.307420622,,,0.376076547,,,0.324826972,,,0.496705041,,-0.378961951,,,,,-0.333343664,-0.680042104,0.290812395,0.612717959,,,,,,,,,,,,,,,,,,,,,,,,,,,54.85971944,,,,,,0.982399576,,,,,,,,,,,,,0,0
NOTCH1,IPI00412982.3,P46531,3,3,3,4,3,2,3,3,3,4,3,2,1,1,1,1,1,1,0.979240373,0.965382004,0.93733721,1.056561755,1.005422058,0.932527538,0.477035548,0.46598932,0.306410058,0.503968207,0.499198376,0.45332739,0.196270094,0.18577416,0.125509416,0.207044833,0.219340804,0.17497567,0.094081644,0.07436333,0.059255078,0.086259289,0.097857138,0.078409245,0.059047653,0.053854758,0.048207111,0.083828697,0.064691431,0.06730657,0.046560878,0.038331426,0.01,0.054575993,0.054147034,0.010912013,0.07857543,0.078602062,0.035330984,0.056588128,0.062234411,0.033376035,0.075947066,0.083503118,0.025131038,0.06563335,0.07541873,0.031626844,0.115670002,0.110841912,0.03677453,0.105854056,0.108098618,0.049818008,-0.031342764,0.247880658,0.265361981,,,,,,,0.181613519,0.153741688,0.870635874,0.924448269,0.836200861,0.983927164,0.937757432,0.061009831,0.482248277,0.672731898,0.846258312,0.129364126,0.075551731,0.163799139,0.016072836,0.062242568,0.938990169,0.517751723,0.327268102,,,2,2,1,5,46.97194389,46.90781563,45.30460922,47.29258517,47.22845691,46.97194389,0.995288914,0.994241168,0.9989228,0.996641729,0.996047599,0.998246595,51.62124248,0.769539078,0.23724033,1,,,0.153741688,0.483624516,1,1
NPC1,IPI00005107.2,O15118,1,16,1,12,2,7,1,14,1,11,2,7,1,1,1,1,1,1,1.013488031,1.024900302,0.886339607,1.178067544,0.814950599,1.02604869,0.90677731,1.084800178,1.002764272,0.873470598,0.996795171,0.855117536,0.764638378,0.83665092,0.849520853,0.68363104,0.720451847,0.674549994,0.534432951,0.667740367,0.701543826,0.516832842,0.567848743,0.545476238,0.798656823,0.853367081,0.726998113,0.620865113,0.666534548,0.592065624,0.848390693,0.862165705,0.816354445,0.694562897,0.876957153,0.592749634,2.548905723,3.457875803,2.34729114,1.906842381,2.844951072,1.751845385,2.950157602,4.039911489,2.424837614,2.728248685,3.818270637,2.240013845,2.729968008,3.405276709,1.758573993,2.594426941,2.981810651,1.650332618,-0.023491653,-0.135279116,-0.236669165,-0.215036221,-0.338659062,-0.241951693,-0.374098657,-0.102867227,-0.118900246,0.107355895,0.384780071,0.059130774,0.021326381,0.071375104,0.001970472,0.115604039,0.007493132,0.005363746,0.041792774,0.615219929,0.940869226,0.978673619,0.928624896,0.998029528,0.884395961,0.992506868,0.994636254,0.958207226,-0.59586613,0.000172507,3,7,3,7,,,,,,,0.340627626,0.088785768,0.518583264,0.42092978,0.202320763,0.531604303,,,,,-1.456658844,,0.384780071,0.862125158,0,1
NPC2,IPI00301579.4,E7EMS2,,1,,3,,1,,1,,3,,1,,,,1,,1,,,,0.897935189,,1.347150933,,,,,,,,,,,,,,,,,,,,,,,,,,1.0037377,1.327054473,,0.909439624,1.255020122,,1.457629192,2.48601027,,1.016153202,2.015310228,,4.292111419,8.657955017,,3.912934901,6.691393231,,16.98255485,27.63888169,,17.84179763,28.60802661,0.13729736,,,,,-0.111424819,-0.411668073,-0.252578047,0.060464103,0.159026789,0.639646778,,,,,0.086129375,0.082273073,0.140296424,0.944026332,0.360353222,,,,,0.913870625,0.917726927,0.859703576,0.055973668,-0.411668073,0.031626808,3,6,1,7,,,,,,,,-0.312418262,,,-0.277048848,-0.373203889,,,,,-1.027886671,,0.360353222,,0,0
NPTN,IPI00018311.1,Q9Y639,13,16,16,14,13,15,10,10,11,11,10,13,1,1,1,1,1,1,0.916739328,0.935710959,0.923345433,0.950074672,0.938567667,1.008944492,0.875803577,0.904961164,0.86247247,0.819404739,0.854912115,0.860082947,0.803670767,0.822802478,0.768011064,0.715715653,0.81431528,0.785680437,0.842801907,0.826517734,0.748406751,0.792076983,0.818604908,0.808088959,0.687100441,0.661061104,0.616922829,0.648326025,0.662156235,0.63708226,0.401373315,0.422216274,0.363273228,0.350424941,0.399442763,0.415354103,0.271675651,0.291661852,0.265084734,0.225106015,0.28824184,0.26869065,0.351305225,0.3930539,0.352783363,0.336441682,0.378760353,0.345345599,0.639250363,0.581513805,0.478100934,0.632853736,0.56559333,0.487902267,-0.081474501,-0.060704492,-0.049787065,0.002420055,-0.011674621,-0.027515294,-0.089601687,-0.048850703,-0.00842678,0.086733375,0.005057831,0.084060737,0.247947274,0.514650434,0.394478075,0.416842352,0.215251557,0.017594487,0.358807022,0.994942169,0.915939263,0.752052726,0.485349566,0.605521925,0.583157648,0.784748443,0.982405513,0.641192978,-0.081474501,0.016029877,3,1,1,1,55.11623246,54.98797595,54.0260521,54.53907816,56.07815631,55.9498998,0.755885436,0.844474893,0.885304695,0.685968338,0.851551567,0.890598697,59.63727455,0.812291249,0.248021299,,-0.259269359,,0.005057831,0.090659227,0,1
NRAS,IPI00000005.1,P01111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.059486242,1.179634635,1.234150451,0.917107596,0.881564507,0.701548124,0.941731879,0.790323871,1.319101667,1.187920649,1.321948371,1.057303717,1.162824805,1.065288529,1.459438966,0.840464655,1.491304065,1.06161124,2.029392705,2.963206527,3.209213297,1.958456377,2.659490065,2.447269105,2.636517533,4.746434082,4.465442532,2.941374912,4.951537603,4.478535722,1.142479022,1.064443803,3.872405805,1.424800758,1.264022153,3.699016496,1.082877569,1.020819272,3.757695244,1.081288944,1.014706428,3.317991052,0.721956415,0.766996495,2.478502556,0.920820638,0.832924538,2.655275528,0.426007332,0.35779051,0.828294683,0.458195955,0.428219801,0.90231432,-0.032143642,0.252678079,-0.147400938,-0.199462512,0.0743712,0.166808688,-0.063440399,0.18978902,0.162602934,0.240872529,0.402752207,0.750202963,0.343549704,0.092726148,0.880438649,0.85314819,0.194363927,0.928342049,0.9605362,0.597247793,0.249797037,0.656450296,0.907273852,0.119561351,0.14685181,0.805636073,0.071657951,0.0394638,0.162602934,0.058309589,3,7,1,9,65.63326653,65.76152305,,,,,-0.028205339,-0.130213578,-0.553586951,,,-0.339372742,,,,,0.308888711,,0.402752207,,0,0
NRD1,IPI00243221.2,"O43847,B1AKJ5",8,3,9,6,7,6,8,3,9,6,6,6,1,1,1,1,1,1,0.929781141,1.007005599,0.81632028,0.835717463,1.032507934,1.112677552,0.88056703,0.89336053,0.907948235,0.885171603,0.819044,0.988055562,0.461438367,0.390382086,0.495356873,0.443467537,0.391779731,0.499121347,0.131658773,0.061425106,0.113325631,0.122692714,0.055486412,0.12037322,0.125103189,0.041228768,0.081118816,0.122245074,0.043181787,0.058203038,0.136522946,0.078772805,0.087807839,0.162098281,0.085886672,0.100676755,0.133310602,0.053235875,0.052056907,0.121414186,0.044763533,0.04516144,0.091513711,0.039463437,0.03441103,0.093088295,0.04031073,0.029968083,0.111796733,0.04314192,0.033008753,0.121076119,0.044484014,0.034156482,-0.074413733,0.001401636,-0.01374374,,,0.247725342,,,,0.112843231,0.175077777,0.506934973,0.296777249,0.265406648,0.234676013,0.983222161,0.013926602,0.295245373,0.953549879,0.824922223,0.493065027,0.703222751,0.734593352,0.765323987,0.016777839,0.986073398,0.704754627,0.046450121,0.247725342,0.016777839,1,4,1,6,50.24248497,50.17835671,50.75551102,50.30661323,50.0501002,50.94789579,0.99499063,0.996923345,0.996724076,0.994604398,0.993293966,0.996265889,53.80160321,0.042752171,0.901236273,1,0.507034774,0.078296581,0.175077777,0.52353279,1,1
NSF,IPI00006451.6,P46459,4,3,2,2,2,4,4,3,2,2,2,4,1,1,1,1,1,1,0.95229033,1.016171427,0.710178616,0.970403393,1.056067675,1.022690218,0.799685553,0.804325365,0.897245972,0.840335252,0.638257568,0.852555392,0.378809379,0.273121672,0.341464761,0.329143957,0.275609673,0.333826751,0.098975279,0.095967034,0.097615014,0.086197654,0.069888921,0.09301639,0.101735796,0.052034158,0.050597873,0.109338844,0.032707438,0.051155702,0.062741985,0.04870692,0.022725813,0.073304151,0.045091152,0.042802344,0.036885011,0.068384325,0.014617562,0.027027769,0.063637952,0.013877877,0.052051443,0.066962405,0.020806646,0.024522649,0.060100573,0.017604552,0.02282406,0.057957014,0.015340788,0.03738132,0.057520063,0.015510122,-0.078900164,-0.111939422,-0.074102584,,,,,,,0.176426013,0.200097007,0.222302194,0.188138623,0.083780193,0.265821814,0.812889528,0.111824177,0.118863178,0.790564251,0.799902993,0.777697806,0.811861377,0.916219807,0.734178186,0.187110472,0.888175823,0.881136822,0.209435749,,,3,1,1,4,49.72945892,49.21643287,50.0501002,49.66533066,48.44689379,49.85771543,0.996506885,0.99950802,0.999523026,0.995943962,0.995568178,0.999466372,53.48096192,-0.342017368,0.534650995,1,,,0.200097007,0.565006785,1,1
NSFL1C,IPI00397571.1,Q9UNZ2,2,,2,,1,,2,,2,,1,,1,,1,,1,,0.919357173,,0.944747643,,1.123194042,,0.822696632,0.854811878,0.964962897,0.852869206,0.878580025,1.007937272,0.498745739,0.482879568,0.743615005,0.608794936,0.583230244,0.734651134,0.236606285,0.251423756,0.441512891,0.256218247,0.269445331,0.431076628,0.113728243,0.118690823,0.228593672,0.125775844,0.121795867,0.255894867,,,,,,,,,,,,,,,,,,,,,,,,,-0.011898175,0.051463732,0.180852463,0.060081744,0.162765738,,,,,0.105638972,0.453700605,0.991665132,0.894962725,0.833349547,0.950369572,,,,,0.546299395,0.008334868,0.105037275,0.166650453,0.049630428,,,,,0.162765738,0.007125655,3,2,1,5,50.88376754,50.62725451,52.80761523,51.84569138,51.71743487,52.42284569,0.999805254,0.999460006,0.99981029,0.99718536,0.99999327,0.984212377,55.98196393,0.555778223,0.48404517,1,0.309267683,,0.453700605,,0,0
NTRK1,IPI00025076.2,P04629,7,5,6,8,6,5,6,4,6,7,5,4,1,1,1,1,1,1,1.026890541,0.984985815,0.943170055,1.003886337,1.076822731,1.045416446,0.360294142,0.390809685,0.348984405,0.312952682,0.209654914,0.380951814,0.084692578,0.075088094,0.052539599,0.057039313,0.054593317,0.060473354,0.020578237,0.02683928,0.008046226,0.018973944,0.024756661,0.016636184,0.034694594,0.027895387,0.017798567,0.032160049,0.030550873,0.013275839,0.012163955,0.007713694,0.004854584,0.021808395,0.00813221,0.030180086,0.016092854,0.019433518,0.009322143,0.012469913,0.009622707,0.017289493,0.020660207,0.031353583,0.010008311,0.015947275,0.03475539,0.014517576,0.02457019,0.03526482,0.009622703,0.029211675,0.056339303,0.01451911,0.018083591,-0.325078091,,,,,,,,0.295248172,0.730251962,0.19721448,0.185852473,0.721581154,0.246097248,0.870648858,0.398734635,0.634184126,0.969751714,0.269748038,0.80278552,0.814147527,0.278418846,0.753902752,0.129351142,0.601265365,0.365815874,0.030248286,,,1,2,1,3,46.39478958,46.71543086,46.52304609,46.20240481,45.24048096,46.71543086,0.999485006,0.999385199,0.999820175,0.99960803,0.998040502,0.999698203,49.88977956,-0.491649967,0.328561474,1,,,0.269748038,0.676813256,1,1
NUBP1,IPI00021277.1,P53384,,,1,,,,,,1,,,,,,1,,,,,,1.305920639,,,,,0.853644164,,,1.133696882,,,0.506361708,,,0.664059098,,,0.289951628,,,0.368700192,,,0.187693977,,,0.197949499,,,,,,,,,,,,,,,,,,,,,,,,,,0.385067227,0.409328234,0.391143329,0.34663593,0.076750059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.43486974,,,50.69138277,,,0.999903996,,,0.999366557,,56.23847695,0.256513026,,,,,,,0,0
