Accession,IPI_ID,UniProt_ID,qusm.1.1,qusm.1.2,qusm.2.1,qusm.2.2,qusm.3.1,qusm.3.2,qupm.1.1,qupm.1.2,qupm.2.1,qupm.2.2,qupm.3.1,qupm.3.2,37C_cond1.1.1,37C_cond1.1.2,37C_cond1.2.1,37C_cond1.2.2,37C_cond1.3.1,37C_cond1.3.2,37C_cond2.1.1,37C_cond2.1.2,37C_cond2.2.1,37C_cond2.2.2,37C_cond2.3.1,37C_cond2.3.2,47.4C_cond1.1.1,47.4C_cond1.2.1,47.4C_cond1.3.1,47.4C_cond2.1.1,47.4C_cond2.2.1,47.4C_cond2.3.1,51C_cond1.1.1,51C_cond1.2.1,51C_cond1.3.1,51C_cond2.1.1,51C_cond2.2.1,51C_cond2.3.1,53.9C_cond1.1.1,53.9C_cond1.2.1,53.9C_cond1.3.1,53.9C_cond2.1.1,53.9C_cond2.2.1,53.9C_cond2.3.1,56.8C_cond1.1.1,56.8C_cond1.2.1,56.8C_cond1.3.1,56.8C_cond2.1.1,56.8C_cond2.2.1,56.8C_cond2.3.1,59.9C_cond1.1.2,59.9C_cond1.2.2,59.9C_cond1.3.2,59.9C_cond2.1.2,59.9C_cond2.2.2,59.9C_cond2.3.2,62.5C_cond1.1.2,62.5C_cond1.2.2,62.5C_cond1.3.2,62.5C_cond2.1.2,62.5C_cond2.2.2,62.5C_cond2.3.2,65.6C_cond1.1.2,65.6C_cond1.2.2,65.6C_cond1.3.2,65.6C_cond2.1.2,65.6C_cond2.2.2,65.6C_cond2.3.2,69C_cond1.1.2,69C_cond1.2.2,69C_cond1.3.2,69C_cond2.1.2,69C_cond2.2.2,69C_cond2.3.2,meanlog2Ratio37C,meanlog2Ratio47.4C,meanlog2Ratio51C,meanlog2Ratio53.9C,meanlog2Ratio56.8C,meanlog2Ratio59.9C,meanlog2Ratio62.5C,meanlog2Ratio65.6C,meanlog2Ratio69C,meanStDev,pValue_less37C,pValue_less47.4C,pValue_less51C,pValue_less53.9C,pValue_less56.8C,pValue_less59.9C,pValue_less62.5C,pValue_less65.6C,pValue_less69C,pValue_greater37C,pValue_greater47.4C,pValue_greater51C,pValue_greater53.9C,pValue_greater56.8C,pValue_greater59.9C,pValue_greater62.5C,pValue_greater65.6C,pValue_greater69C,collation.log2Ratio,collation.pValue,collation.pvalue.count,collation.pValue.start,collation.ratio.count,collation.ratio.start,Meltpnt_cond1_1,Meltpnt_cond1_2,Meltpnt_cond1_3,Meltpnt_cond2_1,Meltpnt_cond2_2,Meltpnt_cond2_3,Rsq_cond1_1,Rsq_cond1_2,Rsq_cond1_3,Rsq_cond2_1,Rsq_cond2_2,Rsq_cond2_3,Plateau,Mean_dTm,dTm_pValue,Significance_in_plateau,distancescore,collation.pValue.corrected,pValue37C,pValue37C.corrected,fullfil_all_criteria_collation,fullfil_all_criteria_37
MFI2,IPI00029275.1,P08582,10,5,12,5,12,4,10,5,11,5,11,4,1,1,1,1,1,1,0.995651174,0.975505258,1.056449146,1.078032577,1.041651076,0.98529172,0.830172237,0.86093231,0.878170269,0.818764144,0.887034217,0.865584367,0.681123272,0.759895307,0.745433635,0.641219861,0.756294904,0.759857217,0.570569954,0.62668299,0.645617478,0.512099261,0.632412567,0.63981775,0.436203354,0.487282243,0.470517284,0.40251065,0.482974082,0.43110052,0.306691646,0.378697101,0.430767483,0.3009667,0.421726818,0.470078514,0.1904704,0.332998895,0.335983279,0.180247822,0.325845902,0.350857483,0.133720013,0.234415847,0.229815873,0.128948023,0.239183555,0.26967465,0.133609044,0.238075477,0.213876046,0.142217559,0.248701072,0.228498034,0.030508813,0.000766978,-0.022100051,-0.051956239,-0.085003068,0.084690592,-0.016138943,0.129894783,0.079200273,0.07161482,0.867789967,0.512809121,0.291139804,0.213537059,0.071734949,0.863463819,0.368055301,0.751095377,0.992817972,0.132210033,0.487190879,0.708860196,0.786462941,0.928265051,0.136536181,0.631944699,0.248904623,0.007182028,0.079200273,0.050458333,3,7,1,9,54.9238477,54.9238477,55.82164329,53.64128257,54.79559118,55.05210421,0.995928315,0.997034072,0.993715908,0.995436304,0.995931048,0.981655027,67.71743487,-0.726786907,0.240018074,1,0.114745836,0.155773929,0.132210033,0.434600453,1,1
MGRN1,IPI00297251.3,"O60291,K7EPJ5",,2,,2,,2,,1,,2,,1,,1,,1,,1,,1.212030271,,0.853421694,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.811706142,1.116679179,8.390645944,5.88668341,1.326400627,6.778524618,5.700481472,1.09589727,8.139041256,5.537180816,1.102278991,5.785891126,4.869422104,0.924845161,7.274391457,5.169810507,0.840941192,6.522505396,2.36604354,0.951867454,4.611224705,3.182918107,0.656416514,4.05005109,,,,,,0.077132585,-0.175291658,-0.069415476,-0.098495202,0.308283538,,,,,,0.636061419,0.192806025,0.233957125,0.380035943,,,,,,0.363938581,0.807193975,0.766042875,0.619964057,-0.175291658,0.233292359,3,7,1,7,,,,,66.40280561,,,,,,-0.049742529,,,,,,-0.477654865,,,,0,0
MGST2,IPI00017767.1,Q99735,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
MIF,IPI00293276.10,P14174,4,3,4,4,3,2,3,3,3,3,3,2,1,1,1,1,1,1,0.866751135,1.041937396,1.100732429,0.996877385,0.845958646,0.917242553,0.810385891,0.901462049,0.918289338,0.895296708,0.943445374,0.856308298,0.76621169,0.758049741,0.852061113,0.824433284,0.838473784,0.771568788,0.844255017,0.697558863,0.85139618,0.852605353,0.794350511,0.733631325,0.620799814,0.61890342,0.717986936,0.667981025,0.65667072,0.6657761,0.729150803,0.736378064,0.70599189,0.624962103,0.803071727,0.589129701,0.394592366,0.351296488,0.317362283,0.303301179,0.317242673,0.278091635,0.474480958,0.514100346,0.437722507,0.320034405,0.387730544,0.384658621,0.445426982,0.418575274,0.392604129,0.371067014,0.362574062,0.307387689,-0.063175943,0.036203523,0.035990249,-0.004371776,0.027404773,-0.119477546,-0.23909486,-0.387185566,-0.274578841,0.150528136,0.17727079,0.667247873,0.63561535,0.486735668,0.636266446,0.216582237,0.039362564,0.036415386,0.011539891,0.82272921,0.332752127,0.36438465,0.513264332,0.363733554,0.783417763,0.960637436,0.963584614,0.988460109,-0.900859268,0.001762915,3,7,3,7,61.27254509,56.65531062,58.77154309,58.06613226,60.43887776,59.28456914,0.826865868,0.834242265,0.889311018,0.925940559,0.838162463,0.925853039,,0.363393454,0.820489598,,-2.16661514,0.02411988,0.17727079,0.526934051,1,1
MLLT4,IPI00759546.2,P55196,,0,1,1,1,,,0,1,1,1,,,,1,1,1,,,,1.125077254,0.808945823,1.133747637,,,0.880333474,0.938352413,,0.924305564,0.920606094,,0.676064708,0.642408065,,0.622449722,0.581775667,,0.568315141,0.396098265,,0.488710101,0.45320248,,0.389699581,0.406254299,,0.435867512,0.310356287,,0.029006224,,,0.043367149,,,0.019544226,,,0.041113922,,,0.037408658,,,0.035880761,,,0.040934548,,,0.071367885,,0.015079534,0.021386942,-0.131115538,-0.011707429,-0.113465208,,,,,0.208859673,0.533141607,0.63115878,0.028838473,0.481929615,0.375435381,,,,,0.466858393,0.36884122,0.971161527,0.518070385,0.624564619,,,,,-0.131115538,0.028838473,1,3,1,3,,54.0260521,50.498998,,52.48697395,49.98597194,,0.970499542,0.994514361,,0.965335267,0.995379412,62.01002004,-1.026052104,0.681840007,,-0.374822669,,0.466858393,,0,0
MME,IPI00247063.3,P08473,24,21,21,24,19,23,23,20,19,23,18,21,1,1,1,1,1,1,0.945660192,0.957819356,0.930739748,0.934988242,0.948429395,1.055077409,0.86122158,0.881607892,0.901306742,0.846746495,0.857496742,0.871773151,0.743639795,0.754852548,0.781316493,0.705018158,0.716575383,0.761353096,0.787571736,0.769562428,0.777941398,0.756433369,0.745111236,0.768298326,0.743622921,0.703866608,0.740568039,0.738144863,0.709913722,0.702997771,0.665604502,0.67814544,0.704167656,0.683643769,0.673344014,0.74714845,0.386187287,0.383896868,0.398601604,0.376209252,0.377796051,0.428645066,0.228340751,0.240919822,0.238924914,0.238431713,0.24908841,0.262210227,0.256580416,0.227729195,0.21729579,0.262650906,0.244131302,0.209912629,-0.057058291,-0.037508573,-0.063120438,-0.040925249,-0.024479261,0.037934862,0.014653169,0.081553077,0.028067427,0.046173008,0.046568548,0.016237859,0.019662571,0.037827654,0.224189569,0.848244115,0.611509422,0.953942154,0.707723095,0.953431452,0.983762141,0.980337429,0.962172346,0.775810431,0.151755885,0.388490578,0.046057846,0.292276905,-0.198612551,0.000923237,3,2,4,1,60.50300601,60.3747495,60.88777555,61.33667335,61.14428858,61.97795591,0.905103068,0.922170716,0.921555096,0.884392348,0.909003479,0.904506217,,0.897795591,0.038439366,,-0.531940727,0.018526295,0.046568548,0.232670908,1,1
MMP15,IPI00019242.1,P51511,,,1,,,,,,1,,,,,,1,,,,,,1.394373368,,,,,1.14041054,,,1.363418976,,,0.965213508,,,1.388324114,,,0.801403161,,,0.916645354,,,0.520381604,,,0.522015338,,,,,,,,,,,,,,,,,,,,,,,,,,0.47961692,0.257675689,0.524424404,0.193835469,0.004522234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.66733467,,,53.76953908,,,0.910875199,,,0.998416521,,56.68737475,-0.897795591,,,,,,,0,0
MPDU1,IPI00788684.1,"A0A087WV81,J3KT75,Q1HDL3,Q9H3L2,I3L295,J3QS48,O75352,J3QRD5,J3QW43",3,3,3,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,0.861329518,0.891775282,0.802980291,0.892179537,0.876083012,0.994317054,0.948485749,0.892601516,0.897959186,0.813523795,0.728857833,0.759907596,0.923434325,0.987580459,0.886169012,0.791835142,0.760261792,0.79656594,1.019030715,1.131730283,0.962980978,0.882737903,0.949914837,0.932650481,1.243175209,1.204054074,1.087995021,0.979288669,1.132953852,1.064195426,1.402212947,1.563324803,1.635281374,1.346352139,1.393250935,1.412776085,2.009639018,2.279985443,2.782656679,1.798807201,1.865703177,2.224845367,1.691181697,1.947482874,2.395537965,1.663508766,2.034247672,2.069313877,1.074813537,1.230005724,1.219011652,1.20430071,1.15857576,1.143375985,-0.176808486,-0.251548749,-0.250999784,-0.168657119,-0.154647825,-0.14527272,-0.257319601,-0.057371562,-0.004871796,0.108557535,0.003734156,0.003503515,0.031510653,0.057341158,0.124509645,0.042353108,0.017642665,0.275831397,0.479635149,0.996265844,0.996496485,0.968489347,0.942658842,0.875490355,0.957646892,0.982357335,0.724168603,0.520364851,-0.67935702,5.10E-05,3,1,3,1,,,,,,,0.566449749,0.495492266,0.349136203,0.802367807,0.667120113,0.575665519,37,,,1,-1.651007094,,0.003734156,0.081226467,0,1
MPP1,IPI00215610.2,Q00013,7,4,6,5,5,6,7,4,6,5,5,6,1,1,1,1,1,1,1.077205965,1.166455766,1.165216094,1.22207186,0.985176598,0.949914681,0.607518399,0.60426074,0.637872657,0.717823677,0.661050306,0.623634768,0.257686504,0.258160914,0.25985723,0.25266666,0.234563636,0.239241393,0.090912765,0.099141352,0.083733504,0.083307845,0.074050929,0.087414975,0.057622734,0.0782225,0.0629709,0.063080432,0.068665789,0.039722451,0.058854161,0.04606011,0.106939404,0.068932885,0.039591779,0.103386783,0.06703456,0.060065376,0.093978971,0.071617029,0.047137288,0.090267224,0.052110969,0.046383281,0.065404021,0.056401075,0.047438411,0.071405843,0.061185616,0.04487879,0.061798897,0.066175024,0.050492268,0.058608323,0.123946081,0.112574396,-0.095308354,,,,,,,0.114153123,0.95369176,0.85412883,0.053358062,0.184570019,0.203466695,0.464746631,0.254321788,0.954481204,0.77357135,0.04630824,0.14587117,0.946641938,0.815429981,0.796533305,0.535253369,0.745678212,0.045518796,0.22642865,0.123946081,0.120315543,1,3,1,1,48.12625251,48.12625251,48.19038076,48.19038076,47.93386774,47.61322645,0.998468808,0.999214119,0.99573733,0.999115769,0.999251498,0.996064883,52.71142285,-0.235136941,0.234931969,,0.218904141,0.308212583,0.04630824,0.232670908,1,1
MPZL1,IPI00022558.2,O95297,14,16,13,16,13,13,12,13,11,13,11,11,1,1,1,1,1,1,0.999563067,1.022168582,0.996757683,1.071561231,0.992221236,0.989748097,0.874922766,0.911480229,0.881862797,0.907822722,0.941678502,0.902506347,0.761684652,0.801230996,0.795258286,0.799244129,0.792757362,0.836936229,0.746338361,0.765064339,0.722028393,0.727789748,0.7577824,0.78156363,0.692632478,0.701563865,0.700889092,0.656213693,0.681658043,0.736388387,0.674126889,0.701035425,0.698794961,0.663314988,0.717997442,0.711683553,0.579692635,0.587981831,0.578156747,0.560143766,0.624942066,0.640850717,0.319270874,0.358786698,0.339905275,0.318557649,0.361864889,0.362924751,0.340780597,0.33129826,0.282294422,0.319028457,0.317480367,0.283167871,0.016649784,0.044553675,0.042599251,0.021400735,-0.016056631,0.012510667,0.062329175,0.034545321,-0.050721455,0.05548042,0.802073358,0.991546187,0.860229023,0.653516953,0.377462768,0.71983704,0.800600444,0.813622097,0.11254086,0.197926642,0.008453813,0.139770977,0.346483047,0.622537232,0.28016296,0.199399556,0.186377903,0.88745914,0.044553675,0.010363183,3,1,1,2,61.46492986,62.36272545,61.72144289,61.33667335,62.55511022,63.06813627,0.922340058,0.942597288,0.923441549,0.947057751,0.917338639,0.927000656,,0.470273881,0.462047831,,0.034096249,0.0611631,0.197926642,0.561284507,1,1
MRC2,IPI00005707.6,Q9UBG0,6,4,6,6,5,4,6,4,6,6,5,4,1,1,1,1,1,1,1.016166302,1.083195335,1.111845057,1.142513602,1.071544501,1.117354108,0.935096825,0.845236624,0.826351449,0.924832017,0.928606605,0.796942464,0.852389168,0.778808524,0.777560693,0.843073417,0.858578592,0.842522072,0.658969987,0.568519023,0.57338518,0.692979089,0.661287241,0.623290673,0.455755402,0.390215232,0.39589332,0.434246703,0.410031886,0.310466564,0.31966789,0.338994955,0.324599222,0.292187237,0.297105268,0.32471027,0.367355877,0.405049622,0.416572931,0.311286675,0.332614271,0.324398417,0.318290445,0.374947963,0.309672972,0.312623463,0.38957504,0.298062124,0.352863342,0.36374861,0.302142181,0.357139532,0.460429583,0.282555371,0.123895882,0.022502643,0.080195576,0.137022671,-0.116317556,-0.106492272,-0.294661814,-0.008613115,0.086907692,0.108334507,0.998131256,0.633201969,0.879777755,0.957349893,0.223724895,0.099503878,0.007127937,0.409273979,0.712643075,0.001868744,0.366798031,0.120222245,0.042650107,0.776275105,0.900496122,0.992872063,0.590726021,0.287356925,-0.294661814,0.007619409,3,1,1,7,53.64128257,51.84569138,52.29458918,52.93587174,52.29458918,52.03807615,0.990681743,0.970487649,0.966232418,0.969106414,0.942768881,0.931884444,58.73947896,-0.171008684,0.790441914,1,-0.755522082,0.053335865,0.001868744,0.068281044,1,1
MSH6,IPI00384456.4,P52701,2,3,2,2,1,2,2,3,2,2,1,2,1,1,1,1,1,1,1.127517671,1.019406305,1.102260655,1.114891657,1.209332913,1.099972942,0.544863928,0.640017952,0.310514329,0.579183405,0.526472236,0.353569308,0.375997311,0.372970784,0.028202809,0.32472166,0.26974479,0.035895822,0.253262623,0.316772373,0.01,0.206241816,0.226295547,0.005861864,0.254065223,0.274403302,0.013827128,0.254378015,0.231197684,0.008805696,0.043142533,0.218826047,0.038131796,0.070630159,0.165370701,0.073438667,0.035709089,0.144568477,0.044415324,0.027839518,0.095887241,0.012418127,0.034682677,0.145242184,0.021025142,0.038542502,0.15019879,0.019761527,0.036577918,0.146527906,0.033324882,0.040080059,0.210275267,0.023175717,0.151654609,-0.002099144,-0.339493125,-0.390767812,-0.122697907,-0.404080822,,0.048412666,0.521103717,0.1633637,0.997338786,0.494800561,0.345871234,0.032114237,0.128392126,0.789228361,0.090062854,0.675386278,0.549618937,0.002661214,0.505199439,0.654128766,0.967885763,0.871607874,0.210771639,0.909937146,0.324613722,0.450381063,-0.390767812,0.041388996,3,3,1,4,48.5751503,48.31863727,46.90781563,47.67735471,46.26653307,46.71543086,0.981609328,0.991077671,0.998803808,0.984002801,0.987101273,0.996973158,60.21442886,-1.04742819,0.190211907,,-0.979235504,,0.002661214,,0,0
MSN,IPI00219365.3,P26038,26,22,31,17,30,18,23,21,29,17,28,18,1,1,1,1,1,1,1.014343293,1.171544384,1.238187102,1.165246085,1.037553315,1.054455728,0.920958671,0.953359885,1.01881716,1.099951788,1.168117397,1.047112835,0.82627883,0.842677725,0.886043195,0.927511721,1.001032112,0.84217356,0.078276199,0.075662713,0.080703468,0.08506973,0.09706708,0.095492416,0.047262101,0.053024505,0.059979663,0.047036057,0.053732337,0.053766759,0.023691898,0.028634265,0.035568952,0.035140637,0.040335539,0.047767875,0.034927772,0.034867577,0.045533245,0.034797953,0.03002936,0.051244545,0.025620711,0.024524367,0.029288523,0.022701316,0.027636649,0.044982897,0.034574162,0.02877456,0.037069299,0.033751747,0.034679161,0.041951852,0.151250935,0.196282056,0.113970907,,,,,,,0.14019223,0.987785312,0.934405491,0.820419135,0.963291133,0.23586298,0.996557292,0.447056273,0.767433063,0.866962538,0.012214688,0.065594509,0.179580865,0.036708867,0.76413702,0.003442708,0.552943727,0.232566937,0.133037462,0.151250935,0.007046946,3,1,1,1,51.9739479,51.9739479,52.10220441,51.9739479,52.23046092,51.71743487,0.995784574,0.998349395,0.999466373,0.999813981,0.998266838,0.997864308,53.54509018,-0.042752171,0.795255008,,0.282463777,0.051111587,0.012214688,0.124968777,1,1
MTDH,IPI00328715.4,Q86UE4,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,0.946063652,0.988598571,1.130373155,0.785209193,0.974802411,1.011610547,0.792375898,0.820706579,0.915597333,0.945196936,0.982785466,0.930363819,0.70485355,0.742985601,0.856943028,0.855283504,0.915524735,0.712502648,0.54789045,0.55035888,0.654328833,0.610471621,0.57750999,0.548898151,0.352362329,0.35769016,0.466354463,0.390551283,0.373256446,0.450915725,0.372777568,0.332859978,0.417888197,0.310240414,0.275317363,0.339182297,0.28791144,0.30055574,0.361071551,0.259112019,0.238008918,0.352892345,0.113404124,0.159925466,0.210914994,0.108876013,0.136941661,0.192654615,0.151640871,0.128542621,0.156919472,0.142353118,0.166668876,0.133982245,-0.048125055,0.179173898,0.104679959,-0.009322457,0.053779983,-0.27993479,-0.173907579,-0.177241589,0.018523608,0.166286854,0.261421964,0.925684369,0.685218347,0.473586256,0.777477147,0.000751942,0.09387286,0.051093107,0.535806492,0.738578036,0.074315631,0.314781653,0.526413744,0.222522853,0.999248058,0.90612714,0.948906893,0.464193508,-0.27993479,0.000537853,3,6,1,6,54.73146293,54.4749499,56.46292585,54.9238477,54.28256513,54.9238477,0.976590027,0.984061745,0.984656756,0.989151559,0.989778006,0.979588748,67.65330661,-0.513026052,0.480317548,,-0.721240841,,0.261421964,,0,0
MUC1,IPI00218163.1,"P15941,A0A087WWM1,A0A087X2A4,A0A0C4DGW3",5,6,6,5,5,6,4,5,5,4,4,5,1,1,1,1,1,1,0.871178974,0.914887958,0.92108785,0.801281375,1.005267461,0.907732029,0.782531822,0.830926089,0.855844129,0.646229694,0.59722542,0.82383077,0.738486849,0.765588991,0.850811259,0.557753499,0.573708627,0.745039766,0.684046374,0.700212257,0.80826332,0.624074501,0.617798337,0.739583818,0.652691255,0.658058417,0.789738138,0.675676659,0.599276172,0.476584316,0.67998387,0.709021763,0.737699105,0.671783284,0.555611983,0.696650004,0.623218404,0.626649777,0.665450252,0.602607135,0.610671384,0.664924386,0.414014165,0.476055604,0.419087667,0.369009261,0.474232142,0.457962563,0.405169261,0.394987609,0.348487081,0.396828731,0.401341606,0.330851468,-0.149597117,-0.269182339,-0.337572712,-0.147047972,-0.271235076,-0.150618427,-0.02897458,-0.014527384,-0.027302136,0.142095669,0.009467861,0.078755538,0.021915166,0.006438118,0.18373605,0.13941494,0.089911553,0.440003351,0.218276034,0.990532139,0.921244462,0.978084834,0.993561882,0.81626395,0.86058506,0.910088447,0.559996649,0.781723966,-0.484620685,0.00174521,3,3,2,3,59.73346693,61.14428858,64.15831663,57.36072144,46.13827655,63.19639279,0.899881742,0.919563319,0.912251282,0.673660634,0.786759992,0.762130647,,-6.113560454,0.302715531,,-1.197704149,,0.009467861,0.113854029,0,1
MXRA8,IPI00153049.3,Q9BRK3,2,2,3,1,2,2,2,2,3,1,2,2,1,1,1,1,1,1,0.906411112,0.985794534,0.93266086,0.64060973,1.134691439,0.908091687,0.827895089,0.831709263,0.764926997,0.738928016,0.826520367,0.873565983,0.688888358,0.638281349,0.59315843,0.632425134,0.672615894,0.678855912,0.409800041,0.451517986,0.374905457,0.502444554,0.448378677,0.333391513,0.322268217,0.343967714,0.234381726,0.32698221,0.323227635,0.273112039,0.408852216,0.238696326,0.304347089,0.405963507,0.255478814,0.267013902,0.444859737,0.154385246,0.290749127,0.461657358,0.143371392,0.222147574,0.423512655,0.187156787,0.213333619,0.39971986,0.136482772,0.188751936,0.31072821,0.108377473,0.184341504,0.341418163,0.127201959,0.182424831,-0.14370861,0.00618385,0.048967595,0.038223012,0.050620149,-0.033668276,-0.147187408,-0.23852141,0.060403887,0.185925744,0.126682054,0.521220311,0.674826603,0.597515704,0.683348738,0.363097047,0.186199022,0.083234606,0.878336575,0.873317946,0.478779689,0.325173397,0.402484296,0.316651262,0.636902953,0.813800978,0.916765394,0.121663425,-0.23852141,0.117405381,3,6,1,8,50.11422846,52.48697395,50.11422846,49.85771543,53.25651303,51.78156313,0.939106053,0.996129925,0.977966331,0.937571698,0.995833304,0.991676239,58.41883768,0.726786907,0.59566048,1,-0.624839687,,0.126682054,,0,0
MYD88,IPI00001062.7,"A0A0A0MST0,A0A0A0MS70",,,1,1,,,,,1,1,,,,,1,1,,,,,1.543876544,1.50878258,,,,0.266728002,,,0.331772664,,,0.088834111,,,0.163594584,,,0.115670438,,,0.057533046,,,0.058704106,,,0.051778667,,,0.077024505,,,0.083314115,,,0.068827158,,,0.072366856,,,0.051288154,,,0.076267973,,,0.060399636,,,0.070996627,,0.609971158,0.314825729,0.880939321,,,,,,,0.023456477,0.991346703,,,,,,,,,0.008653297,,,,,,,,,0.609971158,0.008653297,1,1,1,1,,45.11222445,,,44.47094188,,,0.997050684,,,0.998383373,,49.95390782,-0.641282565,,,1.350262593,,0.008653297,,0,0
MYH10,IPI00790503.3,P35580,3,2,5,2,3,,3,2,5,2,3,,1,1,1,1,1,,1.140248987,0.988893947,1.280251083,1.173897957,1.389370063,,0.619315579,0.627603945,0.75942867,0.628958337,0.825763509,0.685607066,0.431929234,0.343758584,0.503552668,0.34484289,0.499107254,0.483522597,0.239790145,0.169649456,0.28015933,0.201524085,0.174490876,0.260377787,0.118737208,0.083020656,0.161866006,0.136273088,0.088941537,0.160156692,0.183345138,0.126763915,,0.120858459,0.163910074,,0.136196477,0.112071364,,0.039095932,0.097320945,,0.151401584,0.119863212,,0.096231071,0.092307242,,0.196365091,0.11763003,,0.169784461,0.18443478,,0.247080261,0.090210492,0.051513008,-0.105288818,-0.015315953,-0.115241572,,-0.653805604,0.219510138,0.390789838,0.979847434,0.68466583,0.570682573,0.16863146,0.866541982,0.425890588,0.214160614,0.083553105,0.650440153,0.020152566,0.31533417,0.429317427,0.83136854,0.133458018,0.574109412,0.785839386,0.916446895,0.349559847,0.247080261,0.066386758,3,1,1,1,48.25450902,48.25450902,50.88376754,47.42084168,49.15230461,48.95991984,0.981921049,0.994333073,0.999363137,0.990335559,0.982751207,0.995041852,55.78957916,-0.61990648,0.580987747,,0.505533168,0.188513341,0.020152566,0.154045817,1,1
MYH9,IPI00019502.3,P35579,44,20,41,27,39,21,43,20,40,26,37,21,1,1,1,1,1,1,1.121689805,1.104286212,0.962580635,0.90995818,1.24478036,1.180584251,0.825594374,0.858416692,0.860268081,0.962484175,0.819273668,0.969643909,0.620417163,0.709309774,0.642253133,0.784279182,0.78116685,0.79185796,0.333038871,0.365473867,0.323347617,0.404516848,0.409687859,0.354151767,0.074422557,0.076368392,0.078656159,0.081212467,0.07317906,0.073410035,0.051382346,0.059356933,0.081836303,0.0643031,0.06113671,0.095666714,0.067850076,0.089408695,0.07219053,0.060150253,0.075052286,0.071083474,0.06149741,0.07775465,0.063419353,0.054009408,0.081112134,0.064850905,0.066827718,0.062885893,0.058346045,0.066003317,0.077550983,0.05512995,0.112171928,0.108888573,0.259814418,0.192182622,,,,,,0.128172214,0.912567919,0.826662442,0.974379351,0.97443552,0.440966093,0.930546144,0.07865911,0.363879339,0.686479672,0.087432081,0.173337558,0.025620649,0.02556448,0.559033907,0.069453856,0.92134089,0.636120661,0.313520328,0.45199704,0.006632813,2,3,2,3,51.65330661,52.29458918,51.78156313,52.35871743,51.90981964,52.16633267,0.988721046,0.986577794,0.992806363,0.989741499,0.958530198,0.990289675,57.07214429,0.235136941,0.373900966,,0.982533927,0.049626176,0.087432081,0.330061646,1,1
MYO1C,IPI00743335.1,O00159,2,,1,1,1,,2,,1,1,1,,1,,1,1,1,,1.137706442,,1.065779684,1.339471605,0.925356347,,0.61190871,0.632303993,0.649758552,0.700435849,0.834255108,0.660537515,0.216352419,0.18174608,0.308798041,0.215703961,0.196917531,0.309078912,0.084007745,0.10076558,0.111291237,0.043912411,0.041355199,0.111566346,0.026222535,0.032611634,0.097710358,0.037776579,0.028778065,0.04229096,,0.286580628,,,0.424319777,,,0.310412512,,,0.268340904,,,0.427867405,,,0.445431385,,,0.414381553,,,0.508709061,,0.146945634,0.206181186,0.037549451,,,0.566210833,-0.210119725,0.058039436,0.295881011,0.159141055,0.861833646,0.900814354,0.780925738,0.097348521,0.312963872,,,,,0.138166354,0.099185646,0.219074262,0.902651479,0.687036128,,,,,0.206181186,0.071084092,3,1,1,2,48.25450902,47.42084168,48.63927856,48.31863727,47.5490982,48.38276553,0.999909559,0.803324987,0.997631368,0.999281445,0.775299964,0.999091296,47.83767535,-0.021376086,0.964262072,,0.410329204,,0.138166354,,0,0
MYO1D,IPI00329719.1,O94832,1,,,,1,,1,,,,1,,1,,,,1,,0.808543132,,,,1.151703733,,0.663123433,,0.994212781,0.641822295,,0.6134188,0.335535278,,0.429242534,0.342744158,,0.276116032,0.115671565,,0.055098015,0.062269123,,0.104872101,0.138044166,,0.09255417,0.148293297,,0.15287925,,,,,,,,,,,,,,,,,,,,,,,,,-0.051416858,-0.371892898,-0.302925384,,0.724022702,,,,,0.430660496,0.436711935,0.228511387,0.265324401,0.506133644,0.795120553,,,,,0.563288065,0.771488613,0.734675599,0.493866356,0.204879447,,,,,0.724022702,0.204879447,1,4,1,5,48.5751503,,50.88376754,48.63927856,,47.99799599,0.993244147,,0.998978203,0.97747712,,0.99338154,53.35270541,-1.410821643,0.3600973,1,1.615749261,,0.436711935,,0,0
