Accession,logFC,-logPval,-logAdjPval,DMSO1,DMSO2,DMSO3,DMSO4,DMSO5,MTX1,MTX2,MTX3,MTX4,MTX5
Q8IW45;Q8IW45-2;Q8IW45-4;Q8IW45-3,-0.0561,0.4654,0.0794,41166.0,47115.0,60419.0,63422.0,49933.0,48775.0,44177.0,51533.0,58349.0,54681.0
P54886-2;P54886,0.0361,0.4655,0.0794,107600.0,116860.0,151240.0,142160.0,125080.0,132660.0,115150.0,131600.0,154450.0,142420.0
Q9H2H8;H7BZ14;B8ZZ77;Q9H2H8-2;C9K058;F8WC82;C9J4N2,-0.036,0.4652,0.0793,97672.0,107680.0,134310.0,130010.0,117020.0,116740.0,103730.0,112820.0,127340.0,125780.0
Q96AX1;H3BMM5;F5H2X5;F5H6Y0,0.0526,0.4651,0.0793,51860.0,55497.0,72709.0,70861.0,61781.0,64550.0,55842.0,67371.0,75080.0,69579.0
Q9Y385,-0.0684,0.4646,0.0791,20076.0,25855.0,28993.0,27780.0,24137.0,25006.0,22083.0,23080.0,25064.0,28644.0
O94782;C9JC88;C9JWX4,-0.0427,0.4643,0.0789,75541.0,79671.0,104610.0,103360.0,87529.0,86466.0,78502.0,88313.0,94289.0,100160.0
REV__G3V3K8;REV__G3V2C4;REV__Q8TD10-3;REV__G3V5R6;REV__G5EA54;REV__Q49AL5;REV__Q8TD10,0.1094,0.4634,0.0782,11906.0,9699.7,15479.0,16979.0,13513.0,14155.0,12906.0,15807.0,19468.0,12214.0
O43516;O43516-3;O43516-4;O43516-2;E9PB87;C9JB04,-0.0661,0.4635,0.0782,27443.0,30459.0,36515.0,34360.0,30027.0,31410.0,27983.0,29229.0,32320.0,34699.0
H0YJV3;A0A087WZP6;Q14112-2;Q14112,-0.1824,0.4631,0.0781,2679.1,3990.4,4260.0,4359.3,3160.4,3933.0,2917.9,2521.2,2285.4,4874.0
Q15532-2;Q15532;J3KRP6;J3QS72;X6R3J2;J3QQM2;J3KT74;J3QQW2;F5GWN1,-0.0864,0.4624,0.078,31817.0,37250.0,44229.0,35735.0,36733.0,37359.0,32079.0,34105.0,32270.0,43765.0
Q9BX63;J3QSE8;Q9BX63-2,-0.0634,0.4629,0.078,21425.0,25384.0,29482.0,27862.0,25053.0,23770.0,20970.0,26458.0,30052.0,26053.0
Q9NQE9,0.0667,0.4623,0.078,22413.0,24155.0,32269.0,27606.0,27815.0,27943.0,24663.0,28732.0,32237.0,30734.0
Q96DT7-4;Q96DT7-3;Q96DT7-2;Q96DT7,-0.16,0.4624,0.078,833.12,1088.0,1337.6,1151.9,961.46,902.93,1111.0,862.95,1062.5,933.71
P14618;P14618-3;B4DNK4;H3BUW1;H3BTJ2;H3BT25;H3BN34;H3BQZ3,0.0756,0.4624,0.078,2762200.0,3012200.0,4006700.0,3848700.0,3415900.0,3441100.0,3020800.0,3748100.0,4084500.0,4117300.0
Q13542,-0.0805,0.4613,0.0779,11969.0,14444.0,15525.0,15424.0,13792.0,14276.0,12396.0,12602.0,13788.0,16076.0
Q9BUB4;H3BV89;H3BSM1;H3BU72;H3BP18;Q9BUB4-2,0.0716,0.4617,0.0779,14157.0,14785.0,18874.0,16166.0,15923.0,17223.0,14016.0,17871.0,19161.0,18260.0
Q96SQ9;Q96SQ9-2,0.1716,0.4609,0.0779,1021.9,1048.5,1126.1,882.0,1203.5,1029.9,893.43,1439.9,1608.3,1267.1
Q96GA3;A0A075B6Q4,-0.0402,0.462,0.0779,68749.0,76248.0,92642.0,89899.0,79079.0,80147.0,71547.0,80193.0,86241.0,87351.0
P41134-2;P41134,-0.1123,0.4615,0.0779,5511.8,7033.3,7914.0,7349.7,6177.6,7149.0,5812.1,5652.2,6123.5,7420.5
REV__Q15149-7;REV__Q15149-8;REV__Q15149-9;REV__Q15149-5;REV__Q15149-4;REV__Q15149-6;REV__Q15149-3;REV__Q15149-2;REV__Q15149,-0.1054,0.4611,0.0779,5060.6,6371.1,8046.7,8187.8,6077.2,5575.4,5867.3,6655.3,7124.5,6688.1
E9PAK5;O75064;H0YEF0,0.1258,0.4613,0.0779,3179.6,3959.0,5342.1,3973.2,3700.7,4407.0,4466.4,3880.3,4673.2,4955.5
Q9UPX8-3;Q9UPX8;E7EUA2;A6NHU9;A0A0A0MSQ6;Q9UPX8-4;H7C1X5;H7BZV1;E7EX50;H0Y7S5;B7ZKU9;Q9UPX8-2;C9JFP8;H7BZP8;A0A0U1RR93;A0A0U1RQS4;Q9BYB0-3;Q9BYB0,-0.0453,0.462,0.0779,68600.0,78083.0,93278.0,86117.0,77835.0,81211.0,66593.0,79913.0,84901.0,89841.0
Q9UBT2;Q9UBT2-2;K7EPL2;K7ESK7;U3KQ55;K7ES38,0.0386,0.4611,0.0779,416160.0,448970.0,593800.0,581330.0,507260.0,528170.0,463830.0,528280.0,620450.0,537250.0
Q8N3X1-2;Q8N3X1;F5GXL1,-0.0322,0.4612,0.0779,134960.0,153120.0,191720.0,188160.0,170000.0,163960.0,150420.0,166410.0,185080.0,172270.0
P00390-5,-0.1332,0.4604,0.0777,9368.1,10506.0,12785.0,14277.0,9055.1,6451.5,10196.0,11292.0,11279.0,12914.0
P52739-2;P52739;D6R9I2;D6RAT8;D6RBK1;D6RJH2,-0.0653,0.4606,0.0777,27518.0,32923.0,39837.0,38785.0,34641.0,30609.0,29932.0,32950.0,37161.0,39503.0
Q6PJW8-2;Q6PJW8;B1AQM9;Q6PJW8-3,-0.0832,0.4599,0.0773,9440.3,11220.0,12118.0,13035.0,10641.0,10878.0,9335.5,10439.0,11745.0,12401.0
O15116;E5RJ47;E5RH18,-0.0599,0.4596,0.0771,32964.0,36433.0,46356.0,46270.0,40176.0,40069.0,36629.0,37510.0,43277.0,40637.0
Q15459;Q15459-2;F8WB66;H7C1L2,-0.0486,0.4593,0.0769,691640.0,736630.0,946730.0,956800.0,844840.0,807020.0,677700.0,851040.0,958360.0,850950.0
Q13371-2;Q13371;H0Y5D3;H0Y3M0,-0.0602,0.4588,0.0768,20945.0,22717.0,29261.0,30093.0,25831.0,24308.0,22910.0,24042.0,28020.0,27064.0
REV__Q9C0C7-6;REV__A0A075B6T1;REV__Q9C0C7-4;REV__Q9C0C7-2;REV__Q9C0C7-3;REV__Q9C0C7;REV__Q9C0C7-5,0.1712,0.4588,0.0768,793.7,765.71,1394.6,1380.7,1199.4,1416.4,1317.7,1237.1,1227.0,1037.1
P07992;P07992-3;K7EP14;P07992-2;K7ES46;K7ER60;K7ER89;P07992-4;K7EK97;K7EMT9;K7EJW9,-0.054,0.459,0.0768,52883.0,57266.0,74918.0,72393.0,62134.0,59316.0,53446.0,63019.0,68627.0,71046.0
P10515;E9PEJ4;H0YDD4,-0.0369,0.4586,0.0768,86132.0,96627.0,115710.0,113220.0,100380.0,98421.0,89131.0,103110.0,112630.0,109120.0
Q9UI26;Q9UI26-2;F8WDV0;E7EMB7;D6RCN7;D6RJB1,0.0365,0.4582,0.0767,105410.0,119150.0,153730.0,142830.0,124950.0,137510.0,118470.0,130930.0,152440.0,138730.0
P42684-7;P42684-5;P42684-6;P42684;P42684-4;P42684-10;P42684-2;P42684-3;P42684-8,-0.0778,0.4583,0.0767,11555.0,13536.0,15243.0,14663.0,12656.0,13412.0,11302.0,12036.0,14030.0,15184.0
P29374-3;P29374-2;P29374;H7C485;C9J1W3,0.0403,0.458,0.0766,69087.0,77229.0,95031.0,94761.0,80009.0,84760.0,80239.0,86332.0,96947.0,89491.0
Q9Y3D6,-0.0706,0.4567,0.0764,30514.0,36648.0,42777.0,43456.0,32082.0,37974.0,33119.0,33009.0,37330.0,38948.0
C9J1C6;Q9P0P0;F8WBU5;C9J391;H7C426,-0.0531,0.4557,0.0764,43353.0,49591.0,58140.0,59319.0,51794.0,48950.0,47713.0,49589.0,57972.0,54841.0
Q6I9Y2;A0A024R341;F8WF22;H7C5E3,-0.0438,0.4571,0.0764,73044.0,84024.0,106880.0,103120.0,86444.0,93073.0,81864.0,85295.0,93119.0,95388.0
Q9UBK8-2;Q9UBK8;H0Y8S9;D6RAZ2;H0Y9D5;D6RF21;D6RGC7;H0Y963;D6RAY3;H0Y9Q0;Q9UBK8-3,-0.038,0.456,0.0764,90891.0,104080.0,134620.0,131820.0,111960.0,107960.0,97150.0,115270.0,130960.0,120100.0
H7C0S8,-0.0797,0.4557,0.0764,14590.0,17463.0,18823.0,20985.0,15530.0,16162.0,14884.0,14665.0,19109.0,20228.0
Q8IY63-2;Q8IY63;A6NP16;E7ERM3;Q4VCS5,-0.0653,0.4569,0.0764,31564.0,35587.0,43418.0,38560.0,34194.0,35508.0,32726.0,33761.0,37319.0,40374.0
Q5VWN6;Q5VWN6-2,0.0922,0.4558,0.0764,13637.0,15075.0,18947.0,18562.0,19765.0,15931.0,14657.0,17725.0,25240.0,21279.0
H0YGS6;Q9NQ89,0.136,0.4558,0.0764,1595.9,2207.1,2402.2,2549.6,2501.5,2522.7,2391.0,2468.3,2785.7,2448.5
Q6PL24,-0.0366,0.4561,0.0764,88881.0,100240.0,130760.0,125930.0,110220.0,110060.0,94966.0,109640.0,124580.0,115280.0
Q9NWT6;E9PL41;E9PNR8,0.064,0.4568,0.0764,37692.0,42496.0,52579.0,52625.0,49972.0,46630.0,42929.0,49842.0,63733.0,49779.0
J3KN18;Q7Z5Q1-7;Q7Z5Q1-5;Q7Z5Q1-4;Q7Z5Q1-6;Q7Z5Q1-3;Q7Z5Q1;Q7Z5Q1-8;Q7Z5Q1-9;H0Y9D9,-0.0649,0.4566,0.0764,16522.0,18565.0,22996.0,21008.0,18678.0,17425.0,16691.0,18763.0,22523.0,20688.0
E5RIL2;Q9UFF9-3;Q9UFF9;B7Z9U0;Q9UFF9-2;E5RFJ4;E5RHL9;E5RJC5;E5RHP3;E5RGE4,0.0811,0.4561,0.0764,11693.0,13733.0,16440.0,14902.0,16405.0,15128.0,12763.0,16319.0,19807.0,15826.0
A0A0G2JNU3;A6H8Y1-2;A6H8Y1-7;A6H8Y1-6;A6H8Y1;H7C5U4;A6H8Y1-5;A6H8Y1-4;A6H8Y1-3,-0.0631,0.4567,0.0764,21419.0,23212.0,26662.0,28136.0,23748.0,25755.0,20932.0,24044.0,25795.0,24531.0
Q7Z6M1;Q7Z6M1-2;Q5T1S5;Q5T1S4,-0.0372,0.4577,0.0764,83895.0,92287.0,119010.0,112920.0,102650.0,98659.0,89203.0,101960.0,114930.0,105100.0
F6Y2X3;Q16635-9;Q16635-8;Q16635-7;Q16635-6;Q16635-3;Q16635-4;Q16635-2;Q16635-5;Q16635,-0.1286,0.4558,0.0764,2205.3,2807.9,3278.6,3201.7,3148.0,2901.5,2268.5,2638.0,2799.3,3110.5
E9PIC2;P56962;E9PJW1;E9PQU9;E9PJV6,-0.0624,0.4559,0.0764,21367.0,23746.0,28995.0,28645.0,24532.0,25697.0,22116.0,23624.0,25296.0,28081.0
Q5RKV6,-0.0597,0.4553,0.0762,32019.0,37396.0,48897.0,48862.0,42307.0,39573.0,36041.0,40878.0,45080.0,43442.0
A6NIH7,-0.0495,0.455,0.0761,53595.0,59187.0,77131.0,72242.0,62202.0,62656.0,54501.0,62879.0,70231.0,70837.0
O43353;O43353-2,-0.042,0.4544,0.0757,65609.0,72776.0,87077.0,86328.0,72002.0,74597.0,68569.0,73161.0,83406.0,82665.0
P42285;H0YAC4;H0Y8U3;D6REC7,0.0362,0.4544,0.0757,362120.0,381160.0,514420.0,490970.0,430500.0,462920.0,387200.0,456090.0,520610.0,461260.0
E7EQJ0,-0.1024,0.4543,0.0757,8498.7,11799.0,13585.0,11653.0,13123.0,10386.0,9354.3,10106.0,11707.0,14609.0
A0A0J9YXM6;Q562E7;Q562E7-4;Q562E7-3;Q562E7-6;Q562E7-5;I3L1G2;E9PDG3;Q562E7-2;C9JD20;I3L3U7;C9JCF9,0.0608,0.4542,0.0757,23438.0,26229.0,32669.0,29954.0,26978.0,29487.0,25967.0,28714.0,33208.0,31694.0
B7Z3B9;Q13480;Q13480-2,-0.0645,0.453,0.075,21868.0,26479.0,32415.0,30759.0,27687.0,27136.0,24930.0,26540.0,29116.0,28215.0
E9PNJ4;G0XQ39;Q13586;H0YDB2,-0.0873,0.4533,0.075,10392.0,12372.0,13845.0,13329.0,11322.0,11863.0,10915.0,11803.0,10918.0,13523.0
CON__P12763,-0.0642,0.453,0.075,49535.0,54298.0,63935.0,62038.0,60380.0,53986.0,56716.0,55050.0,56064.0,62157.0
Q96PD2;Q96PD2-2,-0.0435,0.453,0.075,90852.0,106390.0,123550.0,113520.0,112100.0,110300.0,95947.0,110940.0,112540.0,114310.0
Q9H0K6;F8VZA0;Q9H0K6-2;F8VWC0;F8VW99;F8VP66,-0.0374,0.4523,0.0749,111570.0,128340.0,159280.0,165070.0,140370.0,135410.0,119970.0,136980.0,160130.0,150680.0
Q9UHV7;J3QRB7,-0.0591,0.4524,0.0749,33439.0,39293.0,47102.0,46219.0,41717.0,39059.0,38539.0,39297.0,44546.0,42453.0
Q8WVV4;Q8WVV4-1;Q8WVV4-3,-0.0532,0.4519,0.0749,52581.0,58970.0,69301.0,64821.0,57012.0,61392.0,54053.0,57511.0,63166.0,63274.0
A0A0D9SFB3;A0A0D9SG12;A0A0D9SF53;O00571;O00571-2;A0A0J9YYH6;B4DLA0;A0A087WX09;A0A0J9YVQ7;A0A087WVZ1;H0Y960;D6RCM4;Q9NQI0-3;Q9NQI0-2;Q9NQI0-4;Q9NQI0,0.0378,0.4527,0.0749,241970.0,262600.0,324640.0,287470.0,258780.0,299050.0,256290.0,284960.0,303040.0,305700.0
A8MUA9;A8MU27;P55854;P55854-2,-0.058,0.4519,0.0749,38380.0,43403.0,49450.0,51032.0,41789.0,44325.0,36710.0,45305.0,49532.0,45471.0
A6NIZ0;Q9GZM8-3;Q9GZM8;Q9GZM8-2;J3KRK9;J3QL85;J3KT16;J3QRZ1;J3QL31;J3QLD0,-0.0608,0.452,0.0749,20688.0,23232.0,29363.0,27496.0,23009.0,23127.0,22125.0,23873.0,25514.0,26730.0
P17174;P17174-2,0.0462,0.4521,0.0749,176340.0,197070.0,262540.0,265020.0,225250.0,232700.0,202440.0,248740.0,282210.0,221510.0
P37198;M0QXN5,-0.0374,0.4514,0.0745,127030.0,142060.0,182960.0,176740.0,161680.0,151450.0,146340.0,152600.0,176250.0,160260.0
Q8IVD9,-0.0313,0.451,0.0744,134360.0,150110.0,190040.0,188270.0,161190.0,164350.0,139760.0,162070.0,188730.0,171340.0
P35321;P22528,0.2113,0.4508,0.0744,5189.7,5388.9,5942.7,3230.9,2889.4,5412.4,3099.8,5711.8,8705.3,4927.5
Q86W34;J3KSH1;J3KS38;J3KRS2;J3QLK6;J3KRD0;J3KTM1;Q86W34-5,0.0663,0.4507,0.0744,21417.0,20477.0,30772.0,28714.0,25277.0,26043.0,23001.0,26687.0,31803.0,28225.0
Q92600;Q92600-2;Q92600-3;F8WBZ6,0.0532,0.4508,0.0744,46171.0,49347.0,65888.0,64870.0,57785.0,58900.0,51001.0,57813.0,71557.0,62849.0
Q17R31-5;Q17R31-4;Q17R31-2;Q17R31;Q17R31-3,-0.1246,0.4504,0.0742,2245.0,2970.1,3284.7,3503.2,3140.7,2848.2,2407.7,2760.5,3201.0,3013.6
P82932,-0.0634,0.4499,0.0741,21450.0,22172.0,27256.0,24868.0,21570.0,22576.0,19998.0,22244.0,24888.0,25921.0
Q5VWZ2-2;Q5VWZ2,0.0614,0.4486,0.0741,26993.0,28468.0,39387.0,36554.0,32869.0,35172.0,29215.0,34671.0,40327.0,36180.0
H0YKE4;Q8WYK2;Q8WYK2-2,-0.1253,0.4496,0.0741,2931.6,3118.4,3202.4,3470.1,3277.1,3094.7,2507.5,3007.4,3182.0,3390.4
G3V325;O75127,0.1084,0.4498,0.0741,5067.6,5625.3,6663.9,5314.4,5200.8,6234.6,5205.4,5851.4,6980.5,6780.5
Q9H079;H0YL62;H0YNH1;H0YLX9;H0YNW3;H0YMR8;H0YNG2;H0YKW3,0.0927,0.4489,0.0741,6239.1,6661.4,8466.2,9442.8,7571.7,8429.2,7574.1,7333.0,9340.4,9157.8
F6VZ39;Q9H0Z9-2;Q9BX46;Q9H0Z9;H0YA61;A6NG75;H0Y8S7;Q9BX46-5;Q9BX46-2;E9PSF1,-0.0586,0.4485,0.0741,19948.0,24341.0,28788.0,26980.0,24604.0,23458.0,21329.0,24689.0,27349.0,25925.0
Q13642;Q5JXI2;Q13642-3,-0.1055,0.4495,0.0741,5068.5,6625.4,7130.8,7521.8,6294.8,5768.9,5688.0,5681.0,7917.5,6091.6
Q14790;Q14790-9;Q14790-7;Q14790-3;E7ETB7;E7EQ06;Q14790-6;Q14790-5;E7EQ01;E7EVN1;H7C0E2;H7BZM4,0.0369,0.4484,0.0741,96471.0,103690.0,135720.0,135210.0,118980.0,122670.0,106290.0,118710.0,140430.0,131990.0
P49366;A0A087WZK0;P49366-2;P49366-3;Q5J8M5;M0R253;M0QX43;B4E3M2;M0R264;M0R1T4;M0R0J4;M0QYZ7;M0R1T2;M0R0V2;M0QXT2,-0.0374,0.45,0.0741,105500.0,123580.0,157490.0,156450.0,131130.0,129190.0,119700.0,131250.0,146100.0,144260.0
P83436,0.0482,0.4489,0.0741,76091.0,81193.0,100670.0,111880.0,88769.0,89072.0,85648.0,95795.0,117270.0,98303.0
Q9H0X4;C9J1M4;C9J8V3;C9JJN3;C9JR71;C9JTF7;C9JP72;H7C2U8;C9J3Y6;C9IYB9;C9K0C5;B4DGG1;Q9H0X4-2,0.1023,0.4494,0.0741,8587.3,10903.0,11336.0,9550.6,8309.4,11793.0,9057.7,10338.0,10438.0,12251.0
Q96Q89-4;Q96Q89-3;Q96Q89;Q96Q89-2,0.0657,0.4496,0.0741,19580.0,21429.0,25149.0,22093.0,20220.0,22950.0,19326.0,22803.0,27062.0,25168.0
Q05682-5;Q05682-4;E9PGZ1;C9J813,-0.065,0.449,0.0741,25075.0,27156.0,36888.0,38189.0,30991.0,30570.0,26426.0,31737.0,33114.0,32438.0
B4E1Q4;O14730-2;O14730;J3QQL5,-0.0711,0.4486,0.0741,29795.0,37252.0,45755.0,43235.0,34688.0,35102.0,32964.0,36031.0,36431.0,44755.0
E7EX48;P51957-3;P51957-2;P51957,0.0859,0.4481,0.0739,7715.8,8647.6,9925.0,9570.8,9415.9,8896.9,8783.8,10468.0,10814.0,10471.0
REV__Q8IZD2-4;REV__Q8IZD2-8;REV__Q8IZD2-6;REV__Q8IZD2-5;REV__Q8IZD2-2;REV__Q8IZD2-7;REV__Q8IZD2,-0.2356,0.4477,0.0736,12247.0,21193.0,23417.0,27070.0,11798.0,14460.0,20805.0,10238.0,8734.3,26598.0
B3EWG6;B3EWG5;B3EWG3;A8MYX2,-0.0777,0.4463,0.0728,10567.0,13907.0,14448.0,14400.0,13391.0,12066.0,11221.0,12574.0,14316.0,14897.0
A0A0B4J2E5;Q15269;C9J544,0.0738,0.4468,0.0728,36001.0,37570.0,48165.0,43804.0,45971.0,45832.0,34322.0,46216.0,58496.0,45347.0
E9PNN6;C9JMC5;C9JKT2;I3L4E5;I3L1H6;I3L3W9;E9PJV0;P48448,0.1191,0.4465,0.0728,2958.8,3119.5,4194.7,3745.9,3609.4,4544.1,3245.0,3544.7,4287.0,4007.1
P25774;P25774-2;U3KQE7;U3KPS4,0.0743,0.4466,0.0728,27515.0,29849.0,37942.0,40606.0,34930.0,33908.0,31825.0,38502.0,46511.0,33576.0
Q6IBS0;D6RG15;H0Y858;H7C5I2;Q9NR96-4,-0.031,0.4459,0.0727,146570.0,168910.0,221170.0,212750.0,181190.0,185700.0,163780.0,182700.0,203360.0,193960.0
A0A087WZ13;E9PAU2;Q8IY67;Q8IY67-2;K7EKR9;Q8IY67-3,0.0613,0.446,0.0727,29724.0,32625.0,43055.0,37375.0,34408.0,37129.0,30845.0,37121.0,42657.0,42232.0
Q9UHA3,-0.1328,0.4459,0.0727,3102.3,2867.8,4239.8,3389.5,3330.3,3815.9,2780.9,2991.2,2969.0,3227.8
F8VXC8;Q8TAQ2-2;Q8TAQ2-3;F8VZW6,-0.0753,0.4432,0.0726,12218.0,14856.0,18022.0,16985.0,14780.0,12611.0,13150.0,14790.0,18601.0,15759.0
Q969S9-4;Q969S9-3;Q969S9;Q969S9-5;Q969S9-2;D6RF75,0.065,0.445,0.0726,23156.0,23019.0,32127.0,28235.0,25804.0,28372.0,24534.0,27395.0,32272.0,29455.0
Q5T123;Q9H299,-0.0413,0.4447,0.0726,107960.0,124400.0,154710.0,158860.0,135050.0,129900.0,123080.0,138280.0,138380.0,145330.0
Q86UP2;Q86UP2-4;Q86UP2-2;Q86UP2-3;G3V4Y7;B7Z6P3;H0YJP2;G3V5P0;G3V5G2;H0YJZ8;H0YJV5,-0.0334,0.4438,0.0726,388530.0,458410.0,544120.0,546510.0,468230.0,464900.0,427880.0,478590.0,525910.0,509440.0
Q9NWF9;Q9NWF9-1;Q9NWF9-3;F8W6D1,0.0649,0.4454,0.0726,14010.0,16266.0,20343.0,18719.0,17515.0,18117.0,16803.0,17788.0,21583.0,18765.0
P46934-4;P46934-2;P46934;H0Y8X6;P46934-3;H0Y9L1,0.0344,0.4452,0.0726,200370.0,218220.0,299810.0,292360.0,259550.0,257580.0,229310.0,260690.0,298180.0,283270.0
F5H269;Q9Y485;E7EMZ0,0.0529,0.4429,0.0726,35770.0,40926.0,50398.0,49080.0,42940.0,46259.0,40612.0,44661.0,51772.0,49613.0
F8WB06;F8VRK6;F8W0B5;F8VVY6,-0.1312,0.4447,0.0726,2899.7,3486.0,4182.2,3727.1,2709.9,3530.4,3050.5,2941.5,3087.6,3208.5
A0A5E8;Q99501-3;Q99501-2;Q99501-4;Q99501,-0.1649,0.4434,0.0726,544.27,525.18,785.37,940.65,792.95,619.8,593.6,536.9,843.1,671.52
P35221;P35221-2;G3XAM7;P35221-3;E5RIB1;E5RHV7;E5RGY7;E5RGY6;E5RG03;E5RJ41;E5RJL0;E5RIE0;H0YBB8;E5RFM3;E5RJZ2;E5RIT8;E5RJP7;E5RGD2,-0.0316,0.4424,0.0726,286620.0,317680.0,408110.0,413190.0,340750.0,337960.0,312720.0,349450.0,401880.0,365070.0
Q15622,-0.1086,0.4429,0.0726,4567.8,5493.4,6226.2,5729.2,4986.9,5289.4,4696.0,4648.1,5227.7,5830.8
P41227;P41227-2;C9JN83;F8W808;A8MWP7;C9JW55;Q9BSU3;H0Y8T0,0.0312,0.4438,0.0726,223510.0,239900.0,321280.0,310700.0,266220.0,279720.0,236320.0,283370.0,325040.0,301010.0
P62820;E7END7;P62820-2;P62820-3,0.0341,0.4427,0.0726,288450.0,315010.0,408310.0,411280.0,363290.0,371190.0,315710.0,381010.0,422900.0,381660.0
Q5VYK3;J3KN16;R4GMY1;R4GMY3;F6XAQ5,0.0363,0.4435,0.0726,361350.0,381450.0,518700.0,498920.0,452670.0,458620.0,398510.0,463020.0,528380.0,474020.0
REV__B1AJZ6;REV__H0Y663;REV__P56705-2;REV__P56705,-0.1752,0.4442,0.0726,1470.5,1807.9,2265.7,3415.9,2005.7,1726.6,2316.3,2091.2,1676.5,1854.4
Q7L1T6;A0A0A0MRM6,-0.0608,0.4434,0.0726,31191.0,35361.0,43105.0,43227.0,34899.0,33777.0,32347.0,36712.0,39982.0,41696.0
Q96EN9-3;Q96EN9-2;Q96EN9;M0QYI9,0.0839,0.4437,0.0726,16176.0,19543.0,24771.0,24424.0,21663.0,20322.0,25541.0,20630.0,23674.0,24264.0
P60903,-0.0457,0.4439,0.0726,266900.0,352130.0,385570.0,414170.0,320560.0,324600.0,281780.0,346170.0,384730.0,391440.0
Q99549;Q99549-2,-0.0855,0.4427,0.0726,7606.3,7790.4,9665.1,9692.8,8071.0,8575.5,6899.7,8191.3,9237.5,8595.9
P07199,0.0852,0.445,0.0726,7913.7,8178.6,11965.0,11555.0,10272.0,11182.0,8690.1,10442.0,12506.0,11291.0
Q9UIK4,0.1629,0.4435,0.0726,861.66,1066.9,1346.8,1164.9,1004.6,1025.2,1524.8,1226.3,1112.6,1256.2
Q9NYZ3,-0.0673,0.4436,0.0726,37203.0,45223.0,50207.0,52417.0,43458.0,44367.0,43667.0,42164.0,43028.0,49335.0
Q8N5M1;C9J2Q2;K7ELC1,-0.0633,0.445,0.0726,23463.0,24980.0,32701.0,32130.0,28282.0,26414.0,23362.0,26852.0,32414.0,30017.0
J3QRU1;P07947;P06241-3;P06241-2;P06241,0.1044,0.4424,0.0726,8968.3,11630.0,11696.0,9053.4,10170.0,11845.0,8292.2,11639.0,13167.0,12713.0
A0A0A0MTN0;Q13617;Q13617-2;Q5T2B5;Q5T2B7,0.0371,0.4449,0.0726,251620.0,277350.0,364140.0,383870.0,309130.0,319200.0,298720.0,325790.0,380030.0,336640.0
Q69YQ0-2;Q69YQ0;F8WAN1;C9J8U1;C9JLY8,-0.0288,0.4419,0.0722,272770.0,299560.0,373800.0,373510.0,324570.0,320600.0,292370.0,324280.0,373750.0,340350.0
O95486;O95486-2,0.0496,0.4418,0.0722,47374.0,50334.0,66239.0,63093.0,55660.0,60633.0,50516.0,57317.0,67371.0,64246.0
Q7Z5L9;Q7Z5L9-3,-0.0723,0.4415,0.072,26264.0,30365.0,39813.0,35920.0,28910.0,29317.0,31421.0,30270.0,31350.0,33525.0
Q7L7V1-2;Q7L7V1;X6R717;X6RHK1,0.0513,0.4412,0.072,46490.0,49410.0,63933.0,59621.0,53191.0,58606.0,47052.0,58420.0,64436.0,61727.0
E7ESA3;E7ER86;Q8WW35,-0.0619,0.4414,0.072,21273.0,23025.0,27195.0,28596.0,22755.0,22598.0,22632.0,22622.0,27458.0,25389.0
Q9HCN4;Q9HCN4-3;Q9HCN4-2;Q9HCN4-4;Q9HCN4-5;F8WD09,-0.2318,0.4411,0.072,27799.0,29390.0,37458.0,98505.0,29682.0,29753.0,51825.0,31251.0,35664.0,37194.0
A0A087WVD1;Q96B70,-0.0683,0.4408,0.0719,14092.0,15538.0,19288.0,18198.0,15548.0,15797.0,13983.0,15763.0,16575.0,18744.0
A0A0D9SEJ5;F5GY05;Q96EK7-2;Q96EK7,0.0703,0.4407,0.0719,15629.0,16348.0,20545.0,18990.0,19052.0,18837.0,16297.0,20888.0,23128.0,18756.0
Q6P1N0-2;Q6P1N0;K7EMP1;K7EJY5,-0.0311,0.4392,0.0717,128730.0,147100.0,187490.0,187310.0,157760.0,157940.0,138670.0,158520.0,181130.0,173110.0
A0A0A0MSK2;P0DJ07,-0.0946,0.439,0.0717,7628.8,9861.1,10754.0,9946.0,8612.2,9926.2,8170.0,7970.9,8975.9,9852.1
Q8NI08-2;Q8NI08;Q8NI08-7;Q8NI08-4;Q8NI08-3;Q5TF96;Q5TF97;Q5TF98;Q8NI08-6,0.0444,0.4392,0.0717,192280.0,209040.0,266560.0,271280.0,232650.0,231230.0,249210.0,236940.0,264580.0,248830.0
B8ZZE3;B8ZZC8;Q9NRN9;B8ZZY8;H7C0M7;F5H4E8;E7EMN2,0.0578,0.4399,0.0717,36913.0,38921.0,54314.0,55868.0,44179.0,48480.0,43104.0,47785.0,55536.0,49334.0
H7C3T2;Q2TAZ0;Q2TAZ0-3;Q2TAZ0-4,0.0707,0.4396,0.0717,21867.0,27113.0,33613.0,30238.0,29309.0,26488.0,25742.0,30716.0,33651.0,36567.0
D6RDG4;Q8NA72-2;Q8NA72-3;Q8NA72;D6RBC1,-0.156,0.4398,0.0717,7397.7,9948.0,9877.9,8853.7,7325.7,8811.1,8751.6,6623.6,5155.7,10300.0
E7ERS5;Q86Y07-5;Q86Y07-2;Q86Y07-3;Q86Y07,0.1208,0.4398,0.0717,2468.9,3035.1,3685.8,3017.6,3035.0,3333.1,3244.9,3375.7,3502.1,3482.1
