Accession,logFC,-logPval,-logAdjPval,DMSO1,DMSO2,DMSO3,DMSO4,DMSO5,MTX1,MTX2,MTX3,MTX4,MTX5
P15408;C9JCN8;P15408-3,-0.0783,0.4391,0.0717,10401.0,10803.0,13379.0,12206.0,11308.0,10907.0,10443.0,11417.0,12028.0,11690.0
A0A0C4DGZ1;Q8N5P1,0.0718,0.4389,0.0717,34003.0,36024.0,43526.0,41445.0,38647.0,39619.0,34890.0,43379.0,54018.0,38172.0
Q9UNS2;Q9UNS2-2;H7C3P9;C9JLV5;J3KTQ1;J3QKR0;J3QL22;J3QS85;K7ELN6;K7ES36,0.0299,0.4403,0.0717,225750.0,244150.0,320300.0,306470.0,274820.0,280570.0,242820.0,287450.0,328670.0,295680.0
Q86SR1-3;Q86SR1-2;Q86SR1,0.0905,0.4398,0.0717,5647.5,6774.2,7746.0,7535.3,7333.2,7446.0,6467.4,7512.3,8775.6,8177.8
Q8WXF7-2;Q8WXF7,0.1061,0.4389,0.0717,9802.7,10503.0,10658.0,9145.0,8638.4,12206.0,8227.5,10960.0,12190.0,11118.0
A0A0A0MTD4;H0Y6L4;A0A0C4DG52;A0A0A0MSY1;B1ANS9-2;B1ANS9,-0.1908,0.4383,0.0715,3572.9,5681.5,6104.3,6482.9,4257.8,4572.8,4801.6,3321.7,2937.5,7460.7
Q96PU4;Q96PU4-2;B1AL33,0.0705,0.4383,0.0715,11415.0,13302.0,17569.0,14181.0,13659.0,15191.0,12872.0,14448.0,16814.0,16150.0
E7EW77;E7EP65;A0A0C4DG21;F8WAL6;Q9NYB9-2;Q9NYB9-4;Q9NYB9;B7Z836;E9PEZ7;Q9NYB9-3;H7C3Q7;H0Y6B5;F8WBL5;F8WEB9,-0.0663,0.4386,0.0715,24739.0,30250.0,35453.0,34415.0,29064.0,30371.0,27454.0,28267.0,30218.0,33945.0
Q96C55,-0.1096,0.438,0.0713,3533.5,4336.8,4877.1,4823.7,4204.1,4259.7,3691.7,4109.4,4350.0,4257.2
Q9H694;Q9H694-2;A6NGY7,-0.058,0.4373,0.0712,56039.0,68480.0,82732.0,75779.0,62060.0,70203.0,59419.0,64688.0,65960.0,78571.0
P18031;B4DSN5,0.0489,0.4367,0.0712,53566.0,61267.0,73743.0,66053.0,61298.0,65617.0,57210.0,65908.0,76336.0,71139.0
H0YDI1;B1AMW1;P19256-2;P19256-3;P19256,0.099,0.4371,0.0712,8800.4,12251.0,10980.0,10200.0,9643.2,10915.0,9132.4,11279.0,12665.0,13727.0
REV__J3QRQ3;REV__I3L449;REV__I3NI32;REV__Q02127,-0.0924,0.4365,0.0712,7917.1,9320.5,10589.0,11080.0,9348.0,8037.8,7325.4,9094.1,12185.0,10138.0
Q92834-4;Q92834-2;Q92834;H7C4H4;Q92834-5;Q92834-3;Q92834-6,-0.0535,0.4369,0.0712,39568.0,43083.0,53972.0,55305.0,45975.0,46130.0,40617.0,45595.0,49927.0,52528.0
Q96GG9;C9JVE2;C9J8R4;C9JRU6;C9J0B2;C9JUW4;C9JRE2;C9JAV2;H7C216;Q6PH85-2;Q6PH85;F8WC32,0.0496,0.4371,0.0712,105810.0,113000.0,150100.0,152000.0,135260.0,130090.0,119400.0,142260.0,171450.0,132460.0
P13984,-0.0301,0.437,0.0712,203160.0,216220.0,277830.0,275400.0,239270.0,237200.0,214030.0,247510.0,267390.0,248840.0
P07996;CON__Q28194;P07996-2;A8MZG1,-0.0596,0.4369,0.0712,35689.0,41352.0,47622.0,44558.0,41988.0,37976.0,37907.0,41666.0,44661.0,45999.0
P20073-2;P20073,0.0348,0.4378,0.0712,285850.0,316130.0,427510.0,415900.0,359910.0,360760.0,325170.0,363650.0,442120.0,399830.0
P62306;A0A0B4J254;F8W0W6,0.0573,0.437,0.0712,126340.0,138990.0,163580.0,153220.0,146880.0,145660.0,124480.0,161850.0,204540.0,148260.0
Q5TCQ9;Q5TCQ9-1;Q5TCQ9-3;Q5TCQ9-2,-0.0297,0.4366,0.0712,166520.0,186610.0,234130.0,239390.0,207590.0,201260.0,181840.0,206110.0,228240.0,219050.0
A0A1W2PR96;A0A1W2PR32;A0A1W2PPP3;Q86VV8-3;Q86VV8,0.1016,0.4356,0.0711,5596.9,6258.4,7553.5,6925.2,6192.7,6586.9,7569.7,6844.5,7640.3,6978.8
Q6WCQ1-2;Q6WCQ1-3;Q6WCQ1;J3KSW8;A0A1W2PPU9;J3KSK7;A8MZF8,-0.0356,0.436,0.0711,102980.0,108870.0,144550.0,141880.0,118520.0,118340.0,106170.0,125240.0,136240.0,129840.0
Q9H5Y7;O94991,-0.0714,0.4359,0.0711,11445.0,12684.0,14492.0,14933.0,12428.0,12697.0,10894.0,12638.0,14052.0,14347.0
Q9BVJ6;Q9BVJ6-3;Q9BVJ6-2;X6RJY0;Q5TAP6,0.039,0.4355,0.0711,144330.0,163660.0,182860.0,175380.0,158660.0,169120.0,159910.0,178550.0,185120.0,178030.0
Q9BTU6;E9PAM4,0.0908,0.4357,0.0711,9918.0,12200.0,14085.0,12938.0,12963.0,14473.0,13592.0,10601.0,14019.0,14924.0
Q9UPY5,-0.0896,0.4362,0.0711,34924.0,47762.0,50007.0,38711.0,38649.0,44739.0,35826.0,36777.0,38575.0,47137.0
O15213,0.0756,0.4355,0.0711,10033.0,11627.0,14595.0,11724.0,11793.0,12357.0,11449.0,12713.0,14294.0,13874.0
Q9Y3C8,-0.0567,0.4319,0.071,34979.0,42891.0,53382.0,51779.0,47134.0,42397.0,41449.0,43189.0,52137.0,46883.0
Q93074-2;Q93074-3;Q93074;Q7Z3Z5;F8WAE6;Q86YW9-4;Q86YW9;Q86YW9-2;Q86YW9-3;H7C191;H7C274,0.037,0.4334,0.071,85466.0,93647.0,115190.0,108100.0,97138.0,101140.0,91850.0,105180.0,121090.0,107290.0
K7ENW2,-0.1305,0.4325,0.071,2079.0,2152.0,2520.7,2463.8,2243.3,2223.7,1965.6,1845.8,2215.8,2524.0
O14936-3;O14936-4;Q5JS72;O14936-5,-0.1224,0.4352,0.071,2437.5,2507.0,3131.7,3041.8,2798.7,2744.4,2386.4,2359.8,2985.0,2652.2
Q14331;E9PRR7;E9PLY7;E9PI42;J3KSQ7,0.0499,0.4333,0.071,58862.0,65061.0,81776.0,79093.0,71389.0,74258.0,62656.0,75752.0,93598.0,72717.0
F8WAJ0;Q9H8H2-3;Q9H8H2-4;Q9H8H2-2;Q9H8H2,0.1014,0.4329,0.071,4736.7,5743.6,6213.9,5952.5,5873.1,6172.2,5851.3,5667.0,6784.9,6986.1
P08236-2;P08236;F8WBK6;F2Z3L6;P08236-3,0.1183,0.4328,0.071,10653.0,8677.4,14398.0,11236.0,12953.0,13164.0,9498.0,12821.0,18634.0,10993.0
P46734;P46734-2;P46734-3;J3QR49;K7ELM6;E9PRZ0;X6RB39;J3QL77;E9PMA8;J3KRV4,0.0679,0.4322,0.071,12038.0,15151.0,17889.0,18416.0,15550.0,17057.0,14549.0,16413.0,17555.0,19086.0
P05089-3;P05089;P05089-2,0.1824,0.4319,0.071,11928.0,22712.0,20613.0,13018.0,10741.0,14631.0,17560.0,26205.0,20634.0,12757.0
P04406-2,-0.3066,0.4334,0.071,30234.0,28112.0,35028.0,141420.0,36422.0,28505.0,70997.0,32608.0,37105.0,41651.0
P68036-2;P68036;P68036-3;A0A1B0GUS4,-0.0426,0.4337,0.071,105390.0,132740.0,157570.0,159810.0,129140.0,127140.0,121240.0,135790.0,142610.0,151890.0
Q96IZ6;A0A087WW35,0.0786,0.435,0.071,10099.0,12890.0,13524.0,13880.0,12911.0,11965.0,11532.0,13636.0,16049.0,15781.0
O43164-2;O43164,-0.0526,0.4336,0.071,46793.0,56270.0,65327.0,59902.0,56351.0,57108.0,50984.0,55465.0,58657.0,58972.0
Q15404;Q15404-2,-0.0328,0.4341,0.071,124550.0,137390.0,176100.0,168640.0,148860.0,149630.0,128170.0,149320.0,171820.0,158300.0
Q86YS3-2;Q86YS3,-0.1226,0.4318,0.071,2618.3,3458.3,4015.2,4069.1,3189.7,3215.9,2877.8,2884.8,3257.4,4037.8
Q8N2Y8,0.0708,0.432,0.071,13189.0,14397.0,17573.0,16159.0,14535.0,17878.0,14466.0,14818.0,16924.0,17653.0
A0A0C4DFY7;Q6UWW8-2;Q6UWW8,-0.1362,0.432,0.071,1208.1,1398.0,1499.1,1948.3,1542.0,1525.1,1160.2,1454.6,1526.8,1413.3
A0A087WVQ6;Q00610-2;Q00610;J3KS13;K7EJJ5;J3KSQ2;J3QL20;J3KRF5;F5H5N6,0.0562,0.434,0.071,1280200.0,1372400.0,1840700.0,1794800.0,1585700.0,1601800.0,1450400.0,1676600.0,1933000.0,1716400.0
P02787,0.1119,0.4324,0.071,6685.2,5980.8,7745.7,7184.0,5708.4,6408.3,6053.3,7806.2,7484.0,9470.0
P36871;P36871-2;P36871-3,0.0386,0.4321,0.071,373400.0,405850.0,541630.0,533380.0,453190.0,492610.0,402910.0,490490.0,559140.0,479700.0
Q14694;Q14694-3;Q14694-2;H3BNA1;H3BQP1;H3BQC6;J3KT19;H3BVF1,0.036,0.4334,0.071,118100.0,124620.0,163220.0,152520.0,137800.0,147190.0,123930.0,150380.0,161080.0,149260.0
A8MTY9;O14972;A8MY26;O14972-2,0.0585,0.4325,0.071,19015.0,21259.0,27247.0,25897.0,22534.0,23235.0,20421.0,24105.0,28848.0,27411.0
H3BSH7;Q969X6-3;Q969X6;Q969X6-2;H3BPD7;I3L4T9;J3KSI1;J3KTR0;J3KSE6;H3BRM8;A0A0J9YWK2;A0A0J9YWM9,0.0525,0.4343,0.071,47072.0,53147.0,72066.0,64313.0,56390.0,64214.0,54218.0,59648.0,63713.0,68234.0
Q9NVE7;A0A0G2JR38;H0YA26;E9PHT6;H0Y9E4;A0A0G2JQS7,0.062,0.4326,0.071,21592.0,22158.0,26362.0,25117.0,22150.0,25744.0,21694.0,25979.0,26430.0,26285.0
Q9ULC4;Q9ULC4-3;Q9ULC4-2,0.0388,0.435,0.071,169880.0,175200.0,239330.0,236260.0,205370.0,213530.0,179390.0,217320.0,257160.0,212680.0
P49914;A0A0A6YYL1;A0A0U1RQM3;P49914-2;A0A0U1RR23;H3BMB9;H3BN04,0.0419,0.4326,0.071,103710.0,109550.0,146880.0,142030.0,125770.0,129380.0,107410.0,134470.0,159220.0,133020.0
P23526;P23526-2,0.0509,0.4333,0.071,890410.0,1001900.0,1321900.0,1322100.0,1128700.0,1158000.0,1024700.0,1207800.0,1340500.0,1265100.0
O15400-2;O15400,-0.0543,0.432,0.071,38159.0,45645.0,50713.0,53902.0,44542.0,45594.0,40565.0,46154.0,49470.0,48191.0
Q96FN4;Q96FN4-2;H3BQQ3;H3BPR8;H3BUC8,0.0518,0.4314,0.0708,48078.0,49899.0,70719.0,67329.0,58319.0,62028.0,51682.0,62429.0,71777.0,64230.0
P48723,0.0633,0.4305,0.0708,20962.0,24128.0,30930.0,30185.0,27169.0,26237.0,26393.0,28374.0,31381.0,29867.0
Q9HBH5,0.1225,0.4303,0.0708,3530.1,4685.9,5057.6,3649.2,3948.1,4855.5,3744.2,4354.3,5411.4,5165.7
Q02446,-0.0724,0.4308,0.0708,12429.0,14596.0,16925.0,16147.0,13334.0,15113.0,13021.0,12909.0,15024.0,15495.0
J3KPF9;A0A087X011;E9PES4;Q9Y496,0.0895,0.4302,0.0708,7724.3,11185.0,11895.0,10966.0,9332.3,11996.0,9354.3,10719.0,11197.0,12413.0
Q3B7T1-5;Q3B7T1;Q3B7T1-3;Q3B7T1-4;H0Y353;E9PJ07,0.043,0.4308,0.0708,53718.0,60244.0,72707.0,69155.0,62517.0,65185.0,59135.0,65646.0,76097.0,70806.0
Q96LB3;Q96LB3-2;E5RIF0;E5RH29;E5RGX6;E5RJK3,-0.0409,0.4302,0.0708,109860.0,126590.0,154350.0,162090.0,129530.0,137170.0,126100.0,128790.0,141400.0,143000.0
Q8IYB8;B1AR60,0.0417,0.4307,0.0708,101290.0,106990.0,144680.0,148300.0,130150.0,126160.0,115820.0,131070.0,155870.0,135840.0
Q16649,0.1392,0.4309,0.0708,1103.2,1060.7,1319.6,1290.1,1116.7,1332.9,1270.8,1122.4,1380.7,1561.4
P49770;H0YJJ8;G3V5E5;H0YK01,-0.0429,0.4308,0.0708,70362.0,83868.0,103470.0,99518.0,82958.0,88155.0,76485.0,80884.0,92641.0,98892.0
Q96RS6;Q96RS6-3;Q96RS6-2;E5RGX7,0.0386,0.4302,0.0708,215430.0,241720.0,315900.0,311850.0,275170.0,250590.0,255150.0,284150.0,337000.0,302550.0
Q8ND56-2;Q8ND56;Q8ND56-3;A0A140TA76;K7EMZ9;A0A0G2JQ95;A0A096LP11;I3L4Q1;A0A140TA66,-0.0382,0.4298,0.0707,125840.0,136890.0,161590.0,158030.0,140340.0,137720.0,126910.0,145130.0,151780.0,161850.0
Q9UKU7;Q9UKU7-2;Q9UKU7-3,0.0621,0.4297,0.0707,16223.0,17867.0,22518.0,22616.0,17584.0,19055.0,19003.0,20406.0,22913.0,21963.0
D3YTB5;P51617-2;P51617-3;P51617;P51617-4;H7C224;H7C2I6;F8WAB6;H7C3G8;H7C3C1;H7C1F0,0.0589,0.4297,0.0707,16876.0,19942.0,25605.0,24919.0,21601.0,22279.0,19452.0,22313.0,26447.0,25679.0
Q9Y2B9;Q5H937,-0.0596,0.4292,0.0705,21129.0,23174.0,26517.0,27002.0,25748.0,23042.0,22405.0,23762.0,27031.0,25639.0
A0A087X234;F2Z2X2;Q6ZT98-2;Q6ZT98-3;Q6ZT98,0.1569,0.4289,0.0705,11628.0,11345.0,14471.0,17320.0,16964.0,14514.0,10040.0,18714.0,28007.0,12001.0
E5RGZ6,-0.1688,0.4293,0.0705,6586.1,7869.9,7770.7,6340.9,4797.0,7280.6,5462.7,5212.3,4162.8,8500.5
I3L4C3;I3L0Q5,-0.0938,0.4289,0.0705,12839.0,15369.0,16817.0,16532.0,12483.0,16727.0,12820.0,11938.0,13441.0,16159.0
O75420,-0.0573,0.4289,0.0705,38349.0,45599.0,54651.0,53869.0,49519.0,45119.0,46608.0,46126.0,50751.0,48673.0
P16333;P16333-2;C9JAB9;C9K098;C9JVV5;C9J869;C9J0K5;H7C5C7,-0.0334,0.4286,0.0703,103770.0,112960.0,144900.0,139780.0,126900.0,125440.0,110380.0,123630.0,139280.0,129970.0
Q8N264;D6RCP5;Q8N264-3;Q8N264-2;Q8N264-4;D6RBC2;Q8N264-5,-0.0645,0.4283,0.0702,24143.0,28450.0,34705.0,33660.0,25762.0,29727.0,25586.0,27458.0,29562.0,30979.0
P84157;P84157-3;K7EPS4,-0.0573,0.4281,0.0701,35253.0,40481.0,48162.0,46067.0,41262.0,44012.0,36559.0,39851.0,46645.0,41138.0
Q9UIM3,-0.0656,0.4273,0.07,21827.0,28071.0,33680.0,34022.0,26856.0,27795.0,26061.0,26012.0,30498.0,30284.0
Q7Z5R6,-0.1275,0.4278,0.07,3733.6,4886.5,4807.3,4164.9,4625.5,3683.7,3334.6,3793.2,5843.6,4563.9
Q5TI78;O95568,-0.1629,0.4272,0.07,1403.3,1995.0,2346.8,2098.5,2300.9,2334.9,1860.1,1348.8,2211.7,1458.7
Q06609-2;Q06609-3;Q06609;Q06609-4;Q9NZG9;E9PI54;E9PJ30;E9PNT5,0.0779,0.4277,0.07,9515.5,10810.0,13387.0,11088.0,11108.0,11408.0,10377.0,11638.0,14135.0,13238.0
Q7Z4G1;Q7Z4G1-2;B0QZ40;H7C607,-0.0527,0.4274,0.07,44295.0,46994.0,64556.0,62466.0,57794.0,54635.0,48698.0,52908.0,58633.0,56819.0
Q92765,0.1336,0.4273,0.07,2730.2,3102.9,3655.8,4184.0,3856.2,3281.7,3194.5,4096.2,5749.5,3516.5
P62899;H7C2W9;C9JU56;B7Z4E3;B7Z4C8;P62899-3;P62899-2;B8ZZK4,0.0541,0.4266,0.0698,53075.0,70133.0,75730.0,70786.0,60553.0,64428.0,65351.0,70655.0,77350.0,73710.0
P43490;A0A0C4DFS8;C9JG65,0.041,0.4267,0.0698,512320.0,545980.0,737280.0,696380.0,621780.0,633240.0,558750.0,657080.0,776170.0,657210.0
Q9NTX7-2;Q9NTX7,-0.1026,0.4266,0.0698,4534.6,6413.9,6790.0,6607.6,6007.9,5392.9,5402.7,5637.0,6138.4,6349.5
Q13641,0.0642,0.4265,0.0698,22555.0,27026.0,28851.0,29231.0,27203.0,28678.0,25704.0,29449.0,32402.0,28785.0
E7EVA0;P27816-4;B5MEG9;H0Y2V1;F8W9U4;A0A0J9YVV8;A0A0J9YW37;P27816-3,-0.0556,0.4193,0.0697,1592200.0,1823200.0,2194600.0,2200500.0,1843400.0,1898400.0,1678400.0,1876700.0,2064500.0,1993600.0
REV__H7C5U4;REV__A6H8Y1-2;REV__A6H8Y1-7;REV__A6H8Y1-6;REV__A6H8Y1;REV__A0A0G2JNU3,0.1138,0.418,0.0697,14652.0,11728.0,17445.0,21137.0,19253.0,16529.0,16546.0,18435.0,26840.0,15340.0
O95905;O95905-3;O95905-2;C9J316;F2Z2R1;C9JGV1,-0.0357,0.4223,0.0697,108410.0,123380.0,157710.0,151370.0,130730.0,131010.0,119300.0,128700.0,142120.0,148590.0
H7C3G7;Q2TBE0-2;Q2TBE0;H0YE03;Q2TBE0-3,-0.0582,0.4223,0.0697,34742.0,39329.0,46247.0,45962.0,44911.0,40666.0,36385.0,39191.0,45047.0,47168.0
Q9UMX0-3;H0YDS0,-0.1222,0.4254,0.0697,4263.5,4284.0,5382.0,5098.9,4456.6,4271.4,4289.1,4150.0,3756.8,5609.3
G1UD79;Q7Z309-4;Q7Z309;Q7Z309-2;Q7Z309-3;Q7Z309-5,-0.1044,0.4213,0.0697,4955.9,6728.6,6552.4,6258.9,6156.2,6237.6,5390.5,5850.5,6000.1,5800.2
Q14126;J3KSI6,-0.0345,0.4255,0.0697,122710.0,142480.0,167050.0,162190.0,149710.0,148270.0,131520.0,150300.0,163780.0,151330.0
Q9Y224;G3V4C6;H0YJB9;G3V4E7,-0.0344,0.4193,0.0697,200100.0,208370.0,281350.0,273460.0,219230.0,239660.0,210990.0,232640.0,260250.0,235750.0
Q8NFG4;Q8NFG4-2;C9J4C4;Q8NFG4-3,-0.0579,0.4208,0.0697,27086.0,31425.0,39058.0,37654.0,33636.0,32722.0,29100.0,31309.0,35830.0,37133.0
Q9BXK5;A0A087WTL4;A0A087WX97;Q9BXK5-4;E9PDD6;Q9BXK5-2;F2Z2C3;A0A087WW80;F6VJB4;A0A0A0MR90,-0.0469,0.4236,0.0697,59559.0,69376.0,78150.0,79547.0,67918.0,71481.0,63898.0,67936.0,72064.0,76353.0
Q9H2P0;E9PQK8,0.0356,0.4225,0.0697,94379.0,104230.0,130220.0,122020.0,111810.0,111340.0,102810.0,117980.0,138390.0,121840.0
Q8TBX8;Q8TBX8-3;Q8TBX8-2;F8VNT5;F8VU68;H0YIJ6,0.0341,0.4232,0.0697,130090.0,140960.0,188820.0,178290.0,154210.0,160460.0,141560.0,168600.0,173810.0,185330.0
P52888;K7EP46;K7EL02;P52888-2;K7EMU4;K7EIK4;K7EL32,0.0367,0.4192,0.0697,268370.0,303130.0,400790.0,393890.0,333660.0,358520.0,299740.0,358740.0,419010.0,346530.0
Q9GZP8-2,-0.1214,0.4202,0.0697,4593.9,4926.4,5479.3,5200.6,4626.1,4436.1,4561.9,4060.4,4296.3,6130.0
Q9UM22;Q9UM22-2;Q9UM22-3;D6RIH7,0.0706,0.4259,0.0697,49515.0,47698.0,64884.0,58063.0,56987.0,59705.0,45095.0,63514.0,76249.0,56129.0
Q15398;Q15398-1;G3V4E5;G3V543,-0.1495,0.4194,0.0697,1141.6,1131.2,1787.3,1241.0,1085.6,965.06,1032.6,1053.4,1321.9,1538.0
Q8WVM8;Q8WVM8-2;Q8WVM8-3;G3V3K9;G3V4I1;G3V5F3;J3KNG4;G3V363;H0YJS6;G3V2M8;H0YIZ7;G3V5E2;H0YJY1,0.0363,0.4179,0.0697,83538.0,88996.0,114890.0,110410.0,98917.0,104840.0,87230.0,104190.0,119590.0,107020.0
P25445-6;P25445;H7C5Z8;A0A087WTM9;P25445-7;P25445-5;P25445-4,0.0901,0.4219,0.0697,8195.9,10618.0,10425.0,9093.0,9594.6,10470.0,8688.7,10243.0,11571.0,11897.0
Q9NZ71-9,-0.1485,0.4193,0.0697,1542.8,1524.0,2244.8,2668.2,1886.6,1323.6,1973.0,1904.9,2050.4,1735.9
Q9NZL4;Q9NZL4-3;Q9NZL4-2;K7EL16;K7EN20;K7ERT9;K7EKM6;K7EMM7,0.0333,0.4232,0.0697,192620.0,215250.0,286230.0,280950.0,242900.0,249350.0,227560.0,237560.0,294750.0,264140.0
F8W0Q9;Q8NEY8-8;Q8NEY8-2;Q8NEY8-6;Q8NEY8-9;Q8NEY8;B7Z8L1;Q8NEY8-3;F8WF16;F8W6A0;Q8NEY8-5;Q8NEY8-7;F8VRK2;F8VPY7;F8VWU8,-0.0575,0.4216,0.0697,39920.0,47848.0,53767.0,52438.0,43128.0,46584.0,41937.0,45070.0,47690.0,52342.0
O95989,-0.0614,0.4245,0.0697,27286.0,27984.0,39275.0,39745.0,31692.0,31814.0,28133.0,32020.0,37071.0,33406.0
Q9H461,0.0868,0.4198,0.0697,8927.0,8769.5,11324.0,9974.9,8752.9,11379.0,9558.4,9525.3,11624.0,9997.5
REV__H7C4F6;REV__O00629,0.0861,0.4187,0.0697,21669.0,21924.0,32579.0,33831.0,32805.0,30856.0,24974.0,33280.0,38009.0,27698.0
H3BNK2;O43325,0.1312,0.419,0.0697,1732.5,1674.8,2909.5,2290.8,2027.8,2327.1,2149.9,2475.9,2690.0,2177.7
Q9UM82,-0.1032,0.4229,0.0697,5337.1,5812.3,7179.8,6668.2,5614.8,6186.5,5533.4,5646.1,5461.6,6271.7
P53992;G5EA31;P53992-2;A0A0U1RR49,0.0308,0.4193,0.0697,257080.0,278030.0,377090.0,360430.0,323390.0,325220.0,282010.0,330430.0,376350.0,354630.0
Q9BZK7;A0A0D9SF63;A0A1B0GVH3;A0A0D9SFI2;C9JLJ1;C9JCK0;C9JBN1;A0A0D9SF25;A0A1B0GUU2;F8W9D8;C9IYU9,0.0365,0.418,0.0697,91279.0,97346.0,130750.0,125010.0,115210.0,116590.0,100710.0,117170.0,133170.0,119930.0
O95182,-0.0627,0.4209,0.0697,21258.0,23779.0,26215.0,24084.0,22959.0,24616.0,19589.0,23200.0,25416.0,24111.0
P15121;E9PCX2;E9PEF9,0.0557,0.423,0.0697,1189900.0,1316500.0,1743900.0,1790000.0,1509100.0,1511200.0,1377500.0,1607600.0,1842600.0,1681500.0
J3KPS0;Q9NXW2;Q9NXW2-2;V9GYN7,-0.0526,0.4191,0.0697,45449.0,48385.0,57384.0,56715.0,53307.0,48471.0,43221.0,52677.0,61000.0,54475.0
P0DN76;Q01081;Q01081-2;Q01081-4;Q8WU68-3;Q8WU68;A0A1B0GW87;M0QYK5;M0R2N4;Q01081-3;Q8WU68-2,0.0424,0.4189,0.0697,104920.0,108940.0,148030.0,130940.0,126930.0,127420.0,106640.0,136620.0,153530.0,131630.0
Q96RR4-2;Q96RR4-3;Q96RR4-7;Q96RR4;Q96RR4-6;Q96RR4-5;Q96RR4-4;F5GZ00;F5H4I7;F5H360,-0.0498,0.4209,0.0697,50419.0,61235.0,72998.0,75712.0,61893.0,62384.0,55537.0,61570.0,71009.0,67960.0
Q96F44-3;Q96F44;R4GMV1;R4GNB9;Q96F44-2;C9JZT5;Q4VAN1;Q6AZZ1-2;O00481-4;Q6AZZ1;O00481;Q13410;O00478-2;O00478,-0.0529,0.4256,0.0697,43057.0,49992.0,61516.0,62281.0,52664.0,47584.0,48766.0,51769.0,61867.0,55871.0
Q96GC5-3;Q96GC5;F5H702;F5H8D0,-0.0614,0.4184,0.0697,31660.0,33009.0,44402.0,41572.0,35942.0,32630.0,30035.0,36759.0,43218.0,41202.0
Q96GM8;Q96GM8-2,0.0585,0.4247,0.0697,20869.0,23793.0,27584.0,28829.0,24933.0,25701.0,24042.0,27490.0,28457.0,28771.0
Q13501;Q13501-2;E7EMC7;E9PFW8;C9JRJ8;E3W990;D6RBF1;C9J6J8,-0.036,0.421,0.0697,142000.0,164510.0,190100.0,175030.0,151150.0,164760.0,142860.0,163110.0,178050.0,176210.0
O15230;O15230-2;A0A087WYH7,0.0323,0.4221,0.0697,146950.0,164190.0,198410.0,187040.0,169430.0,191290.0,153060.0,176190.0,199100.0,190220.0
P35237;A0A024QZX5;A0A087X1N8,0.0487,0.4241,0.0697,498700.0,542140.0,763660.0,747960.0,682280.0,659410.0,573430.0,679000.0,811330.0,696100.0
O60293-2;O60293;G3V1X1;O60293-4,0.0805,0.419,0.0697,8996.1,11075.0,11614.0,10878.0,10640.0,11593.0,9620.9,12103.0,13142.0,11601.0
Q8N680,0.0601,0.4205,0.0697,17430.0,20654.0,25026.0,24014.0,21481.0,21888.0,20900.0,24024.0,23338.0,25574.0
Q53H47-3;Q53H47;B9ZVV8,0.0654,0.4195,0.0697,21292.0,25068.0,30309.0,29083.0,25092.0,30987.0,24450.0,25510.0,30738.0,28474.0
A0A087X2G0;P35398;P35398-3,-0.1253,0.4202,0.0697,5320.1,6665.4,6631.3,6650.5,5474.2,6565.6,5838.9,4569.0,5038.3,6843.9
K7ERX3,-0.1177,0.4178,0.0697,2974.5,3415.8,4069.2,5262.9,4040.2,3524.3,3545.8,3712.7,3736.2,3978.2
Q9HBH1,0.1185,0.4262,0.0697,3287.8,3860.8,4454.0,5460.4,4893.8,4333.6,4441.8,5359.6,5686.7,4517.2
Q6P0Q8-2;Q6P0Q8,-0.0817,0.4183,0.0697,8973.2,10529.0,11852.0,12260.0,9641.6,10242.0,9122.6,9793.0,10319.0,12122.0
P36543;P36543-3;C9J8H1;P36543-2,-0.0385,0.4249,0.0697,72794.0,81394.0,107470.0,102480.0,83512.0,88408.0,76381.0,85881.0,100680.0,94474.0
P10644;P10644-2;K7EPB2;K7EIE5;K7EID3;K7EJ40;K7EK41;K7EMZ6;K7EMU2;K7EPR5;K7EQK3;X6RAV4;K7EM13,0.0347,0.4244,0.0697,126420.0,136400.0,178120.0,168830.0,153050.0,156600.0,134620.0,164550.0,183300.0,162160.0
Q9HAT2;Q9HAT2-2,0.0631,0.4195,0.0697,41460.0,40299.0,57960.0,54163.0,47431.0,51540.0,43463.0,50555.0,64984.0,48092.0
Q9BT30,-0.1139,0.4218,0.0697,3050.0,3693.3,4436.7,3845.3,3755.4,3643.0,2708.6,3804.5,3732.9,3963.9
Q9NTZ6;A6PVI1;A6PVI0;Q5JX62,-0.0301,0.4194,0.0697,268380.0,304570.0,379930.0,390680.0,324760.0,326740.0,301350.0,324140.0,359920.0,356950.0
CON__Q148H6,-0.2018,0.4258,0.0697,2870.7,4053.3,5879.1,6707.6,3966.6,3096.1,5039.6,2897.1,2841.1,6398.9
P35580;P35580-5;P35580-2;P35580-3;P35580-4;E7ERA5;P13533,0.033,0.4224,0.0697,362520.0,403280.0,513730.0,485010.0,430690.0,450710.0,387220.0,481610.0,509720.0,472500.0
Q9NSK0;Q9NSK0-3;Q9NSK0-5;C9J8T5;Q9NSK0-4;C9JZE5;H7C4M1,-0.0413,0.4204,0.0697,58927.0,68179.0,83730.0,84499.0,72007.0,70861.0,63190.0,70513.0,79993.0,81018.0
O94819,0.0654,0.4218,0.0697,20409.0,23098.0,31080.0,31570.0,26333.0,26285.0,24251.0,26586.0,32952.0,31633.0
CON__P20930;P20930,-0.2947,0.4222,0.0697,8616.6,3364.9,3316.7,2597.7,2607.6,2781.8,2322.3,5511.2,3250.9,4520.1
