Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1,V_log2.i._TMT_2,V_log2.i._TMT_3,V_log2.i._TMT_4,V_log2.i._TMT_5,D_log2.i._TMT_6,D_log2.i._TMT_7,D_log2.i._TMT_8,D_log2.i._TMT_9,D_log2.i._TMT_10,D_log2.i._TMT_11
B2RXS4,-0.0152,0.1019,0.0001,4970038.508194878,4895672.927841758,5178829.9668797,5570396.099776032,4807828.785571624,5004891.2565122135,5717899.8134166105,4970038.508194878,4871357.311208879,4777967.003854764,4858051.279286118
Q9JJF0,-0.0162,0.0934,0.0001,7617013.177559879,7156259.30633209,7045172.888989994,7525487.194729334,8154843.403915349,7821430.779048131,6059489.338515467,7650151.144425058,7294850.600797027,8272666.715025732,7409801.32228919
A3KFU5,0.0102,0.0666,0.0001,2001518.6178510557,2196235.66420524,2116744.6359682092,2135411.0680707,2002794.9497691188,2022783.8863942157,2211787.2586963126,2135411.0680707,2040869.9022141322,2148336.2070717043,2078287.942676537
Q8BGR9,0.0161,0.1026,0.0001,4015611.991024878,4056944.287530174,3866177.428401911,3910177.3950748798,4595223.181549442,4371852.337517935,3748676.5486336076,4130285.929441272,4109158.4403726286,4508079.717876401,3944184.836906927
Q6PCP5,0.0194,0.1125,0.0001,6686035.54694121,6490276.1279987795,7641752.065617517,6247431.272551148,6055140.581983689,6329677.368135703,7627228.27470233,6210741.406321151,7091727.434716136,6174499.226094346,6864524.36819672
Q91YN9,-0.0116,0.0798,0.0001,2809043.529693107,2789899.1315665715,2938692.124262684,2975765.035852317,2749400.915362075,2772041.420675349,3068773.519694839,2807560.5446067024,2797445.6294453023,2697888.575993297,2840988.139202582
Q9Z0G0,0.0135,0.0837,0.0001,2317525.395852818,2498384.5067041176,2394258.6599210524,2254852.7891324474,2152588.757790191,2221340.8183526094,2399183.3864948666,2311575.716038877,2481539.987224361,2193503.9360971674,2472475.1334529826
Q63844,-0.0246,0.1156,0.0001,7641752.065617517,6629475.274884243,7707618.384484584,8119056.42931362,6277457.886192474,5846804.27105292,8591372.07338221,6906707.529858487,7727350.576385855,6785451.472964758,7078955.754534426
A0A0R4J083,0.0087,0.0766,0.0001,38004608.73584842,35936305.25422795,35038222.96511658,37054577.90649281,37370709.481167324,37318135.4735544,37665838.08464805,37132527.95470535,38136553.798601605,35936305.25422795,35310576.32527403
P29788,-0.0158,0.0852,0.0001,1013945.9386358741,1020976.362911536,1105244.3099477948,1107133.831224499,1048520.8194359927,1053173.1694600615,1132758.8390380566,1069140.4225867281,1051323.043406565,876732.1396112137,1105244.3099477948
Q8R326,-0.0072,0.069,0.0001,30514022.176127166,30936964.161306776,31377545.426774256,30740534.914312568,30936964.161306776,30514022.176127166,30563253.928743985,30514022.176127166,31246019.89885902,30334220.032386694,31377545.426774256
A0A1L1SU24,0.0227,0.0903,0.0001,251700.9809328009,281198.6869543493,285107.14596595033,242960.76596946537,213451.12814533012,256082.79209952155,274137.2682175017,254436.09267965218,238316.66465958033,234158.0498953319,297400.3234260153
A0A087WRP7,0.0193,0.0882,0.0001,283294.61630509055,285450.09299267124,260214.1316429982,303147.58491726307,324019.73410642426,298638.6213601109,300561.94339372864,260956.96188302114,322002.10500071984,295126.2442580668,294102.37046619016
Q9EPR5,-0.0149,0.0968,0.0001,2979372.7660621917,2900517.7592520807,3342292.4805425294,3063232.3676614286,3017805.7898228,3021239.7637540083,3242069.669342609,3155985.8748953366,3063232.3676614286,2935455.5311607546,2762372.1835032026
Q6NVF0,0.0101,0.0864,0.0001,7367606.163788523,7641752.065617517,7525487.194729334,7627228.27470233,7470705.499497762,7196366.112461067,8094854.7423266815,7517082.063048191,7610057.130262766,7379933.79478588,7698159.177117877
Q6P9K9,0.0113,0.0958,0.0001,15163573.572778255,14152504.420774907,14666239.497156184,14985316.493647998,14691689.863438582,14935995.880068928,15678336.881726965,15094931.457776396,15337017.373409897,14072399.207768805,13999607.330648335
E9Q5M4,0.0254,0.1011,0.0001,367990.93800464435,391180.04409620183,469808.3714671448,470873.1327129888,357999.7985109882,411143.36732220656,483303.2608115144,382632.0939346568,456156.85992679757,362894.1223748683,418324.851669196
Q8BG32,0.0119,0.0982,0.0001,11975002.21435281,12317925.97299689,12535334.052552175,11396751.968286293,11989189.765920702,11044956.08072817,12336746.631304499,12158114.781640133,12185824.501780743,12593412.177342074,12565649.797392352
Q5SYL1,0.0876,0.1302,0.0001,699467.0485497068,638079.144832814,1358395.8811536508,868201.0741933031,392784.95787705295,584084.7156598687,1581811.2212652576,624188.2738615575,929774.7026013366,533525.6678783938,794802.4693438723
E9PX29,-0.0122,0.0946,0.0001,5054313.623318093,5040742.183112837,5340468.950304031,5308300.621879095,4858051.279286118,4840803.794887532,5474677.074452364,4930402.442160367,5131909.522332792,5032988.731672655,5065418.539909722
Q8C9S4,-0.0257,0.0909,0.0001,147208.38227296114,143373.83536594847,139759.39319135007,168052.53052526488,169938.48450448812,169364.57889854675,117830.50126335675,162276.73020386917,150029.4698540558,143628.8193106406,162859.66754276416
A0A0R4J1N9,0.0137,0.1118,0.0001,25054155.686600246,25016634.950470563,24214414.202336878,24652414.949410904,25740390.68396797,25928701.824334152,22513331.768301506,25232857.36843906,25161030.46346637,26827048.138336573,25429309.456218477
D3Z5R4,0.0083,0.0741,0.0001,27113861.298534337,27588789.04018239,27865595.00419652,26360217.906468146,26236225.98685584,28218949.25899276,27279086.614283103,26074176.79414461,26667471.614117365,27312416.05181761,27645558.51073913
Q9D7J4,-0.0123,0.0763,0.0001,1780461.9014558792,1728013.881401449,1793820.8436238698,1853691.7604781513,1759683.397679551,1897098.4690073668,1655853.8096446735,1731814.0633565383,1899536.149239431,1700768.0421336044,1726832.998925987
Q9CQW2,0.0138,0.1074,0.0001,13008158.448215699,13215438.954244085,12705742.374844054,12212416.715966428,13894916.914509233,13360791.573433597,11846952.58852865,13659792.747216957,13267349.315585528,13799883.18640173,12880405.640919074
B1PSD9,-0.0163,0.0822,0.0001,921672.4895840635,973292.4833539797,1012756.6403510043,911938.0748800935,987800.0557889707,1018267.9984052064,792074.3306458103,1010296.2968288378,894862.051559487,1021657.7191639629,968764.0802767061
Q02614,0.0248,0.1233,0.0001,1122099.4654850732,1199903.660596777,1092786.9401682634,1045795.8587601656,1283677.2318733463,1324747.9223426788,1031230.8280530481,1213099.4815009595,1029880.4640887808,1197863.3682053743,1217291.6474833682
Q8BIL5,-0.0129,0.0775,0.0001,1242625.9793450786,1156143.2513070605,1262252.3277365174,1235569.6962575677,1197863.3682053743,1272927.2002252378,1119976.5001033824,1156143.2513070605,1262252.3277365174,1173194.9002255583,1266291.9670996005
P47791,0.0092,0.0783,0.0001,33946972.62460478,33807060.83264964,35762650.58178469,37132527.95470535,37233266.529668495,36437197.4892295,36956673.41958973,35936305.25422795,35936305.25422795,33996582.00393879,35627354.10995194
A0A0R4J008,0.0093,0.0754,0.0001,4885892.2402723385,5009651.900342171,4790860.591572981,5021932.297841755,4918163.752852474,4908879.257345497,4693248.653338714,5139907.343402862,5004891.2565122135,5121252.328265557,4885892.2402723385
Q7TNR6,0.0196,0.1052,0.0001,2247913.283858408,1928033.817555746,2236076.264362026,1872591.5452825513,1983120.417897527,1916330.8080809775,2233887.079324709,2232487.615223685,2034935.0934567521,1859661.955034767,2217696.919018408
Q8BJY1,0.0108,0.0849,0.0001,6027760.881524456,6434902.106898778,5936547.947666559,5997169.345184232,6521688.545196465,6230442.53519325,6622194.3624701835,6034140.469289006,6300408.03265773,6292200.930524866,5913963.195593491
Q6PHS9,-0.0089,0.0723,0.0001,3910177.3950748798,4009321.68287832,3914697.056907593,3775101.6469382355,3985893.3086549714,3985893.3086549714,3907436.9716349253,3860567.8552385033,3872020.805435269,3857276.089106571,3895099.26414968
P97927,-0.0176,0.0942,0.0001,497439.6977014761,524203.36876431183,448051.8349912559,486665.4481690023,521141.47733956994,491785.63987988804,449998.3469983754,502584.9965792626,486034.82300857286,514461.9758086406,493260.80105346453
G3V023,-0.0359,0.159,0.0001,419983.9787413927,390086.10534228384,541063.1332291507,443926.00623912364,529221.4732454265,451454.75889590645,400367.4571963741,476998.44022405136,439424.20739041443,490110.06260058424,462366.7562453936
Q91V76,0.0235,0.2241,0.0001,15710031.731817588,15292086.662521314,16325376.000612857,15258059.832289813,15757319.314004717,15842997.019363739,16875935.621073775,15314665.894596985,16220681.59959487,14985316.493647998,16348466.701697791
Q80YD1,0.0137,0.0745,0.0001,453951.5146890055,504077.99798007065,488012.4109552289,453951.5146890055,486034.82300857286,456156.85992679757,504814.4948163033,487294.1283093829,487294.1283093829,498396.7612212044,457705.9868661233
Q9DAK9,-0.0094,0.0827,0.0001,32934524.464709233,32380904.476344902,32485676.070087165,34416459.62941671,32774401.781059377,32900851.70590365,33471912.028016336,31246019.89885902,32158423.60001835,34611082.843076065,32380904.476344902
Q8VDT9,0.0136,0.0436,0.0001,252803.60852823817,327284.53752001195,296958.12581288296,316441.9149102948,196718.7436464458,285450.09299267124,302005.45888910897,254905.75717557903,301023.5911523485,263939.20580645464,277955.37293844717
E9PUC4,0.0121,0.0727,0.0001,922694.4608602711,996676.6769715257,1017145.8606981657,939736.7896886329,982865.2479202097,971256.0426348131,982865.2479202097,934367.141723739,1048520.8194359927,954615.3502908571,990363.4964557952
P10639,0.0364,0.1798,0.0001,42007957.73095506,44417284.74698086,37054577.90649281,42366731.8599461,47433819.18826632,47542494.61079032,32158423.60001835,44794899.10824309,46662391.05641313,46540384.21647196,44863229.5971161
Q8VCL2,0.024,0.1028,0.0001,270254.39037909167,273596.1839127182,324019.73410642426,263261.39066319796,259335.87140127266,289695.10122424096,308278.9522112058,251055.14796794407,308652.3895589965,287619.7090452995,251700.9809328009
Q9R060,-0.0189,0.0931,0.0001,878431.7937353534,777680.8016034428,882475.7079816178,821521.3246360073,764736.5333881566,783063.4523312283,935230.1879196381,775703.6153008946,888551.9073588869,708302.1018948293,796578.0592919382
Q5SNZ0,-0.0109,0.0939,0.0001,7798026.361136487,8181768.363962436,8251029.625965352,8542231.965279501,8591372.07338221,8109604.4993563425,8536089.295199566,8052290.671244297,8013663.466666209,8472105.158228556,8094854.7423266815
G5E8T6,0.0164,0.0911,0.0001,1075207.668684411,1033447.0229810661,1211892.417193357,1072141.405363166,1008127.03120859,1083924.5870181338,1218383.8846865802,1033965.7263662064,1069140.4225867281,1029880.4640887808,1122099.4654850732
Q9JKC6,-0.0106,0.0972,0.0001,200114540.68026525,200114540.68026525,219383656.33538482,211048719.16457996,211048719.16457996,218188711.23219678,192217378.11928144,208081975.9955406,208081975.9955406,208081975.9955406,206591240.8706506
P56394,0.0221,0.1123,0.0001,2837795.3528681,2785614.4621211095,2372308.9170774557,2787955.753687051,2410009.1982204965,3160849.3044896773,2422872.583976212,2539828.554953679,2764847.7123795575,2708959.4811137146,2486508.1088935784
Q9CR59,-0.018,0.0983,0.0001,1272927.2002252378,1049893.7216461913,1159730.8965345055,1269037.8643444898,1146848.340489399,1126687.443239961,1297658.932127604,1145451.2643147944,1157567.1553561143,1075207.668684411,1190575.0439871044
Q810D6,-0.0252,0.0802,0.0001,188309.58677216707,156969.3386356985,159394.64060621415,205305.46514534773,193569.8893313665,165710.38570877092,230374.62786368252,175218.81963479804,167569.0349467455,184585.05366926384,142266.47579965275
Q9D0R8,0.009,0.0587,0.0001,1587075.3047994627,1487337.959458699,1554284.3676611267,1521087.8812045834,1613339.0927790196,1526372.0380495805,1546509.2670269446,1625635.3010205918,1505045.272392009,1593167.0550722668,1580250.5764358726
Q07235,-0.0116,0.0772,0.0001,3082559.0606761444,3121424.82079637,2908996.4294594997,3078411.3084318424,3247143.0580795277,3141586.7151509165,2782408.0067553786,3141586.7151509165,2950267.286668475,3158267.206656266,3209913.8796371804
A0A1L1SRX2,-0.0087,0.075,0.0001,6509978.642528388,6459517.168104187,6573920.902612434,6930835.574603889,6726782.446913616,6434902.106898778,6847258.247927674,6704805.487088355,6509978.642528388,6521688.545196465,6596869.374312974
A0A0M3HEP3,-0.0095,0.0601,0.0001,1357114.045052195,1351838.609831418,1375571.4541239557,1315027.0995310189,1389118.770988366,1348147.3509654314,1304254.546088826,1333630.9052490362,1320940.1335666636,1364213.2252754413,1424611.5891073358
Q8C6E0,0.0116,0.0842,0.0001,5328348.790925265,5495065.08012004,5206898.885526076,5113909.319722246,5856273.016288117,5733890.7885624105,5078473.640317176,5554043.205220438,5178829.9668797,5650051.798873364,5474677.074452364
P49710,0.0146,0.0865,0.0001,2146062.3975697923,1952711.9257692501,2316323.8814741946,2027253.608242757,2111252.9203339233,2059490.4893599579,2176001.8605817207,2126693.72097517,2250048.2423954387,1909134.7755063628,2276631.136672608
A2ATK9,0.0226,0.1278,0.0001,2262771.6771915266,2254852.7891324474,2193503.9360971674,2276631.136672608,2394258.6599210524,2159568.125311376,2042827.9160794932,2280174.2387035806,2301316.2983368495,2749400.915362075,2345782.9984862423
Q9QYE6,-0.0109,0.0666,0.0001,1292271.9698465404,1316221.704074778,1367399.7654807032,1285293.2306242695,1332365.7872815954,1339361.3653032186,1180203.6517744316,1307054.2486661396,1344640.314945122,1312632.2339194294,1371626.4970559897
Q9JLV1,-0.011,0.0791,0.0001,3261419.9174291086,3473537.4995817435,3363578.558662501,3403066.2566300915,3663264.0750233172,3543553.796996853,3393144.8833724037,3276077.3059053724,3269994.316107231,3473537.4995817435,3491373.302385776
Q9WU78,0.0125,0.0891,0.0001,7116462.000316851,8109604.4993563425,7254486.509228902,7505647.300475341,7022807.848342306,6926772.771652315,7409801.32228919,7214648.238445464,7349835.83546111,8098058.534758139,7821430.779048131
E9Q310,-0.0159,0.0913,0.0001,684351.8038988838,640532.5506044028,652241.2070037824,612979.5117756595,725888.3332809481,688089.5598045902,626931.7920753241,661928.1311190925,629301.6851980408,638790.1467041039,691570.9288961184
Q6P6I6,-0.0174,0.0979,0.0001,1493096.0130120292,1353196.8886615355,1617565.099736599,1477357.7928578288,1349978.5377489391,1479276.2578953584,1551333.370600109,1402530.7787481076,1490362.5989548329,1343892.0959179478,1379894.4210392467
