Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1,V_log2.i._TMT_2,V_log2.i._TMT_3,V_log2.i._TMT_4,V_log2.i._TMT_5,D_log2.i._TMT_6,D_log2.i._TMT_7,D_log2.i._TMT_8,D_log2.i._TMT_9,D_log2.i._TMT_10,D_log2.i._TMT_11
P70677,-0.0144,0.0994,0.0001,4475074.345700249,4514400.989722032,4352339.7437176835,4598711.828006015,5165204.102945556,4934382.626264293,4243684.583686287,4711584.482996103,4440357.6353194965,4669238.4866687395,4457485.4129681345
Q99MN9,0.0098,0.0819,0.0001,8980677.239172243,9015874.08891602,8922924.784829954,8433860.958208824,8772095.223010466,8161754.920412924,8980677.239172243,8772095.223010466,9260173.63500152,8922924.784829954,9236136.986888103
Q91YE3,0.0152,0.0717,0.0001,507546.4416483912,428596.3685089472,497439.6977014761,501715.92928582296,423072.14373860956,468057.0492505124,511043.25910309126,483303.2608115144,508278.8490981219,423072.14373860956,467615.4955602804
Q9Z204,0.0129,0.0992,0.0001,14337066.09295966,14826552.368000604,15337017.373409897,14226879.88045798,14316459.112909798,13813887.46161297,13659792.747216957,15127424.7305471,14420632.319259694,16117405.657747056,15337017.373409897
G3X920,0.009,0.0556,0.0001,885060.9491428704,875360.2213447647,830888.4000793168,876036.832131965,890469.3620968799,902580.8761342169,844254.1685941917,899493.695617424,858246.6949663161,898750.1936469262,860684.7527748961
Q8QZY9,-0.0271,0.1213,0.0001,1490362.5989548329,1505045.272392009,1387781.9529815826,1455466.163565967,1923983.511857909,1666516.919497973,1249505.0372016877,1603377.5544533096,1559490.6842001977,1581448.3726216473,1482123.769234092
Q8R1F6,-0.041,0.0759,0.0001,477601.63337765465,460972.08551590645,775703.6153008946,461698.5547783373,354937.4881581183,330883.77970762225,781763.5026780817,354583.2973122552,560610.2818701313,370299.371496411,555355.0706974352
O70251,0.0114,0.0909,0.0001,58170605.959451854,60090287.56070284,59601245.53574222,58636325.46979669,62619559.596325934,60247206.17458393,54535654.7494422,61055340.096043475,58950429.802342765,62822513.811563805,64305312.591034375
B1AZP2,-0.0079,0.0696,0.0001,13916508.882888064,13856330.776787678,13199808.061980788,14029338.569945915,13863753.480747223,14051367.818166846,13733229.16282071,12943060.838499831,13922699.20794238,13767169.765582656,13799883.18640173
Q9EPU4,0.0138,0.0578,0.0001,209749.4574879841,179531.6381812856,177651.08914596742,199752.6473924704,190566.86371970357,206338.34279757304,181135.61317357034,198491.6260926809,188985.5768017762,189394.44917256216,195822.80454996778
P70429,-0.0083,0.0655,0.0001,4281570.241004354,4109158.4403726286,4257199.984004506,4206968.987539956,4299897.459570701,4113307.428428652,4035197.6275845827,4362411.190109257,4126670.6699948087,4171473.0102688805,4440357.6353194965
Q6WQJ1,0.0181,0.0967,0.0001,913496.3326887108,888551.9073588869,911938.0748800935,864452.4702021537,820251.5664210793,885060.9491428704,1045795.8587601656,827634.9083538654,863735.6457347925,849620.2244328005,875360.2213447647
Q60675,0.0121,0.067,0.0001,549429.3270184576,544339.3833640305,569516.4711599699,507905.8313012549,572554.6727529778,586577.3130536661,549787.6590032108,553893.8940357026,538907.5351333339,516581.00246664195,575464.0869099029
O88325,-0.0193,0.0982,0.0001,780761.9479762235,730688.9255648999,748107.7433026712,664617.0740748973,847646.07603206,822185.0286007853,704353.0872693432,755088.2164143288,794802.4693438723,680355.840201282,710077.4752940539
P23116,-0.0148,0.1013,0.0001,30273640.645851854,28854906.741884775,33689423.05452141,33040913.43467324,29526418.93427116,29819796.57937266,34490679.76882346,28804919.06752931,31598578.188076414,29008803.218517467,30896539.57435014
P98200,0.0131,0.0915,0.0001,5535924.358640092,4871357.311208879,5028410.282040742,5280279.578878436,5137201.43090172,5178829.9668797,5766814.2394744,5095646.925011299,5410644.672297184,4811735.768980491,5054313.623318093
E9PWN0,-0.0164,0.0825,0.0001,630981.1940202196,574501.3129509591,683562.5422133929,595576.5280053695,596091.4709611498,594011.7924516774,612558.0518401143,681085.9086509685,623034.896375775,526520.8635325496,619236.6841229696
A0A087WPL1,-0.0113,0.0623,0.0001,470873.1327129888,498396.7612212044,501715.92928582296,472322.15201943816,481493.11652258574,511043.25910309126,475474.86280060443,491785.63987988804,461698.5547783373,469808.3714671448,478333.85032371257
Q9JK23,0.0109,0.0693,0.0001,3419027.4328131173,3274126.2702555587,2935455.5311607546,3108475.3705981327,3491373.302385776,3359349.8795983233,3433500.5360131217,3403066.2566300915,3225926.5096647087,3121424.82079637,3085451.4392141313
O08576,-0.0261,0.0972,0.0001,119174.86377315935,136309.69419306773,145219.96746870055,161618.85456439666,140173.43070674725,129742.8961526235,140777.50609528788,122156.2281525033,146664.65387077312,151852.40467762703,136963.87260743618
Q9JMC3,-0.0075,0.066,0.0001,9714575.65245246,9582136.748672588,9723492.779498033,9431513.708877169,9891583.08341098,9806192.59057183,8985998.577071588,9619918.928874267,9744492.542004468,9700517.93020472,9874115.637361268
Q68FG2,-0.0115,0.0945,0.0001,150924743.29399478,154551141.65914258,169840652.85090297,157020915.5112315,146830585.62832984,145615153.6100324,167011716.45087475,150924743.29399478,157020915.5112315,153672394.98859692,153672394.98859692
Q3UEB3,-0.0078,0.0681,0.0001,13659792.747216957,14020342.558820441,13305749.118382405,13886898.31131323,14297076.409383846,14420632.319259694,13280701.13481143,13813887.46161297,13567958.11165928,14020342.558820441,13478356.319843315
Q8K2Q9,-0.0074,0.0511,0.0001,2109182.3350741346,2099115.605627928,2126693.72097517,2059490.4893599579,2146062.3975697923,2097122.2852306957,2157565.487794189,2067251.122499433,2152588.757790191,2005246.430023082,2108212.7386242207
P60853,0.014,0.071,0.0001,392669.43469152815,417773.0629066419,410320.38950971357,379848.94851705077,430144.5686418979,434788.3400772396,375102.7556924088,380324.4705615482,426487.411226102,429380.3223866239,415221.7062451158
F7BP73,0.0151,0.0804,0.0001,1008127.03120859,905347.5919288106,1038143.3334875596,981588.1352398993,917176.077402031,948915.1683483734,1082484.5670000468,935230.1879196381,1032928.5798107448,874640.7492471546,1009787.5141150401
P26039,-0.0073,0.0624,0.0001,33880711.90953064,33996582.00393879,34843280.617091864,33946972.62460478,32984903.57359605,33539922.712832216,35972100.23298632,32900851.70590365,34416459.62941671,32003975.33794514,33807060.83264964
Q5SUF2,-0.0245,0.1281,0.0001,7242249.658643122,9619918.928874267,7495335.914662317,9171606.415004212,8678925.370913805,7143862.580290914,9015874.08891602,7734360.246011529,8299408.137672653,8602275.99549586,9028330.692249298
A0A0R4J259,0.0131,0.0968,0.0001,18311791.674503244,19212155.365795083,18084453.180921048,17808053.80525712,19227231.22799635,18295394.48919439,16692999.999155749,18670699.582354438,18274452.820085824,20108060.780768484,20185712.36842527
O08848,0.0077,0.0528,0.0001,2364937.2556571197,2356403.973886675,2348686.35472936,2296997.5030247937,2465935.3868627544,2311575.716038877,2260675.920717537,2442159.966290945,2406816.1679760143,2460274.126918502,2399183.3864948666
Q9DC70,0.0066,0.0573,0.0001,10791381.692585843,10616122.22913052,10286377.754668003,10747032.18289788,10005678.398836652,10230298.978308879,10616122.22913052,10203113.045068208,10566520.064302586,11021578.381855631,10616122.22913052
Q9QYR9,0.0092,0.0757,0.0001,17117966.114062276,16155696.874262441,17107699.375917282,16248079.84039756,16716428.413920296,16579697.487509303,17864123.44519484,16918228.21906076,17310851.742686566,15496847.136274299,16518046.842165714
D3Z607,-0.0147,0.0742,0.0001,2091381.162301446,2152588.757790191,2059490.4893599579,2045392.1701228288,2452751.307550513,2319033.3020444,1802161.703889162,2250048.2423954387,2005246.430023082,2316323.8814741946,2140139.9074705816
A0A0R4J094,-0.0109,0.0864,0.0001,20383536.79575882,20544180.60799512,18603133.240946006,20023137.927364353,21662473.71078463,21127918.048852682,19283225.848744724,19712763.084599685,19497314.22415992,20938532.999010127,20023137.927364353
Q6PDC8,0.0306,0.117,0.0001,758662.1032514643,921199.2466863896,793817.596218147,655859.975817742,828137.1508254954,873563.7214278049,727552.8581062923,720512.6942413702,674101.1587715773,848639.1412517133,1008536.853194683
A2AFI8,0.0081,0.066,0.0001,13097373.472791016,13043399.821250206,13567958.11165928,14051367.818166846,12719372.873097606,12658033.133125432,14258593.319799002,13491593.539370954,13097373.472791016,13227041.563581698,13526425.580115099
Q3ULL6,0.0103,0.053,0.0001,405209.70045689965,351693.4430078182,390329.6769568673,392553.94548285473,366246.80999743973,361324.00700664596,390793.9993891194,402102.77574664145,390329.6769568673,377911.35691154224,382190.26724918693
E9PZ43,-0.0148,0.0967,0.0001,44189924.88181197,41527980.886180475,43264140.523044795,50720021.95038778,43373457.72568524,45639759.36068073,49378224.36048521,41047390.246200524,41794533.53785715,44250147.2085459,42927736.80787864
Q80TA6,-0.012,0.0848,0.0001,4446719.521379861,4501603.602439326,4357264.738666415,4384434.309004414,5021932.297841755,4598711.828006015,4177578.148435933,4746047.630016758,4380043.727203048,4446719.521379861,4687067.083217648
E9QM77,0.0071,0.0592,0.0001,6351517.451368023,6300408.03265773,6726782.446913616,6605323.039519193,6596869.374312974,6509978.642528388,6935026.895530857,6410718.930785126,6558199.427630024,6367865.783655958,6521688.545196465
