Accession,T37.0,T44.0,T47.6,T50.5,T53.4,T56.5,T59.1,T62.2,T65.6,RSD
MIF,0.9998,1.1593,1.3404,1.2867,1.2449,1.2363,1.3979,1.0164,1.6276,0.0
MPDU1,0.9999,1.102,1.2131,0.9235,0.9802,1.0754,1.1857,0.8522,0.6809,0.0
MPZL1,0.9999,1.1138,1.0321,0.9285,0.9027,0.8225,0.8006,0.6973,0.5606,0.0
MRC2,0.9999,0.8537,0.9521,0.8002,0.674,0.4469,0.323,0.2581,0.2547,0.0
MSH6,0.9999,1.1509,0.497,0.1077,0.0695,0.0871,0.0611,0.2458,0.3632,0.0
MSN,0.9999,1.0731,1.1733,0.7952,0.2519,0.1671,0.1453,0.1248,0.1386,0.0
MYH9,0.9999,1.1158,1.0926,0.728,0.4539,0.1288,0.0954,0.1136,0.126,0.0
NAPA,0.9999,1.249,1.313,0.9886,0.5398,0.3403,0.2863,0.1659,0.1302,0.0
NCAM1,0.9999,1.1525,1.1503,0.9593,0.9634,0.8259,0.6308,0.3952,0.2883,0.0
NCKAP1L,0.9999,1.2215,1.3115,0.6496,0.9334,0.5122,0.4324,0.6096,0.2472,0.0
NCSTN,0.9999,1.1496,1.1062,0.9573,0.8949,0.7578,0.8043,0.8592,1.1272,0.0
NDRG1,0.9999,1.0301,1.1452,0.8254,0.6888,0.5079,0.3378,0.4066,0.3758,0.0
NENF,0.9999,1.0494,0.9635,0.8862,0.7948,0.7262,0.6356,0.7896,0.4685,0.0
NEO1,0.9999,1.0287,0.9896,0.7372,0.6308,0.4863,0.3501,0.2481,0.2085,0.0
NLN,0.9999,1.2977,1.241,0.9005,0.7717,0.551,0.3542,0.1641,0.1045,0.0
NOTCH2,0.9999,0.7898,0.5296,0.3353,0.249,0.2081,0.2307,0.2243,0.2601,0.0
NOV,0.9999,1.141,1.2469,0.9979,0.9026,0.7484,0.6797,0.7496,1.2839,0.0
NPC1,0.9999,1.5072,1.4945,1.3757,1.1024,0.6914,0.5208,0.3642,0.3766,0.0
NPC2,0.9999,1.1314,1.2028,1.2393,1.4403,1.1874,1.3985,1.8731,4.3355,0.0
NPTN,0.9999,1.078,1.024,0.87,0.8718,0.7171,0.3768,0.3892,0.5554,0.0
NRAS,0.9999,1.1929,1.1367,1.1022,1.3538,1.5256,1.2911,1.3148,0.9175,0.0
NRP1,0.9999,0.9992,1.0251,0.744,0.675,0.5682,0.4148,0.3311,0.2831,0.0
NSF,0.9999,1.2774,1.1528,0.2968,0.1638,0.1272,0.1163,0.1088,0.0674,0.0
NUCB2,0.9999,1.1166,1.1575,1.0839,1.0049,0.964,0.9095,1.4541,1.6015,0.0
ORAI1,0.9999,0.8935,0.9723,0.6047,0.5467,0.5393,0.5159,0.6171,0.4075,0.0
P2RX4,0.9999,1.5275,1.6057,1.6717,1.698,1.46,1.7275,2.3948,4.7489,0.0
P4HB,0.9999,1.15,1.1461,1.0413,0.9248,0.951,1.0024,0.7869,0.6154,0.0
