Accession,T37.0,T44.0,T47.6,T50.5,T53.4,T56.5,T59.1,T62.2,T65.6,RSD
A2M,0.9999,1.2824,1.3287,1.0524,0.994,0.7794,0.927,0.7441,0.7087,0.0
ABCC1,0.9999,1.133,1.1454,0.9667,0.7605,0.3824,0.0999,0.0752,0.0662,0.0
ABCC4,0.9999,1.1378,1.1384,1.0724,0.8616,0.9303,0.7714,0.1719,0.0705,0.0
ACLY,0.9999,1.2213,1.3579,0.6429,0.1917,0.1114,0.1173,0.0916,0.0815,0.0
ACPP,0.9999,1.0755,1.1,0.9936,0.749,0.6329,0.5585,0.6212,0.4624,0.0
ACSL1,0.9999,1.1864,1.2678,0.6893,0.2454,0.1108,0.088,0.013,0.0245,0.0
ACTN1,0.9999,1.58,1.8674,1.1518,1.0604,0.7388,0.3789,0.1413,0.1782,0.0
ADA,0.9999,1.1334,0.971,0.8663,0.8839,0.5622,0.4372,0.4203,0.2368,0.0
ADAM10,0.9999,1.0761,1.0428,0.8947,0.8303,0.6843,0.5561,0.3073,0.2081,0.0
ADAM15,0.9999,1.4124,1.2682,0.6869,0.6669,0.4175,0.3098,0.2972,0.2099,0.0
ADAM17,0.9999,1.035,0.989,0.8297,0.6429,0.4122,0.3413,0.206,0.1884,0.0
ADAM22,0.9999,1.1511,1.1728,0.874,0.8325,0.6679,0.5732,0.3355,0.22,0.0
ADAM9,0.9999,1.0899,1.221,1.0543,1.0215,0.967,1.1503,0.931,0.7838,0.0
ADCY3,0.9999,0.9463,1.0282,0.4241,0.1443,0.1104,0.0633,0.2142,0.1679,0.0
ADCY7,0.9999,0.9942,0.8069,0.3829,0.0714,0.0688,0.0462,0.0887,0.0541,0.0
ADCY9,0.9999,1.146,1.0729,0.8123,0.5046,0.1861,0.1619,0.1746,0.1239,0.0
ADPGK,0.9999,1.2413,1.2489,0.8869,0.7189,0.4382,0.4172,0.4152,0.2561,0.0
AFP,0.9999,1.3404,1.4201,1.1675,0.9587,0.9037,1.3684,1.6443,1.4344,0.0
AGPAT3,0.9999,1.1535,1.166,0.8374,0.2736,0.2313,0.1264,0.0538,0.118,0.0
AGTRAP,0.9999,1.1018,1.2464,1.1508,1.0794,0.8975,1.0416,1.7388,2.3801,0.0
AHNAK,0.9999,1.4929,1.6175,0.7671,0.8625,0.7239,0.8696,1.2764,0.5704,0.0
AHSG,0.9999,1.2471,1.1031,1.3494,1.1296,1.0298,1.6624,1.8748,1.6225,0.0
ALCAM,0.9999,0.989,0.9228,0.9211,0.86,0.8097,0.7804,0.6344,0.4681,0.0
ALDH16A1,0.9999,1.3099,1.3958,1.1617,1.0872,0.8411,0.7981,0.2207,0.1105,0.0
ANKH,0.9999,0.984,1.1316,1.0393,0.9597,0.8056,0.9429,1.2368,1.5314,0.0
ANO6,0.9999,1.0853,1.102,0.9201,0.868,0.8472,0.1296,0.0359,0.0384,0.0
ANPEP,0.9999,1.0248,0.9854,0.9041,0.881,0.7884,0.8448,0.7823,0.7606,0.0
ANTXR2,0.9999,1.0856,1.1416,1.042,0.9287,0.7966,0.7952,0.5769,0.4057,0.0
ANXA2,0.9999,1.3391,1.424,0.8241,0.5917,0.2715,0.27,0.2403,0.2325,0.0
ANXA4,0.9999,1.0046,1.3071,0.6217,0.6386,0.4619,0.5822,0.4962,0.4632,0.0
ANXA5,0.9999,1.1769,0.9771,0.4655,0.3766,0.4062,0.2769,0.1048,0.1014,0.0
AOAH,0.9999,1.1132,1.1875,1.1504,0.806,0.7335,0.8286,0.8354,1.1737,0.0
AP2A1,0.9999,1.2496,1.1677,0.7286,0.4451,0.2706,0.136,0.1702,0.0877,0.0
AP2B1,0.9999,1.2929,1.4411,0.8734,0.6684,0.4336,0.3452,0.0709,0.1079,0.0
APLP2,0.9999,1.1377,0.8027,0.9901,0.8014,0.6729,0.7573,0.421,0.5531,0.0
APOA1BP,0.9999,1.1541,1.47,1.4301,1.2842,0.9947,1.2109,1.2764,0.8425,0.0
APOC3,0.9999,1.0754,1.1536,1.3644,1.2341,1.0955,1.2695,1.2742,1.2681,0.0
APOE,0.9999,1.2231,1.2934,1.2466,1.1003,1.1131,1.1629,1.0632,0.8262,0.0
APOH,0.9999,1.1261,1.0806,0.9413,1.0532,0.7737,0.6953,0.6328,0.4221,0.0
APP,0.9999,1.227,1.1084,0.5902,0.4582,0.337,0.3862,0.5372,0.6896,0.0
ARF6,0.9999,1.133,1.1215,1.1216,0.991,0.5607,0.2618,0.2147,0.107,0.0
ARMET,0.9999,1.056,1.1814,1.0012,0.9857,0.9083,1.134,1.3032,0.7198,0.0
ARPC2,0.9999,2.1894,2.0585,0.8049,0.8907,0.5666,0.797,1.3314,0.3516,0.0
ART3,0.9999,1.1896,1.1662,0.897,0.8507,0.6797,0.6769,0.7136,0.5008,0.0
ATP11A,0.9999,0.9869,1.045,0.9539,0.8403,0.6931,0.3074,0.1248,0.1093,0.0
ATP11B,0.9999,0.9586,1.1636,1.3163,1.1268,1.0037,0.7896,0.2725,0.1667,0.0
ATP11C,0.9999,1.2073,1.3475,1.0963,0.929,0.6285,0.2535,0.151,0.1328,0.0
ATP13A1,0.9999,1.4527,1.4374,0.7431,0.468,0.1913,0.1441,0.1867,0.1585,0.0
ATP13A3,0.9999,1.013,1.1855,0.727,0.5126,0.2543,0.1943,0.1992,0.1548,0.0
ATP1A1,0.9999,1.1021,1.1243,0.9643,0.9184,0.9318,1.0684,0.246,0.164,0.0
ATP1B1,0.9999,1.0397,1.0058,0.93,0.9246,0.8191,0.5403,0.1367,0.1505,0.0
ATP1B3,0.9999,1.0218,0.9192,0.9736,0.9232,0.8297,0.5905,0.135,0.129,0.0
ATP2A2,0.9999,1.1905,1.1919,0.688,0.1962,0.0757,0.0913,0.1802,0.1495,0.0
ATP2B4,0.9999,1.1947,1.1764,1.0279,0.9721,0.8842,0.6422,0.2951,0.2157,0.0
ATP5A1,0.9999,1.292,1.4041,1.1249,1.1502,1.0938,1.3134,1.2606,0.3551,0.0
ATP5B,0.9999,1.0782,1.1644,0.9141,0.8485,0.7108,0.7178,0.8231,0.3122,0.0
ATP5O,0.9999,1.1528,1.194,1.0135,1.1438,1.0696,1.463,1.7464,0.2697,0.0
ATP6AP1,0.9999,1.1863,1.1918,0.9337,0.7565,0.5019,0.5278,0.6648,0.9582,0.0
ATP6V0A2,0.9999,1.2465,1.412,1.038,0.9112,0.8503,1.149,1.0569,0.5291,0.0
ATP6V0D1,0.9999,1.2165,1.3578,1.2895,1.2608,1.1023,1.3029,1.1579,0.5449,0.0
ATP6V1A,0.9999,1.3504,1.5023,1.1562,0.796,0.5724,0.4608,0.2105,0.1215,0.0
ATP6V1B2,0.9999,1.467,1.5539,0.9577,0.7489,0.5586,0.5703,0.4161,0.238,0.0
ATP6V1C1,0.9999,1.3599,1.4778,0.7349,0.5533,0.4138,0.2061,0.1421,0.3314,0.0
ATP6V1G1,0.9999,1.1329,1.1992,1.0912,0.984,0.6994,0.3876,0.3557,0.3733,0.0
ATP7A,0.9999,1.157,1.1822,0.6348,0.3291,0.292,0.2629,0.2056,0.1527,0.0
ATPIF1,0.9999,0.8385,0.9085,0.752,0.7163,0.6061,0.6995,0.9263,0.6231,0.0
ATRN,0.9999,1.0903,1.0571,0.8902,0.7891,0.5856,0.5488,0.4794,0.4289,0.0
B2M,0.9999,1.2781,1.4534,1.2026,1.2482,1.0834,1.4926,2.0732,3.3419,0.0
B4GALT1,0.9999,1.2634,1.3807,0.7804,0.3911,0.2324,0.0694,0.022,0.0271,0.0
BASP1,0.9999,1.1737,1.597,0.8915,0.9031,0.7026,1.2021,3.216,6.5699,0.0
BCAP31,0.9999,1.1494,1.2307,1.0302,0.9637,0.9888,1.2357,1.821,2.7489,0.0
BSG,0.9999,1.0413,1.072,1.0177,1.047,0.9889,1.0685,0.8146,0.6187,0.0
BST1,0.9999,1.0483,1.0324,0.9829,0.9412,0.8416,0.939,0.855,0.8579,0.0
BST2,0.9999,0.9828,0.9552,0.9778,0.7932,0.6907,0.9204,0.7379,0.759,0.0
BTN2A1,0.9999,1.0504,0.9991,0.9196,0.679,0.2879,0.135,0.1284,0.1185,0.0
C11ORF59,0.9999,1.0835,1.2931,1.0606,1.1977,0.796,0.9399,0.7991,0.553,0.0
C1QBP,0.9999,0.7238,0.5458,0.2967,0.111,0.0932,0.0019,0.0103,0.0151,0.0
C20ORF103,0.9999,1.0739,1.0255,1.0886,0.9261,0.6722,0.5709,0.3325,0.2763,0.0
C20ORF3,0.9999,1.0658,1.1151,1.0585,0.9287,0.6933,0.573,0.2326,0.0616,0.0
C4B,0.9999,0.7513,0.9374,0.8524,0.7485,0.5308,0.3814,0.2522,0.2227,0.0
C8ORF55,0.9999,1.064,1.0691,0.7801,0.7298,0.5491,0.6034,0.5977,0.6272,0.0
CAD,0.9999,1.3456,1.4318,0.5747,0.0733,0.0486,0.0488,0.0632,0.0523,0.0
CADM4,0.9999,0.925,0.9055,0.8532,0.8469,0.7926,0.6299,0.3831,0.269,0.0
CALR,0.9999,1.3133,1.5423,1.1634,0.9666,0.683,0.6482,0.5448,0.3942,0.0
CAMK2G,0.9999,1.6987,1.3066,0.1723,0.0658,0.0998,0.0565,0.0846,0.0527,0.0
CAP1,0.9999,1.4329,1.519,0.8709,0.6584,0.2533,0.2195,0.2181,0.1913,0.0
CAPN1,0.9999,1.1119,1.2231,0.9272,0.8368,0.8469,1.0508,0.4346,0.1165,0.0
CAPN2,0.9999,1.5604,1.7859,1.1415,0.9071,0.5857,0.3325,0.2104,0.1134,0.0
CAT,0.9999,1.2409,1.3172,1.1902,1.1786,0.9805,0.9888,1.0526,0.6533,0.0
CCL5,0.9999,1.2486,1.5091,0.9854,0.8431,0.6329,0.6243,0.8108,0.8759,0.0
CCT3,0.9999,1.3838,1.5484,0.9929,0.8525,0.463,0.2145,0.1702,0.1327,0.0
CD151,0.9999,1.0398,1.1429,1.0029,0.8334,0.6819,0.7702,0.7397,0.5671,0.0
CD244,0.9999,1.0406,0.9712,0.8426,0.7198,0.6435,0.5375,0.4045,0.2879,0.0
CD302,0.9999,0.9681,0.9387,0.9254,0.7723,0.5406,0.4724,0.3637,0.267,0.0
CD320,0.9999,1.0671,0.963,0.8572,0.7973,0.734,0.7219,0.5736,0.788,0.0
CD36,0.9999,1.0927,1.07,0.9385,0.9263,0.8492,0.8069,0.7048,0.5104,0.0
CD37,0.9999,1.1012,1.012,0.6896,0.6533,0.4838,0.4992,0.4871,0.3647,0.0
CD38,0.9999,1.0325,0.9961,0.9197,0.8027,0.6821,0.647,0.493,0.3553,0.0
CD4,0.9999,1.2157,1.2579,1.0423,0.9261,0.765,0.823,0.7089,0.4916,0.0
CD44,0.9999,1.0163,0.9904,0.9102,0.914,0.8542,0.8626,0.6862,0.4481,0.0
CD46,0.9999,1.2436,1.2774,1.0474,1.0403,1.45,1.4885,1.2544,0.9359,0.0
CD47,0.9999,1.0337,1.0225,1.0556,0.9856,0.9581,1.0582,0.9233,0.8686,0.0
CD48,0.9999,1.0334,1.0198,0.9676,0.8978,0.776,0.7855,0.6277,0.4014,0.0
CD53,0.9999,0.9879,0.9446,1.0387,1.0163,0.9037,0.8945,0.6552,0.6523,0.0
CD55,0.9999,1.1008,1.0334,1.0872,1.0834,1.117,1.3467,1.5181,1.8501,0.0
CD63,0.9999,1.3634,1.4152,1.1176,1.003,0.826,1.3094,1.9804,4.6285,0.0
CD69,0.9999,1.0159,0.9966,0.9955,0.9187,0.8299,0.8037,0.649,0.4166,0.0
CD70,0.9999,1.0371,1.0555,0.8661,0.8153,0.7086,0.7557,0.5726,0.4362,0.0
CD74,0.9999,1.1459,1.1795,0.9738,0.8752,0.6392,0.5881,0.5655,0.6077,0.0
CD82,0.9999,0.916,0.8441,0.9627,0.9482,0.923,1.1894,1.188,1.1192,0.0
CD84,0.9999,1.0752,1.0512,0.8935,0.8096,0.6235,0.4598,0.2899,0.1921,0.0
CD93,0.9999,1.0079,0.9578,0.8822,0.7944,0.7097,0.5964,0.3984,0.2302,0.0
CD97,0.9999,1.0471,1.0673,1.003,0.9974,0.904,0.9442,0.6609,0.4414,0.0
CD99,0.9999,1.0745,1.0838,0.9586,1.0207,0.9353,1.049,0.7977,0.601,0.0
CD99L2,0.9999,1.0096,0.9747,0.8785,0.8793,0.7792,0.8099,0.6568,0.546,0.0
CDC42,0.9999,1.1714,1.3996,1.0464,1.1721,1.2511,2.1371,2.9686,1.9562,0.0
CDK5,0.9999,1.3598,1.1487,0.372,0.1655,0.1375,0.12,0.0087,0.034,0.0
CEACAM4,0.9999,1.2861,1.274,0.9214,0.609,0.4892,0.3846,0.302,0.284,0.0
CECR1,0.9999,1.375,1.579,1.2839,1.1326,0.9361,1.3966,1.4679,2.5341,0.0
CHID1,0.9999,1.1217,1.5474,0.5356,0.639,0.7325,0.691,0.4233,0.3291,0.0
CKAP4,0.9999,1.2623,1.1768,0.6867,0.5696,0.4305,0.3522,0.2753,0.316,0.0
CLDND1,0.9999,1.1081,1.0769,0.9413,0.8593,0.7627,0.7102,0.5164,0.3546,0.0
CLEC12A,0.9999,1.0629,1.0263,0.947,0.8695,0.7042,0.6417,0.4196,0.3344,0.0
