Accession,T37.0,T44.0,T47.6,T50.5,T53.4,T56.5,T59.1,T62.2,T65.6,RSD
TSPAN31,0.9999,1.3682,1.6248,1.0624,1.0908,0.8105,0.9141,1.1557,3.3657,0.0
TTC17,0.9999,2.1708,3.6868,1.0582,0.7162,0.4644,0.4966,0.01,0.8373,0.0
TUBB2C,0.9999,1.1208,1.3107,0.9266,0.7826,0.6915,0.4484,0.1217,0.0404,0.0
TXNDC10,0.9999,1.1077,1.1151,0.9175,0.514,0.237,0.1388,0.198,0.1088,0.0
TXNDC13,0.9999,0.8116,0.8474,0.8798,0.4977,0.2876,0.2819,0.0487,0.1816,0.0
TXNDC14,0.9999,0.8532,1.0795,0.9147,0.714,0.3828,0.2275,0.1453,0.0603,0.0
TXNDC4,0.9999,1.0699,1.0664,0.861,0.6262,0.4699,0.364,0.1057,0.2464,0.0
TYROBP,0.9999,1.295,1.3726,0.8248,0.8443,0.9055,0.8029,3.5127,2.5273,0.0
VAMP7,0.9999,0.702,0.7886,1.0291,0.796,0.4019,0.2753,0.0682,0.2562,0.0
VAMP8,0.9999,1.1724,1.1043,0.897,1.1031,1.0001,1.799,2.532,4.9273,0.0
VAPA,0.9999,0.8935,0.9232,0.8746,0.6876,0.6042,0.3663,0.2413,0.3114,0.0
VDAC1,0.9999,0.9395,0.932,0.9413,0.7679,0.7496,0.8398,0.9652,2.1713,0.0
VIM,0.9999,0.7472,0.7899,0.8064,0.5888,0.3982,0.3441,0.1671,0.3023,0.0
VLDLR,0.9999,1.0382,1.1756,1.1168,0.9241,0.7537,0.6184,0.4202,0.4214,0.0
VPS13C,0.9999,1.1587,1.2467,0.927,0.6109,0.2727,0.1669,0.178,0.216,0.0
VTN,0.9999,1.2888,1.3757,1.3834,1.059,0.8744,0.7335,0.6087,0.5954,0.0
XK,0.9999,1.1346,1.0791,0.9879,0.9398,0.8086,0.7355,0.5691,0.3526,0.0
XRCC5,0.9999,0.8672,0.5532,0.4662,0.2826,0.1878,0.1267,0.1076,0.07,0.0
YIPF3,0.9999,1.0997,1.3078,0.9601,0.9029,0.7463,0.914,2.3121,2.5748,0.0
YWHAH,0.9999,1.0483,1.1437,0.9082,0.5763,0.3538,0.2075,0.1382,0.1182,0.0
