Accession,IPI_ID,UniProt_ID,qusm.1.1,qusm.1.2,qusm.2.1,qusm.2.2,qusm.3.1,qusm.3.2,qupm.1.1,qupm.1.2,qupm.2.1,qupm.2.2,qupm.3.1,qupm.3.2,37C_cond1.1.1,37C_cond1.1.2,37C_cond1.2.1,37C_cond1.2.2,37C_cond1.3.1,37C_cond1.3.2,37C_cond2.1.1,37C_cond2.1.2,37C_cond2.2.1,37C_cond2.2.2,37C_cond2.3.1,37C_cond2.3.2,44C_cond1.1.1,44C_cond1.2.1,44C_cond1.3.1,44C_cond2.1.1,44C_cond2.2.1,44C_cond2.3.1,47.6C_cond1.1.1,47.6C_cond1.2.1,47.6C_cond1.3.1,47.6C_cond2.1.1,47.6C_cond2.2.1,47.6C_cond2.3.1,50.5C_cond1.1.2,50.5C_cond1.2.2,50.5C_cond1.3.2,50.5C_cond2.1.2,50.5C_cond2.2.2,50.5C_cond2.3.2,53.4C_cond1.1.2,53.4C_cond1.2.2,53.4C_cond1.3.2,53.4C_cond2.1.2,53.4C_cond2.2.2,53.4C_cond2.3.2,56.5C_cond1.1.2,56.5C_cond1.2.2,56.5C_cond1.3.2,56.5C_cond2.1.2,56.5C_cond2.2.2,56.5C_cond2.3.2,59.1C_cond1.1.2,59.1C_cond1.2.2,59.1C_cond1.3.2,59.1C_cond2.1.2,59.1C_cond2.2.2,59.1C_cond2.3.2,62.2C_cond1.1.1,62.2C_cond1.2.1,62.2C_cond1.3.1,62.2C_cond2.1.1,62.2C_cond2.2.1,62.2C_cond2.3.1,65.6C_cond1.1.1,65.6C_cond1.2.1,65.6C_cond1.3.1,65.6C_cond2.1.1,65.6C_cond2.2.1,65.6C_cond2.3.1,meanlog2Ratio37C,meanlog2Ratio44C,meanlog2Ratio47.6C,meanlog2Ratio50.5C,meanlog2Ratio53.4C,meanlog2Ratio56.5C,meanlog2Ratio59.1C,meanlog2Ratio62.2C,meanlog2Ratio65.6C,meanStDev,pValue_less37C,pValue_less44C,pValue_less47.6C,pValue_less50.5C,pValue_less53.4C,pValue_less56.5C,pValue_less59.1C,pValue_less62.2C,pValue_less65.6C,pValue_greater37C,pValue_greater44C,pValue_greater47.6C,pValue_greater50.5C,pValue_greater53.4C,pValue_greater56.5C,pValue_greater59.1C,pValue_greater62.2C,pValue_greater65.6C,collation.log2Ratio,collation.pValue,collation.pvalue.count,collation.pValue.start,collation.ratio.count,collation.ratio.start,Meltpnt_cond1_1,Meltpnt_cond1_2,Meltpnt_cond1_3,Meltpnt_cond2_1,Meltpnt_cond2_2,Meltpnt_cond2_3,Rsq_cond1_1,Rsq_cond1_2,Rsq_cond1_3,Rsq_cond2_1,Rsq_cond2_2,Rsq_cond2_3,Plateau,Mean_dTm,dTm_pValue,Significance_in_plateau,distancescore,collation.pValue.corrected,pValue37C,pValue37C.corrected,fullfil_all_criteria_collation,fullfil_all_criteria_37
KCNA3,IPI00217447.4,P22001,,0,,1,,,,0,,1,,,,,,1,,,,,,1.064392705,,,,,,,,,,,,,,,,1.365461147,,,1.102855604,,,0.885923167,,,1.022928734,,,0.992127856,,,1.027264345,,,0.951427685,,,1.125482038,,,,,,,,,,,,,,0.090030527,,,-0.308144352,0.207452149,0.050209519,0.242377122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.10240481,,,,,,0.014594219,,,0.443147905,,37,,,,,,,,0,0
KCNAB2,IPI00442307.1,Q13303,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0.638447027,1.047093021,1.249516949,0.819270881,0.941422819,1.09807357,0.7416937,1.476745855,1.181706475,0.639896864,1.385709764,1.055104784,0.924982346,1.757525176,1.439169616,0.777052526,1.217420471,1.299724938,0.878451396,0.528731273,1.065744232,0.797705766,0.64593151,0.659365692,0.793248997,1.017961107,1.016571663,0.618362773,0.735677604,0.874745588,0.692127925,0.676762179,0.759290323,0.741711453,0.692844959,0.755116933,0.694132145,1.113964573,0.717245757,0.777794017,0.711568349,0.646031442,0.538851224,0.802401993,0.630102133,0.550552309,0.568221316,0.613642749,0.331107886,0.409109531,0.479196949,0.380918979,0.455307937,0.523026898,-0.083216534,-0.15608867,-0.309387276,-0.180989913,-0.34821124,0.041917129,-0.21110482,-0.168355432,0.160934894,0.22340347,0.289946659,0.023612814,0.056766755,0.294653001,0.020565994,0.843395042,0.23271253,0.208572039,0.990780776,0.710053341,0.976387186,0.943233245,0.705346999,0.979434006,0.156604958,0.76728747,0.791427961,0.009219224,-0.34821124,0.014026207,3,3,1,5,61.73126253,62.36172345,58.00581162,56.80220441,49.86713427,55.77054108,0.812466664,0.251280652,0.655267319,0.546230525,0.663493565,0.633264997,65.6,-6.552972612,0.062147176,,-0.488779264,,0.289946659,,0,0
KCNE3,IPI00002294.1,"Q9Y6H6,Q2N1I1",,,,,2,,,,,,1,,,,,,1,,,,,,1.282587866,,,,1.254314746,,,1.187380893,,,1.28079374,,,1.200873883,,,,,,,,,,,,,,,,,,,,,,,,,,,0.792704383,,,0.621653308,,,1.338741431,,,1.186256342,0.359057664,-0.079116607,-0.092953515,,,,,-0.350672729,-0.17446154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.46593186,,,,,,0.419397997,,,,,,,,,0,0
KCNJ3,IPI00010176.3,P48549,,,1,,,,,,1,,,,,,1,,,,,,1.262465415,,,,,0.817444439,,,0.96180019,,,1.031698949,,,1.094555004,,,,,,,,,,,,,,,,,,,,,,,,,,,0.316217607,,,0.297394039,,,0.391127141,,,0.387345404,,0.336243866,0.234616537,0.085322403,,,,,-0.088541968,-0.014017027,,,,,,,,,,,,,,,,,,,,,,,,,,,53.42064128,,,54.10841683,,,0.918535923,,,0.933528624,,,0.687775551,,,,,,,0,0
KCNN4,IPI00032466.1,O15554,2,2,,2,2,2,2,2,,2,2,2,1,1,,1,1,1,0.890010571,0.855838924,,0.858468318,1.071365641,1.071239247,1.109150582,,1.371460839,1.038527398,,1.400226507,1.301331945,,1.3708343,1.155222058,,1.155090433,0.953090784,0.983576229,1.000485187,0.796478647,0.880661407,0.912209442,1.122291793,1.237075939,1.383377809,1.054770618,1.056549009,1.198401758,1.268213714,1.089966777,1.396515357,1.037491436,1.10118499,1.307878449,1.108058993,1.255751552,1.326351194,1.13513289,1.102309805,1.250386877,0.853004151,,1.121625076,0.818081941,,1.025865298,0.768297159,,0.8496697,0.776709968,,0.80783663,-0.082825194,-0.032484586,-0.209433604,-0.183896726,-0.174725494,-0.123176246,-0.079427693,-0.094528303,-0.028563496,0.091875785,0.165816088,0.347282938,0.056566159,0.020365886,0.02779715,0.150378016,0.171344302,0.110561891,0.31762458,0.834183912,0.652717062,0.943433841,0.979634114,0.97220285,0.849621984,0.828655698,0.889438109,0.68237542,-0.35862222,0.002078303,3,3,2,4,,,,62.0751503,,,,0.745073119,-1.03586079,-0.201562861,0.998044049,-5.04E-07,,,,,-0.501404108,,0.165816088,,0,0
KIAA0564,IPI00900366.1,A3KMH1,,1,,,,,,1,,,,,,1,,,,,,1.282628004,,,,,,,,,,,,,,,,,0.888667728,,,1.307463269,,,1.165669681,,,1.52124435,,,0.960915508,,,1.205939321,,,1.309614809,,,1.182014064,,,,,,,,,,,,,,,0.359102811,,,0.557054415,0.384092879,0.32767583,-0.147895339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.22905812,,,0.643673439,,,0.201438253,,,55.16873747,,,,,,,,0,0
KIAA1033,IPI00298991.8,Q2M389,1,,,,,,1,,,,,,1,,,,,,0.767338747,,,,,,1.477019793,,,1.548216808,,,1.016891574,,,0.973740063,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.003082871,,,0.00927188,,,0,,,-0.38206449,0.067918357,-0.062557253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.3496994,,,58.63627255,,,0.869612196,,,0.630595917,,,60.67094188,0.286573146,,,,,,,0,0
KIAA1797,IPI00748360.2,Q5VW36,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,0.721268499,1.151607394,0.991033441,1.089336338,1.08400127,1.096279694,0.983165902,1.265583801,1.404086223,1.017858617,1.379129798,1.584587182,1.191456538,1.195389962,1.564633149,1.265542339,1.196563592,1.227454636,1.18118498,0.875782894,0.985728985,0.979284141,0.986830607,0.905275026,0.658105851,0.36124812,0.415748185,0.585395918,0.456129639,0.415235786,0.078416769,0.114137355,0.10832847,0.143279963,0.141606822,0.162975629,0.059646961,0.066969031,0.118092362,0.063838749,0.040540855,0.082136322,0.210771439,0.039724107,0.045632398,0.136495744,0.088695662,0.054290488,0.154490251,0.074123292,0.067079637,0.131266639,0.038131953,0.095899112,0.015282459,0.116153702,-0.087236515,-0.073680398,0.055255898,0.589243792,,-0.626823418,-0.235015493,0.205129164,0.556920885,0.957664059,0.290613172,0.314155265,0.627107852,0.966385739,0.130772057,0.668465749,0.324205807,0.443079115,0.042335941,0.709386828,0.685844735,0.372892148,0.033614261,0.869227943,0.331534251,0.675794193,0.589243792,0.061258196,2,6,1,6,53.47795591,52.56092184,53.01943888,53.30601202,52.90480962,52.50360721,0.955577736,0.948590877,0.836792609,0.97691103,0.958747019,0.899583333,55.34068136,-0.114629259,0.760854208,1,0.648022765,,0.443079115,,0,0
KIAA1919,IPI00217751.2,Q5TF39,1,,,,1,,1,,,,1,,1,,,,1,,1.078637912,,,,1.0910415,,1.051688666,,1.03269619,1.184627276,,1.208917394,1.003857906,,1.170113253,1.024894544,,1.086005908,,,,,,,,,,,,,,,,,,,,,,,,,1.264257504,,1.076139999,1.809430952,,0.928921216,2.637831672,,1.74798711,2.350015377,,1.813088587,0.117458313,0.199512653,-0.03884791,,,,,0.152504043,-0.056963719,0.16384042,0.977685604,0.955950745,0.336319209,,,,,0.626058594,0.347569746,0.022314396,0.044049255,0.663680791,,,,,0.373941406,0.652430254,0.316970966,0.022314396,1,1,2,1,,,,,,,0.347574836,,0.457663887,0.367621349,,0.707172614,,,,,0.31785194,,0.022314396,,0,0
KLC1,IPI00337460.3,E7EVH7,1,,,1,1,,1,,,1,1,,1,,,1,1,,0.83108524,,,0.990845885,1.096123953,,1.109911564,,0.999943601,0.961663122,,1.236534691,1.061192768,,1.293966995,1.04868681,,1.029704598,,0.479786605,,,0.544787989,,,0.379554052,,,0.267191738,,,0.263876075,,,0.301219359,,,0.215825208,,,0.20377842,,0.220896539,,0.45201363,0.131803528,,0.353982204,0.125221441,,0.308748148,0.163038564,,0.242271645,-0.049262701,0.049771428,-0.173336585,0.183302015,-0.506429957,0.190953942,-0.082862097,-0.548835638,0.015463364,0.315980582,0.35696294,0.560980793,0.233496291,,,,,0.109256556,0.513467374,0.64303706,0.439019207,0.766503709,,,,,0.890743444,0.486532626,-0.548835638,0.109256556,1,6,1,8,60.64228457,49.17935872,61.21543086,,50.15370741,60.87154309,0.983311302,0.998192746,0.873988978,,0.988800225,0.921222935,50.81282565,-1.499732799,0.831022191,1,-0.732065838,,0.35696294,,0,0
KNTC1,IPI00001458.1,P50748,,,,,1,,,,,,1,,,,,,1,,,,,,0.964572811,,,,1.880223481,,,1.618708132,,,1.948820321,,,1.077930446,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0,,,0.078708414,,,0.03332821,-0.05203795,-0.216061271,-0.854336992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
KRAS,IPI00423568.1,P01116,,,,,,1,,,,,,1,,,,,,1,,,,,,0.929908532,,,,,,,,,,,,,,,0.973686458,,,0.674551066,,,0.70630981,,,0.584100533,,,0.721754438,,,0.757099896,,,0.96069469,,,0.687328422,,,,,,,,,,,,,-0.104839278,,,-0.529529614,-0.274084433,0.068975596,-0.483078396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8987976,,,,,,0.51922997,,,,,,,,,,,,0,0
KTN1,IPI00328753.1,Q86UP2,7,7,7,5,8,6,7,6,7,5,8,6,1,1,1,1,1,1,0.95369078,1.134255174,1.280599299,1.148474216,1.124472885,1.493246528,0.835203582,1.121643263,1.165740797,1.140267012,1.214791517,1.256938351,0.956983275,0.908068091,1.226179935,0.951094172,0.892864808,0.991329523,0.404295292,0.407431738,0.534999207,0.3747061,0.439974955,0.514975538,0.16465018,0.230144266,0.296107724,0.192102009,0.238693921,0.305761559,0.078721138,0.134945,0.146016272,0.097694739,0.104529501,0.140096307,0.073568927,0.066161987,0.10092533,0.069841755,0.071568889,0.107150161,0.126446891,0.148670859,0.120949466,0.160620829,0.158182364,0.121911183,0.129636119,0.129800596,0.119154056,0.12428315,0.116578137,0.102807247,0.236262925,0.224311193,-0.113332782,-0.017939917,0.107125586,,,0.217297149,,0.162329384,0.978075533,0.907896345,0.181156787,0.406042109,0.897749307,0.430743864,0.723514711,0.860943221,0.042083649,0.021924467,0.092103655,0.818843213,0.593957891,0.102250693,0.569256136,0.276485289,0.139056779,0.957916351,0.236262925,0.04615927,3,1,1,1,49.86713427,49.75250501,50.44028056,49.23667335,49.35130261,50.03907816,0.975336627,0.983383076,0.943238473,0.996318718,0.991058603,0.987198011,52.76152305,-0.47762191,0.219856816,,0.219981576,0.134771593,0.021924467,0.160503644,1,1
LAMP1,IPI00884105.2,P11279,23,25,20,20,19,22,12,15,12,12,13,13,1,1,1,1,1,1,0.794354306,0.946336751,0.768854556,1.019767543,0.795003406,0.71180672,1.235359694,1.237092226,1.394257902,1.295225887,1.225572439,1.346890073,1.476396363,1.395488515,1.683655627,1.316960686,1.335970887,1.524129088,1.323002974,1.50986418,1.207835997,1.376337662,1.378267561,1.109939137,1.301466867,1.381530288,1.205256912,1.383723389,1.303696935,1.097916241,1.070579823,1.150050798,1.021008676,1.128447652,1.149975059,0.901847004,1.014450365,1.388567365,1.030322607,1.101649794,1.134731712,0.830299809,1.066385261,1.092862377,1.794956619,1.305802962,0.949787338,1.284600335,1.739878439,0.896097348,2.551505335,1.662505896,0.903528911,2.401468264,-0.264017759,0.001636641,-0.123787158,-0.065496217,-0.043271459,-0.034396134,-0.161223467,-0.130952078,-0.047047891,0.150245512,0.01084676,0.516555254,0.028795423,0.198657648,0.293480194,0.346835008,0.184575985,0.310802131,0.129490168,0.98915324,0.483444746,0.971204577,0.801342352,0.706519806,0.653164992,0.815424015,0.689197869,0.870509832,-0.264017759,0.009862984,3,1,1,1,,,,,,,,-1.36175998,0.110753712,0.54206825,4.20E-09,0.125891836,,,,,-0.386682292,,0.01084676,0.116728033,0,1
LAMP2,IPI00216172.2,P13473,27,25,21,22,21,18,9,7,7,7,10,6,1,1,1,1,1,1,0.736346133,0.993581776,0.825942171,0.984876227,0.80208553,0.782555268,1.265032745,1.516571553,1.472072395,1.24692239,1.410378661,1.389174785,1.604561123,1.668455619,1.80927513,1.272203287,1.536231102,1.546408013,1.335200555,1.324142856,1.413411877,1.258881919,1.213393038,1.168181437,1.302713208,1.271000721,1.391352849,1.317872119,1.132127676,1.117968911,1.153297543,1.120683246,1.184579078,1.140384897,1.076473372,1.065147155,1.168199165,1.447261025,1.198988378,1.275479715,1.002917351,0.982759946,0.850413272,1.595734762,1.774301451,1.158539805,1.308490625,1.185719624,1.550955814,1.495610718,2.228761586,1.433359923,1.244796427,1.950307502,-0.236768972,-0.069718188,-0.226819456,-0.161947634,-0.155281858,-0.075877205,-0.22975848,-0.140577974,-0.19037408,0.178252344,0.011661057,0.054813785,0.033903841,0.053506673,0.123758074,0.101147413,0.176515202,0.345270753,0.024351523,0.988338943,0.945186215,0.966096159,0.946493327,0.876241926,0.898852587,0.823484798,0.654729247,0.975648477,-0.236768972,0.001504142,3,1,1,1,,,,,,,,,,,,,,,,,-0.353639133,,0.011661057,0.116728033,0,1
LANCL1,IPI00005724.1,O43813,,1,,,2,2,,1,,,2,2,,1,,,1,1,,0.906478661,,,1.166766376,1.110101092,,,0.911432746,,,1.187290057,,,0.962784782,,,1.037883743,0.93526048,,0.692679174,0.643044213,,0.938738952,0.37423714,,0.289388044,0.30350651,,0.301528251,0.202609228,,0.161184582,0.298413264,,0.159628035,0.202055732,,0.167299385,0.207701147,,0.174330401,,,0.088682291,,,0.162594804,,,0.028825421,,,0.022727395,0.077183914,0.381464322,0.108359607,-0.050956784,-0.121468713,0.272306034,0.04957397,0.874563206,,0.311910334,0.720032443,,,0.466982537,0.311660189,0.742024314,0.937764452,,,0.279967557,,,0.533017463,0.688339811,0.257975686,0.062235548,,,0.04957397,0.062235548,1,7,1,7,52.38897796,,51.52925852,50.3256513,,51.93046092,0.999956573,,0.987660706,0.993461606,,0.986856131,55.16873747,-0.831062124,0.457635919,1,-0.006406224,,0.279967557,,0,0
LANCL2,IPI00032995.1,Q9NS86,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
LAT2,IPI00395993.2,Q9GZY6,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1.036739513,0.891913464,1.027536858,0.972523908,0.990617575,1.130076271,1.002449314,1.105187133,1.160365648,1.096519697,1.058994873,1.343974966,1.29247127,1.220317577,1.498702595,1.179122975,1.131994265,1.190262123,0.844078506,0.87045678,0.856398718,0.731957106,0.921731645,0.845032945,0.657677542,0.928094647,0.840143696,0.683883308,0.5978932,0.815828689,0.712897622,0.895625034,0.735825679,0.712846226,0.826197369,0.670292785,0.849500402,0.90592973,1.025897099,1.01236841,0.633859954,0.957618829,0.954219917,0.917407985,0.887251216,0.886296398,0.83401198,0.934735608,0.863642933,0.67179979,0.811067893,0.838831022,0.65322454,0.843702285,0.008140856,0.093244714,-0.191080939,-0.047439672,-0.206794743,-0.083695006,-0.120516591,-0.056270734,-0.008531926,0.169478728,0.566492046,0.815641229,0.057410703,0.31528312,0.21942363,0.092648021,0.320840992,0.242844348,0.4093503,0.433507954,0.184358771,0.942589297,0.68471688,0.78057637,0.907351979,0.679159008,0.757155652,0.5906497,-0.191080939,0.086627043,3,3,1,3,50.21102204,,49.46593186,,50.66953908,49.58056112,0.483368759,0.524953865,0.263422263,,0.775683434,0.411427628,50.18236473,0.286573146,0.70638989,,-0.298235677,,0.433507954,,0,0
LCP1,IPI00010471.5,P13796,13,12,12,12,11,16,12,11,11,11,10,15,1,1,1,1,1,1,0.697661843,1.032922771,1.031652358,0.945336019,0.930232021,1.026172067,0.921554603,1.269600637,1.356463949,0.893778442,1.259408981,1.239199216,1.077266682,1.375947949,1.491013785,0.932113576,1.248592336,1.157832138,0.968339152,0.901552021,1.047393167,0.933005063,0.913634935,0.823455072,0.832777889,0.805175023,0.874780793,0.862454261,0.720486494,0.84638485,0.557784862,0.518155904,0.549563477,0.546611191,0.559864191,0.526600118,0.329646138,0.326156992,0.294110083,0.315728367,0.275864623,0.27116357,0.201971141,0.23273921,0.192682051,0.191505594,0.208800617,0.168861587,0.178248049,0.177111607,0.199369409,0.169617944,0.173124867,0.188682677,-0.09597943,-0.062074289,-0.237929549,-0.127153898,-0.052474197,0.006972866,-0.14034442,-0.141243982,-0.061308457,0.1068065,0.165019139,0.111020454,0.034999724,0.186883278,0.239892598,0.546153344,0.059065684,0.0262201,0.025532585,0.834980861,0.888979546,0.965000276,0.813116722,0.760107402,0.453846656,0.940934316,0.9737799,0.974467415,-0.237929549,0.003436334,3,7,1,3,56.22905812,55.77054108,56.11442886,56.34368737,55.77054108,55.9997996,0.98736057,0.858726364,0.807385826,0.987276865,0.891199096,0.916285061,59.98316633,0,1,,-0.355046503,0.031965899,0.165019139,0.526974699,1,1
LCP2,IPI00297169.1,"A0A0D9SGG1,Q13094",,,,,1,,,,,,1,,,,,,1,,,,,,0.941341074,,,,1.166525394,,,1.02132734,,,0.351188811,,,0.537194314,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055341918,,,0.188653229,,,0.144769878,,,0.10406627,-0.087210548,-0.191772383,0.613197155,,,,,1.769292255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.40260521,,,47.5745491,,,0.968580301,,,0.984846997,48.00440882,0.171943888,,,,,,,0,0
LDLR,IPI00000070.1,P01130,2,3,4,4,4,4,2,3,4,4,4,4,1,1,1,1,1,1,0.912125155,0.967599761,1.090460999,1.018139645,0.99272147,0.930517817,0.849439882,1.068625173,0.791432186,0.847187663,1.064886324,0.899355382,0.956533876,1.297632072,0.958365654,1.06556535,1.201689705,0.927656028,1.034584696,0.945485511,0.978253555,0.984480398,0.943848959,0.929253274,0.984807417,0.871517555,0.864537185,0.868652883,0.915765143,0.885574252,0.722472311,0.664998592,0.695256541,0.748815065,0.681720645,0.733362689,0.845416804,0.592377066,0.653091945,0.747398028,0.576251344,0.590299657,0.538000908,0.779803987,0.626598628,0.56744127,0.674376597,0.522186833,0.854684459,0.760054095,0.77208641,0.859106922,0.598984667,0.720714787,-0.023962297,0.058512944,-0.000690702,-0.049417764,-0.024976219,0.054826001,-0.121147407,-0.131890039,-0.145157032,0.10826123,0.278633303,0.774602631,0.496960937,0.084935205,0.390599965,0.977696707,0.050430219,0.168861973,0.148592273,0.721366697,0.225397369,0.503039063,0.915064795,0.609400035,0.022303293,0.949569781,0.831138027,0.851407727,0.054826001,0.18668537,3,7,1,6,53.99378758,53.47795591,53.6498998,53.70721443,54.85350701,54.96813627,0.539015246,0.687999964,0.645521904,0.624643004,0.84076376,0.8419478,56.14308617,0.80240481,0.135568541,1,-3.74E-05,,0.278633303,0.732387507,0,1
LGALS1,IPI00219219.3,P09382,8,10,8,10,8,9,7,7,6,8,6,7,1,1,1,1,1,1,0.827488306,1.055523307,1.016864481,0.966935805,1.061078117,1.218088679,0.90815653,1.255673974,1.321653702,0.988511184,1.216134536,1.279721499,1.143069401,1.264928674,1.326811278,1.078949331,1.157507033,1.224675761,1.187277272,1.170762105,1.251187837,1.027930076,1.170976459,1.056998065,1.155010183,1.26671193,1.308004181,1.056824863,1.132006918,1.227967252,1.03385861,1.054088331,1.11863868,0.961287843,1.144058035,1.030552277,0.677094808,0.786432582,0.744740401,0.732411577,0.792403078,0.752314991,0.299342869,0.341551565,0.373368671,0.350965496,0.351567293,0.358877395,0.285579539,0.240763294,0.319169448,0.265003176,0.237625373,0.332308252,0.025089791,0.009880959,-0.108961434,-0.150325435,-0.127156673,-0.035053487,0.046269115,0.071372645,-0.022869993,0.098966912,0.624419152,0.561666892,0.007322532,0.093241342,0.012550137,0.346257959,0.8491855,0.757355438,0.340316486,0.375580848,0.438333108,0.992677468,0.906758658,0.987449863,0.653742041,0.1508145,0.242644562,0.659683514,-0.127156673,0.000691768,3,3,1,5,59.15210421,60.06913828,59.20941884,59.66793587,59.89719439,59.38136273,0.911084434,0.80725544,0.704201142,0.993578515,0.918516811,0.874126228,61.75991984,0.171943888,0.631859373,,-0.220718107,0.016276893,0.375580848,0.869751011,1,1
LMAN2,IPI00009950.1,Q12907,25,21,21,23,22,22,16,16,14,15,16,15,1,1,1,1,1,1,0.966018295,1.042069662,0.969216269,0.962274335,0.924508896,0.968612198,1.017640756,1.02811039,1.043390518,1.049414438,1.013740371,1.024134905,1.007207182,0.984264537,1.019960263,1.027438964,1.002452975,0.955489768,0.77369221,0.736606142,0.78000973,0.743377285,0.763014906,0.753160956,0.452787514,0.472829876,0.497398612,0.45692993,0.482250283,0.495223287,0.257139006,0.228501502,0.262458569,0.266613936,0.253092568,0.265688419,0.172786755,0.182265062,0.180229229,0.178219457,0.180686119,0.170626242,0.102474797,0.159403472,0.190244915,0.162574033,0.169516257,0.152769275,0.151554566,0.147047759,0.175622019,0.158749128,0.116329854,0.165271452,-0.041710832,-0.000941412,-0.01303062,-0.019127079,0.011758778,0.072436953,-0.015627868,0.146021604,-0.010362426,0.10841865,0.063629572,0.485361804,0.389315464,0.319922979,0.818443744,0.898498872,0.352262293,0.670303614,0.208728283,0.936370428,0.514638196,0.610684536,0.680077021,0.181556256,0.101501128,0.647737707,0.329696386,0.791271717,-0.041710832,0.182672212,3,1,1,1,52.50360721,52.2743487,52.50360721,52.44629259,52.73286573,52.6755511,0.99552257,0.996730544,0.994483775,0.985365169,0.992477233,0.994903212,56.37234469,0.191048764,0.175523369,,-0.117102465,0.380567108,0.063629572,0.316516334,1,1
LMBRD1,IPI00871937.1,Q9NUN5,,,,1,,,,,,1,,,,,,1,,,,,,0.994973807,,,,,,,,,,,,,,,,0.923261981,,,0.982574405,,,0.795240724,,,0.802767207,,,0.553011814,,,0.645913101,,,0.900595628,,,0.802375733,,,,,,,,,,,,,,-0.007269549,,,0.08982658,0.013590045,0.224029781,-0.166601501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.47194389,,,53.19138277,,,0.48470084,,,0.853289029,,53.33466934,1.719438878,,,,,,,0,0
LNPEP,IPI00307017.2,Q9UIQ6,26,27,29,31,31,28,23,22,23,26,24,24,1,1,1,1,1,1,0.848899466,0.932891249,0.881570095,0.989270398,0.864753795,0.866200742,1.075732126,1.005772565,1.06069744,1.041067707,0.992657454,0.986779355,1.264666186,1.244925333,1.22431303,1.1945691,1.19423951,1.148710074,1.119430203,1.232216708,1.158889359,1.116156277,1.202684232,1.102246036,1.041727208,1.13293661,1.162862499,1.103002708,1.110713655,1.038237912,0.914992606,0.940123535,0.978472765,0.957450394,0.91237102,0.924056807,0.929258891,1.113885528,1.080894946,0.970445967,1.026795502,0.931518449,1.063780288,1.266907339,1.463515861,1.323949864,1.180612843,1.075392167,2.097295974,1.748148793,2.156878782,2.134139715,1.516623907,2.012471016,-0.158472485,-0.056801655,-0.078063695,-0.037173394,-0.036554951,-0.020114071,-0.089818286,-0.076900767,-0.093272517,0.112719283,0.002888629,0.075872671,0.007201116,0.099753939,0.329221596,0.347019078,0.191925759,0.37992839,0.147922555,0.997111371,0.924127329,0.992798884,0.900246061,0.670778404,0.652980922,0.808074241,0.62007161,0.852077445,-0.158472485,0.000691357,3,1,1,1,,,,,,,0.565219852,0.547604385,0.503947734,0.424523019,0.341464463,0.545214133,37,,,1,-0.258693133,,0.002888629,0.058473575,0,1
