,Accession,Score,pVal (-log10),Rep1delta_SH,Rep2delta_SH,Rep1Group1_R2,Rep1Group2_R2,Rep1Group1_SH,Rep1Group2_SH,Rep1min_Slope,Rep2Group1_R2,Rep2Group2_R2,Rep2Group1_SH,Rep2Group2_SH,Rep2min_Slope
247,ITGAM,0.603,0.686,0.239,0.474,0.981,0.955,5.667,5.906,-0.039,0.977,0.935,5.81,6.284,-0.035
415,SLC12A7,0.6,0.607,0.013,0.159,0.997,0.997,2.608,2.604,-0.125,0.999,0.997,2.359,2.517,-0.15
491,TIMP1,0.596,0.641,0.346,0.338,0.966,0.998,5.99,5.648,-0.036,0.966,0.989,5.826,5.49,-0.034
528,YWHAH,0.593,0.598,0.28,0.128,0.999,0.997,3.315,3.512,-0.126,0.999,0.997,3.306,3.282,-0.124
348,PROCR,0.593,0.714,0.216,0.139,0.95,0.959,5.901,5.691,-0.036,0.959,0.935,5.668,5.807,-0.034
340,PLXND1,0.592,0.598,0.056,0.096,0.999,0.997,1.932,1.989,-0.187,0.999,0.997,1.888,1.984,-0.159
360,PVR,0.591,0.747,0.322,0.428,0.941,0.945,6.515,6.194,-0.025,0.863,0.887,6.267,5.859,-0.023
294,MPZL1,0.59,0.771,0.093,0.051,0.923,0.948,6.025,5.975,-0.031,0.943,0.918,6.197,6.248,-0.031
165,EPS15,0.589,0.593,0.19,0.034,0.999,0.998,2.63,2.746,-0.196,0.999,0.998,2.714,2.713,-0.114
414,SLC12A6,0.578,0.591,0.263,0.106,0.997,0.992,4.384,4.255,-0.124,0.995,0.99,4.051,4.156,-0.093
231,IGF1R,0.577,0.586,0.08,0.24,0.998,0.994,2.16,2.09,-0.187,0.999,0.986,2.062,2.114,-0.15
483,TBXA2R,0.577,1.041,0.468,0.438,0.864,0.862,4.51,4.972,-0.058,0.877,0.906,4.8,5.221,-0.065
515,UAP1,0.576,0.609,0.246,0.101,0.985,0.988,4.397,4.538,-0.236,0.987,0.998,4.025,3.932,-0.132
450,SLC4A2,0.573,0.594,0.094,0.061,0.99,0.993,2.951,3.039,-0.116,0.996,0.994,3.083,3.144,-0.133
358,PTRF,0.573,0.586,0.339,0.307,1.0,0.99,3.293,3.632,-0.13,0.996,0.996,3.229,3.536,-0.119
331,PKM2,0.572,0.793,0.009,0.039,0.859,0.989,6.259,6.263,-0.912,0.902,0.933,6.167,6.155,-0.951
180,FEN1,0.571,0.582,0.059,0.105,0.995,0.995,1.973,1.95,-0.147,0.998,0.998,1.834,1.731,-0.149
475,STRAP,0.569,0.794,0.489,0.289,0.932,0.908,4.541,5.03,-0.037,0.974,0.966,4.09,4.378,-0.051
115,CLDND1,0.566,0.714,0.033,0.11,0.951,0.936,5.822,5.798,-0.038,0.953,0.923,5.849,5.959,-0.038
199,GP1BB,0.558,0.632,0.217,0.088,0.978,0.961,5.323,5.106,-0.038,0.972,0.966,5.059,5.093,-0.032
